pulled_at,season,week,season_type,date,game_id,away_team,home_team,book,spread,formatted_spread,spread_open,total,total_open,home_moneyline,away_moneyline,home_moneyline_implied,away_moneyline_implied,source
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-30T02:00:00.000Z,401862693,Memphis,UNLV,DraftKings,-3.0,UNLV -3,-3.0,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-30T02:00:00.000Z,401862693,Memphis,UNLV,Bovada,-3.5,UNLV -3.5,-3.0,59.5,60.5,-170.0,145.0,0.6296296296296297,0.40816326530612246,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T01:00:00.000Z,401858206,Miami,Stanford,DraftKings,21.5,Miami -21.5,21.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T01:00:00.000Z,401858206,Miami,Stanford,Bovada,22.5,Miami -22.5,21.5,49.5,48.5,-100000.0,-2500.0,0.999000999000999,0.9615384615384616,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401856667,Texas State,Texas,DraftKings,-30.5,Texas -30.5,-30.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401856667,Texas State,Texas,Bovada,-30.5,Texas -30.5,-30.5,59.5,59.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:45:00.000Z,401856772,Oklahoma State,Tulsa,DraftKings,11.5,Oklahoma State -11.5,11.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:45:00.000Z,401856772,Oklahoma State,Tulsa,Bovada,12.5,Oklahoma State -12.5,11.5,61.5,61.5,390.0,-550.0,0.20408163265306123,0.8461538461538461,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401858209,Tulane,Duke,DraftKings,-8.5,Duke -8.5,-8.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401858209,Tulane,Duke,Bovada,-9.5,Duke -9.5,-8.5,53.5,53.5,-480.0,350.0,0.8275862068965517,0.2222222222222222,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401858425,North Texas,Indiana,DraftKings,-40.5,Indiana -40.5,-40.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401858425,North Texas,Indiana,Bovada,-40.5,Indiana -40.5,-40.5,55.5,55.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T20:00:00.000Z,401858437,Washington State,Washington,DraftKings,-21.5,Washington -21.5,-21.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T20:00:00.000Z,401858437,Washington State,Washington,Bovada,-21.5,Washington -21.5,-21.5,50.5,50.5,-2200.0,1000.0,0.9565217391304348,0.09090909090909091,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-04T00:00:00.000Z,401856776,Colorado,Georgia Tech,DraftKings,-7.0,Georgia Tech -7,-7.0,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-04T00:00:00.000Z,401856776,Colorado,Georgia Tech,Bovada,-7.5,Georgia Tech -7.5,-7.0,51.5,51.5,-290.0,240.0,0.7435897435897436,0.29411764705882354,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T19:30:00.000Z,401858202,NC State,Virginia,Bovada,-5.5,Virginia -5.5,-3.5,54.5,54.5,-145.0,125.0,0.5918367346938775,0.4444444444444444,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T19:30:00.000Z,401858202,NC State,Virginia,DraftKings,-3.0,Virginia -3,,53.5,,-135.0,114.0,0.574468085106383,0.4672897196261682,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T23:30:00.000Z,401856661,Louisville,Ole Miss,Bovada,-6.5,Ole Miss -6.5,-8.5,55.5,52.5,-270.0,220.0,0.7297297297297297,0.3125,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T23:30:00.000Z,401856661,Louisville,Ole Miss,DraftKings,-6.5,Ole Miss -6.5,,55.5,,-278.0,225.0,0.7354497354497355,0.3076923076923077,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401856636,Baylor,Auburn,DraftKings,-6.5,Auburn -6.5,-6.5,59.5,,-285.0,230.0,0.7402597402597403,0.30303030303030304,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401856636,Baylor,Auburn,Bovada,-7.0,Auburn -7.0,-7.5,59.5,58.5,-270.0,220.0,0.7297297297297297,0.3125,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T22:30:00.000Z,401866408,Sacramento State,Eastern Michigan,DraftKings,-8.5,Eastern Michigan -8.5,-8.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T22:30:00.000Z,401866408,Sacramento State,Eastern Michigan,Bovada,-7.5,Eastern Michigan -7.5,-8.5,52.5,52.5,-330.0,265.0,0.7674418604651163,0.273972602739726,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401856634,East Carolina,Alabama,DraftKings,-25.5,Alabama -25.5,-25.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401856634,East Carolina,Alabama,Bovada,-26.5,Alabama -26.5,-25.5,53.5,53.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T16:00:00.000Z,401856766,North Carolina,TCU,DraftKings,-6.5,TCU -6.5,,49.5,,-250.0,205.0,0.7142857142857143,0.32786885245901637,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T16:00:00.000Z,401856766,North Carolina,TCU,Bovada,-6.5,TCU -6.5,-7.5,49.5,50.5,-235.0,195.0,0.7014925373134329,0.3389830508474576,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:30:00.000Z,401858428,Western Michigan,Michigan,DraftKings,-26.5,Michigan -26.5,-26.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:30:00.000Z,401858428,Western Michigan,Michigan,Bovada,-26.5,Michigan -26.5,-26.5,47.5,47.5,-100000.0,2200.0,0.999000999000999,0.043478260869565216,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401858430,Ohio,Nebraska,DraftKings,-23.5,Nebraska -23.5,-23.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401858430,Ohio,Nebraska,Bovada,-23.5,Nebraska -23.5,-23.5,47.5,47.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401858433,Boise State,Oregon,DraftKings,-24.5,Oregon -24.5,-24.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401858433,Boise State,Oregon,Bovada,-24.5,Oregon -24.5,-24.5,53.5,53.5,-7000.0,1300.0,0.9859154929577465,0.07142857142857142,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-04T01:00:00.000Z,401858424,UAB,Illinois,Bovada,-27.5,Illinois -27.5,-27.5,56.5,56.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-04T01:00:00.000Z,401858424,UAB,Illinois,DraftKings,-27.5,Illinois -27.5,-27.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:30:00.000Z,401864432,Western Kentucky,Nevada,Bovada,3.0,Western Kentucky -3.0,4.0,52.5,53.5,120.0,-140.0,0.45454545454545453,0.5833333333333334,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:30:00.000Z,401864432,Western Kentucky,Nevada,DraftKings,4.0,Western Kentucky -4,4.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:30:00.000Z,401856662,UL Monroe,Mississippi State,Bovada,-28.5,Mississippi State -28.5,-28.5,55.5,55.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:30:00.000Z,401856662,UL Monroe,Mississippi State,DraftKings,-28.5,Mississippi State -28.5,-28.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:00:00.000Z,401864498,Central Michigan,New Mexico,Bovada,-12.5,New Mexico -12.5,-12.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:00:00.000Z,401864498,Central Michigan,New Mexico,DraftKings,-12.5,New Mexico -12.5,-12.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401862699,Florida International,South Florida,Bovada,-12.5,South Florida -12.5,-12.5,54.5,54.5,-460.0,340.0,0.8214285714285714,0.22727272727272727,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401862699,Florida International,South Florida,DraftKings,-12.5,South Florida -12.5,-12.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:30:00.000Z,401858210,UCLA,California,Bovada,-1.5,California -1.5,-3.5,53.5,53.5,-115.0,-105.0,0.5348837209302325,0.5121951219512195,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:30:00.000Z,401858210,UCLA,California,DraftKings,-1.5,California -1.5,-1.5,53.5,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401870763,Sam Houston,Troy,Bovada,-17.5,Troy -17.5,-17.0,50.5,50.5,-1300.0,725.0,0.9285714285714286,0.12121212121212122,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401870763,Sam Houston,Troy,DraftKings,-16.5,Troy -16.5,-17.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:00:00.000Z,401864497,UNLV,Hawai'i,Bovada,1.5,UNLV -1.5,1.5,58.5,58.5,105.0,-125.0,0.4878048780487805,0.5555555555555556,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T02:00:00.000Z,401864497,UNLV,Hawai'i,DraftKings,1.5,UNLV -1.5,1.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T21:30:00.000Z,401864577,Jacksonville State,North Dakota State,Bovada,-8.5,North Dakota State -8.5,-10.0,48.5,48.5,-330.0,265.0,0.7674418604651163,0.273972602739726,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T21:30:00.000Z,401864577,Jacksonville State,North Dakota State,DraftKings,-10.0,North Dakota State -10,-10.0,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,2,regular,2026-09-12T23:30:00.000Z,401856682,Ohio State,Texas,Bovada,-1.5,Texas -1.5,-2.5,47.5,47.5,-120.0,100.0,0.5454545454545454,0.5,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,2,regular,2026-09-12T16:00:00.000Z,401856679,Oklahoma,Michigan,Bovada,-2.5,Michigan -2.5,-1.5,45.5,45.5,-145.0,125.0,0.5918367346938775,0.4444444444444444,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T19:00:00.000Z,401864494,San José State,USC,DraftKings,-35.5,USC -35.5,-35.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T19:00:00.000Z,401864494,San José State,USC,Bovada,-35.5,USC -35.5,-35.5,58.5,57.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T22:00:00.000Z,401860878,Wyoming,Colorado State,DraftKings,-4.0,Colorado State -4,-4.0,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T22:00:00.000Z,401860878,Wyoming,Colorado State,Bovada,-4.0,Colorado State -4.0,-4.0,47.5,47.5,-180.0,155.0,0.6428571428571429,0.39215686274509803,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401856778,Oregon State,Houston,Bovada,-18.5,Houston -18.5,-18.5,51.5,51.5,-1300.0,725.0,0.9285714285714286,0.12121212121212122,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401856778,Oregon State,Houston,DraftKings,-18.5,Houston -18.5,-18.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:45:00.000Z,401856665,Kent State,South Carolina,Bovada,-34.5,South Carolina -34.5,-34.5,52.5,52.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:45:00.000Z,401856665,Kent State,South Carolina,DraftKings,-34.5,South Carolina -34.5,-33.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T23:00:00.000Z,401864570,New Mexico State,Florida State,DraftKings,-29.5,Florida State -29.5,-28.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-08-29T23:00:00.000Z,401864570,New Mexico State,Florida State,Bovada,-30.5,Florida State -30.5,-29.5,53.5,53.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T23:30:00.000Z,401858438,Wisconsin,Notre Dame,Bovada,20.5,Wisconsin -20.5,16.5,47.5,46.5,1000.0,-2500.0,0.09090909090909091,0.9615384615384616,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-06T23:30:00.000Z,401858438,Wisconsin,Notre Dame,DraftKings,20.5,Wisconsin -20.5,,47.5,47.5,1000.0,-1800.0,0.09090909090909091,0.9473684210526315,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401858434,Marshall,Penn State,Bovada,-23.5,Penn State -23.5,-23.5,54.5,54.5,-3300.0,1100.0,0.9705882352941176,0.08333333333333333,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T19:30:00.000Z,401858434,Marshall,Penn State,DraftKings,-23.5,Penn State -23.5,-23.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T20:15:00.000Z,401858426,Northern Illinois,Iowa,Bovada,-30.5,Iowa -30.5,-29.5,43.5,43.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T20:15:00.000Z,401858426,Northern Illinois,Iowa,DraftKings,-29.5,Iowa -29.5,-29.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:45:00.000Z,401856637,Florida Atlantic,Florida,Bovada,-26.5,Florida -26.5,-25.5,57.5,56.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:45:00.000Z,401856637,Florida Atlantic,Florida,DraftKings,-25.5,Florida -25.5,-25.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401858207,Miami (OH),Pittsburgh,Bovada,-15.5,Pittsburgh -15.5,-16.5,50.5,50.5,-800.0,525.0,0.8888888888888888,0.16,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401858207,Miami (OH),Pittsburgh,DraftKings,-16.5,Pittsburgh -16.5,-16.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-03T23:00:00.000Z,401858204,Akron,Wake Forest,DraftKings,-22.5,Wake Forest -22.5,-22.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-03T23:00:00.000Z,401858204,Akron,Wake Forest,Bovada,-22.5,Wake Forest -22.5,-22.5,49.5,49.5,-3500.0,1100.0,0.9722222222222222,0.08333333333333333,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-04T22:30:00.000Z,401864495,San José State,Eastern Michigan,DraftKings,-3.5,Eastern Michigan -3.5,-3.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-04T22:30:00.000Z,401864495,San José State,Eastern Michigan,Bovada,-4.0,Eastern Michigan -4.0,-3.5,53.5,53.5,-160.0,135.0,0.6153846153846154,0.425531914893617,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401856780,Coastal Carolina,West Virginia,Bovada,-17.5,West Virginia -17.5,-17.5,57.5,57.5,-1725.0,-100000.0,0.9452054794520548,0.999000999000999,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:00:00.000Z,401856780,Coastal Carolina,West Virginia,DraftKings,-17.5,West Virginia -17.5,-17.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-03T22:00:00.000Z,401858423,Massachusetts,Rutgers,DraftKings,-30.5,Rutgers -30.5,-30.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T00:00:00.000Z,401858429,Toledo,Michigan State,DraftKings,-10.5,Michigan State -10.5,-10.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T00:00:00.000Z,401858429,Toledo,Michigan State,Bovada,-10.5,Michigan State -10.5,-10.5,49.5,49.5,-410.0,305.0,0.803921568627451,0.24691358024691357,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:30:00.000Z,401858432,Ball State,Ohio State,DraftKings,-49.5,Ohio State -49.5,-49.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T16:30:00.000Z,401858432,Ball State,Ohio State,Bovada,-50.5,Ohio State -50.5,-50.5,56.5,56.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401862695,Arkansas State,Memphis,Bovada,-10.5,Memphis -10.5,-10.5,55.5,55.5,-440.0,330.0,0.8148148148148148,0.23255813953488372,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401862695,Arkansas State,Memphis,DraftKings,-10.5,Memphis -10.5,-10.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:30:00.000Z,401856660,Clemson,LSU,Bovada,-11.5,LSU -11.5,-11.5,50.5,51.5,-480.0,350.0,0.8275862068965517,0.2222222222222222,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:30:00.000Z,401856660,Clemson,LSU,DraftKings,-10.5,LSU -10.5,,50.5,,-455.0,350.0,0.8198198198198198,0.2222222222222222,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T00:00:00.000Z,401856664,UTEP,Oklahoma,Bovada,-40.5,Oklahoma -40.5,-40.5,50.5,50.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T00:00:00.000Z,401856664,UTEP,Oklahoma,DraftKings,-40.5,Oklahoma -40.5,-40.5,,,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401856668,Missouri State,Texas A&M,Bovada,-38.5,Texas A&M -38.5,-38.5,52.5,52.5,,,,,CFBD Lines
2026-07-12T01:26:20.605922+00:00,2026,1,regular,2026-09-05T23:00:00.000Z,401856668,Missouri State,Texas A&M,DraftKings,-38.5,Texas A&M -38.5,-38.5,,,,,,,CFBD Lines
