season,completed_week,target_week,game_id,date,away_team,home_team,baseline_market_spread,shadow_spread,later_market_spread,baseline_spread_error_to_later_market,shadow_spread_error_to_later_market,spread_market_error_improvement,shadow_improved_later_spread_estimate,baseline_market_total,shadow_total,later_market_total,baseline_total_error_to_later_market,shadow_total_error_to_later_market,total_market_error_improvement,shadow_improved_later_total_estimate,shadow_spread_movement_direction,later_spread_movement_direction,spread_direction_agreement,shadow_total_movement_direction,later_total_movement_direction,total_direction_agreement,actual_home_margin,baseline_spread_error_to_actual,shadow_spread_error_to_actual,shadow_improved_actual_spread_diagnostic,actual_total,baseline_total_error_to_actual,shadow_total_error_to_actual,shadow_improved_actual_total_diagnostic,eligibility_notes,provenance
2025,13,14,401762868,2025-11-25T21:30:00.000Z,Bowling Green,Massachusetts,15.5,19.80130581526663,14.5,1.0,5.30130581526663,-4.30130581526663,False,44.5,40.226548343168865,44.5,0.0,4.273451656831135,-4.273451656831135,False,up,down,False,down,unchanged,False,-31.0,15.5,11.19869418473337,True,59.0,14.5,18.773451656831135,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762869,2025-11-26T00:30:00.000Z,Western Michigan,Eastern Michigan,6.5,7.829612454610958,9.5,3.0,1.6703875453890422,1.3296124546109578,True,45.5,,49.5,,,,,up,up,True,,up,,-10.0,3.5,2.170387545389042,True,52.0,6.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762516,2025-11-28T00:30:00.000Z,Navy,Memphis,-5.5,,-3.5,,,,,57.5,,57.5,,,,,,up,,,unchanged,,-11.0,16.5,,,45.0,12.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752788,2025-11-28T17:00:00.000Z,Ole Miss,Mississippi State,13.5,,7.5,,,,,59.5,,62.5,,,,,,down,,,up,,-19.0,5.5,,,57.0,2.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752916,2025-11-28T17:00:00.000Z,Iowa,Nebraska,-2.5,0.9128909225205977,5.5,8.0,4.587109077479402,3.4128909225205977,True,44.5,42.4542941939102,38.5,6.0,3.9542941939102008,2.0457058060897992,True,up,up,True,down,down,True,-24.0,26.5,23.087109077479404,True,56.0,11.5,13.5457058060898,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756964,2025-11-28T17:00:00.000Z,Utah,Kansas,13.5,16.553410126339905,10.5,3.0,6.053410126339905,-3.053410126339905,False,58.5,62.859545176250464,59.5,1.0,3.359545176250464,-2.359545176250464,False,up,down,False,up,up,True,-10.0,3.5,6.553410126339905,False,52.0,6.5,10.859545176250464,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762870,2025-11-28T17:00:00.000Z,Ohio,Buffalo,6.5,11.495034802033913,7.5,1.0,3.9950348020339135,-2.9950348020339135,False,47.5,44.77748414776068,45.5,2.0,0.7225158522393187,1.2774841477606813,True,up,up,True,down,down,True,-5.0,1.5,6.4950348020339135,False,57.0,9.5,12.222515852239319,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762871,2025-11-28T17:00:00.000Z,Kent State,Northern Illinois,-4.5,-4.379491660198024,-5.5,1.0,1.120508339801976,-0.12050833980197595,False,44.5,42.067275734188556,44.5,0.0,2.4327242658114443,-2.4327242658114443,False,up,down,False,down,unchanged,False,-4.0,8.5,8.379491660198024,True,66.0,21.5,23.932724265811444,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401760421,2025-11-28T20:00:00.000Z,Air Force,Colorado State,2.5,4.215268522112345,2.5,0.0,1.7152685221123454,-1.7152685221123454,False,50.5,47.1244203389867,47.5,3.0,0.37557966101329754,2.6244203389867025,True,up,unchanged,False,down,down,True,-21.0,18.5,16.784731477887654,True,63.0,12.5,15.875579661013298,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752786,2025-11-28T20:30:00.000Z,Georgia,Georgia Tech,13.5,18.738346082582176,15.5,2.0,3.2383460825821757,-1.2383460825821757,False,53.5,50.41497688315116,59.5,6.0,9.085023116848838,-3.085023116848838,False,up,up,True,down,up,False,-7.0,6.5,11.738346082582176,False,25.0,28.5,25.414976883151162,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401760426,2025-11-28T20:30:00.000Z,San Diego State,New Mexico,1.5,2.1892663596896247,1.5,0.0,0.6892663596896247,-0.6892663596896247,False,41.5,37.84131329558548,41.5,0.0,3.658686704414521,-3.658686704414521,False,up,unchanged,False,down,unchanged,False,6.0,7.5,8.189266359689626,False,40.0,1.5,2.158686704414521,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762442,2025-11-28T20:30:00.000Z,Temple,North Texas,-19.5,-24.305779040131412,-20.5,1.0,3.805779040131412,-2.805779040131412,False,64.5,67.73447040665319,65.5,1.0,2.2344704066531875,-1.2344704066531875,False,down,down,True,up,up,True,27.0,7.5,2.694220959868588,True,77.0,12.5,9.265529593346812,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401760422,2025-11-28T21:00:00.000Z,Boise State,Utah State,4.5,6.757011777219312,1.5,3.0,5.257011777219312,-2.2570117772193123,False,55.5,54.83754410560286,54.5,1.0,0.3375441056028592,0.6624558943971408,True,up,down,False,down,down,True,-1.0,3.5,5.757011777219312,False,49.0,6.5,5.837544105602859,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752792,2025-11-29T00:30:00.000Z,Texas A&M,Texas,-10.0,-11.56906859176016,2.5,12.5,14.06906859176016,-1.5690685917601606,False,51.5,,54.5,,,,,down,up,False,,up,,10.0,0.0,1.5690685917601606,False,44.0,7.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752924,2025-11-29T00:30:00.000Z,Indiana,Purdue,28.5,,28.5,,,,,52.5,,54.5,,,,,,unchanged,,,up,,-53.0,24.5,,,59.0,6.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756961,2025-11-29T02:00:00.000Z,Arizona,Arizona State,1.5,1.4492181301591043,2.5,1.0,1.0507818698408957,-0.05078186984089572,False,50.5,51.44893014502046,47.5,3.0,3.948930145020462,-0.9489301450204621,False,down,up,False,up,down,False,-16.0,14.5,14.550781869840895,False,30.0,20.5,21.448930145020462,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752787,2025-11-29T17:00:00.000Z,Kentucky,Louisville,-4.5,-4.544729939321237,1.5,6.0,6.044729939321237,-0.04472993932123703,False,47.5,42.66149851950032,45.5,2.0,2.83850148049968,-0.83850148049968,False,down,up,False,down,down,True,41.0,36.5,36.455270060678764,True,41.0,6.5,1.66149851950032,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752790,2025-11-29T17:00:00.000Z,Clemson,South Carolina,4.5,0.44242415838852356,-2.5,7.0,2.9424241583885236,4.057575841611476,True,53.5,,45.5,,,,,down,down,True,,down,,-14.0,9.5,13.557575841611477,False,42.0,11.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401752921,2025-11-29T17:00:00.000Z,Ohio State,Michigan,5.5,6.994647484940031,9.5,4.0,2.505352515059969,1.4946474849400309,True,47.5,45.42324919608946,43.5,4.0,1.9232491960894578,2.0767508039105422,True,up,up,True,down,down,True,-18.0,12.5,11.005352515059968,True,36.0,11.5,9.423249196089458,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401754611,2025-11-29T17:00:00.000Z,Miami,Pittsburgh,6.5,8.128684739008378,6.5,0.0,1.6286847390083778,-1.6286847390083778,False,51.5,53.320653208554695,49.5,2.0,3.8206532085546954,-1.8206532085546954,False,up,unchanged,False,up,down,False,-31.0,24.5,22.871315260991622,True,45.0,6.5,8.320653208554695,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756962,2025-11-29T17:00:00.000Z,Houston,Baylor,-2.5,-1.020485035533156,-2.5,0.0,1.479514964466844,-1.479514964466844,False,60.5,59.86387628031242,57.5,3.0,2.363876280312418,0.636123719687582,True,up,unchanged,False,down,down,True,-7.0,9.5,8.020485035533156,True,55.0,5.5,4.863876280312418,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756965,2025-11-29T17:00:00.000Z,Colorado,Kansas State,-17.5,-17.574989591919532,-16.5,1.0,1.0749895919195325,-0.07498959191953247,False,51.5,53.21546150111546,50.5,1.0,2.7154615011154632,-1.7154615011154632,False,down,up,False,up,down,False,10.0,7.5,7.5749895919195325,False,38.0,13.5,15.215461501115463,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756966,2025-11-29T17:00:00.000Z,Iowa State,Oklahoma State,14.5,17.1578079863406,13.5,1.0,3.6578079863406003,-2.6578079863406003,False,49.5,48.1004395632635,47.5,2.0,0.6004395632634996,1.3995604367365004,True,up,down,False,down,down,True,-7.0,7.5,10.1578079863406,False,33.0,16.5,15.1004395632635,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756968,2025-11-29T17:00:00.000Z,Texas Tech,West Virginia,20.5,,24.5,,,,,52.5,,53.5,,,,,,up,,,up,,-49.0,28.5,,,49.0,3.5,,,missing eligible total adjustment,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762519,2025-11-29T17:00:00.000Z,East Carolina,Florida Atlantic,6.5,5.561566056889879,6.5,0.0,0.9384339431101214,-0.9384339431101214,False,66.5,70.39610207832773,66.5,0.0,3.896102078327729,-3.896102078327729,False,down,unchanged,False,up,unchanged,False,-39.0,32.5,33.43843394311012,False,45.0,21.5,25.39610207832773,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762872,2025-11-29T17:00:00.000Z,Toledo,Central Michigan,9.5,11.887041323993238,10.5,1.0,1.3870413239932375,-0.38704132399323754,False,44.5,41.906459203289046,46.5,2.0,4.593540796710954,-2.593540796710954,False,up,up,True,down,up,False,-18.0,8.5,6.1129586760067625,True,24.0,20.5,17.906459203289046,True,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401762875,2025-11-29T17:00:00.000Z,Ball State,Miami (OH),-17.5,-22.372010244555803,-16.5,1.0,5.872010244555803,-4.872010244555803,False,41.5,35.88321506490706,40.5,1.0,4.616784935092937,-3.6167849350929373,False,down,up,False,down,down,True,21.0,3.5,1.3720102445558027,True,69.0,27.5,33.11678493509294,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401756963,2025-11-29T18:00:00.000Z,UCF,BYU,-18.5,-18.231441811092818,-17.5,1.0,0.731441811092818,0.26855818890718197,True,47.5,44.3965015256707,46.5,1.0,2.1034984743292995,-1.1034984743292995,False,up,up,True,down,down,True,20.0,1.5,1.768558188907182,False,62.0,14.5,17.6034984743293,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
2025,13,14,401757310,2025-11-29T18:00:00.000Z,UTEP,Delaware,-6.5,-2.9502818553766734,-4.5,2.0,1.5497181446233266,0.4502818553766734,True,54.5,53.59267353336076,55.5,1.0,1.9073264666392404,-0.9073264666392404,False,up,up,True,down,up,False,30.0,23.5,27.049718144623327,False,92.0,37.5,38.40732646663924,False,combined total effect; team-level total attribution unavailable,baseline/open=data/research/pbp_market_modeling_2021_2025/full_game_modeling_rows.csv; spread=data/research/postgame_pbp_market_rating_update_2021_2024/holdout_2025_predictions.csv; total=data/research/postgame_total_market_update_baseline_aware_2021_2025/holdout_2025_predictions_baseline_aware.csv; later/close=evaluation only
