game_id,season,week,start_date,away_team,home_team,opening_total,closing_total,actual_total,sagarin_total,sagarin_snapshot_timestamp,sagarin_snapshot_age_hours,sagarin_snapshot_age_days,sagarin_format,sagarin_source_url,sagarin_blanket_default,sagarin_age_days,sagarin_freshness_bucket,sagarin_within_7d,sagarin_2024_boundary_value,sagarin_2024_average_validation_flag,sagarin_quality_status,sagarin_research_grade,sagarin_research_grade_7d
401287910,2021,4,2021-09-25T16:00:00.000Z,SMU,TCU,,65.5,76.0,55.61,20210920131916,122.68,5.11,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.111666666666667,3-7d,True,False,False,research_grade,True,True
401287911,2021,4,2021-09-25T16:00:00.000Z,Texas Tech,Texas,,62.5,105.0,58.87,20210920131916,122.68,5.11,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.111666666666667,3-7d,True,False,False,research_grade,True,True
401308834,2021,4,2021-09-25T16:00:00.000Z,Miami (OH),Army,,48.5,33.0,67.21,20210920131916,122.68,5.11,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.111666666666667,3-7d,True,False,False,research_grade,True,True
401310706,2021,4,2021-09-25T16:00:00.000Z,Boise State,Utah State,,69.5,30.0,69.97,20210920131916,122.68,5.11,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.111666666666667,3-7d,True,False,False,research_grade,True,True
401286301,2021,4,2021-09-25T17:00:00.000Z,Massachusetts,Coastal Carolina,,66.0,56.0,83.49,20210920131916,123.68,5.15,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.153333333333333,3-7d,True,False,False,research_grade,True,True
401309554,2021,4,2021-09-25T18:00:00.000Z,San José State,Western Michigan,,62.0,26.0,46.56,20210920131916,124.68,5.19,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.195,3-7d,True,False,False,research_grade,True,True
401309555,2021,4,2021-09-25T18:00:00.000Z,Toledo,Ball State,,56.5,34.0,53.98,20210920131916,124.68,5.19,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.195,3-7d,True,False,False,research_grade,True,True
401309557,2021,4,2021-09-25T18:00:00.000Z,Texas State,Eastern Michigan,,62.5,80.0,56.71,20210920131916,124.68,5.19,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.195,3-7d,True,False,False,research_grade,True,True
401309861,2021,4,2021-09-25T18:30:00.000Z,Washington State,Utah,,53.0,37.0,57.91,20210920131916,125.18,5.22,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.215833333333333,3-7d,True,False,False,research_grade,True,True
401282082,2021,4,2021-09-25T19:30:00.000Z,Texas A&M,Arkansas,,47.0,30.0,34.89,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282213,2021,4,2021-09-25T19:30:00.000Z,UTSA,Memphis,,66.5,59.0,65.87,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282640,2021,4,2021-09-25T19:30:00.000Z,Louisville,Florida State,,61.0,54.0,60.85,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282643,2021,4,2021-09-25T19:30:00.000Z,Clemson,NC State,,47.5,48.0,25.3,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282716,2021,4,2021-09-25T19:30:00.000Z,Illinois,Purdue,,53.5,22.0,49.54,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282756,2021,4,2021-09-25T19:30:00.000Z,Colorado State,Iowa,,43.5,38.0,37.67,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282765,2021,4,2021-09-25T19:30:00.000Z,Kent State,Maryland,,71.5,53.0,49.08,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282775,2021,4,2021-09-25T19:30:00.000Z,Rutgers,Michigan,,50.0,33.0,45.87,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401286190,2021,4,2021-09-25T19:30:00.000Z,Wyoming,UConn,,53.5,46.0,72.03,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401287907,2021,4,2021-09-25T19:30:00.000Z,Iowa State,Baylor,,46.0,60.0,36.66,20210920131916,126.18,5.26,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.2575,3-7d,True,False,False,research_grade,True,True
401282083,2021,4,2021-09-25T20:00:00.000Z,Georgia State,Auburn,,57.0,58.0,70.23,20210920131916,126.68,5.28,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.278333333333333,3-7d,True,False,False,research_grade,True,True
401282639,2021,4,2021-09-25T20:00:00.000Z,Kansas,Duke,,57.5,85.0,59.71,20210920131916,126.68,5.28,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.278333333333333,3-7d,True,False,False,research_grade,True,True
401301011,2021,4,2021-09-25T21:00:00.000Z,Arkansas State,Tulsa,,65.0,75.0,66.49,20210920131916,127.68,5.32,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.32,3-7d,True,False,False,research_grade,True,True
401282209,2021,4,2021-09-25T22:00:00.000Z,Buffalo,Old Dominion,,50.5,69.0,57.42,20210920131916,128.68,5.36,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.361666666666667,3-7d,True,False,False,research_grade,True,True
401309610,2021,4,2021-09-25T22:00:00.000Z,Louisiana,Georgia Southern,,54.5,48.0,54.18,20210920131916,128.68,5.36,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.361666666666667,3-7d,True,False,False,research_grade,True,True
401309858,2021,4,2021-09-25T22:00:00.000Z,UCLA,Stanford,,60.0,59.0,66.07,20210920131916,128.68,5.36,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.361666666666667,3-7d,True,False,False,research_grade,True,True
401282084,2021,4,2021-09-25T23:00:00.000Z,Tennessee,Florida,,65.0,52.0,52.31,20210920131916,129.68,5.4,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.403333333333333,3-7d,True,False,False,research_grade,True,True
401282087,2021,4,2021-09-25T23:00:00.000Z,Kentucky,South Carolina,,49.0,26.0,45.78,20210920131916,129.68,5.4,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.403333333333333,3-7d,True,False,False,research_grade,True,True
401282205,2021,4,2021-09-25T23:00:00.000Z,North Texas,Louisiana Tech,,65.0,41.0,67.7,20210920131916,129.68,5.4,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.403333333333333,3-7d,True,False,False,research_grade,True,True
401282784,2021,4,2021-09-25T23:00:00.000Z,Nebraska,Michigan State,,55.0,43.0,42.82,20210920131916,129.68,5.4,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.403333333333333,3-7d,True,False,False,research_grade,True,True
401287909,2021,4,2021-09-25T23:00:00.000Z,Kansas State,Oklahoma State,,47.5,51.0,39.52,20210920131916,129.68,5.4,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.403333333333333,3-7d,True,False,False,research_grade,True,True
401301008,2021,4,2021-09-25T23:00:00.000Z,Navy,Houston,,47.0,48.0,51.59,20210920131916,129.68,5.4,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.403333333333333,3-7d,True,False,False,research_grade,True,True
401282081,2021,4,2021-09-25T23:30:00.000Z,Southern Miss,Alabama,,58.5,77.0,41.2,20210920131916,130.18,5.42,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.424166666666667,3-7d,True,False,False,research_grade,True,True
401282641,2021,4,2021-09-25T23:30:00.000Z,North Carolina,Georgia Tech,,65.5,67.0,51.1,20210920131916,130.18,5.42,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.424166666666667,3-7d,True,False,False,research_grade,True,True
401282811,2021,4,2021-09-25T23:30:00.000Z,Akron,Ohio State,,66.5,66.0,78.92,20210920131916,130.18,5.42,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.424166666666667,3-7d,True,False,False,research_grade,True,True
401287908,2021,4,2021-09-25T23:30:00.000Z,West Virginia,Oklahoma,,56.5,29.0,54.18,20210920131916,130.18,5.42,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.424166666666667,3-7d,True,False,False,research_grade,True,True
401282207,2021,4,2021-09-26T00:00:00.000Z,Florida Atlantic,Air Force,,54.0,38.0,49.15,20210920131916,130.68,5.44,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.445,3-7d,True,False,False,research_grade,True,True
401282211,2021,4,2021-09-26T00:00:00.000Z,UAB,Tulane,,54.5,49.0,63.58,20210920131916,130.68,5.44,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.445,3-7d,True,False,False,research_grade,True,True
401282214,2021,4,2021-09-26T00:00:00.000Z,Indiana,Western Kentucky,,62.5,64.0,74.04,20210920131916,130.68,5.44,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.445,3-7d,True,False,False,research_grade,True,True
401309611,2021,4,2021-09-26T00:00:00.000Z,Troy,UL Monroe,,49.5,45.0,34.67,20210920131916,130.68,5.44,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.445,3-7d,True,False,False,research_grade,True,True
401310708,2021,4,2021-09-26T00:00:00.000Z,Hawai'i,New Mexico State,,63.0,62.0,53.66,20210920131916,130.68,5.44,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.445,3-7d,True,False,False,research_grade,True,True
401282212,2021,4,2021-09-26T01:00:00.000Z,New Mexico,UTEP,,54.0,33.0,50.06,20210920131916,131.68,5.49,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.486666666666667,3-7d,True,False,False,research_grade,True,True
401309857,2021,4,2021-09-26T01:30:00.000Z,California,Washington,,47.5,55.0,41.79,20210920131916,132.18,5.51,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.5075,3-7d,True,False,False,research_grade,True,True
401301009,2021,4,2021-09-26T02:15:00.000Z,South Florida,BYU,,54.5,62.0,48.0,20210920131916,132.93,5.54,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.53875,3-7d,True,False,False,research_grade,True,True
401309859,2021,4,2021-09-26T02:30:00.000Z,Arizona,Oregon,,59.0,60.0,50.0,20210920131916,133.18,5.55,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.549166666666667,3-7d,True,False,False,research_grade,True,True
401309860,2021,4,2021-09-26T02:30:00.000Z,Oregon State,USC,,63.0,72.0,53.78,20210920131916,133.18,5.55,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.549166666666667,3-7d,True,False,False,research_grade,True,True
401309862,2021,4,2021-09-26T02:30:00.000Z,Colorado,Arizona State,,45.5,48.0,30.61,20210920131916,133.18,5.55,regular_total_only,https://web.archive.org/web/20210920131916id_/http://sagarin.com/sports/cfsend.htm,False,5.549166666666667,3-7d,True,False,False,research_grade,True,True
401301017,2021,6,2021-10-07T23:30:00.000Z,Houston,Tulane,,60.0,62.0,69.74,20211003162121,103.14,4.3,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,4.2975,3-7d,True,False,False,research_grade,True,True
401309616,2021,6,2021-10-07T23:30:00.000Z,Coastal Carolina,Arkansas State,,74.5,72.0,100.21,20211003162121,103.14,4.3,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,4.2975,3-7d,True,False,False,research_grade,True,True
401282224,2021,6,2021-10-08T23:00:00.000Z,Charlotte,Florida International,,60.5,78.0,57.6,20211003162121,126.64,5.28,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.276666666666666,3-7d,True,False,False,research_grade,True,True
401301018,2021,6,2021-10-08T23:00:00.000Z,Temple,Cincinnati,,52.5,55.0,57.65,20211003162121,126.64,5.28,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.276666666666666,3-7d,True,False,False,research_grade,True,True
401309868,2021,6,2021-10-09T02:30:00.000Z,Stanford,Arizona State,,53.5,38.0,55.49,20211003162121,130.14,5.42,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.422499999999999,3-7d,True,False,False,research_grade,True,True
401282098,2021,6,2021-10-09T16:00:00.000Z,Vanderbilt,Florida,,60.0,42.0,51.97,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401282100,2021,6,2021-10-09T16:00:00.000Z,Arkansas,Ole Miss,,66.5,103.0,59.86,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401282102,2021,6,2021-10-09T16:00:00.000Z,South Carolina,Tennessee,,56.5,65.0,44.61,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401282769,2021,6,2021-10-09T16:00:00.000Z,Maryland,Ohio State,,71.5,83.0,56.18,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401282788,2021,6,2021-10-09T16:00:00.000Z,Michigan State,Rutgers,,49.5,44.0,42.99,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401287917,2021,6,2021-10-09T16:00:00.000Z,West Virginia,Baylor,,45.0,65.0,44.5,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401287918,2021,6,2021-10-09T16:00:00.000Z,Oklahoma,Texas,,65.0,103.0,63.71,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401309564,2021,6,2021-10-09T16:00:00.000Z,Northern Illinois,Toledo,,51.0,42.0,50.22,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401309566,2021,6,2021-10-09T16:00:00.000Z,Akron,Bowling Green,,46.0,55.0,46.64,20211003162121,143.64,5.99,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,5.984999999999999,3-7d,True,False,False,research_grade,True,True
401282652,2021,6,2021-10-09T16:30:00.000Z,Georgia Tech,Duke,,60.5,58.0,56.53,20211003162121,144.14,6.01,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.0058333333333325,3-7d,True,False,False,research_grade,True,True
401282226,2021,6,2021-10-09T18:00:00.000Z,Old Dominion,Marshall,,62.5,33.0,69.8,20211003162121,145.64,6.07,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.0683333333333325,3-7d,True,False,False,research_grade,True,True
401282653,2021,6,2021-10-09T19:00:00.000Z,Virginia,Louisville,,69.5,67.0,74.18,20211003162121,146.64,6.11,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.109999999999999,3-7d,True,False,False,research_grade,True,True
401282097,2021,6,2021-10-09T19:30:00.000Z,Georgia,Auburn,,45.5,44.0,41.5,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401282225,2021,6,2021-10-09T19:30:00.000Z,Florida Atlantic,UAB,,49.0,45.0,48.87,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401282229,2021,6,2021-10-09T19:30:00.000Z,Middle Tennessee,Liberty,,59.0,54.0,54.95,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401282654,2021,6,2021-10-09T19:30:00.000Z,Florida State,North Carolina,,64.5,60.0,65.34,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401282655,2021,6,2021-10-09T19:30:00.000Z,Wake Forest,Syracuse,,58.5,77.0,48.65,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401282718,2021,6,2021-10-09T19:30:00.000Z,Wisconsin,Illinois,,42.0,24.0,39.21,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401286191,2021,6,2021-10-09T19:30:00.000Z,UConn,Massachusetts,,57.0,40.0,53.36,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401301021,2021,6,2021-10-09T19:30:00.000Z,SMU,Navy,,56.5,55.0,57.54,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401308836,2021,6,2021-10-09T19:30:00.000Z,Miami (OH),Eastern Michigan,,58.5,25.0,53.04,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401309563,2021,6,2021-10-09T19:30:00.000Z,Ball State,Western Michigan,,57.5,65.0,40.39,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401309567,2021,6,2021-10-09T19:30:00.000Z,Central Michigan,Ohio,,57.5,57.0,48.01,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401309913,2021,6,2021-10-09T19:30:00.000Z,Boise State,BYU,,58.0,43.0,46.85,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401310715,2021,6,2021-10-09T19:30:00.000Z,San José State,Colorado State,,44.5,46.0,38.88,20211003162121,147.14,6.13,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.1308333333333325,3-7d,True,False,False,research_grade,True,True
401282101,2021,6,2021-10-09T20:00:00.000Z,North Texas,Missouri,,69.0,83.0,58.58,20211003162121,147.64,6.15,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.151666666666666,3-7d,True,False,False,research_grade,True,True
401282758,2021,6,2021-10-09T20:00:00.000Z,Penn State,Iowa,,41.0,43.0,34.21,20211003162121,147.64,6.15,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.151666666666666,3-7d,True,False,False,research_grade,True,True
401309869,2021,6,2021-10-09T20:00:00.000Z,Oregon State,Washington State,,59.0,55.0,55.92,20211003162121,147.64,6.15,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.151666666666666,3-7d,True,False,False,research_grade,True,True
401301019,2021,6,2021-10-09T22:00:00.000Z,East Carolina,UCF,,65.5,36.0,74.58,20211003162121,149.64,6.24,regular_total_only,https://web.archive.org/web/20211003162121id_/http://sagarin.com/sports/cfsend.htm,False,6.234999999999999,3-7d,True,False,False,research_grade,True,True
