game_id,season,week,start_date,away_team,home_team,opening_total,closing_total,actual_total,normalized_away,normalized_home
401301004,2021,2,2021-09-11T19:30:00.000Z,Air Force,Navy,,39.5,26.0,air force,navy
401309546,2021,2,2021-09-11T20:00:00.000Z,South Alabama,Bowling Green,,48.0,41.0,south alabama,bowling green
401282754,2021,2,2021-09-11T20:30:00.000Z,Iowa,Iowa State,,45.0,44.0,iowa,iowa state
401282189,2021,2,2021-09-11T22:30:00.000Z,Houston,Rice,,50.5,51.0,houston,rice
401282057,2021,2,2021-09-11T23:00:00.000Z,Texas,Arkansas,,57.5,61.0,texas,arkansas
401282064,2021,2,2021-09-11T23:00:00.000Z,NC State,Mississippi State,,55.5,34.0,nc state,mississippi state
401282182,2021,2,2021-09-11T23:00:00.000Z,Texas State,Florida International,,55.5,40.0,texas state,florida international
401282187,2021,2,2021-09-11T23:00:00.000Z,North Texas,SMU,,73.5,47.0,north texas,smu
401282620,2021,2,2021-09-11T23:00:00.000Z,App State,Miami,,54.5,48.0,appalachian state,miami
401282825,2021,2,2021-09-11T23:00:00.000Z,Eastern Michigan,Wisconsin,,52.0,41.0,eastern michigan,wisconsin
401286295,2021,2,2021-09-11T23:00:00.000Z,Liberty,Troy,,62.5,34.0,liberty,troy
401301003,2021,2,2021-09-11T23:00:00.000Z,Memphis,Arkansas State,,64.5,105.0,memphis,arkansas state
401310700,2021,2,2021-09-11T23:00:00.000Z,New Mexico State,New Mexico,,55.5,59.0,new mexico state,new mexico
401282061,2021,2,2021-09-11T23:30:00.000Z,Missouri,Kentucky,,56.5,63.0,missouri,kentucky
401282621,2021,2,2021-09-11T23:30:00.000Z,Georgia State,North Carolina,,65.5,76.0,georgia state,north carolina
401282773,2021,2,2021-09-12T00:00:00.000Z,Washington,Michigan,,47.5,41.0,washington,michigan
401282068,2021,2,2021-09-12T02:00:00.000Z,Vanderbilt,Colorado State,,52.0,45.0,vanderbilt,colorado state
401309846,2021,2,2021-09-12T02:00:00.000Z,San Diego State,Arizona,,46.5,52.0,san diego state,arizona
401309848,2021,2,2021-09-12T02:15:00.000Z,Utah,BYU,,50.5,43.0,utah,byu
401309843,2021,2,2021-09-12T02:30:00.000Z,Stanford,USC,,53.5,70.0,stanford,usc
401309847,2021,2,2021-09-12T02:30:00.000Z,UNLV,Arizona State,,56.0,47.0,unlv,arizona state
401309844,2021,2,2021-09-12T03:00:00.000Z,Hawai'i,Oregon State,,65.0,72.0,hawaii,oregon state
401309606,2021,3,2021-09-17T00:00:00.000Z,Ohio,Louisiana,,56.5,63.0,ohio,louisiana
401282626,2021,3,2021-09-17T23:30:00.000Z,UCF,Louisville,,67.5,77.0,ucf,louisville
401282715,2021,3,2021-09-18T01:00:00.000Z,Maryland,Illinois,,61.5,37.0,maryland,illinois
401282079,2021,3,2021-09-18T16:00:00.000Z,New Mexico,Texas A&M,,49.5,34.0,new mexico,texas a and m
401282629,2021,3,2021-09-18T16:00:00.000Z,Michigan State,Miami,,57.5,55.0,michigan state,miami
401282632,2021,3,2021-09-18T16:00:00.000Z,Western Michigan,Pittsburgh,,58.5,85.0,western michigan,pittsburgh
401282634,2021,3,2021-09-18T16:00:00.000Z,Boston College,Temple,,55.5,31.0,boston college,temple
401282636,2021,3,2021-09-18T16:00:00.000Z,Virginia Tech,West Virginia,,49.5,48.0,virginia tech,west virginia
401282725,2021,3,2021-09-18T16:00:00.000Z,Cincinnati,Indiana,,49.5,62.0,cincinnati,indiana
401282774,2021,3,2021-09-18T16:00:00.000Z,Northern Illinois,Michigan,,55.0,73.0,northern illinois,michigan
401282798,2021,3,2021-09-18T16:00:00.000Z,Nebraska,Oklahoma,,62.5,39.0,nebraska,oklahoma
401286189,2021,3,2021-09-18T16:00:00.000Z,UConn,Army,,48.0,73.0,uconn,army
401309552,2021,3,2021-09-18T16:00:00.000Z,Coastal Carolina,Buffalo,,58.0,53.0,coastal carolina,buffalo
401282791,2021,3,2021-09-18T17:00:00.000Z,Minnesota,Colorado,,49.0,30.0,minnesota,colorado
401287905,2021,3,2021-09-18T18:00:00.000Z,Nevada,Kansas State,,51.5,55.0,nevada,kansas state
401282706,2021,3,2021-09-18T18:30:00.000Z,Purdue,Notre Dame,,58.5,40.0,purdue,notre dame
401282071,2021,3,2021-09-18T19:30:00.000Z,Alabama,Florida,,60.0,60.0,alabama,florida
401282199,2021,3,2021-09-18T19:30:00.000Z,SMU,Louisiana Tech,,65.5,76.0,smu,louisiana tech
401282627,2021,3,2021-09-18T19:30:00.000Z,Georgia Tech,Clemson,,52.5,22.0,georgia tech,clemson
401282635,2021,3,2021-09-18T19:30:00.000Z,Florida State,Wake Forest,,62.5,49.0,florida state,wake forest
401282755,2021,3,2021-09-18T19:30:00.000Z,Kent State,Iowa,,55.5,37.0,kent state,iowa
401282810,2021,3,2021-09-18T19:30:00.000Z,Tulsa,Ohio State,,60.5,61.0,tulsa,ohio state
401286300,2021,3,2021-09-18T19:30:00.000Z,Eastern Michigan,Massachusetts,,56.5,70.0,eastern michigan,umass
401287904,2021,3,2021-09-18T19:30:00.000Z,Baylor,Kansas,,48.5,52.0,baylor,kansas
401309852,2021,3,2021-09-18T19:30:00.000Z,USC,Washington State,,61.0,59.0,usc,washington state
401282069,2021,3,2021-09-18T20:00:00.000Z,Georgia Southern,Arkansas,,52.5,55.0,georgia southern,arkansas
401282076,2021,3,2021-09-18T20:00:00.000Z,Mississippi State,Memphis,,63.5,60.0,mississippi state,memphis
401282628,2021,3,2021-09-18T20:00:00.000Z,Northwestern,Duke,,50.0,53.0,northwestern,duke
401309549,2021,3,2021-09-18T20:00:00.000Z,Ball State,Wyoming,,53.0,57.0,ball state,wyoming
401309553,2021,3,2021-09-18T20:00:00.000Z,Colorado State,Toledo,,59.0,28.0,colorado state,toledo
401309605,2021,3,2021-09-18T20:15:00.000Z,Arkansas State,Washington,,58.5,55.0,arkansas state,washington
401282194,2021,3,2021-09-18T22:00:00.000Z,Middle Tennessee,UTSA,,59.5,40.0,middle tennessee,utsa
401282200,2021,3,2021-09-18T22:00:00.000Z,East Carolina,Marshall,,58.5,80.0,east carolina,marshall
401282201,2021,3,2021-09-18T22:00:00.000Z,Old Dominion,Liberty,,52.5,62.0,old dominion,liberty
401282072,2021,3,2021-09-18T23:00:00.000Z,South Carolina,Georgia,,47.5,53.0,south carolina,georgia
401282196,2021,3,2021-09-18T23:00:00.000Z,Charlotte,Georgia State,,63.0,29.0,charlotte,georgia state
401282197,2021,3,2021-09-18T23:00:00.000Z,Florida International,Texas Tech,,54.0,75.0,florida international,texas tech
401282203,2021,3,2021-09-18T23:00:00.000Z,Troy,Southern Miss,,49.5,30.0,troy,southern miss
401309856,2021,3,2021-09-18T23:00:00.000Z,Utah,San Diego State,,43.0,64.0,utah,san diego state
401282070,2021,3,2021-09-18T23:30:00.000Z,Auburn,Penn State,,52.5,48.0,auburn,penn state
401282074,2021,3,2021-09-18T23:30:00.000Z,Central Michigan,LSU,,60.5,70.0,central michigan,lsu
401282195,2021,3,2021-09-18T23:30:00.000Z,UAB,North Texas,,58.0,46.0,uab,north texas
401282631,2021,3,2021-09-18T23:30:00.000Z,Virginia,North Carolina,,66.5,98.0,virginia,north carolina
401310704,2021,3,2021-09-18T23:30:00.000Z,Utah State,Air Force,,54.5,94.0,utah state,air force
401282075,2021,3,2021-09-19T00:00:00.000Z,Tulane,Ole Miss,,77.0,82.0,tulane,mississippi
401282080,2021,3,2021-09-19T00:00:00.000Z,Stanford,Vanderbilt,,49.0,64.0,stanford,vanderbilt
401282202,2021,3,2021-09-19T00:00:00.000Z,Rice,Texas,,51.5,58.0,rice,texas
401287903,2021,3,2021-09-19T01:00:00.000Z,Oklahoma State,Boise State,,58.0,41.0,oklahoma state,boise state
401309854,2021,3,2021-09-19T02:15:00.000Z,Arizona State,BYU,,50.5,44.0,arizona state,byu
401287906,2021,3,2021-09-19T02:30:00.000Z,Iowa State,UNLV,,52.5,51.0,iowa state,unlv
401309855,2021,3,2021-09-19T02:45:00.000Z,Fresno State,UCLA,,65.0,77.0,fresno state,ucla
401310705,2021,3,2021-09-19T04:30:00.000Z,San José State,Hawai'i,,63.0,30.0,san jose state,hawaii
401282646,2021,5,2021-09-30T23:30:00.000Z,Virginia,Miami,,63.5,58.0,virginia,miami
401301012,2021,5,2021-10-01T23:30:00.000Z,Houston,Tulsa,,54.0,55.0,houston,tulsa
401282759,2021,5,2021-10-02T00:00:00.000Z,Iowa,Maryland,,47.5,65.0,iowa,maryland
401309912,2021,5,2021-10-02T01:00:00.000Z,BYU,Utah State,,65.5,54.0,byu,utah state
401282090,2021,5,2021-10-02T16:00:00.000Z,Arkansas,Georgia,,48.5,37.0,arkansas,georgia
401282093,2021,5,2021-10-02T16:00:00.000Z,Tennessee,Missouri,,66.0,86.0,tennessee,missouri
401282219,2021,5,2021-10-02T16:00:00.000Z,Charlotte,Illinois,,54.0,38.0,charlotte,illinois
401282649,2021,5,2021-10-02T16:00:00.000Z,Pittsburgh,Georgia Tech,,57.5,73.0,pittsburgh,georgia tech
401282650,2021,5,2021-10-02T16:00:00.000Z,Duke,North Carolina,,74.5,45.0,duke,north carolina
401282793,2021,5,2021-10-02T16:00:00.000Z,Minnesota,Purdue,,46.0,33.0,minnesota,purdue
401286302,2021,5,2021-10-02T16:00:00.000Z,Toledo,Massachusetts,,56.5,52.0,toledo,umass
401301015,2021,5,2021-10-02T16:00:00.000Z,Memphis,Temple,,59.0,65.0,memphis,temple
401309561,2021,5,2021-10-02T16:00:00.000Z,Western Michigan,Buffalo,,59.5,41.0,western michigan,buffalo
401282651,2021,5,2021-10-02T16:30:00.000Z,Louisville,Wake Forest,,64.5,71.0,louisville,wake forest
401309612,2021,5,2021-10-02T18:00:00.000Z,App State,Georgia State,,54.5,61.0,appalachian state,georgia state
401309867,2021,5,2021-10-02T18:00:00.000Z,USC,Colorado,,51.0,51.0,usc,colorado
401309558,2021,5,2021-10-02T18:30:00.000Z,Eastern Michigan,Northern Illinois,,62.0,47.0,eastern michigan,northern illinois
401282094,2021,5,2021-10-02T19:30:00.000Z,Troy,South Carolina,,43.5,37.0,troy,south carolina
401282215,2021,5,2021-10-02T19:30:00.000Z,Florida International,Florida Atlantic,,52.0,79.0,florida international,florida atlantic
401282648,2021,5,2021-10-02T19:30:00.000Z,Syracuse,Florida State,,50.5,63.0,syracuse,florida state
401282813,2021,5,2021-10-02T19:30:00.000Z,Ohio State,Rutgers,,58.0,65.0,ohio state,rutgers
401287913,2021,5,2021-10-02T19:30:00.000Z,Oklahoma,Kansas State,,53.0,68.0,oklahoma,kansas state
401287916,2021,5,2021-10-02T19:30:00.000Z,Texas Tech,West Virginia,,55.5,43.0,texas tech,west virginia
401301014,2021,5,2021-10-02T19:30:00.000Z,Tulane,East Carolina,,64.5,81.0,tulane,east carolina
401308835,2021,5,2021-10-02T19:30:00.000Z,Central Michigan,Miami (OH),,56.0,45.0,central michigan,miami ohio
401309560,2021,5,2021-10-02T19:30:00.000Z,Ohio,Akron,,55.0,51.0,ohio,akron
401309562,2021,5,2021-10-02T19:30:00.000Z,Bowling Green,Kent State,,56.0,47.0,bowling green,kent state
401309864,2021,5,2021-10-02T19:30:00.000Z,Oregon,Stanford,,57.5,55.0,oregon,stanford
401301016,2021,5,2021-10-02T20:00:00.000Z,South Florida,SMU,,68.5,58.0,south florida,smu
401309613,2021,5,2021-10-02T20:00:00.000Z,Arkansas State,Georgia Southern,,66.0,92.0,arkansas state,georgia southern
401309559,2021,5,2021-10-02T21:00:00.000Z,Army,Ball State,,47.5,44.0,army,ball state
401309863,2021,5,2021-10-02T21:30:00.000Z,Washington State,California,,52.5,27.0,washington state,california
401282091,2021,5,2021-10-02T22:00:00.000Z,Florida,Kentucky,,56.5,33.0,florida,kentucky
401282220,2021,5,2021-10-02T22:00:00.000Z,Louisiana Tech,NC State,,56.0,61.0,louisiana tech,nc state
401282222,2021,5,2021-10-02T22:00:00.000Z,UNLV,UTSA,,55.5,41.0,unlv,utsa
401282218,2021,5,2021-10-02T22:30:00.000Z,Southern Miss,Rice,,44.5,43.0,southern miss,rice
401310710,2021,5,2021-10-02T22:30:00.000Z,Air Force,New Mexico,,45.5,48.0,air force,new mexico
401282095,2021,5,2021-10-02T23:00:00.000Z,Mississippi State,Texas A&M,,45.5,48.0,mississippi state,texas a and m
401282216,2021,5,2021-10-02T23:00:00.000Z,Marshall,Middle Tennessee,,65.5,62.0,marshall,middle tennessee
401282221,2021,5,2021-10-02T23:00:00.000Z,Liberty,UAB,,49.5,48.0,liberty,uab
401287912,2021,5,2021-10-02T23:00:00.000Z,Kansas,Iowa State,,57.0,66.0,kansas,iowa state
401287914,2021,5,2021-10-02T23:00:00.000Z,Baylor,Oklahoma State,,47.0,38.0,baylor,oklahoma state
401282096,2021,5,2021-10-02T23:30:00.000Z,UConn,Vanderbilt,,51.0,58.0,uconn,vanderbilt
401282647,2021,5,2021-10-02T23:30:00.000Z,Boston College,Clemson,,46.5,32.0,boston college,clemson
401282729,2021,5,2021-10-02T23:30:00.000Z,Indiana,Penn State,,54.0,24.0,indiana,penn state
401282800,2021,5,2021-10-02T23:30:00.000Z,Northwestern,Nebraska,,51.5,63.0,northwestern,nebraska
401282092,2021,5,2021-10-03T01:00:00.000Z,Auburn,LSU,,56.0,43.0,auburn,lsu
401282217,2021,5,2021-10-03T01:00:00.000Z,Old Dominion,UTEP,,48.5,49.0,old dominion,utep
401309865,2021,5,2021-10-03T01:00:00.000Z,Washington,Oregon State,,57.5,51.0,washington,oregon state
401309866,2021,5,2021-10-03T02:30:00.000Z,Arizona State,UCLA,,56.0,65.0,arizona state,ucla
401310713,2021,5,2021-10-03T02:30:00.000Z,New Mexico State,San José State,,51.5,68.0,new mexico state,san jose state
401310712,2021,5,2021-10-03T03:00:00.000Z,Fresno State,Hawai'i,,64.5,51.0,fresno state,hawaii
401286296,2021,7,2021-10-16T23:00:00.000Z,Liberty,UL Monroe,,56.5,59.0,liberty,louisiana monroe
401309623,2021,8,2021-10-20T23:30:00.000Z,Coastal Carolina,App State,,60.5,57.0,coastal carolina,appalachian state
401282235,2021,8,2021-10-21T23:30:00.000Z,Florida Atlantic,Charlotte,,58.0,47.0,florida atlantic,charlotte
401301025,2021,8,2021-10-21T23:30:00.000Z,Tulane,SMU,,70.5,81.0,tulane,smu
401309624,2021,8,2021-10-21T23:30:00.000Z,Louisiana,Arkansas State,,70.0,55.0,louisiana,arkansas state
401310729,2021,8,2021-10-22T03:00:00.000Z,San José State,UNLV,,44.0,47.0,san jose state,unlv
401282239,2021,8,2021-10-22T22:00:00.000Z,Middle Tennessee,UConn,,54.0,57.0,middle tennessee,uconn
401301026,2021,8,2021-10-22T23:00:00.000Z,Memphis,UCF,,63.0,31.0,memphis,ucf
401310725,2021,8,2021-10-23T01:30:00.000Z,Colorado State,Utah State,,58.5,50.0,colorado state,utah state
401309877,2021,8,2021-10-23T02:30:00.000Z,Washington,Arizona,,45.5,37.0,washington,arizona
401282662,2021,8,2021-10-23T16:00:00.000Z,Wake Forest,Army,,54.0,126.0,wake forest,army
401282663,2021,8,2021-10-23T16:00:00.000Z,Massachusetts,Florida State,,59.0,62.0,umass,florida state
401282717,2021,8,2021-10-23T16:00:00.000Z,Illinois,Penn State,,45.5,38.0,illinois,penn state
401282779,2021,8,2021-10-23T16:00:00.000Z,Northwestern,Michigan,,51.0,40.0,northwestern,michigan
401287926,2021,8,2021-10-23T16:00:00.000Z,Oklahoma,Kansas,,66.5,58.0,oklahoma,kansas
401287928,2021,8,2021-10-23T16:00:00.000Z,Kansas State,Texas Tech,,60.5,49.0,kansas state,texas tech
401301027,2021,8,2021-10-23T16:00:00.000Z,Cincinnati,Navy,,48.5,47.0,cincinnati,navy
401309574,2021,8,2021-10-23T16:00:00.000Z,Eastern Michigan,Bowling Green,,50.0,79.0,eastern michigan,bowling green
401309577,2021,8,2021-10-23T16:00:00.000Z,Northern Illinois,Central Michigan,,56.0,77.0,northern illinois,central michigan
401282668,2021,8,2021-10-23T16:30:00.000Z,Syracuse,Virginia Tech,,45.5,77.0,syracuse,virginia tech
401309576,2021,8,2021-10-23T17:00:00.000Z,Kent State,Ohio,,68.5,61.0,kent state,ohio
401309625,2021,8,2021-10-23T18:00:00.000Z,Texas State,Georgia State,,58.5,44.0,texas state,georgia state
401282821,2021,8,2021-10-23T19:00:00.000Z,Wisconsin,Purdue,,41.0,43.0,wisconsin,purdue
401282113,2021,8,2021-10-23T19:30:00.000Z,LSU,Ole Miss,,77.0,48.0,lsu,mississippi
401282238,2021,8,2021-10-23T19:30:00.000Z,Rice,UAB,,44.5,54.0,rice,uab
401282666,2021,8,2021-10-23T19:30:00.000Z,Clemson,Pittsburgh,,47.0,44.0,clemson,pittsburgh
401282767,2021,8,2021-10-23T19:30:00.000Z,Maryland,Minnesota,,53.0,50.0,maryland,minnesota
401287925,2021,8,2021-10-23T19:30:00.000Z,Oklahoma State,Iowa State,,47.0,45.0,oklahoma state,iowa state
401308838,2021,8,2021-10-23T19:30:00.000Z,Miami (OH),Ball State,,53.0,41.0,miami ohio,ball state
401309573,2021,8,2021-10-23T19:30:00.000Z,Western Michigan,Toledo,,54.5,49.0,western michigan,toledo
401309575,2021,8,2021-10-23T19:30:00.000Z,Buffalo,Akron,,58.0,55.0,buffalo,akron
401309878,2021,8,2021-10-23T19:30:00.000Z,Colorado,California,,44.0,29.0,colorado,california
401309879,2021,8,2021-10-23T19:30:00.000Z,Oregon,UCLA,,61.5,65.0,oregon,ucla
401309881,2021,8,2021-10-23T19:30:00.000Z,BYU,Washington State,,56.5,40.0,byu,washington state
401310726,2021,8,2021-10-23T19:30:00.000Z,New Mexico,Wyoming,,40.5,17.0,new mexico,wyoming
401282115,2021,8,2021-10-23T20:00:00.000Z,Mississippi State,Vanderbilt,,53.0,51.0,mississippi state,vanderbilt
401282240,2021,8,2021-10-23T20:00:00.000Z,Liberty,North Texas,,61.0,61.0,liberty,north texas
401282664,2021,8,2021-10-23T20:00:00.000Z,Boston College,Louisville,,57.5,42.0,boston college,louisville
401301028,2021,8,2021-10-23T20:00:00.000Z,East Carolina,Houston,,56.5,55.0,east carolina,houston
401282111,2021,8,2021-10-23T23:00:00.000Z,Tennessee,Alabama,,68.0,76.0,tennessee,alabama
401282236,2021,8,2021-10-23T23:00:00.000Z,Western Kentucky,Florida International,,77.5,53.0,western kentucky,florida international
401282237,2021,8,2021-10-23T23:00:00.000Z,UTSA,Louisiana Tech,,59.5,61.0,utsa,louisiana tech
401301029,2021,8,2021-10-23T23:00:00.000Z,Temple,South Florida,,55.0,48.0,temple,south florida
401309626,2021,8,2021-10-23T23:00:00.000Z,South Alabama,UL Monroe,,51.0,72.0,south alabama,louisiana monroe
401310724,2021,8,2021-10-23T23:00:00.000Z,San Diego State,Air Force,,39.0,34.0,san diego state,air force
401310727,2021,8,2021-10-23T23:00:00.000Z,Nevada,Fresno State,,64.5,66.0,nevada,fresno state
401282114,2021,8,2021-10-23T23:30:00.000Z,South Carolina,Texas A&M,,46.0,58.0,south carolina,texas a and m
401282665,2021,8,2021-10-23T23:30:00.000Z,NC State,Miami,,54.5,61.0,nc state,miami
401282667,2021,8,2021-10-23T23:30:00.000Z,Georgia Tech,Virginia,,65.5,88.0,georgia tech,virginia
401282709,2021,8,2021-10-23T23:30:00.000Z,USC,Notre Dame,,59.5,47.0,usc,notre dame
401282730,2021,8,2021-10-23T23:30:00.000Z,Ohio State,Indiana,,59.0,61.0,ohio state,indiana
401287927,2021,8,2021-10-23T23:30:00.000Z,West Virginia,TCU,,58.0,46.0,west virginia,tcu
401309880,2021,8,2021-10-23T23:30:00.000Z,Utah,Oregon State,,58.0,76.0,utah,oregon state
401301033,2021,9,2021-10-28T23:30:00.000Z,South Florida,East Carolina,,55.5,43.0,south florida,east carolina
401309627,2021,9,2021-10-28T23:30:00.000Z,Troy,Coastal Carolina,,50.0,63.0,troy,coastal carolina
401301030,2021,9,2021-10-29T23:30:00.000Z,Navy,Tulsa,,46.0,37.0,navy,tulsa
401310734,2021,9,2021-10-30T02:00:00.000Z,UNLV,Nevada,,58.5,71.0,unlv,nevada
401282671,2021,9,2021-10-30T16:00:00.000Z,Virginia Tech,Georgia Tech,,55.5,43.0,virginia tech,georgia tech
401282674,2021,9,2021-10-30T16:00:00.000Z,Miami,Pittsburgh,,61.0,72.0,miami,pittsburgh
401282719,2021,9,2021-10-30T16:00:00.000Z,Rutgers,Illinois,,41.5,34.0,rutgers,illinois
401282726,2021,9,2021-10-30T16:00:00.000Z,Indiana,Maryland,,48.0,73.0,indiana,maryland
401282763,2021,9,2021-10-30T16:00:00.000Z,Iowa,Wisconsin,,36.0,34.0,iowa,wisconsin
401282777,2021,9,2021-10-30T16:00:00.000Z,Michigan,Michigan State,,50.5,70.0,michigan,michigan state
401286297,2021,9,2021-10-30T16:00:00.000Z,Massachusetts,Liberty,,56.0,79.0,umass,liberty
401287929,2021,9,2021-10-30T16:00:00.000Z,Texas,Baylor,,61.5,55.0,texas,baylor
401301031,2021,9,2021-10-30T16:00:00.000Z,UCF,Temple,,52.0,56.0,ucf,temple
401301032,2021,9,2021-10-30T16:00:00.000Z,Cincinnati,Tulane,,61.5,43.0,cincinnati,tulane
401309578,2021,9,2021-10-30T16:00:00.000Z,Bowling Green,Buffalo,,51.5,100.0,bowling green,buffalo
401309631,2021,9,2021-10-30T16:00:00.000Z,Texas State,Louisiana,,58.0,45.0,texas state,louisiana
401282246,2021,9,2021-10-30T18:00:00.000Z,North Texas,Rice,,55.0,54.0,north texas,rice
401287933,2021,9,2021-10-30T18:00:00.000Z,Iowa State,West Virginia,,49.0,69.0,iowa state,west virginia
401282119,2021,9,2021-10-30T19:00:00.000Z,Missouri,Vanderbilt,,62.5,65.0,missouri,vanderbilt
401309885,2021,9,2021-10-30T19:00:00.000Z,Washington State,Arizona State,,54.5,55.0,washington state,arizona state
401310731,2021,9,2021-10-30T19:00:00.000Z,Hawai'i,Utah State,,66.0,82.0,hawaii,utah state
401282117,2021,9,2021-10-30T19:30:00.000Z,Georgia,Florida,,50.5,41.0,georgia,florida
401282242,2021,9,2021-10-30T19:30:00.000Z,Florida International,Marshall,,64.0,38.0,florida international,marshall
401282244,2021,9,2021-10-30T19:30:00.000Z,Louisiana Tech,Old Dominion,,52.5,43.0,louisiana tech,old dominion
401282245,2021,9,2021-10-30T19:30:00.000Z,Southern Miss,Middle Tennessee,,47.5,45.0,southern miss,middle tennessee
401282670,2021,9,2021-10-30T19:30:00.000Z,Florida State,Clemson,,47.5,50.0,florida state,clemson
401282675,2021,9,2021-10-30T19:30:00.000Z,Boston College,Syracuse,,51.5,27.0,boston college,syracuse
401282795,2021,9,2021-10-30T19:30:00.000Z,Minnesota,Northwestern,,44.0,55.0,minnesota,northwestern
401282801,2021,9,2021-10-30T19:30:00.000Z,Purdue,Nebraska,,54.0,51.0,purdue,nebraska
401287930,2021,9,2021-10-30T19:30:00.000Z,TCU,Kansas State,,58.5,43.0,tcu,kansas state
401287931,2021,9,2021-10-30T19:30:00.000Z,Texas Tech,Oklahoma,,67.0,73.0,texas tech,oklahoma
401309628,2021,9,2021-10-30T19:30:00.000Z,UL Monroe,App State,,57.5,87.0,louisiana monroe,appalachian state
401309884,2021,9,2021-10-30T19:30:00.000Z,Colorado,Oregon,,49.5,81.0,colorado,oregon
401282241,2021,9,2021-10-30T20:00:00.000Z,Charlotte,Western Kentucky,,72.0,58.0,charlotte,western kentucky
401282676,2021,9,2021-10-30T20:00:00.000Z,Duke,Wake Forest,,71.5,52.0,duke,wake forest
401310732,2021,9,2021-10-30T20:00:00.000Z,Wyoming,San José State,,40.5,48.0,wyoming,san jose state
401309629,2021,9,2021-10-30T21:00:00.000Z,Arkansas State,South Alabama,,66.0,44.0,arkansas state,south alabama
401282243,2021,9,2021-10-30T22:00:00.000Z,UTEP,Florida Atlantic,,49.0,53.0,utep,florida atlantic
401309630,2021,9,2021-10-30T22:00:00.000Z,Georgia State,Georgia Southern,,55.0,35.0,georgia state,georgia southern
401282116,2021,9,2021-10-30T23:00:00.000Z,Ole Miss,Auburn,,67.5,51.0,mississippi,auburn
401282118,2021,9,2021-10-30T23:00:00.000Z,Kentucky,Mississippi State,,47.0,48.0,kentucky,mississippi state
401287932,2021,9,2021-10-30T23:00:00.000Z,Kansas,Oklahoma State,,54.5,58.0,kansas,oklahoma state
401301034,2021,9,2021-10-30T23:00:00.000Z,SMU,Houston,,61.5,81.0,smu,houston
401309882,2021,9,2021-10-30T23:00:00.000Z,Oregon State,California,,56.5,64.0,oregon state,california
401309886,2021,9,2021-10-30T23:00:00.000Z,Arizona,USC,,55.5,75.0,arizona,usc
401310730,2021,9,2021-10-30T23:00:00.000Z,Boise State,Colorado State,,51.5,47.0,boise state,colorado state
401282672,2021,9,2021-10-30T23:30:00.000Z,Louisville,NC State,,57.0,41.0,louisville,nc state
401282673,2021,9,2021-10-30T23:30:00.000Z,North Carolina,Notre Dame,,62.5,78.0,north carolina,notre dame
401282814,2021,9,2021-10-30T23:30:00.000Z,Penn State,Ohio State,,60.5,57.0,penn state,ohio state
401309579,2021,10,2021-11-02T23:00:00.000Z,Ball State,Akron,,57.5,56.0,ball state,akron
401308839,2021,10,2021-11-02T23:30:00.000Z,Miami (OH),Ohio,,54.5,68.0,miami ohio,ohio
401309580,2021,10,2021-11-02T23:30:00.000Z,Eastern Michigan,Toledo,,54.5,101.0,eastern michigan,toledo
401309581,2021,10,2021-11-03T23:00:00.000Z,Central Michigan,Western Michigan,,64.5,72.0,central michigan,western michigan
401309582,2021,10,2021-11-03T23:00:00.000Z,Northern Illinois,Kent State,,72.0,99.0,northern illinois,kent state
401309632,2021,10,2021-11-04T23:30:00.000Z,Georgia State,Louisiana,,53.5,38.0,georgia state,louisiana
401282677,2021,10,2021-11-05T23:30:00.000Z,Virginia Tech,Boston College,,51.0,20.0,virginia tech,boston college
401309888,2021,10,2021-11-06T02:30:00.000Z,Utah,Stanford,,51.5,59.0,utah,stanford
401310253,2021,10,2021-11-06T15:30:00.000Z,Army,Air Force,,37.5,35.0,army,air force
401282122,2021,10,2021-11-06T16:00:00.000Z,Missouri,Georgia,,59.5,49.0,missouri,georgia
401282124,2021,10,2021-11-06T16:00:00.000Z,Liberty,Ole Miss,,67.0,41.0,liberty,mississippi
401282250,2021,10,2021-11-06T16:00:00.000Z,Louisiana Tech,UAB,,49.0,90.0,louisiana tech,uab
401282678,2021,10,2021-11-06T16:00:00.000Z,Pittsburgh,Duke,,64.5,83.0,pittsburgh,duke
401282682,2021,10,2021-11-06T16:00:00.000Z,Wake Forest,North Carolina,,78.0,113.0,wake forest,north carolina
401282720,2021,10,2021-11-06T16:00:00.000Z,Illinois,Minnesota,,44.0,20.0,illinois,minnesota
401282799,2021,10,2021-11-06T16:00:00.000Z,Ohio State,Nebraska,,67.5,43.0,ohio state,nebraska
401287935,2021,10,2021-11-06T16:00:00.000Z,Kansas State,Kansas,,55.5,45.0,kansas state,kansas
401301039,2021,10,2021-11-06T16:00:00.000Z,SMU,Memphis,,70.5,53.0,smu,memphis
401282681,2021,10,2021-11-06T16:30:00.000Z,Georgia Tech,Miami,,63.0,63.0,georgia tech,miami
401309633,2021,10,2021-11-06T18:00:00.000Z,App State,Arkansas State,,68.0,62.0,appalachian state,arkansas state
401282252,2021,10,2021-11-06T19:00:00.000Z,North Texas,Southern Miss,,49.0,52.0,north texas,southern miss
401301035,2021,10,2021-11-06T19:00:00.000Z,Temple,East Carolina,,52.5,48.0,temple,east carolina
401309635,2021,10,2021-11-06T19:00:00.000Z,UL Monroe,Texas State,,57.5,46.0,louisiana monroe,texas state
401309889,2021,10,2021-11-06T19:00:00.000Z,California,Arizona,,47.0,13.0,california,arizona
