game_id,week,date,away_team,home_team,projection_margin_home,projection_margin_home_source,projection_margin_home_raw,market_spread_home,market_spread_home_source,market_spread_home_raw,ats_edge_home,ats_edge_side,projected_total,projected_total_source,projected_total_raw,market_total,market_total_source,market_total_raw,total_edge,total_side,has_projection_spread,has_market_spread,has_ats_edge,has_projection_total,has_market_total,has_total_edge,possible_pk_bug
g190,3,2026-09-19,Charlotte,Appalachian State,22.1,blend_spread_home,22.1,,,,,,53.8,blend_total,53.8,,,,,,True,False,False,True,False,False,False
g191,3,2026-09-19,Northern Illinois,Arizona,31.1,blend_spread_home,31.1,,,,,,49.0,blend_total,49.0,,,,,,True,False,False,True,False,False,False
g192,3,2026-09-19,Georgia,Arkansas,-18.1,blend_spread_home,-18.1,,,,,,57.5,blend_total,57.5,,,,,,True,False,False,True,False,False,False
g193,3,2026-09-19,Florida,Auburn,-1.1,blend_spread_home,-1.1,,,,,,46.0,blend_total,46.0,,,,,,True,False,False,True,False,False,False
g194,3,2026-09-19,Louisiana Tech,Baylor,15.3,blend_spread_home,15.3,,,,,,56.7,blend_total,56.7,,,,,,True,False,False,True,False,False,False
g195,3,2026-09-19,South Dakota,Boise State,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g196,3,2026-09-19,Maine,Boston College,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g197,3,2026-09-19,Wagner,California,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g198,3,2026-09-19,Georgia State,Central Florida,30.1,blend_spread_home,30.1,,,,,,52.5,blend_total,52.5,,,,,,True,False,False,True,False,False,False
g199,3,2026-09-19,Wyoming,Central Michigan,-1.1,blend_spread_home,-1.1,,,,,,44.0,blend_total,44.0,,,,,,True,False,False,True,False,False,False
g200,3,2026-09-19,Miami-OH,Cincinnati,7.4,blend_spread_home,7.4,,,,,,48.7,blend_total,48.7,,,,,,True,False,False,True,False,False,False
g201,3,2026-09-19,North Carolina,Clemson,11.5,blend_spread_home,11.5,,,,,,46.0,blend_total,46.0,,,,,,True,False,False,True,False,False,False
g202,3,2026-09-19,BYU,Colorado State,-21.8,blend_spread_home,-21.8,,,,,,48.6,blend_total,48.6,,,,,,True,False,False,True,False,False,False
g203,3,2026-09-19,Coastal Carolina,Delaware,3.3,blend_spread_home,3.3,,,,,,56.8,blend_total,56.8,,,,,,True,False,False,True,False,False,False
g204,3,2026-09-19,Stanford,Duke,10.8,blend_spread_home,10.8,,,,,,53.5,blend_total,53.5,,,,,,True,False,False,True,False,False,False
g205,3,2026-09-19,Florida International,Florida Atlantic,8.4,blend_spread_home,8.4,,,,,,59.3,blend_total,59.3,,,,,,True,False,False,True,False,False,False
g206,3,2026-09-19,Mercer,Georgia Tech,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g207,3,2026-09-19,Southern Illinois,Illinois,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g208,3,2026-09-19,Western Kentucky,Indiana,31.7,blend_spread_home,31.7,,,,,,53.6,blend_total,53.6,,,,,,True,False,False,True,False,False,False
g209,3,2026-09-19,Northern Iowa,Iowa,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g210,3,2026-09-19,Bowling Green,Iowa State,17.0,blend_spread_home,17.0,,,,,,44.2,blend_total,44.2,,,,,,True,False,False,True,False,False,False
g211,3,2026-09-19,Georgia Southern,Jacksonville State,3.7,blend_spread_home,3.7,,,,,,56.1,blend_total,56.1,,,,,,True,False,False,True,False,False,False
g212,3,2026-09-19,Arizona State,Kansas,-2.7,blend_spread_home,-2.7,,,,,,52.1,blend_total,52.1,,,,,,True,False,False,True,False,False,False
g213,3,2026-09-19,Tulane,Kansas State,19.7,blend_spread_home,19.7,,,,,,53.3,blend_total,53.3,,,,,,True,False,False,True,False,False,False
g214,3,2026-09-19,Ball State,Liberty,22.3,blend_spread_home,22.3,,,,,,53.0,blend_total,53.0,,,,,,True,False,False,True,False,False,False
g215,3,2026-09-19,UAB,Louisiana,11.7,blend_spread_home,11.7,,,,,,58.6,blend_total,58.6,,,,,,True,False,False,True,False,False,False
g216,3,2026-09-19,SMU,Louisville,3.0,blend_spread_home,3.0,,,,,,51.4,blend_total,51.4,,,,,,True,False,False,True,False,False,False
g217,3,2026-09-19,Virginia Tech,Maryland,-3.3,blend_spread_home,-3.3,,,,,,50.7,blend_total,50.7,,,,,,True,False,False,True,False,False,False
g218,3,2026-09-19,Stonehill,Massachusetts,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g219,3,2026-09-19,UT Martin,Memphis,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g220,3,2026-09-19,UTEP,Michigan,39.5,blend_spread_home,39.5,,,,,,49.2,blend_total,49.2,,,,,,True,False,False,True,False,False,False
g221,3,2026-09-19,Nevada,Middle Tennessee,-10.6,blend_spread_home,-10.6,,,,,,50.5,blend_total,50.5,,,,,,True,False,False,True,False,False,False
g222,3,2026-09-19,Akron,Minnesota,27.1,blend_spread_home,27.1,,,,,,44.9,blend_total,44.9,,,,,,True,False,False,True,False,False,False
g223,3,2026-09-19,Troy,Missouri,23.3,blend_spread_home,23.3,,,,,,51.2,blend_total,51.2,,,,,,True,False,False,True,False,False,False
g224,3,2026-09-19,Marshall,Missouri State,-9.8,blend_spread_home,-9.8,,,,,,57.7,blend_total,57.7,,,,,,True,False,False,True,False,False,False
g225,3,2026-09-19,North Dakota,Nebraska,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g226,3,2026-09-19,Colorado,Northwestern,5.8,blend_spread_home,5.8,,,,,,48.0,blend_total,48.0,,,,,,True,False,False,True,False,False,False
g227,3,2026-09-19,Michigan State,Notre Dame,28.6,blend_spread_home,28.6,,,,,,53.7,blend_total,53.7,,,,,,True,False,False,True,False,False,False
g228,3,2026-09-19,Kent State,Ohio State,54.9,blend_spread_home,54.9,,,,,,50.4,blend_total,50.4,,,,,,True,False,False,True,False,False,False
g229,3,2026-09-19,New Mexico,Oklahoma,21.0,blend_spread_home,21.0,,,,,,49.0,blend_total,49.0,,,,,,True,False,False,True,False,False,False
g230,3,2026-09-19,Murray State,Oklahoma State,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g231,3,2026-09-19,East Carolina,Old Dominion,-2.1,blend_spread_home,-2.1,,,,,,47.9,blend_total,47.9,,,,,,True,False,False,True,False,False,False
g232,3,2026-09-19,LSU,Ole Miss,-1.9,blend_spread_home,-1.9,,,,,,49.9,blend_total,49.9,,,,,,True,False,False,True,False,False,False
g233,3,2026-09-19,Portland State,Oregon,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g234,3,2026-09-19,Montana,Oregon State,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g235,3,2026-09-19,Buffalo,Penn State,31.0,blend_spread_home,31.0,,,,,,48.0,blend_total,48.0,,,,,,True,False,False,True,False,False,False
g236,3,2026-09-19,Western Michigan,Rice,-4.6,blend_spread_home,-4.6,,,,,,47.0,blend_total,47.0,,,,,,True,False,False,True,False,False,False
g237,3,2026-09-19,USC,Rutgers,-12.9,blend_spread_home,-12.9,,,,,,58.7,blend_total,58.7,,,,,,True,False,False,True,False,False,False
g238,3,2026-09-19,North Dakota State,Sacramento State,-18.8,blend_spread_home,-18.8,,,,,,51.6,blend_total,51.6,,,,,,True,False,False,True,False,False,False
g239,3,2026-09-19,Nicholls,Sam Houston,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g240,3,2026-09-19,James Madison,San Diego State,2.7,blend_spread_home,2.7,,,,,,49.9,blend_total,49.9,,,,,,True,False,False,True,False,False,False
g241,3,2026-09-19,Fresno State,San Jose State,-10.7,blend_spread_home,-10.7,,,,,,47.9,blend_total,47.9,,,,,,True,False,False,True,False,False,False
g242,3,2026-09-19,Ohio,South Alabama,2.8,blend_spread_home,2.8,,,,,,48.8,blend_total,48.8,,,,,,True,False,False,True,False,False,False
g243,3,2026-09-19,Mississippi State,South Carolina,10.5,blend_spread_home,10.5,,,,,,52.5,blend_total,52.5,,,,,,True,False,False,True,False,False,False
g244,3,2026-09-19,Delaware State,South Florida,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g245,3,2026-09-19,Connecticut,Southern Miss,-10.0,blend_spread_home,-10.0,,,,,,54.0,blend_total,54.0,,,,,,True,False,False,True,False,False,False
g246,3,2026-09-19,Arkansas State,TCU,19.8,blend_spread_home,19.8,,,,,,54.6,blend_total,54.6,,,,,,True,False,False,True,False,False,False
g247,3,2026-09-19,Kennesaw State,Tennessee,27.6,blend_spread_home,27.6,,,,,,56.6,blend_total,56.6,,,,,,True,False,False,True,False,False,False
g248,3,2026-09-19,UTSA,Texas,28.2,blend_spread_home,28.2,,,,,,56.3,blend_total,56.3,,,,,,True,False,False,True,False,False,False
g249,3,2026-09-19,Kentucky,Texas A&M,19.0,blend_spread_home,19.0,,,,,,50.1,blend_total,50.1,,,,,,True,False,False,True,False,False,False
g250,3,2026-09-19,North Texas,Texas State,8.2,blend_spread_home,8.2,,,,,,64.2,blend_total,64.2,,,,,,True,False,False,True,False,False,False
g251,3,2026-09-19,Temple,Toledo,-0.2,blend_spread_home,-0.2,,,,,,52.0,blend_total,52.0,,,,,,True,False,False,True,False,False,False
g252,3,2026-09-19,East Texas A&M,Tulsa,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g253,3,2026-09-19,Purdue,UCLA,9.7,blend_spread_home,9.7,,,,,,52.0,blend_total,52.0,,,,,,True,False,False,True,False,False,False
g254,3,2026-09-19,Southeastern La.,UL-Monroe,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g255,3,2026-09-19,Utah State,Utah,22.9,blend_spread_home,22.9,,,,,,54.3,blend_total,54.3,,,,,,True,False,False,True,False,False,False
g256,3,2026-09-19,NC State,Vanderbilt,6.0,blend_spread_home,6.0,,,,,,56.8,blend_total,56.8,,,,,,True,False,False,True,False,False,False
g257,3,2026-09-19,Eastern Washington,Washington,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g258,3,2026-09-19,Duquesne,Washington State,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g259,3,2026-09-19,Virginia,West Virginia,-5.8,blend_spread_home,-5.8,,,,,,49.1,blend_total,49.1,,,,,,True,False,False,True,False,False,False
g260,3,2026-09-19,Eastern Michigan,Wisconsin,18.8,blend_spread_home,18.8,,,,,,44.8,blend_total,44.8,,,,,,True,False,False,True,False,False,False
g261,4,2026-09-24,Liberty,Coastal Carolina,-5.1,blend_spread_home,-5.1,,,,,,56.3,blend_total,56.3,,,,,,True,False,False,True,False,False,False
g262,4,2026-09-25,Clemson,California,-6.3,blend_spread_home,-6.3,,,,,,50.5,blend_total,50.5,,,,,,True,False,False,True,False,False,False
g263,4,2026-09-25,Navy,UAB,-15.4,blend_spread_home,-15.4,,,,,,56.5,blend_total,56.5,,,,,,True,False,False,True,False,False,False
g264,4,2026-09-26,UNLV,Akron,-21.6,blend_spread_home,-21.6,,,,,,52.2,blend_total,52.2,,,,,,True,False,False,True,False,False,False
g265,4,2026-09-26,South Carolina,Alabama,9.3,blend_spread_home,9.3,,,,,,46.1,blend_total,46.1,,,,,,True,False,False,True,False,False,False
g266,4,2026-09-26,Tulsa,Arkansas,15.0,blend_spread_home,15.0,,,,,,59.3,blend_total,59.3,,,,,,True,False,False,True,False,False,False
g267,4,2026-09-26,Kennesaw State,Arkansas State,3.7,blend_spread_home,3.7,,,,,,53.7,blend_total,53.7,,,,,,True,False,False,True,False,False,False
g268,4,2026-09-26,Vanderbilt,Auburn,3.8,blend_spread_home,3.8,,,,,,51.7,blend_total,51.7,,,,,,True,False,False,True,False,False,False
g269,4,2026-09-26,Colorado,Baylor,6.1,blend_spread_home,6.1,,,,,,55.9,blend_total,55.9,,,,,,True,False,False,True,False,False,False
g270,4,2026-09-26,Virginia Tech,Boston College,-9.0,blend_spread_home,-9.0,,,,,,52.7,blend_total,52.7,,,,,,True,False,False,True,False,False,False
g271,4,2026-09-26,South Florida,Bowling Green,-9.0,blend_spread_home,-9.0,,,,,,50.4,blend_total,50.4,,,,,,True,False,False,True,False,False,False
g272,4,2026-09-26,Robert Morris,Buffalo,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g273,4,2026-09-26,TCU,Central Florida,-4.1,blend_spread_home,-4.1,,,,,,49.9,blend_total,49.9,,,,,,True,False,False,True,False,False,False
g274,4,2026-09-26,Louisiana,Charlotte,-21.6,blend_spread_home,-21.6,,,,,,55.9,blend_total,55.9,,,,,,True,False,False,True,False,False,False
g275,4,2026-09-26,Kansas State,Cincinnati,-3.8,blend_spread_home,-3.8,,,,,,55.5,blend_total,55.5,,,,,,True,False,False,True,False,False,False
g276,4,2026-09-26,William & Mary,Duke,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g277,4,2026-09-26,NC Central,East Carolina,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g278,4,2026-09-26,Lindenwood,Eastern Michigan,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g279,4,2026-09-26,Ole Miss,Florida,1.5,blend_spread_home,1.5,,,,,,50.4,blend_total,50.4,,,,,,True,False,False,True,False,False,False
g280,4,2026-09-26,LIU,Florida International,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g281,4,2026-09-26,Central Arkansas,Florida State,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g282,4,2026-09-26,Rice,Fresno State,15.1,blend_spread_home,15.1,,,,,,46.4,blend_total,46.4,,,,,,True,False,False,True,False,False,False
g283,4,2026-09-26,Oklahoma,Georgia,10.1,blend_spread_home,10.1,,,,,,48.9,blend_total,48.9,,,,,,True,False,False,True,False,False,False
g284,4,2026-09-26,Houston,Georgia Southern,-13.5,blend_spread_home,-13.5,,,,,,54.7,blend_total,54.7,,,,,,True,False,False,True,False,False,False
g285,4,2026-09-26,Northern Illinois,Georgia State,-5.2,blend_spread_home,-5.2,,,,,,52.0,blend_total,52.0,,,,,,True,False,False,True,False,False,False
g286,4,2026-09-26,Northwestern,Indiana,21.8,blend_spread_home,21.8,,,,,,47.9,blend_total,47.9,,,,,,True,False,False,True,False,False,False
g287,4,2026-09-26,Utah,Iowa State,-8.2,blend_spread_home,-8.2,,,,,,49.7,blend_total,49.7,,,,,,True,False,False,True,False,False,False
g288,4,2026-09-26,Middle Tennessee,Jacksonville State,20.8,blend_spread_home,20.8,,,,,,55.2,blend_total,55.2,,,,,,True,False,False,True,False,False,False
g289,4,2026-09-26,Ball State,Kent State,7.2,blend_spread_home,7.2,,,,,,50.2,blend_total,50.2,,,,,,True,False,False,True,False,False,False
g290,4,2026-09-26,South Alabama,Kentucky,19.8,blend_spread_home,19.8,,,,,,52.1,blend_total,52.1,,,,,,True,False,False,True,False,False,False
g291,4,2026-09-26,Texas A&M,LSU,3.8,blend_spread_home,3.8,,,,,,49.5,blend_total,49.5,,,,,,True,False,False,True,False,False,False
g292,4,2026-09-26,Wake Forest,Louisville,10.3,blend_spread_home,10.3,,,,,,47.6,blend_total,47.6,,,,,,True,False,False,True,False,False,False
g293,4,2026-09-26,Gardner-Webb,Marshall,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g294,4,2026-09-26,UCLA,Maryland,1.0,blend_spread_home,1.0,,,,,,50.9,blend_total,50.9,,,,,,True,False,False,True,False,False,False
g295,4,2026-09-26,Central Michigan,Miami-FL,35.1,blend_spread_home,35.1,,,,,,47.5,blend_total,47.5,,,,,,True,False,False,True,False,False,False
g296,4,2026-09-26,Connecticut,Miami-OH,11.0,blend_spread_home,11.0,,,,,,47.4,blend_total,47.4,,,,,,True,False,False,True,False,False,False
g297,4,2026-09-26,Iowa,Michigan,5.4,blend_spread_home,5.4,,,,,,48.3,blend_total,48.3,,,,,,True,False,False,True,False,False,False
g298,4,2026-09-26,Nebraska,Michigan State,-5.3,blend_spread_home,-5.3,,,,,,51.6,blend_total,51.6,,,,,,True,False,False,True,False,False,False
g299,4,2026-09-26,Missouri,Mississippi State,-8.3,blend_spread_home,-8.3,,,,,,53.0,blend_total,53.0,,,,,,True,False,False,True,False,False,False
g300,4,2026-09-26,Appalachian State,NC State,20.1,blend_spread_home,20.1,,,,,,55.4,blend_total,55.4,,,,,,True,False,False,True,False,False,False
g301,4,2026-09-26,Air Force,Nevada,-7.7,blend_spread_home,-7.7,,,,,,50.2,blend_total,50.2,,,,,,True,False,False,True,False,False,False
g302,4,2026-09-26,New Mexico,New Mexico State,-12.9,blend_spread_home,-12.9,,,,,,51.0,blend_total,51.0,,,,,,True,False,False,True,False,False,False
g303,4,2026-09-26,HCU,North Texas,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g304,4,2026-09-26,Stonehill,Ohio,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g305,4,2026-09-26,Illinois,Ohio State,25.5,blend_spread_home,25.5,,,,,,51.8,blend_total,51.8,,,,,,True,False,False,True,False,False,False
g306,4,2026-09-26,James Madison,Old Dominion,-2.0,blend_spread_home,-2.0,,,,,,48.6,blend_total,48.6,,,,,,True,False,False,True,False,False,False
g307,4,2026-09-26,Wisconsin,Penn State,17.3,blend_spread_home,17.3,,,,,,45.7,blend_total,45.7,,,,,,True,False,False,True,False,False,False
g308,4,2026-09-26,Bucknell,Pittsburgh,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g309,4,2026-09-26,Notre Dame,Purdue,-27.4,blend_spread_home,-27.4,,,,,,53.0,blend_total,53.0,,,,,,True,False,False,True,False,False,False
g310,4,2026-09-26,Howard,Rutgers,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g311,4,2026-09-26,Missouri State,SMU,33.0,blend_spread_home,33.0,,,,,,52.1,blend_total,52.1,,,,,,True,False,False,True,False,False,False
g312,4,2026-09-26,Massachusetts,Sacramento State,10.7,blend_spread_home,10.7,,,,,,51.4,blend_total,51.4,,,,,,True,False,False,True,False,False,False
g313,4,2026-09-26,Georgia Tech,Stanford,-6.5,blend_spread_home,-6.5,,,,,,49.4,blend_total,49.4,,,,,,True,False,False,True,False,False,False
g314,4,2026-09-26,Army,Temple,-2.8,blend_spread_home,-2.8,,,,,,55.8,blend_total,55.8,,,,,,True,False,False,True,False,False,False
g315,4,2026-09-26,Texas,Tennessee,-5.4,blend_spread_home,-5.4,,,,,,56.8,blend_total,56.8,,,,,,True,False,False,True,False,False,False
g316,4,2026-09-26,UIW,Texas State,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g317,4,2026-09-26,Sam Houston,Texas Tech,52.6,blend_spread_home,52.6,,,,,,53.2,blend_total,53.2,,,,,,True,False,False,True,False,False,False
g318,4,2026-09-26,San Diego State,Toledo,-7.6,blend_spread_home,-7.6,,,,,,46.4,blend_total,46.4,,,,,,True,False,False,True,False,False,False
g319,4,2026-09-26,Southern Miss,Tulane,20.9,blend_spread_home,20.9,,,,,,53.1,blend_total,53.1,,,,,,True,False,False,True,False,False,False
g320,4,2026-09-26,Florida Atlantic,UL-Monroe,-15.7,blend_spread_home,-15.7,,,,,,57.1,blend_total,57.1,,,,,,True,False,False,True,False,False,False
g321,4,2026-09-26,Oregon,USC,-9.1,blend_spread_home,-9.1,,,,,,55.8,blend_total,55.8,,,,,,True,False,False,True,False,False,False
g322,4,2026-09-26,Oregon State,UTEP,-11.7,blend_spread_home,-11.7,,,,,,48.4,blend_total,48.4,,,,,,True,False,False,True,False,False,False
g323,4,2026-09-26,Colorado State,UTSA,8.8,blend_spread_home,8.8,,,,,,53.2,blend_total,53.2,,,,,,True,False,False,True,False,False,False
g324,4,2026-09-26,Troy,Utah State,1.0,blend_spread_home,1.0,,,,,,54.0,blend_total,54.0,,,,,,True,False,False,True,False,False,False
g325,4,2026-09-26,Delaware,Virginia,22.9,blend_spread_home,22.9,,,,,,52.1,blend_total,52.1,,,,,,True,False,False,True,False,False,False
g326,4,2026-09-26,Minnesota,Washington,11.4,blend_spread_home,11.4,,,,,,47.4,blend_total,47.4,,,,,,True,False,False,True,False,False,False
g327,4,2026-09-26,Arizona,Washington State,-12.2,blend_spread_home,-12.2,,,,,,48.7,blend_total,48.7,,,,,,True,False,False,True,False,False,False
g328,4,2026-09-26,Oklahoma State,West Virginia,-2.9,blend_spread_home,-2.9,,,,,,52.7,blend_total,52.7,,,,,,True,False,False,True,False,False,False
g329,4,2026-09-26,Mercyhurst,Western Kentucky,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g330,4,2026-09-26,Boise State,Western Michigan,-11.5,blend_spread_home,-11.5,,,,,,48.8,blend_total,48.8,,,,,,True,False,False,True,False,False,False
g331,4,2026-09-26,Hawaii,Wyoming,-2.7,blend_spread_home,-2.7,,,,,,48.0,blend_total,48.0,,,,,,True,False,False,True,False,False,False
g332,5,2026-10-01,Western Kentucky,New Mexico State,-8.1,blend_spread_home,-8.1,,,,,,53.3,blend_total,53.3,,,,,,True,False,False,True,False,False,False
g333,5,2026-10-01,North Texas,Tulsa,4.9,blend_spread_home,4.9,,,,,,57.0,blend_total,57.0,,,,,,True,False,False,True,False,False,False
g334,5,2026-10-02,Liberty,Delaware,-4.1,blend_spread_home,-4.1,,,,,,57.6,blend_total,57.6,,,,,,True,False,False,True,False,False,False
g335,5,2026-10-02,Penn State,Northwestern,-11.1,blend_spread_home,-11.1,,,,,,48.5,blend_total,48.5,,,,,,True,False,False,True,False,False,False
g336,5,2026-10-02,Pittsburgh,Virginia Tech,5.2,blend_spread_home,5.2,,,,,,53.3,blend_total,53.3,,,,,,True,False,False,True,False,False,False
g337,5,2026-10-03,Navy,Air Force,-0.3,blend_spread_home,-0.3,,,,,,53.9,blend_total,53.9,,,,,,True,False,False,True,False,False,False
g338,5,2026-10-03,Cincinnati,Arizona,8.4,blend_spread_home,8.4,,,,,,53.7,blend_total,53.7,,,,,,True,False,False,True,False,False,False
g339,5,2026-10-03,Baylor,Arizona State,4.1,blend_spread_home,4.1,,,,,,55.0,blend_total,55.0,,,,,,True,False,False,True,False,False,False
g340,5,2026-10-03,Toledo,Ball State,-12.2,blend_spread_home,-12.2,,,,,,46.8,blend_total,46.8,,,,,,True,False,False,True,False,False,False
g341,5,2026-10-03,Utah State,Boise State,17.3,blend_spread_home,17.3,,,,,,53.6,blend_total,53.6,,,,,,True,False,False,True,False,False,False
g342,5,2026-10-03,Western Michigan,Buffalo,-1.9,blend_spread_home,-1.9,,,,,,44.3,blend_total,44.3,,,,,,True,False,False,True,False,False,False
g343,5,2026-10-03,Akron,Central Michigan,8.8,blend_spread_home,8.8,,,,,,46.0,blend_total,46.0,,,,,,True,False,False,True,False,False,False
g344,5,2026-10-03,Memphis,Charlotte,-29.6,blend_spread_home,-29.6,,,,,,55.5,blend_total,55.5,,,,,,True,False,False,True,False,False,False
g345,5,2026-10-03,Miami-FL,Clemson,-5.7,blend_spread_home,-5.7,,,,,,47.3,blend_total,47.3,,,,,,True,False,False,True,False,False,False
g346,5,2026-10-03,Georgia Southern,Coastal Carolina,-2.6,blend_spread_home,-2.6,,,,,,55.4,blend_total,55.4,,,,,,True,False,False,True,False,False,False
g347,5,2026-10-03,Texas Tech,Colorado,-19.6,blend_spread_home,-19.6,,,,,,51.8,blend_total,51.8,,,,,,True,False,False,True,False,False,False
g348,5,2026-10-03,Oregon State,Colorado State,0.0,blend_spread_home,0.0,,,,,,46.6,blend_total,46.6,,,,,,True,False,False,True,False,False,False
g349,5,2026-10-03,Syracuse,Connecticut,-8.6,blend_spread_home,-8.6,,,,,,50.6,blend_total,50.6,,,,,,True,False,False,True,False,False,False
g350,5,2026-10-03,Texas Southern,Florida Atlantic,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g351,5,2026-10-03,Virginia,Florida State,4.1,blend_spread_home,4.1,,,,,,48.2,blend_total,48.2,,,,,,True,False,False,True,False,False,False
g352,5,2026-10-03,Vanderbilt,Georgia,17.3,blend_spread_home,17.3,,,,,,54.5,blend_total,54.5,,,,,,True,False,False,True,False,False,False
g353,5,2026-10-03,Old Dominion,Georgia State,-17.6,blend_spread_home,-17.6,,,,,,51.9,blend_total,51.9,,,,,,True,False,False,True,False,False,False
g354,5,2026-10-03,San Jose State,Hawaii,13.7,blend_spread_home,13.7,,,,,,53.7,blend_total,53.7,,,,,,True,False,False,True,False,False,False
g355,5,2026-10-03,Central Florida,Houston,7.6,blend_spread_home,7.6,,,,,,50.4,blend_total,50.4,,,,,,True,False,False,True,False,False,False
g356,5,2026-10-03,Purdue,Illinois,13.7,blend_spread_home,13.7,,,,,,52.7,blend_total,52.7,,,,,,True,False,False,True,False,False,False
g357,5,2026-10-03,Ohio State,Iowa,-15.8,blend_spread_home,-15.8,,,,,,48.5,blend_total,48.5,,,,,,True,False,False,True,False,False,False
g358,5,2026-10-03,West Virginia,Iowa State,2.9,blend_spread_home,2.9,,,,,,48.6,blend_total,48.6,,,,,,True,False,False,True,False,False,False
g359,5,2026-10-03,Marshall,James Madison,7.0,blend_spread_home,7.0,,,,,,57.7,blend_total,57.7,,,,,,True,False,False,True,False,False,False
g360,5,2026-10-03,Middle Tennessee,Kansas,32.1,blend_spread_home,32.1,,,,,,54.2,blend_total,54.2,,,,,,True,False,False,True,False,False,False
g361,5,2026-10-03,Ohio,Kent State,-4.4,blend_spread_home,-4.4,,,,,,45.5,blend_total,45.5,,,,,,True,False,False,True,False,False,False
g362,5,2026-10-03,McNeese,LSU,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False
g363,5,2026-10-03,Arkansas State,Louisiana,2.1,blend_spread_home,2.1,,,,,,57.5,blend_total,57.5,,,,,,True,False,False,True,False,False,False
g364,5,2026-10-03,Army,Louisiana Tech,-2.9,blend_spread_home,-2.9,,,,,,52.5,blend_total,52.5,,,,,,True,False,False,True,False,False,False
g365,5,2026-10-03,Eastern Michigan,Massachusetts,-14.3,blend_spread_home,-14.3,,,,,,50.2,blend_total,50.2,,,,,,True,False,False,True,False,False,False
g366,5,2026-10-03,Bowling Green,Miami-OH,13.1,blend_spread_home,13.1,,,,,,42.8,blend_total,42.8,,,,,,True,False,False,True,False,False,False
g367,5,2026-10-03,Michigan,Minnesota,-8.5,blend_spread_home,-8.5,,,,,,46.9,blend_total,46.9,,,,,,True,False,False,True,False,False,False
g368,5,2026-10-03,Alabama,Mississippi State,-11.7,blend_spread_home,-11.7,,,,,,50.4,blend_total,50.4,,,,,,True,False,False,True,False,False,False
g369,5,2026-10-03,Florida,Missouri,2.4,blend_spread_home,2.4,,,,,,47.6,blend_total,47.6,,,,,,True,False,False,True,False,False,False
g370,5,2026-10-03,Louisville,NC State,-3.0,blend_spread_home,-3.0,,,,,,53.2,blend_total,53.2,,,,,,True,False,False,True,False,False,False
g371,5,2026-10-03,Maryland,Nebraska,5.4,blend_spread_home,5.4,,,,,,49.8,blend_total,49.8,,,,,,True,False,False,True,False,False,False
g372,5,2026-10-03,UTEP,New Mexico,20.9,blend_spread_home,20.9,,,,,,50.5,blend_total,50.5,,,,,,True,False,False,True,False,False,False
g373,5,2026-10-03,Notre Dame,North Carolina,-19.5,blend_spread_home,-19.5,,,,,,50.2,blend_total,50.2,,,,,,True,False,False,True,False,False,False
g374,5,2026-10-03,Wyoming,North Dakota State,10.7,blend_spread_home,10.7,,,,,,45.6,blend_total,45.6,,,,,,True,False,False,True,False,False,False
g375,5,2026-10-03,UTSA,Rice,-10.3,blend_spread_home,-10.3,,,,,,55.0,blend_total,55.0,,,,,,True,False,False,True,False,False,False
g376,5,2026-10-03,Indiana,Rutgers,-20.6,blend_spread_home,-20.6,,,,,,55.0,blend_total,55.0,,,,,,True,False,False,True,False,False,False
g377,5,2026-10-03,Boston College,SMU,15.8,blend_spread_home,15.8,,,,,,52.7,blend_total,52.7,,,,,,True,False,False,True,False,False,False
