bet_id,bet,team,is_game_bet,kickoff_found,kickoff_utc,now_utc,already_frozen,current_market_match
8b3cb466fb86f302,Miami oh,Miami-OH,True,True,2026-09-05T16:00:00+00:00,2026-07-19T12:01:28.973763+00:00,False,True
bddc65d863a3aa02,West Virginia,West Virginia,True,True,2026-09-05T16:00:00+00:00,2026-07-19T12:01:28.973763+00:00,False,True
3b4411839d198be1,West Virginia,West Virginia,True,True,2026-09-05T16:00:00+00:00,2026-07-19T12:01:28.973763+00:00,False,True
d5fcb96f593009be,Sayin ,Sayin,True,False,,2026-07-19T12:01:28.973763+00:00,False,
0c84826b752f09af,Mateer,Mateer,True,False,,2026-07-19T12:01:28.973763+00:00,False,
