snapshot_date,snapshot_label,season,game_id,cfbd_game_id,game_date,game_week,away_team,home_team,market_spread_home,market_total,market_spread_open_home,market_total_open,projected_margin_home,model_spread_home,projected_total,market_spread_book,market_total_book,market_books_available,market_spread_last_update,market_total_last_update,market_line_source
2026-07-13,Preseason,2026,g12,401856776,2026-09-03,1,Colorado,Georgia Tech,-7.5,51.5,,51.5,5.4,-5.4,55.499,fanduel,fanduel,"1xbet,betmgm,betonline,betsson,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,pointsbet,sportsbet",2026-07-03T00:15:22.288Z,2026-07-03T00:15:22.288Z,SportsGameOdds
2026-07-13,Preseason,2026,g13,401864425,2026-09-03,1,West Georgia,Kennesaw State,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g14,401858422,2026-09-03,1,Eastern Illinois,Minnesota,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g15,401856663,2026-09-03,1,UAPB,Missouri,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g16,401858423,2026-09-03,1,Massachusetts,Rutgers,-30.5,54.5,,,28.967,-28.967,54.499,fanduel,fanduel,"1xbet,betmgm,betonline,betsson,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,pointsbet,sportsbet",2026-07-03T00:15:22.288Z,2026-07-03T00:15:22.288Z,SportsGameOdds
2026-07-13,Preseason,2026,g17,401856768,2026-09-03,1,Idaho,Utah,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g18,401858204,2026-09-03,1,Akron,Wake Forest,-22.5,49.5,,49.5,24.233,-24.233,50.499,fanduel,fanduel,"1xbet,betmgm,betonline,betsson,bovada,caesars,coolbet,coral,draftkings,fanduel,hardrockbet,ladbrokes,lowvig,nordicbet,pointsbet,sportsbet",2026-07-03T00:15:22.288Z,2026-07-03T00:15:22.288Z,SportsGameOdds
2026-07-13,Preseason,2026,g9,401866409,2026-09-03,1,UAlbany,Buffalo,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g19,401864495,2026-09-04,1,San Jose State,Eastern Michigan,-3.5,54.5,,53.5,1.333,-1.333,51.4,fanduel,fanduel,"1xbet,betonline,betsson,bovada,caesars,coolbet,draftkings,fanduel,hardrockbet,lowvig,nordicbet,sportsbet",2026-07-03T00:15:22.288Z,2026-07-03T00:15:22.288Z,SportsGameOdds
2026-07-13,Preseason,2026,g20,401866623,2026-09-04,1,North Carolina A&T,Georgia State,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g21,401856769,2026-09-04,1,LIU,Kansas,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g22,401858206,2026-09-04,1,Miami-FL,Stanford,21.5,49.5,,,-24.033,24.033,47.4,fanduel,fanduel,"1xbet,betonline,betsson,bovada,caesars,draftkings,fanduel,hardrockbet,lowvig,nordicbet,pointsbet,sportsbet",2026-07-03T00:15:22.288Z,2026-07-03T00:15:22.288Z,SportsGameOdds
2026-07-13,Preseason,2026,g23,401864496,2026-09-05,1,Duquesne,Air Force,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g24,401856634,2026-09-05,1,East Carolina,Alabama,-25.5,54.5,,53.5,25.267,-25.267,47.0,fanduel,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,bovada,caesars,casumo,coolbet,coral,draftkings,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,unibet,virginbet",2026-07-03T00:15:22.288Z,2026-07-03T00:15:22.288Z,SportsGameOdds
2026-07-13,Preseason,2026,g25,401866627,2026-09-05,1,Maine,Appalachian State,,,,,,,,,,,,,
2026-07-13,Preseason,2026,g26,401856773,2026-09-05,1,Northern Arizona,Arizona,,,,,,,,,,,,,
