season,week,game_id,theodds_event_id,start_date,away_team,home_team,model,model_source_count,model_home_margin,model_home_spread,slot,selected_side,bet_line,bet_price,bet_book,edge_points,actual_home_margin,result,profit_units,later_slot,same_book_later_line,same_book_forward_clv,market_home_spread_for_key_test,crosses_zero,crosses_3,crosses_7,crosses_10,crosses_14,crossed_key_count,crossed_keys,closing_home_spread,closing_provider,closing_side_spread,closing_clv_points,closing_price_assumed,entry_breakeven,same_line_price_edge_probability,profit_units_v2,week_bucket,era,model_side_spread,bet_favorite,bet_underdog,bet_pickem,selected_side_crosses_zero,market_on_3,model_on_3,through_3,spans_3,market_on_7,model_on_7,through_7,spans_7,market_on_10,model_on_10,through_10,spans_10,market_on_14,model_on_14,through_14,spans_14,through_any_major_key,through_no_major_key,key_aware_fair_win_probability,key_aware_fair_loss_probability,key_aware_fair_push_probability,key_aware_implied_ev,weakest_half_point_sample_n,reason_code,disposition
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+,1,25.3,-25.3,SUN_9AM_ET,home,26.5,-110.0,betmgm,51.8,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+,1,25.3,-25.3,SUN_2PM_ET,home,26.5,-110.0,betmgm,51.8,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+,1,25.3,-25.3,SUN_9PM_ET,home,26.5,-110.0,betmgm,51.8,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.3,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,FPI,1,22.44,-22.44,SUN_9AM_ET,home,26.5,-110.0,betmgm,48.94,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-22.44,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,FPI,1,22.44,-22.44,SUN_2PM_ET,home,26.5,-110.0,betmgm,48.94,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-22.44,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,FPI,1,22.44,-22.44,SUN_9PM_ET,home,26.5,-110.0,betmgm,48.94,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-22.44,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,TeamRankings,1,29.1,-29.1,SUN_9AM_ET,home,26.5,-110.0,betmgm,55.6,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-29.1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,TeamRankings,1,29.1,-29.1,SUN_2PM_ET,home,26.5,-110.0,betmgm,55.6,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-29.1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,TeamRankings,1,29.1,-29.1,SUN_9PM_ET,home,26.5,-110.0,betmgm,55.6,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-29.1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,Sagarin,1,30.23,-30.23,SUN_9AM_ET,home,26.5,-110.0,betmgm,56.73,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-30.23,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
