season,week,game_id,theodds_event_id,start_date,away_team,home_team,model,model_source_count,model_home_margin,model_home_spread,slot,selected_side,bet_line,bet_price,bet_book,edge_points,actual_home_margin,result,profit_units,later_slot,same_book_later_line,same_book_forward_clv,market_home_spread_for_key_test,crosses_zero,crosses_3,crosses_7,crosses_10,crosses_14,crossed_key_count,crossed_keys,closing_home_spread,closing_provider,closing_side_spread,closing_clv_points,closing_price_assumed,entry_breakeven,same_line_price_edge_probability,profit_units_v2,week_bucket,era,model_side_spread,bet_favorite,bet_underdog,bet_pickem,selected_side_crosses_zero,market_on_3,model_on_3,through_3,spans_3,market_on_7,model_on_7,through_7,spans_7,market_on_10,model_on_10,through_10,spans_10,market_on_14,model_on_14,through_14,spans_14,through_any_major_key,through_no_major_key,key_aware_fair_win_probability,key_aware_fair_loss_probability,key_aware_fair_push_probability,key_aware_implied_ev,weakest_half_point_sample_n,reason_code,disposition
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,Sagarin,1,30.23,-30.23,SUN_2PM_ET,home,26.5,-110.0,betmgm,56.73,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-30.23,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,Sagarin,1,30.23,-30.23,SUN_9PM_ET,home,26.5,-110.0,betmgm,56.73,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-30.23,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,DRatings,1,24.0,-24.0,SUN_9AM_ET,home,26.5,-110.0,betmgm,50.5,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,DRatings,1,24.0,-24.0,SUN_2PM_ET,home,26.5,-110.0,betmgm,50.5,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,DRatings,1,24.0,-24.0,SUN_9PM_ET,home,26.5,-110.0,betmgm,50.5,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR,3,25.613333333333333,-25.613333333333333,SUN_9AM_ET,home,26.5,-110.0,betmgm,52.11333333333333,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.613333333333333,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR,3,25.613333333333333,-25.613333333333333,SUN_2PM_ET,home,26.5,-110.0,betmgm,52.11333333333333,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.613333333333333,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR,3,25.613333333333333,-25.613333333333333,SUN_9PM_ET,home,26.5,-110.0,betmgm,52.11333333333333,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.613333333333333,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR + Sagarin,4,26.7675,-26.7675,SUN_9AM_ET,home,26.5,-110.0,betmgm,53.2675,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-26.7675,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR + Sagarin,4,26.7675,-26.7675,SUN_2PM_ET,home,26.5,-110.0,betmgm,53.2675,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-26.7675,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR + Sagarin,4,26.7675,-26.7675,SUN_9PM_ET,home,26.5,-110.0,betmgm,53.2675,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-26.7675,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR + DRatings,4,25.21,-25.21,SUN_9AM_ET,home,26.5,-110.0,betmgm,51.71,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.21,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR + DRatings,4,25.21,-25.21,SUN_2PM_ET,home,26.5,-110.0,betmgm,51.71,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.21,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,SP+ + FPI + TR + DRatings,4,25.21,-25.21,SUN_9PM_ET,home,26.5,-110.0,betmgm,51.71,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-25.21,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,Five-source equal weight,5,26.214,-26.214,SUN_9AM_ET,home,26.5,-110.0,betmgm,52.714,5.0,1,0.9090909090909092,SUN_2PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-26.214,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,Five-source equal weight,5,26.214,-26.214,SUN_2PM_ET,home,26.5,-110.0,betmgm,52.714,5.0,1,0.9090909090909092,SUN_9PM_ET,26.5,0.0,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-26.214,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2021,1,401287894,d7af5a800c9755cbe918f4f2126b11c5,2021-09-04T16:00:00.000Z,Tulane,Oklahoma,Five-source equal weight,5,26.214,-26.214,SUN_9PM_ET,home,26.5,-110.0,betmgm,52.714,5.0,1,0.9090909090909092,,,,26.5,True,False,False,False,False,0,,-31.0,consensus,-31.0,57.5,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-26.214,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7155292907180049,0.0,0.2844707092819951,0.6504811733800044,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,SP+,1,-24.4,24.4,SUN_9AM_ET,away,23.5,-110.0,fanduel,47.9,-31.0,1,0.9090909090909092,SUN_2PM_ET,23.5,0.0,-22.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,SP+,1,-24.4,24.4,SUN_2PM_ET,away,23.5,-110.0,betmgm,47.9,-31.0,1,0.9090909090909092,SUN_9PM_ET,23.5,0.0,-23.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,SP+,1,-24.4,24.4,SUN_9PM_ET,away,23.5,-110.0,betmgm,47.9,-31.0,1,0.9090909090909092,,,,-23.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.4,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,FPI,1,-23.94,23.94,SUN_9AM_ET,away,23.5,-110.0,fanduel,47.44,-31.0,1,0.9090909090909092,SUN_2PM_ET,23.5,0.0,-22.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-23.94,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,FPI,1,-23.94,23.94,SUN_2PM_ET,away,23.5,-110.0,betmgm,47.44,-31.0,1,0.9090909090909092,SUN_9PM_ET,23.5,0.0,-23.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-23.94,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,FPI,1,-23.94,23.94,SUN_9PM_ET,away,23.5,-110.0,betmgm,47.44,-31.0,1,0.9090909090909092,,,,-23.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-23.94,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,TeamRankings,1,-24.6,24.6,SUN_9AM_ET,away,23.5,-110.0,fanduel,48.1,-31.0,1,0.9090909090909092,SUN_2PM_ET,23.5,0.0,-22.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,TeamRankings,1,-24.6,24.6,SUN_2PM_ET,away,23.5,-110.0,betmgm,48.1,-31.0,1,0.9090909090909092,SUN_9PM_ET,23.5,0.0,-23.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
2022,1,401411101,ac3f531607b85ed965461df518eabf2e,2022-09-06T00:00:00.000Z,Clemson,Georgia Tech,TeamRankings,1,-24.6,24.6,SUN_9PM_ET,away,23.5,-110.0,betmgm,48.1,-31.0,1,0.9090909090909092,,,,-23.5,True,False,False,False,False,0,,24.5,consensus,-24.5,48.0,-110.0,0.5238095238095238,,0.9090909090909092,W0-2,2021-2023,-24.6,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7769776604418176,0.0,0.2230223395581823,0.7063433276743796,4.0,PROVIDER_CANONICAL_HOME_AWAY_REVERSED,QUARANTINED_DERIVED_ROW_RAW_EVIDENCE_PRESERVED
