market,model_id,checkpoint,threshold,n,record,win_pct,roi,avg_clv,avg_edge
spread,standard_spread_4src_equal_v1,CLOSE,3,934,467-459-8,0.5043196544276458,-0.036889234962040045,0.0,4.57548982869379
spread,standard_spread_4src_equal_v1,FRI_2PM_ET,3,981,536-425-20,0.5577523413111343,0.06602434878563924,1.7482161060142711,5.130535168195719
spread,standard_spread_4src_equal_v1,MON_3PM_ET,3,1048,565-474-9,0.5437921077959577,0.043559323858550235,1.5963740458015268,5.014534828244275
spread,standard_spread_4src_equal_v1,MON_9AM_ET,3,1055,578-465-12,0.5541706615532119,0.06210337770040955,1.6374407582938388,4.951457345971565
spread,standard_spread_4src_equal_v1,SAT_11PM_ET,3,126,74-51-1,0.592,0.1266384518043374,1.7261904761904763,4.4678373015873
spread,standard_spread_4src_equal_v1,SUN_12PM_ET,3,480,299-177-4,0.6281512605042017,0.21922804470885648,3.330208333333333,5.892177083333333
spread,standard_spread_4src_equal_v1,SUN_2PM_ET,3,555,310-242-3,0.5615942028985508,0.07107372582094136,1.1792792792792792,4.442882882882883
spread,standard_spread_4src_equal_v1,SUN_4PM_ET,3,1025,577-436-12,0.5695952615992103,0.09169442562759952,1.9390243902439024,5.0621780487804875
spread,standard_spread_4src_equal_v1,SUN_9AM_ET,3,324,193-130-1,0.5975232198142415,0.13852837729177722,1.4027777777777777,4.408557098765432
spread,standard_spread_4src_equal_v1,SUN_9PM_ET,3,903,480-413-10,0.5375139977603584,0.024162796731985698,0.6954595791805094,4.386002214839425
spread,standard_spread_4src_equal_v1,THU_2PM_ET,3,1138,612-511-15,0.5449688334817453,0.0431744547118267,1.577328646748682,5.0410369068541305
spread,standard_spread_4src_equal_v1,TUE_2PM_ET,3,1079,573-494-12,0.5370196813495782,0.029109344034695794,1.5069508804448564,4.993155699721965
spread,standard_spread_4src_equal_v1,WED_2PM_ET,3,1095,572-511-12,0.5281625115420129,0.012908304596060603,1.5009132420091325,5.005595890410959
spread,standard_spread_5src_legacy_v1,CLOSE,3,900,442-449-9,0.49607182940516276,-0.05242424242424238,0.0,4.549597777777778
spread,standard_spread_5src_legacy_v1,FRI_2PM_ET,3,927,500-412-15,0.5482456140350878,0.0481854416975668,1.7918015102481122,5.093143473570658
spread,standard_spread_5src_legacy_v1,MON_3PM_ET,3,1010,539-459-12,0.5400801603206413,0.03630068532449451,1.5940594059405941,4.9401504950495045
spread,standard_spread_5src_legacy_v1,MON_9AM_ET,3,963,527-427-9,0.5524109014675053,0.058623812113063216,1.6599169262720666,4.960577362409138
spread,standard_spread_5src_legacy_v1,SAT_11PM_ET,3,109,61-48-0,0.5596330275229358,0.06443874700823629,1.7339449541284404,4.575412844036697
spread,standard_spread_5src_legacy_v1,SUN_12PM_ET,3,444,271-169-4,0.615909090909091,0.19735775869292588,3.456081081081081,5.891346846846846
spread,standard_spread_5src_legacy_v1,SUN_2PM_ET,3,498,284-211-3,0.5737373737373738,0.09328341383502954,1.0863453815261044,4.37721686746988
spread,standard_spread_5src_legacy_v1,SUN_4PM_ET,3,935,515-408-12,0.5579631635969664,0.07020821124005319,1.9459893048128343,5.040705882352941
spread,standard_spread_5src_legacy_v1,SUN_9AM_ET,3,287,164-122-1,0.5734265734265734,0.09128885496667588,1.3379790940766552,4.375310104529617
spread,standard_spread_5src_legacy_v1,SUN_9PM_ET,3,821,429-383-9,0.5283251231527094,0.006025178355468328,0.6303288672350792,4.365503045066992
spread,standard_spread_5src_legacy_v1,THU_2PM_ET,3,1079,573-492-14,0.5380281690140845,0.03028743874571946,1.6427247451343836,5.007451343836886
spread,standard_spread_5src_legacy_v1,TUE_2PM_ET,3,1015,537-467-11,0.5348605577689243,0.0258172201197311,1.542857142857143,4.979832512315272
spread,standard_spread_5src_legacy_v1,WED_2PM_ET,3,1040,545-486-9,0.5286129970902037,0.013987776758363633,1.5355769230769232,4.983725000000001
total,total_sp50_massey50_v1,CLOSE,3,1726,911-797-18,0.5333723653395784,0.018065943326661803,0.0,5.565744495944379
total,total_sp50_massey50_v1,SUN_2PM_ET,3,661,377-281-3,0.5729483282674772,0.09338467886122959,0.5136157337367625,4.91180030257186
total,total_sp50_massey50_v1,SUN_9AM_ET,3,455,250-204-1,0.5506607929515418,0.05114885114885119,0.4967032967032967,4.942967032967033
total,total_sp50_massey50_v1,SUN_9PM_ET,3,1560,835-720-5,0.5369774919614148,0.025058275058275105,0.34134615384615385,5.290769230769231
total,standard_total_40_40_20_sagarin_legacy_v1,CLOSE,3,1104,590-503-11,0.5397987191216834,0.030220685111989515,0.0,5.509193840579711
total,standard_total_40_40_20_sagarin_legacy_v1,SUN_2PM_ET,3,397,233-163-1,0.5883838383838383,0.12296771238836735,0.8614609571788413,5.014100755667506
total,standard_total_40_40_20_sagarin_legacy_v1,SUN_9AM_ET,3,259,149-110-0,0.5752895752895753,0.09828009828009833,1.0424710424710424,5.047382239382241
total,standard_total_40_40_20_sagarin_legacy_v1,SUN_9PM_ET,3,1017,565-446-6,0.5588526211671613,0.06650576562080994,0.3928220255653884,5.125665683382499
