game_id,season,week,actual_total_points,closing_total,theodds_event_id,sp_plus,sp_plus_snapshot_timestamp,massey_total,away_pred,home_pred,representative_date,massey_dual,sagarin,sagarin_snapshot_timestamp,sagarin_quality_status,dratings,source_tier,source_file,source_field,archive_datetime_utc,game_datetime_utc,pregame_minutes,provenance_safe,dr_archive_ts,kickoff_ts,primary_common_components,dratings_common_components,BASELINE_40_SP_40_MASSEY_20_SAGARIN,DRATINGS_40_SP_40_MASSEY_20_DRATINGS,CONTROL_50_SP_50_MASSEY,checkpoint,best_us_over_total,best_us_under_total,checkpoint_timestamp_utc,checkpoint_ts,dratings_available_by_checkpoint,model_total,over_edge,under_edge,side,edge,bet_line,result,profit_flat_110,clv,next_same_side_edge,next_checkpoint_movement,next_side,next_edge_magnitude,edge_decay,signal_strengthened,signal_reversed,model,clv_gt_10,clv_gt_15,clv_gt_20,edge_gt_10,edge_gt_15,edge_gt_20
401404008,2022,6,71,72.0,7fb5a88edf7d10e5fcf6e15ec05cf7ff,61.45,,66.5,38.0,28.0,2022-10-08,66.25,75.82,20221007231301.0,research_grade,56.4,A1_SATURDAY_PREGAME,dratings_saturday_boards_recovered_2021_2025.csv,Total Points,2022-10-06T23:22:17+00:00,2022-10-09T01:00:00+00:00,2977.7166666666667,True,2022-10-06 23:22:17+00:00,2022-10-09 01:00:00+00:00,True,True,66.244,62.36,63.85,SUN_9PM_ET,56.5,69.5,2022-10-03T01:00:00Z,2022-10-03 01:00:00+00:00,False,66.244,9.744,3.256,OVER,9.744,56.5,W,0.9090909090909092,15.5,-5.756,15.5,UNDER,5.756,15.5,False,True,BASELINE_40_SP_40_MASSEY_20_SAGARIN,True,True,False,False,False,False
401415233,2022,6,31,45.0,d5ab154c9fccde9ed715a6871c9900bb,54.15,,58.5,27.0,35.0,2022-10-08,60.25,50.72,20221007231301.0,research_grade,,,,,,,,,,,True,False,55.904,,57.2,SUN_9PM_ET,44.5,47.0,2022-10-03T01:00:00Z,2022-10-03 01:00:00+00:00,False,55.904,11.404000000000003,-8.904000000000003,OVER,11.404000000000003,44.5,L,-1.0,0.5,10.904000000000003,0.5,OVER,10.904000000000003,0.5,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401415233,2022,6,31,45.0,d5ab154c9fccde9ed715a6871c9900bb,54.15,,58.5,27.0,35.0,2022-10-08,60.25,50.72,20221007231301.0,research_grade,,,,,,,,,,,True,False,55.904,,57.2,CLOSE,45.0,45.0,2022-10-08T02:30:00.000Z,2022-10-08 02:30:00+00:00,False,55.904,10.904000000000003,-10.904000000000003,OVER,10.904000000000003,45.0,L,-1.0,0.0,,,,,,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401415240,2022,7,47,51.5,ba1f748890f5a6fa95937c8383c6863b,56.55,,63.5,35.0,28.0,2022-10-15,63.25,53.01,20221016020409.0,research_grade,,,,,,,,,,,True,False,58.522000000000006,,59.9,SUN_9PM_ET,48.0,48.5,2022-10-10T01:00:00Z,2022-10-10 01:00:00+00:00,False,58.522000000000006,10.522000000000006,-10.022000000000006,OVER,10.522000000000006,48.0,L,-1.0,3.5,7.022000000000006,3.5,OVER,7.022000000000006,3.5,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401416622,2022,7,30,45.0,b001e488c2ac268e64ce3f2cc0938176,55.05,,58.5,31.0,24.0,2022-10-15,56.75,52.65,20221011125526.0,research_grade,,,,,,,,,,,True,False,55.25,,55.9,CLOSE,45.0,45.0,2022-10-15T16:00:00.000Z,2022-10-15 16:00:00+00:00,False,55.25,10.25,-10.25,OVER,10.25,45.0,L,-1.0,0.0,,,,,,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401415244,2022,8,42,44.5,f3b70266ba08bc70ae40b0a6e41decc7,52.6,,53.5,25.0,28.0,2022-10-22,53.25,52.37,20221018142735.0,research_grade,,,,,,,,,,,True,False,52.81400000000001,,52.925,SUN_9PM_ET,41.5,41.5,2022-10-17T01:00:00Z,2022-10-17 01:00:00+00:00,False,52.81400000000001,11.314000000000007,-11.314000000000007,OVER,11.314000000000007,41.5,W,0.9090909090909092,3.0,8.314000000000007,3.0,OVER,8.314000000000007,3.0,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401404022,2022,9,82,74.0,d504ced214f93c0f8e9075792df4ea01,65.30000000000001,,65.5,38.0,27.0,2022-10-29,65.25,72.06,20221028150424.0,research_grade,,,,,,,,,,,True,False,66.632,,65.275,SUN_9PM_ET,76.5,78.5,2022-10-24T01:00:00Z,2022-10-24 01:00:00+00:00,False,66.632,-9.867999999999997,11.867999999999997,UNDER,11.867999999999997,78.5,L,-1.0,4.5,7.367999999999995,4.5,UNDER,7.367999999999995,4.5,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401403931,2022,9,59,55.5,87736191014fe01df9ed019d852ab9e0,50.95,,49.5,24.0,23.0,2022-10-29,48.25,47.29,20221028150424.0,research_grade,,,,,,,,,,,True,False,49.138000000000005,,49.6,SUN_2PM_ET,62.5,62.5,2022-10-23T18:00:00Z,2022-10-23 18:00:00+00:00,False,49.138000000000005,-13.361999999999997,13.361999999999997,UNDER,13.361999999999997,62.5,W,0.9090909090909092,7.0,6.361999999999995,7.0,UNDER,6.361999999999995,7.0,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401404141,2022,10,20,40.5,37e43ac9f5a14f324123f4a2d81d0112,58.05,,53.5,27.0,21.0,2022-11-05,50.75,55.79,20221105123343.0,research_grade,,,,,,,,,,,True,False,54.678,,54.4,SUN_9PM_ET,40.5,40.5,2022-10-31T01:00:00Z,2022-10-31 01:00:00+00:00,False,54.678,14.177999999999995,-14.177999999999995,OVER,14.177999999999995,40.5,L,-1.0,0.0,14.177999999999995,0.0,OVER,14.177999999999995,0.0,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401404141,2022,10,20,40.5,37e43ac9f5a14f324123f4a2d81d0112,58.05,,53.5,27.0,21.0,2022-11-05,50.75,55.79,20221105123343.0,research_grade,,,,,,,,,,,True,False,54.678,,54.4,CLOSE,40.5,40.5,2022-11-05T15:30:00.000Z,2022-11-05 15:30:00+00:00,False,54.678,14.177999999999995,-14.177999999999995,OVER,14.177999999999995,40.5,L,-1.0,0.0,,,,,,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401404106,2022,10,53,60.5,b36583c85332474a4c9f2dc77ec0b231,65.25,,68.5,38.0,31.0,2022-11-05,68.75,87.31,20221105123343.0,research_grade,,,,,,,,,,,True,False,71.062,,67.0,CLOSE,60.5,60.5,2022-11-05T19:30:00.000Z,2022-11-05 19:30:00+00:00,False,71.062,10.561999999999998,-10.561999999999998,OVER,10.561999999999998,60.5,L,-1.0,0.0,,,,,,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401416639,2022,11,45,49.0,8ff187b9427481eb98a08a63797c6ae4,60.6,,62.5,28.0,31.0,2022-11-12,60.75,52.66,20221109232724.0,research_grade,,,,,,,,,,,True,False,59.072,,60.675,CLOSE,49.0,49.0,2022-11-10T00:00:00.000Z,2022-11-10 00:00:00+00:00,False,59.072,10.072000000000005,-10.072000000000005,OVER,10.072000000000005,49.0,L,-1.0,0.0,,,,,,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
401415659,2022,12,90,57.5,c4b155896f7e3ac22317ce0b02c43ea5,68.44999999999999,,63.5,28.0,37.0,2022-11-19,64.25,72.22,20221116213718.0,research_grade,,,,,,,,,,,True,False,67.524,,66.35,CLOSE,57.5,57.5,2022-11-19T02:00:00.000Z,2022-11-19 02:00:00+00:00,False,67.524,10.024,-10.024,OVER,10.024,57.5,W,0.9090909090909092,0.0,,,,,,False,False,BASELINE_40_SP_40_MASSEY_20_SAGARIN,False,False,False,True,False,False
