rating_date,season,team,spplus,fpi,teamrankings,dratings,sagarin,sagarin_raw,kford,bradpowers,power_rating,spplus_weight,fpi_weight,teamrankings_weight,dratings_weight,sagarin_weight,kford_weight,bradpowers_weight,source_count,rating_resolution_mode,power_rank
2026-08-17,2026,Ohio State,31.8,28.7,32.3,0.0,,,0.0,0.0,30.933333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,1
2026-08-17,2026,Oregon,28.3,25.3,29.5,0.0,,,0.0,0.0,27.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,2
2026-08-17,2026,Notre Dame,25.8,25.9,29.1,0.0,,,0.0,0.0,26.933333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,3
2026-08-17,2026,Texas,23.7,26.9,28.4,0.0,,,0.0,0.0,26.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,4
2026-08-17,2026,Georgia,25.5,24.8,28.4,0.0,,,0.0,0.0,26.23333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,5
2026-08-17,2026,Indiana,24.5,23.1,29.0,0.0,,,0.0,0.0,25.53333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,6
2026-08-17,2026,Miami-FL,21.0,21.8,25.3,0.0,,,0.0,0.0,22.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,7
2026-08-17,2026,Texas Tech,23.1,20.0,23.8,0.0,,,0.0,0.0,22.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,8
2026-08-17,2026,Texas A&M,20.3,20.0,22.7,0.0,,,0.0,0.0,21.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,9
2026-08-17,2026,LSU,20.2,20.0,22.1,0.0,,,0.0,0.0,20.76666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,10
2026-08-17,2026,Alabama,18.2,20.1,21.6,0.0,,,0.0,0.0,19.966666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,11
2026-08-17,2026,Oklahoma,17.2,17.8,22.0,0.0,,,0.0,0.0,19.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,12
2026-08-17,2026,USC,16.8,17.0,20.9,0.0,,,0.0,0.0,18.23333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,13
2026-08-17,2026,Ole Miss,15.9,16.0,22.3,0.0,,,0.0,0.0,18.066666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,14
2026-08-17,2026,Michigan,16.1,15.9,19.8,0.0,,,0.0,0.0,17.266666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,15
2026-08-17,2026,Tennessee,16.0,15.1,16.8,0.0,,,0.0,0.0,15.966666666666669,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,16
2026-08-17,2026,Florida,14.9,13.6,17.4,0.0,,,0.0,0.0,15.299999999999999,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,17
2026-08-17,2026,Penn State,15.7,13.7,16.4,0.0,,,0.0,0.0,15.266666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,18
2026-08-17,2026,BYU,15.5,13.1,14.6,0.0,,,0.0,0.0,14.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,19
2026-08-17,2026,Missouri,14.8,12.2,15.4,0.0,,,0.0,0.0,14.133333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,20
2026-08-17,2026,Washington,14.5,9.9,16.4,0.0,,,0.0,0.0,13.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,21
2026-08-17,2026,Iowa,13.6,10.6,13.9,0.0,,,0.0,0.0,12.700000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,22
2026-08-17,2026,Clemson,12.8,13.4,11.6,0.0,,,0.0,0.0,12.600000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,23
2026-08-17,2026,Auburn,11.2,12.0,13.4,0.0,,,0.0,0.0,12.200000000000001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,24
2026-08-17,2026,SMU,10.9,11.1,14.4,0.0,,,0.0,0.0,12.133333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,25
2026-08-17,2026,South Carolina,12.1,11.7,12.2,0.0,,,0.0,0.0,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,26
2026-08-17,2026,Louisville,11.0,9.5,13.7,0.0,,,0.0,0.0,11.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,27
2026-08-17,2026,Utah,11.9,8.5,12.8,0.0,,,0.0,0.0,11.066666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,28
2026-08-17,2026,Vanderbilt,10.0,9.0,9.8,0.0,,,0.0,0.0,9.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,29
2026-08-17,2026,Arizona,10.2,7.2,8.7,0.0,,,0.0,0.0,8.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,DEGRADED_RENORMALIZED,30
