season,through_week,snapshot_date,snapshot_timestamp,board_cutoff,team,market_implied_rating,market_implied_rank,games_used,games_in_rating,effective_games_weight,weighted_games_in_rating,connected_component_id,component_size,sample_status,stability_proxy,source_game_count,source_line_cutoff,source_hashes,model_version,lookback_weeks,half_life_weeks,ridge_alpha,hfa,training_games,market_move_1w,market_move_4w
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Pittsburgh,2.899494936611077,45,1,1,0.3535533905932738,0.3535533905932738,27,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Kansas,2.7108148985325995,46,3,3,1.3337096544466194,1.3337096544466194,23,4,connected_low_sample,0.8659032157821309,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Troy,2.692388155424516,47,1,1,0.3535533905932738,0.3535533905932738,33,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Houston,2.4658753906761266,48,3,3,1.4224213755456359,1.4224213755456359,2,74,connected_low_sample,0.8384667884991298,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Virginia,2.3853294250092967,49,3,3,1.9726296659882572,1.9726296659882572,2,74,connected_low_sample,0.7119954527150318,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Clemson,2.2225450267345006,50,4,4,2.5606601717798214,2.5606601717798214,2,74,connected_low_sample,0.624919428207565,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Charlotte,2.0710678118648365,51,1,1,0.3535533905932738,0.3535533905932738,9,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,South Florida,2.0710678118648365,52,1,1,0.3535533905932738,0.3535533905932738,15,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,New Mexico,2.071067811864834,53,1,1,0.3535533905932738,0.3535533905932738,8,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Michigan State,1.656854249491713,54,1,1,0.3535533905932738,0.3535533905932738,28,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Washington,1.5666627511055482,55,2,2,1.3535533905932737,1.3535533905932737,2,74,early_limited,0.8595325037694959,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,UNLV,1.3176745465694015,56,2,2,0.6777632792560262,0.6777632792560262,2,74,early_limited,1.2146774870797954,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Western Kentucky,1.0355339059489255,57,1,1,0.3535533905932738,0.3535533905932738,31,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Cincinnati,1.0355339059324202,58,1,1,0.3535533905932738,0.3535533905932738,6,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Memphis,0.9740072195573252,59,2,2,0.6777632792560262,0.6777632792560262,2,74,early_limited,1.2146774870797954,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Auburn,0.8550484851962636,60,4,4,2.3686051557214913,2.3686051557214913,2,74,connected_low_sample,0.6497610363971639,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,James Madison,0.8284271247454693,61,1,1,0.3535533905932738,0.3535533905932738,22,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Georgia Tech,0.8284271247454682,62,1,1,0.3535533905932738,0.3535533905932738,11,2,disconnected_component,1.6817928305074292,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
2026,13,2026-08-04,2026-08-04T12:01:14.353816+00:00,2026-07-29T12:36:45.313636+00:00,Jacksonville State,0.5035238011807491,63,1,1,0.3242098886627524,0.3242098886627524,16,3,early_one_game,1.7562521603732997,130,2026-07-29T12:36:45.313636+00:00,2fe31c216831bc53a17f73e0aea694762584ae8fd19705ffcca1704cdbbfb24b,market-implied-rating-2026.1,99,8.0,1.0,2.5,130,,
