season,source,team,snapshot_prev,snapshot_latest,days_between,prev_rating,latest_rating,rating_change,prev_rank,latest_rank,rank_change,rating_change_7d,rank_change_7d,rating_change_30d,rank_change_30d,best_rating,worst_rating,rating_range,snapshots_available
2026,Brad Powers,Illinois,2026-07-10,2026-07-11,1,11.557941176470592,11.557941176470592,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,11.557941176470592,11.557941176470592,0.0,40
2026,Brad Powers,Indiana,2026-07-10,2026-07-11,1,32.507941176470595,32.507941176470595,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,32.507941176470595,32.507941176470595,0.0,40
2026,Brad Powers,Iowa,2026-07-10,2026-07-11,1,16.457941176470584,16.457941176470584,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.457941176470584,16.457941176470584,0.0,40
2026,Brad Powers,Iowa State,2026-07-10,2026-07-11,1,8.127941176470586,8.127941176470586,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,8.127941176470586,8.127941176470586,0.0,40
2026,Brad Powers,Jacksonville State,2026-07-10,2026-07-11,1,-10.792058823529407,-10.792058823529407,0.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,-10.792058823529407,-10.792058823529407,0.0,40
2026,Brad Powers,James Madison,2026-07-10,2026-07-11,1,9.667941176470592,9.667941176470592,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,9.667941176470592,9.667941176470592,0.0,40
2026,Brad Powers,Kansas,2026-07-10,2026-07-11,1,5.047941176470587,5.047941176470587,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,5.047941176470587,5.047941176470587,0.0,40
2026,Brad Powers,Kansas State,2026-07-10,2026-07-11,1,7.867941176470595,7.867941176470595,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,7.867941176470595,7.867941176470595,0.0,40
2026,Brad Powers,Kennesaw State,2026-07-10,2026-07-11,1,-9.032058823529413,-9.032058823529413,0.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,-9.032058823529413,-9.032058823529413,0.0,40
2026,Brad Powers,Kent State,2026-07-10,2026-07-11,1,-19.93205882352941,-19.93205882352941,0.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,-19.93205882352941,-19.93205882352941,0.0,40
2026,Brad Powers,Kentucky,2026-07-10,2026-07-11,1,5.737941176470585,5.737941176470585,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,5.737941176470585,5.737941176470585,0.0,40
2026,Brad Powers,LSU,2026-07-10,2026-07-11,1,9.757941176470595,9.757941176470595,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,9.757941176470595,9.757941176470595,0.0,40
2026,Brad Powers,Liberty,2026-07-10,2026-07-11,1,-11.292058823529407,-11.292058823529407,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,-11.292058823529407,-11.292058823529407,0.0,40
2026,Brad Powers,Louisiana,2026-07-10,2026-07-11,1,-11.742058823529412,-11.742058823529412,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,-11.742058823529412,-11.742058823529412,0.0,40
2026,Brad Powers,Louisiana Tech,2026-07-10,2026-07-11,1,-10.522058823529411,-10.522058823529411,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,-10.522058823529411,-10.522058823529411,0.0,40
2026,Brad Powers,Louisville,2026-07-10,2026-07-11,1,9.477941176470594,9.477941176470594,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,9.477941176470594,9.477941176470594,0.0,40
2026,Brad Powers,Marshall,2026-07-10,2026-07-11,1,-9.292058823529407,-9.292058823529407,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,-9.292058823529407,-9.292058823529407,0.0,40
2026,Brad Powers,Maryland,2026-07-10,2026-07-11,1,-0.7120588235294107,-0.7120588235294107,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,-0.7120588235294107,-0.7120588235294107,0.0,40
2026,Brad Powers,Massachusetts,2026-07-10,2026-07-11,1,-33.66205882352941,-33.66205882352941,0.0,136.0,136.0,0.0,0.0,0.0,0.0,0.0,-33.66205882352941,-33.66205882352941,0.0,40
2026,Brad Powers,Memphis,2026-07-10,2026-07-11,1,-0.5120588235294079,-0.5120588235294079,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,-0.5120588235294079,-0.5120588235294079,0.0,40
2026,Brad Powers,Miami-FL,2026-07-10,2026-07-11,1,24.697941176470593,24.697941176470593,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,24.697941176470593,24.697941176470593,0.0,40
2026,Brad Powers,Miami-OH,2026-07-10,2026-07-11,1,-10.042058823529407,-10.042058823529407,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,-10.042058823529407,-10.042058823529407,0.0,40
2026,Brad Powers,Michigan,2026-07-10,2026-07-11,1,14.587941176470594,14.587941176470594,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,14.587941176470594,14.587941176470594,0.0,40
2026,Brad Powers,Michigan State,2026-07-10,2026-07-11,1,1.7879411764705964,1.7879411764705964,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,1.7879411764705964,1.7879411764705964,0.0,40
2026,Brad Powers,Middle Tennessee,2026-07-10,2026-07-11,1,-18.42205882352941,-18.42205882352941,0.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,-18.42205882352941,-18.42205882352941,0.0,40
2026,Brad Powers,Minnesota,2026-07-10,2026-07-11,1,0.3279411764705884,0.3279411764705884,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.3279411764705884,0.3279411764705884,0.0,40
2026,Brad Powers,Mississippi State,2026-07-10,2026-07-11,1,7.417941176470592,7.417941176470592,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,7.417941176470592,7.417941176470592,0.0,40
2026,Brad Powers,Missouri,2026-07-10,2026-07-11,1,15.767941176470586,15.767941176470586,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,15.767941176470586,15.767941176470586,0.0,40
2026,Brad Powers,Missouri State,2026-07-10,2026-07-11,1,-13.152058823529408,-13.152058823529408,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,-13.152058823529408,-13.152058823529408,0.0,40
2026,Brad Powers,NC State,2026-07-10,2026-07-11,1,3.8579411764705895,3.8579411764705895,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,3.8579411764705895,3.8579411764705895,0.0,40
2026,Brad Powers,Navy,2026-07-10,2026-07-11,1,3.0579411764705924,3.0579411764705924,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,3.0579411764705924,3.0579411764705924,0.0,40
2026,Brad Powers,Nebraska,2026-07-10,2026-07-11,1,3.267941176470586,3.267941176470586,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,3.267941176470586,3.267941176470586,0.0,40
2026,Brad Powers,Nevada,2026-07-10,2026-07-11,1,-14.812058823529412,-14.812058823529412,0.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,-14.812058823529412,-14.812058823529412,0.0,40
2026,Brad Powers,New Mexico,2026-07-10,2026-07-11,1,-2.4620588235294107,-2.4620588235294107,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,-2.4620588235294107,-2.4620588235294107,0.0,40
2026,Brad Powers,New Mexico State,2026-07-10,2026-07-11,1,-19.14205882352941,-19.14205882352941,0.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,-19.14205882352941,-19.14205882352941,0.0,40
2026,Brad Powers,North Carolina,2026-07-10,2026-07-11,1,-3.082058823529408,-3.082058823529408,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,-3.082058823529408,-3.082058823529408,0.0,40
2026,Brad Powers,North Texas,2026-07-10,2026-07-11,1,8.057941176470592,8.057941176470592,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,8.057941176470592,8.057941176470592,0.0,40
2026,Brad Powers,Northern Illinois,2026-07-10,2026-07-11,1,-18.732058823529417,-18.732058823529417,0.0,130.0,130.0,0.0,0.0,0.0,0.0,0.0,-18.732058823529417,-18.732058823529417,0.0,40
2026,Brad Powers,Northwestern,2026-07-10,2026-07-11,1,5.3379411764705935,5.3379411764705935,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,5.3379411764705935,5.3379411764705935,0.0,40
2026,Brad Powers,Notre Dame,2026-07-10,2026-07-11,1,28.38794117647059,28.38794117647059,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,28.38794117647059,28.38794117647059,0.0,40
2026,Brad Powers,Ohio,2026-07-10,2026-07-11,1,-3.9620588235294103,-3.9620588235294103,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,-3.9620588235294103,-3.9620588235294103,0.0,40
2026,Brad Powers,Ohio State,2026-07-10,2026-07-11,1,29.257941176470595,29.257941176470595,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,29.257941176470595,29.257941176470595,0.0,40
2026,Brad Powers,Oklahoma,2026-07-10,2026-07-11,1,17.74794117647059,17.74794117647059,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,17.74794117647059,17.74794117647059,0.0,40
2026,Brad Powers,Oklahoma State,2026-07-10,2026-07-11,1,-10.282058823529413,-10.282058823529413,0.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,-10.282058823529413,-10.282058823529413,0.0,40
2026,Brad Powers,Old Dominion,2026-07-10,2026-07-11,1,5.977941176470594,5.977941176470594,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,5.977941176470594,5.977941176470594,0.0,40
2026,Brad Powers,Ole Miss,2026-07-10,2026-07-11,1,19.96794117647059,19.96794117647059,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,19.96794117647059,19.96794117647059,0.0,40
2026,Brad Powers,Oregon,2026-07-10,2026-07-11,1,25.60794117647059,25.60794117647059,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,25.60794117647059,25.60794117647059,0.0,40
2026,Brad Powers,Oregon State,2026-07-10,2026-07-11,1,-12.21205882352941,-12.21205882352941,0.0,111.0,111.0,0.0,0.0,0.0,0.0,0.0,-12.21205882352941,-12.21205882352941,0.0,40
2026,Brad Powers,Penn State,2026-07-10,2026-07-11,1,15.397941176470596,15.397941176470596,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,15.397941176470596,15.397941176470596,0.0,40
2026,Brad Powers,Pittsburgh,2026-07-10,2026-07-11,1,8.337941176470594,8.337941176470594,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,8.337941176470594,8.337941176470594,0.0,40
2026,Brad Powers,Purdue,2026-07-10,2026-07-11,1,-4.332058823529408,-4.332058823529408,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,-4.332058823529408,-4.332058823529408,0.0,40
2026,Brad Powers,Rice,2026-07-10,2026-07-11,1,-17.302058823529407,-17.302058823529407,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,-17.302058823529407,-17.302058823529407,0.0,40
2026,Brad Powers,Rutgers,2026-07-10,2026-07-11,1,1.7579411764705952,1.7579411764705952,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,1.7579411764705952,1.7579411764705952,0.0,40
2026,Brad Powers,SMU,2026-07-10,2026-07-11,1,11.60794117647059,11.60794117647059,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,11.60794117647059,11.60794117647059,0.0,40
2026,Brad Powers,Sam Houston,2026-07-10,2026-07-11,1,-25.702058823529413,-25.702058823529413,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,-25.702058823529413,-25.702058823529413,0.0,40
2026,Brad Powers,San Diego State,2026-07-10,2026-07-11,1,-1.0720588235294102,-1.0720588235294102,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,-1.0720588235294102,-1.0720588235294102,0.0,40
2026,Brad Powers,San Jose State,2026-07-10,2026-07-11,1,-12.942058823529408,-12.942058823529408,0.0,113.0,113.0,0.0,0.0,0.0,0.0,0.0,-12.942058823529408,-12.942058823529408,0.0,40
2026,Brad Powers,South Alabama,2026-07-10,2026-07-11,1,-9.272058823529411,-9.272058823529411,0.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,-9.272058823529411,-9.272058823529411,0.0,40
2026,Brad Powers,South Carolina,2026-07-10,2026-07-11,1,10.13794117647059,10.13794117647059,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,10.13794117647059,10.13794117647059,0.0,40
2026,Brad Powers,South Florida,2026-07-10,2026-07-11,1,9.13794117647059,9.13794117647059,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,9.13794117647059,9.13794117647059,0.0,40
2026,Brad Powers,Southern Miss,2026-07-10,2026-07-11,1,-8.662058823529414,-8.662058823529414,0.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,-8.662058823529414,-8.662058823529414,0.0,40
2026,Brad Powers,Stanford,2026-07-10,2026-07-11,1,-3.832058823529408,-3.832058823529408,0.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,-3.832058823529408,-3.832058823529408,0.0,40
2026,Brad Powers,Syracuse,2026-07-10,2026-07-11,1,-10.772058823529411,-10.772058823529411,0.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,-10.772058823529411,-10.772058823529411,0.0,40
2026,Brad Powers,TCU,2026-07-10,2026-07-11,1,11.737941176470583,11.737941176470583,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,11.737941176470583,11.737941176470583,0.0,40
2026,Brad Powers,Temple,2026-07-10,2026-07-11,1,-9.86205882352941,-9.86205882352941,0.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,-9.86205882352941,-9.86205882352941,0.0,40
2026,Brad Powers,Tennessee,2026-07-10,2026-07-11,1,15.177941176470584,15.177941176470584,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,15.177941176470584,15.177941176470584,0.0,40
2026,Brad Powers,Texas,2026-07-10,2026-07-11,1,20.167941176470592,20.167941176470592,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,20.167941176470592,20.167941176470592,0.0,40
2026,Brad Powers,Texas A&M,2026-07-10,2026-07-11,1,21.507941176470595,21.507941176470595,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,21.507941176470595,21.507941176470595,0.0,40
2026,Brad Powers,Texas State,2026-07-10,2026-07-11,1,-1.1820588235294096,-1.1820588235294096,0.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,-1.1820588235294096,-1.1820588235294096,0.0,40
2026,Brad Powers,Texas Tech,2026-07-10,2026-07-11,1,25.57794117647059,25.57794117647059,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,25.57794117647059,25.57794117647059,0.0,40
2026,Brad Powers,Toledo,2026-07-10,2026-07-11,1,2.147941176470596,2.147941176470596,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,2.147941176470596,2.147941176470596,0.0,40
2026,Brad Powers,Troy,2026-07-10,2026-07-11,1,-10.382058823529412,-10.382058823529412,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,-10.382058823529412,-10.382058823529412,0.0,40
2026,Brad Powers,Tulane,2026-07-10,2026-07-11,1,4.777941176470591,4.777941176470591,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,4.777941176470591,4.777941176470591,0.0,40
2026,Brad Powers,Tulsa,2026-07-10,2026-07-11,1,-11.452058823529413,-11.452058823529413,0.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,-11.452058823529413,-11.452058823529413,0.0,40
2026,Brad Powers,UAB,2026-07-10,2026-07-11,1,-15.422058823529412,-15.422058823529412,0.0,119.0,119.0,0.0,0.0,0.0,0.0,0.0,-15.422058823529412,-15.422058823529412,0.0,40
2026,Brad Powers,UCLA,2026-07-10,2026-07-11,1,-1.6920588235294076,-1.6920588235294076,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,-1.6920588235294076,-1.6920588235294076,0.0,40
2026,Brad Powers,UL-Monroe,2026-07-10,2026-07-11,1,-17.67205882352941,-17.67205882352941,0.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,-17.67205882352941,-17.67205882352941,0.0,40
2026,Brad Powers,UNLV,2026-07-10,2026-07-11,1,-2.4220588235294116,-2.4220588235294116,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,-2.4220588235294116,-2.4220588235294116,0.0,40
2026,Brad Powers,USC,2026-07-10,2026-07-11,1,17.13794117647059,17.13794117647059,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,17.13794117647059,17.13794117647059,0.0,40
2026,Brad Powers,UTEP,2026-07-10,2026-07-11,1,-18.68205882352941,-18.68205882352941,0.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,-18.68205882352941,-18.68205882352941,0.0,40
2026,Brad Powers,UTSA,2026-07-10,2026-07-11,1,-0.8520588235294113,-0.8520588235294113,0.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,-0.8520588235294113,-0.8520588235294113,0.0,40
2026,Brad Powers,Utah,2026-07-10,2026-07-11,1,18.96794117647059,18.96794117647059,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,18.96794117647059,18.96794117647059,0.0,40
2026,Brad Powers,Utah State,2026-07-10,2026-07-11,1,-5.282058823529411,-5.282058823529411,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,-5.282058823529411,-5.282058823529411,0.0,40
2026,Brad Powers,Vanderbilt,2026-07-10,2026-07-11,1,18.49794117647059,18.49794117647059,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,18.49794117647059,18.49794117647059,0.0,40
2026,Brad Powers,Virginia,2026-07-10,2026-07-11,1,9.567941176470583,9.567941176470583,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,9.567941176470583,9.567941176470583,0.0,40
2026,Brad Powers,Virginia Tech,2026-07-10,2026-07-11,1,-1.012058823529408,-1.012058823529408,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,-1.012058823529408,-1.012058823529408,0.0,40
2026,Brad Powers,Wake Forest,2026-07-10,2026-07-11,1,6.237941176470585,6.237941176470585,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,6.237941176470585,6.237941176470585,0.0,40
2026,Brad Powers,Washington,2026-07-10,2026-07-11,1,13.85794117647059,13.85794117647059,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,13.85794117647059,13.85794117647059,0.0,40
2026,Brad Powers,Washington State,2026-07-10,2026-07-11,1,0.4179411764705918,0.4179411764705918,0.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.4179411764705918,0.4179411764705918,0.0,40
