path,book,rows_for_book,market_types,stage2_matrix_candidate
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-3.5,15.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-30.0,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-30.5,21.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-31.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-31.5,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-34.5,7.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-35.5,8.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-38.5,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-39.0,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-39.5,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-4.0,8.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-4.5,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-40.5,11.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-43.5,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-47.5,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-5.5,7.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-50.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-50.5,7.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-6.0,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-6.5,21.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-7.0,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-7.5,19.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-8.0,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-8.5,9.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,-9.5,6.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,0.0,,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,1.5,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,100.0,10.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,102.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,103.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,105.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,12.5,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,13.5,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,17.5,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,19.5,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2.0,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2.5,10.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-06-29T18:19:26.000Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-06-30T19:42:59.932Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-06-30T19:45:34.262Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-02T16:45:18.381Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-02T18:02:48.356Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-03T16:34:58.342Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-03T21:10:36.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-07T04:53:59.000Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-10T16:15:02.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-11T17:25:25.000Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-11T18:27:04.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:22:48.000Z,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:22:49.000Z,91.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:23:18.000Z,71.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:23:25.242Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:23:52.000Z,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:23:52.242Z,22.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:23:54.000Z,14.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:23:55.000Z,41.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:24:02.000Z,97.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:24:07.566Z,109.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-12T01:24:08.000Z,113.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-14T20:06:57.000Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-15T18:55:30.092Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-15T19:21:16.360Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-15T19:26:19.773Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-15T20:10:25.135Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-16T14:57:32.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-17T16:01:53.504Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-18T00:36:54.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-19T16:30:31.506Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T13:23:21.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T14:12:38.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T14:26:21.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T15:20:48.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T18:14:40.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:07:47.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:08:00.684Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:08:05.825Z,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:09:48.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:11:20.139Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:23:51.096Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:27:02.954Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:29:59.701Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:36:18.363Z,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:39:17.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:39:22.396Z,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:45:55.167Z,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:46:01.000Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T20:50:20.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T21:01:45.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T22:18:25.738Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-20T23:02:00.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T09:59:29.854Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T13:02:19.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T13:31:12.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T14:04:59.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T16:12:11.000Z,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:14:11.000Z,94.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:10.000Z,83.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:12.000Z,88.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:17.000Z,95.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:33.044Z,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:38.000Z,56.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:55.000Z,6.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:16:56.000Z,4.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:17:00.044Z,29.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:17:05.832Z,102.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,2026-07-21T17:17:27.205Z,114.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,21.5,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,22.0,2.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,22.5,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,3.0,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,41.5,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,43.5,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,45.5,7.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,46.5,3.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,47.5,23.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,48.5,10.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,49.5,29.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,50.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,50.5,34.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,51.5,23.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,52.5,23.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,53.5,40.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,54.5,36.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,55.5,27.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,56.5,13.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,57.5,13.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,58.5,16.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,59.5,12.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,6.5,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,60.5,6.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,61.5,5.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,7.0,1.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,Bally Bet,272.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,BetMGM,1618.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,BetOnline.ag,320.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,BetRivers,272.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,BetUS,204.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,Bovada,232.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,Caesars,1480.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,DraftKings,1892.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,ESPN BET,100.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,FanDuel,2056.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,Hard Rock,302.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,LowVig.ag,312.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,MyBookie.ag,247.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,betPARX,272.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,bovada,204.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,theScore Bet,200.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_book_line_history.csv,unibet,112.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,1.0,3802.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,10.0,77.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,11.0,408.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,12.0,47.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,13.0,491.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,2.0,2775.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,3.0,4342.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,4.0,3748.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,5.0,28.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,6.0,108.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,7.0,126.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,8.0,154.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,Bally Bet,1360.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,BetMGM,10.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,Bovada,174.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,Caesars,1085.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,DraftKings,14328.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history.csv,FanDuel,1704.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,1.0,189.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,10.0,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,11.0,15.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,2.0,29.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,3.0,145.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,4.0,15.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,6.0,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,7.0,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,8.0,6.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,Bally Bet,36.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,BetMGM,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,Bovada,4.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,Caesars,8.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,DraftKings,438.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_history_before_remove_duplicate_snapshot_20260603_231459.csv,FanDuel,73.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_movement_report.csv,Bally Bet,10.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_movement_report.csv,Caesars,26.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/game_line_movement_report.csv,FanDuel,138.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026.csv,1,3.0,spread | total | moneyline,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026.csv,2,50.0,spread | total | moneyline,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026.csv,Bovada,2.0,spread | total | moneyline,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026.csv,DraftKings,51.0,spread | total | moneyline,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026_audit.csv,1,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026_audit.csv,2,50.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026_audit.csv,Bovada,2.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/season_game_lines_2026_audit.csv,DraftKings,51.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,Bally Bet,244.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,BetMGM,190.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,BetOnline.ag,204.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,BetRivers,244.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,BetUS,204.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,Bovada,194.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,DraftKings,300.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,ESPN BET,202.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,FanDuel,436.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,Hard Rock,266.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,LowVig.ag,200.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,MyBookie.ag,270.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,betPARX,244.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,betonlineag,204.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,betparx,244.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,betus,204.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,bovada,194.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,lowvig,200.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,mybookieag,270.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026.csv,theScore Bet,202.0,,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026_raw.json,BookMaker,,,False
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026_raw.json,DraftKings,75.0,,False
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_ncaaf_lines_2026_raw.json,FanDuel,50.0,,False
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,1,32.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,11,2.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,12,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,13,46.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,2,22.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,3,8.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,4,1.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,5,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,6,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,7,5.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,Bally Bet,60.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,DraftKings,75.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026.csv,FanDuel,50.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,1,32.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,11,2.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,12,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,13,46.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,2,22.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,3,8.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,4,1.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,5,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,6,3.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/odds/theodds_season_game_lines_2026_audit.csv,7,5.0,spread | total,True
/Users/jameslindesmith/NCAAF_AUTO/data/research/pbp_market_modeling_2021_2025/provider_market_rows.csv,Bovada,4105.0,spread | total | moneyline,True
