season,release_index,ranking_date,team,actual_cfp_rank,source_url
2022,3,NOVEMBER 15,Utah,10,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Penn State,11,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Oregon,12,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,North Carolina,13,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Ole Miss,14,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Kansas State,15,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,UCLA,16,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Washington,17,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Notre Dame,18,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Florida State,19,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,UCF,20,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Tulane,21,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Oklahoma State,22,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Oregon State,23,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,NC State,24,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,3,NOVEMBER 15,Cincinnati,25,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Georgia,1,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Ohio State,2,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Michigan,3,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,TCU,4,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,LSU,5,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,USC,6,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Alabama,7,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Clemson,8,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Oregon,9,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Tennessee,10,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Penn State,11,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Kansas State,12,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Washington,13,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Utah,14,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Notre Dame,15,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Florida State,16,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,North Carolina,17,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,UCLA,18,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Tulane,19,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Ole Miss,20,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Oregon State,21,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,UCF,22,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Texas,23,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Cincinnati,24,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,4,NOVEMBER 22,Louisville,25,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Georgia,1,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Michigan,2,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,TCU,3,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,USC,4,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Ohio State,5,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Alabama,6,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Tennessee,7,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Penn State,8,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Clemson,9,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Kansas State,10,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Utah,11,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Washington,12,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Florida State,13,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,LSU,14,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Oregon State,15,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Oregon,16,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,UCLA,17,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Tulane,18,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,South Carolina,19,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Texas,20,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Notre Dame,21,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,UCF,22,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,North Carolina,23,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,Mississippi State,24,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,5,NOVEMBER 29,NC State,25,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Georgia,1,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Michigan,2,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,TCU,3,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Ohio State,4,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Alabama,5,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Tennessee,6,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Clemson,7,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Utah,8,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Kansas State,9,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,USC,10,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Penn State,11,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Washington,12,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Florida State,13,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Oregon State,14,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Oregon,15,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Tulane,16,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,LSU,17,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,UCLA,18,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,South Carolina,19,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Texas,20,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Notre Dame,21,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Mississippi State,22,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,NC State,23,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,Troy,24,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2022,6,SELECTION DAY DECEMBER 4,UTSA,25,https://collegefootballplayoff.com/sports/2022/11/2/wk-x-wk-rankings-2022.aspx
2023,1,OCTOBER 31,Ohio State,1,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Georgia,2,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Michigan,3,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Florida State,4,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Washington,5,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Oregon,6,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Texas,7,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Alabama,8,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Oklahoma,9,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Ole Miss,10,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Penn State,11,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Missouri,12,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Louisville,13,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,LSU,14,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Notre Dame,15,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Oregon State,16,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Tennessee,17,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Utah,18,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,UCLA,19,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,USC,20,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Kansas,21,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Oklahoma State,22,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Kansas State,23,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Tulane,24,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,1,OCTOBER 31,Air Force,25,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Ohio State,1,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Georgia,2,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Michigan,3,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Florida State,4,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Washington,5,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Oregon,6,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Texas,7,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Alabama,8,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Ole Miss,9,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Penn State,10,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Louisville,11,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Oregon State,12,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Tennessee,13,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Missouri,14,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Oklahoma State,15,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Kansas,16,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Oklahoma,17,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Utah,18,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,LSU,19,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Notre Dame,20,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Arizona,21,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Iowa,22,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Tulane,23,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,North Carolina,24,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,2,NOVEMBER 7,Kansas State,25,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Georgia,1,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Ohio State,2,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Michigan,3,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Florida State,4,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Washington,5,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Oregon,6,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Texas,7,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Alabama,8,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Missouri,9,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Louisville,10,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Oregon State,11,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Penn State,12,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Ole Miss,13,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Oklahoma,14,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,LSU,15,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Iowa,16,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Arizona,17,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Tennessee,18,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Notre Dame,19,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,North Carolina,20,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Kansas State,21,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Utah,22,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Oklahoma State,23,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Tulane,24,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,3,NOVEMBER 14,Kansas,25,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Georgia,1,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Ohio State,2,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Michigan,3,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Washington,4,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Florida State,5,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Oregon,6,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Texas,7,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Alabama,8,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Missouri,9,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Louisville,10,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Penn State,11,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Ole Miss,12,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Oklahoma,13,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,LSU,14,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Arizona,15,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Oregon State,16,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Iowa,17,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Notre Dame,18,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Kansas State,19,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Oklahoma State,20,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Tennessee,21,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,NC State,22,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Tulane,23,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Clemson,24,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,4,NOVEMBER 21,Liberty,25,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Georgia,1,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Michigan,2,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Washington,3,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Florida State,4,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Oregon,5,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Ohio State,6,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Texas,7,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Alabama,8,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Missouri,9,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Penn State,10,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Ole Miss,11,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Oklahoma,12,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,LSU,13,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Louisville,14,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Arizona,15,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Iowa,16,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Notre Dame,17,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Oklahoma State,18,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,NC State,19,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Oregon State,20,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
