season,week,ranking_date,team,actual_cfp_rank,raw_game_control,game_control,game_control_rank,game_control_index,wins,losses,game_control_method,championship_wins_power,championship_wins_g6,quality_wins,top25_wins,prior_top25_wins,provisional_top25_wins,avg_capped_mov,avg_weighted_mol,bad_losses,sos,source_url,notes
2021,1,2021-11-02,Air Force,26,0.629275965548055,0.6356563510355833,10,13.565635103558327,5,2,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,1,15.8,3.8,0,0.5182296728215094,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Akron,26,0.319061663675687,0.30277658714507477,124,-19.722341285492522,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,15.0,29.421428571428574,4,0.4534712099125364,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Alabama,2,0.7295701931443028,0.7358658989266157,2,23.586589892661568,6,1,PBP AUC + 0.35*(SOS-.500),0,0,2,2,0,0,17.833333333333332,2.4000000000000004,0,0.5179877308066083,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,App State,26,0.5635992420368312,0.5777531536014571,33,7.775315360145707,5,2,PBP AUC + 0.35*(SOS-.500),0,0,2,0,0,1,12.0,11.057142857142857,1,0.5404397473275023,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Arizona,26,0.3136377380533397,0.3328736129588575,119,-16.71263870411425,0,7,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,0.0,15.95827664399093,2,0.5549596425871935,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Arizona State,26,0.5417233858167606,0.5296349740631703,59,2.9634974063170283,4,3,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,19.75,11.325925925925924,1,0.4654616807040276,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Arkansas,26,0.5446556518498393,0.5654666637546012,38,6.54666637546012,4,3,PBP AUC + 0.35*(SOS-.500),0,0,1,1,0,2,17.75,11.819047619047618,0,0.5594600340136053,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Arkansas State,26,0.26878090035973995,0.26872610066208313,128,-23.127389933791687,0,7,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,0.0,18.979591836734695,3,0.49984342943526616,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Army,26,0.5816734605668377,0.5792907366439352,32,7.929073664393515,4,3,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,14.5,8.82857142857143,1,0.4931922173631357,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Auburn,13,0.5240983059178272,0.5406981264015763,51,4.069812640157632,5,2,PBP AUC + 0.35*(SOS-.500),0,0,2,1,0,0,12.4,10.971428571428572,0,0.5474280585249973,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,BYU,15,0.609510280213786,0.6137466668980893,17,11.374666689808933,7,2,PBP AUC + 0.35*(SOS-.500),0,0,4,0,0,0,9.714285714285714,9.5,1,0.5121039619551524,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Ball State,26,0.4495254370187299,0.4533207884926528,85,-4.667921150734722,3,4,PBP AUC + 0.35*(SOS-.500),0,0,3,0,0,0,13.333333333333334,20.521428571428572,3,0.5108438613540655,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Baylor,12,0.6304835761041095,0.6350286441313204,11,13.502864413132043,6,1,PBP AUC + 0.35*(SOS-.500),0,0,2,1,0,3,12.333333333333334,7.142857142857143,0,0.5129859086491739,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Boise State,26,0.5612505765659274,0.5978783874124882,27,9.787838741248823,4,4,PBP AUC + 0.35*(SOS-.500),0,0,3,1,0,1,15.0,4.878571428571428,0,0.604650888133031,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Boston College,26,0.5023506211268226,0.49096881840573414,70,-0.9031181594265858,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,15.0,14.25,2,0.467480563654033,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Bowling Green,26,0.4450793444938828,0.4374788980653113,92,-6.2521101934688685,2,6,PBP AUC + 0.35*(SOS-.500),0,0,1,1,0,1,8.0,16.533333333333335,3,0.4782844387755101,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Buffalo,26,0.427617589728269,0.3909019399266817,106,-10.909806007331829,3,5,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,7.666666666666667,12.742857142857146,3,0.39509814342403626,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,California,26,0.5181197053182636,0.5190384269735924,63,1.903842697359237,2,5,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,17.5,6.6171428571428565,2,0.5026249190152251,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Central Michigan,26,0.4514630831164316,0.42184195688816245,99,-7.815804311183755,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,3.3333333333333335,13.157142857142857,3,0.415368210776374,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Charlotte,26,0.45663370267375397,0.42256293547798673,98,-7.743706452201327,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,6.0,20.876190476190473,3,0.4026549508692365,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Cincinnati,6,0.714434311109385,0.6961031036263918,4,19.610310362639183,7,0,PBP AUC + 0.35*(SOS-.500),0,0,2,1,0,0,16.285714285714285,0.0,0,0.44762512147716227,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Clemson,26,0.5152667432445294,0.5321417432445293,56,3.214174324452934,4,3,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,6.25,5.819047619047619,0,0.5482142857142857,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Coastal Carolina,26,0.7248752582176069,0.6817311255645456,7,18.173112556454562,6,1,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,15.666666666666666,2.4857142857142858,0,0.3767310495626821,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Colorado,26,0.3464728833212422,0.3505255807891183,115,-14.947441921088172,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,21.0,18.91904761904762,2,0.511579135622503,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Colorado State,26,0.5642466290628468,0.5641569890401711,40,6.415698904017109,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,18.333333333333332,5.564285714285715,2,0.4997438856494979,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Duke,26,0.4074364679961228,0.3968161921079898,104,-10.31838078920102,2,5,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,13.0,20.971428571428568,3,0.46965635460533417,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,East Carolina,26,0.4908041641363634,0.48811519966168465,72,-1.1884800338315349,3,4,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,13.333333333333334,5.885714285714286,1,0.4923172443580607,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Eastern Michigan,26,0.5033006427641463,0.48671617564396485,73,-1.3283824356035145,4,3,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,14.25,12.5,1,0.45261580822805303,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Florida,26,0.5717963080224935,0.5851042197288426,29,8.510421972884263,4,4,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,21.0,7.707142857142857,1,0.5380226048752834,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Florida Atlantic,26,0.46735355215171115,0.4466527301562463,91,-5.33472698437537,4,3,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,16.5,18.97142857142857,1,0.44085479429867186,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Florida International,26,0.36047792597829276,0.3423982774522157,117,-15.760172254778432,0,7,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,0.0,20.50204081632653,5,0.44834386135406545,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Florida State,26,0.48173400077062606,0.5007624871651839,68,0.07624871651839005,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,11.333333333333334,8.146428571428572,1,0.5543671039844509,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Fresno State,23,0.6129303796895302,0.6065516181154561,22,10.65516181154561,6,2,PBP AUC + 0.35*(SOS-.500),0,0,3,1,0,1,10.166666666666666,4.15,1,0.4817749669312169,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Georgia,1,0.7952252389497119,0.8084599859735214,1,30.845998597352143,8,0,PBP AUC + 0.35*(SOS-.500),0,0,5,2,0,0,18.75,0.0,0,0.53781356292517,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Georgia Southern,26,0.38568675041918027,0.3803593694667993,109,-11.964063053320068,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,21.0,17.419047619047618,2,0.4847789115646258,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Georgia State,26,0.460483368872102,0.45663912284035596,84,-4.336087715964404,4,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,12.75,26.357142857142858,1,0.489016439909297,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Georgia Tech,26,0.40703428010611653,0.4161900813154891,100,-8.380991868451087,2,5,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,12.5,9.777142857142858,1,0.5261594320267788,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Hawai'i,26,0.39461209734316094,0.387855524922526,107,-11.2144475077474,3,5,PBP AUC + 0.35*(SOS-.500),0,0,1,1,0,1,12.333333333333334,16.82349206349206,1,0.48069550736961447,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Houston,26,0.6562110931448538,0.6328224877026769,13,13.28224877026769,6,1,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,13.666666666666666,17.0,1,0.43317541302235174,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Illinois,26,0.4365924188374677,0.45291112842006614,87,-4.708887157993385,3,6,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,1,6.666666666666667,10.628571428571428,1,0.5466248845217099,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Indiana,26,0.34946892077595487,0.40359023596869864,103,-9.640976403130136,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,2.0,15.359523809523807,0,0.6546323291221251,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Iowa,22,0.5647607069110732,0.5690082887563113,37,6.9008288756311265,6,2,PBP AUC + 0.35*(SOS-.500),0,0,3,0,0,2,14.333333333333334,16.65,0,0.5121359481292516,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Iowa State,26,0.5908751707645433,0.6010794886027897,25,10.10794886027897,4,3,PBP AUC + 0.35*(SOS-.500),0,0,2,1,0,1,14.5,5.60952380952381,1,0.5291551938235612,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Kansas,26,0.2592896601451784,0.29920911403784656,126,-20.079088596215342,0,7,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,0.0,27.00816326530612,2,0.6140555825504804,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Kansas State,26,0.4642582366578657,0.48438673250064723,74,-1.5613267499352768,4,3,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,14.5,7.904761904761905,0,0.557509988122233,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Kent State,26,0.4307187655391354,0.4270608857205413,96,-7.29391142794587,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,8.0,23.52857142857143,0,0.48954891480401685,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Kentucky,18,0.5874190973089873,0.6037418486317386,23,10.374184863173863,5,2,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,12.4,11.399999999999999,0,0.546636432350718,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,LSU,26,0.526700282867679,0.553460723154905,44,5.3460723154905025,3,4,PBP AUC + 0.35*(SOS-.500),0,0,1,1,0,0,10.333333333333334,10.913492063492063,0,0.5764584008206457,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Liberty,26,0.6433299655425352,0.609390233399678,21,10.939023339967802,6,2,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,16.833333333333332,3.085714285714286,2,0.4030293367346939,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Louisiana,26,0.6384341077969096,0.6017886996336442,24,10.178869963364424,6,1,PBP AUC + 0.35*(SOS-.500),0,0,2,0,0,0,12.333333333333334,20.0,1,0.3952988338192419,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Louisiana Tech,26,0.46993624364743064,0.4823625475023059,75,-1.7637452497694106,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,7.0,7.107142857142857,1,0.5355037252996436,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Louisville,26,0.5216283042260024,0.5510051938707491,46,5.100519387074909,3,4,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,9.666666666666666,7.717857142857142,0,0.5839339704135622,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Marshall,26,0.6112840440974983,0.5703061529410357,36,7.030615294103571,4,3,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,17.5,3.8000000000000003,2,0.38292031098153545,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Maryland,26,0.43939690708785456,0.45070454125263154,88,-4.929545874736846,4,3,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,8.25,26.099999999999998,0,0.5323075261850772,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Massachusetts,26,0.21928104822358782,0.21687126399739734,130,-28.312873600260268,1,7,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,14.0,34.10204081632653,3,0.49311490221088433,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Memphis,26,0.5583835109828799,0.5473829440894559,47,4.7382944089455865,3,4,PBP AUC + 0.35*(SOS-.500),0,0,1,1,0,0,8.333333333333334,6.921428571428573,2,0.4685698088759313,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Miami (OH),26,0.446780440798966,0.4532940462411429,86,-4.670595375885711,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,10.333333333333334,9.55,0,0.5186103012633625,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Miami-FL,26,0.4261975839320012,0.47399284092368676,79,-2.6007159076313235,3,4,PBP AUC + 0.35*(SOS-.500),0,0,3,2,0,1,2.3333333333333335,9.885714285714286,1,0.6365578771191016,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Michigan,7,0.7111782956931454,0.7251810652037274,3,22.51810652037274,7,1,PBP AUC + 0.35*(SOS-.500),0,0,4,1,0,1,16.428571428571427,2.4,0,0.5400079128873772,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Michigan State,3,0.6223122560392836,0.6141532424338415,16,11.41532424338415,7,0,PBP AUC + 0.35*(SOS-.500),0,0,1,1,0,1,12.142857142857142,0.0,0,0.4766885325558795,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Middle Tennessee,26,0.4881517260086044,0.4689662809972665,80,-3.1033719002733493,3,4,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,16.0,14.042857142857144,2,0.4451844428247489,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Minnesota,20,0.6239765431949067,0.6103561314885575,20,11.035613148855749,6,2,PBP AUC + 0.35*(SOS-.500),0,0,2,0,0,0,13.166666666666666,7.3,1,0.46108453798185933,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Mississippi State,17,0.5235767794068225,0.5310185990166107,57,3.101859901661075,5,3,PBP AUC + 0.35*(SOS-.500),0,0,3,3,0,1,10.8,11.285714285714286,2,0.5212623417422524,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Missouri,26,0.43801881660462477,0.4230751516386384,97,-7.69248483613616,3,4,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,10.666666666666666,17.54285714285714,2,0.457303814382896,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,NC State,19,0.5543432797994711,0.5390352677057446,52,3.9035267705744614,5,2,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,14.0,6.828571428571428,1,0.45626282258935313,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Navy,26,0.37929121439033187,0.4085248453427128,102,-9.147515465728723,2,6,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,3.5,15.019047619047619,1,0.5835246598639455,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Nebraska,26,0.5021270485702153,0.5322447527699508,55,3.2244752769950757,2,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,21.0,4.544444444444445,1,0.5860505834278156,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Nevada,26,0.5837807048670809,0.560778177467232,42,6.077817746723202,5,2,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,1,14.8,10.700000000000001,0,0.43427849314328903,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,New Mexico,26,0.37763002055162515,0.3864661174904006,108,-11.35338825095994,2,5,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,10.0,20.8,1,0.5252459912536442,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,New Mexico State,26,0.31706020383038236,0.32019028225063934,120,-17.980971774936066,0,7,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,0.0,15.934693877551021,4,0.5089430812007342,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,North Carolina,26,0.5448215213856757,0.5446911063724482,49,4.469110637244822,4,4,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,16.25,12.978571428571428,3,0.4996273856764928,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,North Texas,26,0.3081602491272684,0.30204736647420716,125,-19.795263352579283,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,6.0,17.47142857142857,2,0.4825346209912536,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Northern Illinois,26,0.4758724115134655,0.4668417992685675,81,-3.3158200731432497,5,2,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,3.8,22.249999999999996,1,0.47419825072886296,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Northwestern,26,0.35771163033542963,0.36489275278440925,114,-13.510724721559075,2,5,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,17.5,23.400000000000006,2,0.5205174927113703,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Notre Dame,10,0.5602830145620122,0.5754649962088376,34,7.546499620883762,7,1,PBP AUC + 0.35*(SOS-.500),0,0,2,1,0,1,9.857142857142858,6.6,0,0.5433770904195011,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Ohio,26,0.3950218587534288,0.3720137805221363,111,-12.798621947786371,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,17.0,15.10714285714286,5,0.4342626336248785,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Ohio State,5,0.6937048136634401,0.692027399642276,6,19.2027399642276,7,1,PBP AUC + 0.35*(SOS-.500),0,0,3,1,0,2,18.285714285714285,5.0,0,0.49520738851095986,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Oklahoma,8,0.591043172905896,0.5629315037590706,41,6.293150375907064,8,0,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,1,10.25,0.0,0,0.41968094529478456,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Oklahoma State,11,0.6039002884530625,0.61198560591338,18,11.198560591338003,6,1,PBP AUC + 0.35*(SOS-.500),0,0,2,1,0,3,9.333333333333334,2.8285714285714283,0,0.5231009070294784,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Old Dominion,26,0.33191627037791543,0.3350678435071671,118,-16.49321564928329,1,6,PBP AUC + 0.35*(SOS-.500),0,0,0,0,0,0,3.0,13.235714285714286,2,0.5090044946550049,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Ole Miss,16,0.5732135633331785,0.5828271309824604,30,8.282713098246042,5,2,PBP AUC + 0.35*(SOS-.500),0,0,1,0,0,0,12.0,12.057142857142857,0,0.5274673361408055,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
2021,1,2021-11-02,Oregon,4,0.6250408600599047,0.6106293662957323,19,11.062936629573228,6,1,PBP AUC + 0.35*(SOS-.500),0,0,3,2,0,2,11.0,7.700000000000001,1,0.4588243035309361,https://collegefootballplayoff.com/sports/2021/11/3/wk-x-wk-rankings-2021.aspx,Championship flags pending conference-title crosswalk
