game_id,away_team,home_team,has_site_spread,has_site_total,has_dratings_spread,has_dratings_total,has_massey_spread,has_massey_total,has_sagarin_homeaway_spread,has_sagarin_homeaway_total,has_sagarin_predictor_spread,has_sagarin_predictor_total
g397,Missouri State,Western Kentucky,True,True,False,False,False,False,False,False,False,False
g398,Iowa State,BYU,True,True,False,False,False,False,False,False,False,False
g399,Florida State,Louisville,True,True,False,False,False,False,False,False,False,False
g400,Eastern Michigan,Akron,True,True,False,False,False,False,False,False,False,False
g401,Georgia,Alabama,True,True,False,False,False,False,False,False,False,False
g402,Old Dominion,Appalachian State,True,True,False,False,False,False,False,False,False,False
g403,Hawaii,Arizona State,True,True,False,False,False,False,False,False,False,False
g404,Tennessee,Arkansas,True,True,False,False,False,False,False,False,False,False
g405,Tulane,Army,True,True,False,False,False,False,False,False,False,False
g406,Sacramento State,Bowling Green,True,True,False,False,False,False,False,False,False,False
g407,Virginia Tech,California,True,True,False,False,False,False,False,False,False,False
g408,Rice,East Carolina,True,True,False,False,False,False,False,False,False,False
g409,South Carolina,Florida,True,True,False,False,False,False,False,False,False,False
g410,Boise State,Fresno State,True,True,False,False,False,False,False,False,False,False
g411,James Madison,Georgia Southern,True,True,False,False,False,False,False,False,False,False
g412,Duke,Georgia Tech,True,True,False,False,False,False,False,False,False,False
g413,Houston,Kansas State,True,True,False,False,False,False,False,False,False,False
g414,LSU,Kentucky,True,True,False,False,False,False,False,False,False,False
g415,Louisiana,Louisiana Tech,True,True,False,False,False,False,False,False,False,False
g416,Coastal Carolina,Marshall,True,True,False,False,False,False,False,False,False,False
g417,Miami-OH,Massachusetts,True,True,False,False,False,False,False,False,False,False
g418,UAB,Memphis,True,True,False,False,False,False,False,False,False,False
g419,Illinois,Michigan State,True,True,False,False,False,False,False,False,False,False
g420,Texas A&M,Missouri,True,True,False,False,False,False,False,False,False,False
g421,Wake Forest,NC State,True,True,False,False,False,False,False,False,False,False
g422,Tulsa,Navy,True,True,False,False,False,False,False,False,False,False
g423,Indiana,Nebraska,True,True,False,False,False,False,False,False,False,False
g424,Charlotte,North Texas,True,True,False,False,False,False,False,False,False,False
g425,Air Force,Northern Illinois,True,True,False,False,False,False,False,False,False,False
g426,Ball State,Northwestern,True,True,False,False,False,False,False,False,False,False
g427,Stanford,Notre Dame,True,True,False,False,False,False,False,False,False,False
g428,Central Michigan,Ohio,True,True,False,False,False,False,False,False,False,False
g429,Maryland,Ohio State,True,True,False,False,False,False,False,False,False,False
g430,Texas,Oklahoma,True,True,False,False,False,False,False,False,False,False
g431,Central Florida,Oklahoma State,True,True,False,False,False,False,False,False,False,False
g432,UCLA,Oregon,True,True,False,False,False,False,False,False,False,False
g433,San Diego State,Oregon State,True,True,False,False,False,False,False,False,False,False
g434,USC,Penn State,True,True,False,False,False,False,False,False,False,False
g435,North Carolina,Pittsburgh,True,True,False,False,False,False,False,False,False,False
g436,Minnesota,Purdue,True,True,False,False,False,False,False,False,False,False
g437,Wyoming,San Jose State,True,True,False,False,False,False,False,False,False,False
g438,Connecticut,Temple,True,True,False,False,False,False,False,False,False,False
g439,Buffalo,Toledo,True,True,False,False,False,False,False,False,False,False
g440,North Dakota State,UNLV,True,True,False,False,False,False,False,False,False,False
g441,Nevada,UTEP,True,True,False,False,False,False,False,False,False,False
g442,Kansas,Utah,True,True,False,False,False,False,False,False,False,False
g443,Washington State,Utah State,True,True,False,False,False,False,False,False,False,False
g444,Ole Miss,Vanderbilt,True,True,False,False,False,False,False,False,False,False
g445,Syracuse,Virginia,True,True,False,False,False,False,False,False,False,False
g446,Iowa,Washington,True,True,False,False,False,False,False,False,False,False
g447,Arizona,West Virginia,True,True,False,False,False,False,False,False,False,False
g448,Kent State,Western Michigan,True,True,False,False,False,False,False,False,False,False
g449,Florida International,Jacksonville State,True,True,False,False,False,False,False,False,False,False
g450,Delaware,Middle Tennessee,True,True,False,False,False,False,False,False,False,False
g451,Missouri State,Kennesaw State,True,True,False,False,False,False,False,False,False,False
g452,Western Kentucky,Sam Houston,True,True,False,False,False,False,False,False,False,False
g453,Georgia Southern,Old Dominion,True,True,False,False,False,False,False,False,False,False
g454,East Carolina,UAB,True,True,False,False,False,False,False,False,False,False
g455,Appalachian State,Coastal Carolina,True,True,False,False,False,False,False,False,False,False
g456,Memphis,Tulane,True,True,False,False,False,False,False,False,False,False
g457,UNLV,Air Force,True,True,False,False,False,False,False,False,False,False
g458,Florida Atlantic,Army,True,True,False,False,False,False,False,False,False,False
g459,Notre Dame,BYU,True,True,False,False,False,False,False,False,False,False
g460,TCU,Baylor,True,True,False,False,False,False,False,False,False,False
g461,Pittsburgh,Boston College,True,True,False,False,False,False,False,False,False,False
g462,Ball State,Bowling Green,True,True,False,False,False,False,False,False,False,False
g463,Massachusetts,Buffalo,True,True,False,False,False,False,False,False,False,False
g464,Wake Forest,California,True,True,False,False,False,False,False,False,False,False
g465,Western Michigan,Central Michigan,True,True,False,False,False,False,False,False,False,False
g466,Charleston So.,Clemson,False,False,False,False,False,False,False,False,False,False
g467,Utah,Colorado,True,True,False,False,False,False,False,False,False,False
g468,North Carolina,Duke,True,True,False,False,False,False,False,False,False,False
g469,Toledo,Eastern Michigan,True,True,False,False,False,False,False,False,False,False
g470,Auburn,Georgia,True,True,False,False,False,False,False,False,False,False
g471,New Mexico,Hawaii,True,True,False,False,False,False,False,False,False,False
g472,Oklahoma State,Houston,True,True,False,False,False,False,False,False,False,False
g473,Ohio State,Indiana,True,True,False,False,False,False,False,False,False,False
g474,Georgia State,James Madison,True,True,False,False,False,False,False,False,False,False
g475,Kansas,Kansas State,True,True,False,False,False,False,False,False,False,False
g476,Mississippi State,LSU,True,True,False,False,False,False,False,False,False,False
g477,Troy,Louisiana,True,True,False,False,False,False,False,False,False,False
g478,Rutgers,Maryland,True,True,False,False,False,False,False,False,False,False
g479,Florida State,Miami-FL,True,True,False,False,False,False,False,False,False,False
g480,Akron,Miami-OH,True,True,False,False,False,False,False,False,False,False
g481,Penn State,Michigan,True,True,False,False,False,False,False,False,False,False
g482,Northwestern,Michigan State,True,True,False,False,False,False,False,False,False,False
g483,Nevada,North Dakota State,True,True,False,False,False,False,False,False,False,False
g484,Kentucky,Oklahoma,True,True,False,False,False,False,False,False,False,False
g485,Missouri,Ole Miss,True,True,False,False,False,False,False,False,False,False
g486,Nebraska,Oregon,True,True,False,False,False,False,False,False,False,False
g487,Washington State,Oregon State,True,True,False,False,False,False,False,False,False,False
g488,Washington,Purdue,True,True,False,False,False,False,False,False,False,False
g489,Tulsa,Rice,True,True,False,False,False,False,False,False,False,False
g490,Virginia,SMU,True,True,False,False,False,False,False,False,False,False
g491,Ohio,Sacramento State,True,True,False,False,False,False,False,False,False,False
g492,Fresno State,San Diego State,True,True,False,False,False,False,False,False,False,False
g493,Kent State,South Florida,True,True,False,False,False,False,False,False,False,False
g494,Arkansas State,Southern Miss,True,True,False,False,False,False,False,False,False,False
g495,Elon,Stanford,False,False,False,False,False,False,False,False,False,False
g496,Louisville,Syracuse,True,True,False,False,False,False,False,False,False,False
g497,Charlotte,Temple,True,True,False,False,False,False,False,False,False,False
g498,Alabama,Tennessee,True,True,False,False,False,False,False,False,False,False
g499,Florida,Texas,True,True,False,False,False,False,False,False,False,False
g500,The Citadel,Texas A&M,False,False,False,False,False,False,False,False,False,False
g501,Colorado State,Texas State,True,True,False,False,False,False,False,False,False,False
g502,Arizona State,Texas Tech,True,True,False,False,False,False,False,False,False,False
g503,Wisconsin,UCLA,True,True,False,False,False,False,False,False,False,False
g504,Louisiana Tech,UL-Monroe,True,True,False,False,False,False,False,False,False,False
g505,San Jose State,UTEP,True,True,False,False,False,False,False,False,False,False
g506,Navy,UTSA,True,True,False,False,False,False,False,False,False,False
g507,Arkansas,Vanderbilt,True,True,False,False,False,False,False,False,False,False
g508,Georgia Tech,Virginia Tech,True,True,False,False,False,False,False,False,False,False
g509,Cincinnati,West Virginia,True,True,False,False,False,False,False,False,False,False
g510,Northern Illinois,Wyoming,True,True,False,False,False,False,False,False,False,False
g511,Missouri State,Delaware,True,True,False,False,False,False,False,False,False,False
g512,Middle Tennessee,Florida International,True,True,False,False,False,False,False,False,False,False
g513,South Alabama,Marshall,True,True,False,False,False,False,False,False,False,False
g514,Liberty,Kennesaw State,True,True,False,False,False,False,False,False,False,False
g515,New Mexico State,Sam Houston,True,True,False,False,False,False,False,False,False,False
g516,James Madison,Appalachian State,True,True,False,False,False,False,False,False,False,False
g517,East Carolina,Memphis,True,True,False,False,False,False,False,False,False,False
g518,Army,Tulsa,True,True,False,False,False,False,False,False,False,False
g519,Texas A&M,Alabama,True,True,False,False,False,False,False,False,False,False
g520,Iowa State,Arizona,True,True,False,False,False,False,False,False,False,False
g521,Kansas State,Arizona State,True,True,False,False,False,False,False,False,False,False
g522,Georgia State,Arkansas State,True,True,False,False,False,False,False,False,False,False
g523,LSU,Auburn,True,True,False,False,False,False,False,False,False,False
g524,Sacramento State,Ball State,True,True,False,False,False,False,False,False,False,False
g525,Bowling Green,Buffalo,True,True,False,False,False,False,False,False,False,False
g526,BYU,Central Florida,True,True,False,False,False,False,False,False,False,False
g527,Miami-OH,Central Michigan,True,True,False,False,False,False,False,False,False,False
g528,Texas Tech,Cincinnati,True,True,False,False,False,False,False,False,False,False
g529,Virginia Tech,Clemson,True,True,False,False,False,False,False,False,False,False
g530,San Diego State,Colorado State,True,True,False,False,False,False,False,False,False,False
g531,Massachusetts,Connecticut,True,True,False,False,False,False,False,False,False,False
g532,Rice,Florida Atlantic,True,True,False,False,False,False,False,False,False,False
g533,Boston College,Georgia Tech,True,True,False,False,False,False,False,False,False,False
g534,Oregon,Illinois,True,True,False,False,False,False,False,False,False,False
g535,Baylor,Kansas,True,True,False,False,False,False,False,False,False,False
g536,Akron,Kent State,True,True,False,False,False,False,False,False,False,False
g537,Vanderbilt,Kentucky,True,True,False,False,False,False,False,False,False,False
g538,Old Dominion,Louisiana Tech,True,True,False,False,False,False,False,False,False,False
g539,Pittsburgh,Miami-FL,True,True,False,False,False,False,False,False,False,False
g540,Indiana,Michigan,True,True,False,False,False,False,False,False,False,False
g541,Iowa,Minnesota,True,True,False,False,False,False,False,False,False,False
g542,Oklahoma,Mississippi State,True,True,False,False,False,False,False,False,False,False
g543,North Texas,Navy,True,True,False,False,False,False,False,False,False,False
g544,San Jose State,Nevada,True,True,False,False,False,False,False,False,False,False
g545,North Dakota State,New Mexico,True,True,False,False,False,False,False,False,False,False
g546,Syracuse,North Carolina,True,True,False,False,False,False,False,False,False,False
g547,Hawaii,Northern Illinois,True,True,False,False,False,False,False,False,False,False
g548,Rutgers,Northwestern,True,True,False,False,False,False,False,False,False,False
g549,Eastern Michigan,Ohio,True,True,False,False,False,False,False,False,False,False
g550,Colorado,Oklahoma State,True,True,False,False,False,False,False,False,False,False
g551,California,SMU,True,True,False,False,False,False,False,False,False,False
g552,Tennessee,South Carolina,True,True,False,False,False,False,False,False,False,False
g553,Louisiana,Southern Miss,True,True,False,False,False,False,False,False,False,False
g554,NC State,Stanford,True,True,False,False,False,False,False,False,False,False
g555,West Virginia,TCU,True,True,False,False,False,False,False,False,False,False
g556,Ole Miss,Texas,True,True,False,False,False,False,False,False,False,False
g557,Utah State,Texas State,True,True,False,False,False,False,False,False,False,False
g558,Western Michigan,Toledo,True,True,False,False,False,False,False,False,False,False
g559,UL-Monroe,Troy,True,True,False,False,False,False,False,False,False,False
g560,UTSA,Tulane,True,True,False,False,False,False,False,False,False,False
g561,Michigan State,UCLA,True,True,False,False,False,False,False,False,False,False
g562,Houston,Utah,True,True,False,False,False,False,False,False,False,False
g563,Duke,Virginia,True,True,False,False,False,False,False,False,False,False
g564,Boise State,Washington State,True,True,False,False,False,False,False,False,False,False
g565,USC,Wisconsin,True,True,False,False,False,False,False,False,False,False
g566,Air Force,Wyoming,True,True,False,False,False,False,False,False,False,False
g567,Sam Houston,Missouri State,True,True,False,False,False,False,False,False,False,False
g568,Delaware,Western Kentucky,True,True,False,False,False,False,False,False,False,False
g569,Kennesaw State,Middle Tennessee,True,True,False,False,False,False,False,False,False,False
g570,Jacksonville State,New Mexico State,True,True,False,False,False,False,False,False,False,False
g571,Troy,James Madison,True,True,False,False,False,False,False,False,False,False
g572,Florida Atlantic,North Texas,True,True,False,False,False,False,False,False,False,False
g573,Baylor,Central Florida,True,True,False,False,False,False,False,False,False,False
g574,Tulane,Charlotte,True,True,False,False,False,False,False,False,False,False
g575,Kent State,Sacramento State,True,True,False,False,False,False,False,False,False,False
g576,Connecticut,Air Force,True,True,False,False,False,False,False,False,False,False
g577,Missouri,Arkansas,True,True,False,False,False,False,False,False,False,False
g578,Arizona State,BYU,True,True,False,False,False,False,False,False,False,False
g579,Texas State,Boise State,True,True,False,False,False,False,False,False,False,False
g580,Utah,Cincinnati,True,True,False,False,False,False,False,False,False,False
g581,Kansas State,Colorado,True,True,False,False,False,False,False,False,False,False
g582,Boston College,Duke,True,True,False,False,False,False,False,False,False,False
g583,Temple,East Carolina,True,True,False,False,False,False,False,False,False,False
g584,Clemson,Florida State,True,True,False,False,False,False,False,False,False,False
g585,Oregon State,Fresno State,True,True,False,False,False,False,False,False,False,False
g586,Florida,Georgia,True,True,False,False,False,False,False,False,False,False
g587,Appalachian State,Georgia Southern,True,True,False,False,False,False,False,False,False,False
g588,Coastal Carolina,Georgia State,True,True,False,False,False,False,False,False,False,False
g589,Minnesota,Indiana,True,True,False,False,False,False,False,False,False,False
g590,Wisconsin,Iowa,True,True,False,False,False,False,False,False,False,False
g591,Oklahoma State,Iowa State,True,True,False,False,False,False,False,False,False,False
g592,Florida International,Liberty,True,True,False,False,False,False,False,False,False,False
g593,Stanford,Louisville,True,True,False,False,False,False,False,False,False,False
g594,Illinois,Maryland,True,True,False,False,False,False,False,False,False,False
g595,Army,Memphis,True,True,False,False,False,False,False,False,False,False
g596,California,NC State,True,True,False,False,False,False,False,False,False,False
g597,Notre Dame,Navy,True,True,False,False,False,False,False,False,False,False
g598,Washington,Nebraska,True,True,False,False,False,False,False,False,False,False
g599,Miami-FL,North Carolina,True,True,False,False,False,False,False,False,False,False
g600,UTEP,North Dakota State,True,True,False,False,False,False,False,False,False,False
g601,South Carolina,Oklahoma,True,True,False,False,False,False,False,False,False,False
g602,Marshall,Old Dominion,True,True,False,False,False,False,False,False,False,False
g603,Auburn,Ole Miss,True,True,False,False,False,False,False,False,False,False
g604,Northwestern,Oregon,True,True,False,False,False,False,False,False,False,False
g605,Purdue,Penn State,True,True,False,False,False,False,False,False,False,False
g606,Georgia Tech,Pittsburgh,True,True,False,False,False,False,False,False,False,False
g607,Michigan,Rutgers,True,True,False,False,False,False,False,False,False,False
g608,Washington State,San Diego State,True,True,False,False,False,False,False,False,False,False
g609,New Mexico,San Jose State,True,True,False,False,False,False,False,False,False,False
g610,Louisiana Tech,South Alabama,True,True,False,False,False,False,False,False,False,False
g611,UAB,South Florida,True,True,False,False,False,False,False,False,False,False
g612,SMU,Syracuse,True,True,False,False,False,False,False,False,False,False
g613,Kansas,TCU,True,True,False,False,False,False,False,False,False,False
g614,Mississippi State,Texas,True,True,False,False,False,False,False,False,False,False
g615,Arizona,Texas Tech,True,True,False,False,False,False,False,False,False,False
g616,Nevada,UCLA,True,True,False,False,False,False,False,False,False,False
g617,Southern Miss,UL-Monroe,True,True,False,False,False,False,False,False,False,False
g618,Northern Illinois,UNLV,True,True,False,False,False,False,False,False,False,False
g619,Ohio State,USC,True,True,False,False,False,False,False,False,False,False
g620,Colorado State,Utah State,True,True,False,False,False,False,False,False,False,False
g621,Virginia,Wake Forest,True,True,False,False,False,False,False,False,False,False
g622,Bowling Green,Western Michigan,True,True,False,False,False,False,False,False,False,False
g623,Ohio,Akron,True,True,False,False,False,False,False,False,False,False
g624,Buffalo,Miami-OH,True,True,False,False,False,False,False,False,False,False
g625,Central Michigan,Eastern Michigan,True,True,False,False,False,False,False,False,False,False
g626,Ball State,Massachusetts,True,True,False,False,False,False,False,False,False,False
g627,Toledo,Sacramento State,True,True,False,False,False,False,False,False,False,False
g628,UTSA,Florida Atlantic,True,True,False,False,False,False,False,False,False,False
g629,James Madison,Southern Miss,True,True,False,False,False,False,False,False,False,False
g630,TCU,Arizona,True,True,False,False,False,False,False,False,False,False
g631,South Florida,East Carolina,True,True,False,False,False,False,False,False,False,False
g632,Georgia State,Appalachian State,True,True,False,False,False,False,False,False,False,False
g633,Colorado,Arizona State,True,True,False,False,False,False,False,False,False,False
g634,UL-Monroe,Arkansas State,True,True,False,False,False,False,False,False,False,False
g635,Air Force,Army,True,True,False,False,False,False,False,False,False,False
g636,Arkansas,Auburn,True,True,False,False,False,False,False,False,False,False
g637,Iowa State,Baylor,True,True,False,False,False,False,False,False,False,False
g638,Florida State,Boston College,True,True,False,False,False,False,False,False,False,False
g639,Old Dominion,Coastal Carolina,True,True,False,False,False,False,False,False,False,False
g640,Boise State,Colorado State,True,True,False,False,False,False,False,False,False,False
g641,North Carolina,Connecticut,True,True,False,False,False,False,False,False,False,False
g642,Oklahoma,Florida,True,True,False,False,False,False,False,False,False,False
g643,Missouri State,Florida International,True,True,False,False,False,False,False,False,False,False
g644,Marshall,Georgia Southern,True,True,False,False,False,False,False,False,False,False
g645,Louisville,Georgia Tech,True,True,False,False,False,False,False,False,False,False
g646,Cincinnati,Houston,True,True,False,False,False,False,False,False,False,False
g647,Nebraska,Illinois,True,True,False,False,False,False,False,False,False,False
g648,Sam Houston,Jacksonville State,True,True,False,False,False,False,False,False,False,False
g649,Central Florida,Kansas,True,True,False,False,False,False,False,False,False,False
g650,Oklahoma State,Kansas State,True,True,False,False,False,False,False,False,False,False
g651,Delaware,Kennesaw State,True,True,False,False,False,False,False,False,False,False
g652,Alabama,LSU,True,True,False,False,False,False,False,False,False,False
g653,South Alabama,Louisiana,True,True,False,False,False,False,False,False,False,False
g654,Michigan State,Michigan,True,True,False,False,False,False,False,False,False,False
g655,Western Kentucky,Middle Tennessee,True,True,False,False,False,False,False,False,False,False
g656,UCLA,Minnesota,True,True,False,False,False,False,False,False,False,False
g657,Vanderbilt,Mississippi State,True,True,False,False,False,False,False,False,False,False
g658,Texas,Missouri,True,True,False,False,False,False,False,False,False,False
g659,Duke,NC State,True,True,False,False,False,False,False,False,False,False
g660,Temple,Navy,True,True,False,False,False,False,False,False,False,False
g661,New Mexico,Nevada,True,True,False,False,False,False,False,False,False,False
g662,Liberty,New Mexico State,True,True,False,False,False,False,False,False,False,False
g663,Rice,North Texas,True,True,False,False,False,False,False,False,False,False
g664,Iowa,Northwestern,True,True,False,False,False,False,False,False,False,False
g665,Miami-FL,Notre Dame,True,True,False,False,False,False,False,False,False,False
g666,Oregon,Ohio State,True,True,False,False,False,False,False,False,False,False
g667,Georgia,Ole Miss,True,True,False,False,False,False,False,False,False,False
g668,Texas State,Oregon State,True,True,False,False,False,False,False,False,False,False
g669,Maryland,Purdue,True,True,False,False,False,False,False,False,False,False
g670,Virginia Tech,SMU,True,True,False,False,False,False,False,False,False,False
g671,Northern Illinois,San Jose State,True,True,False,False,False,False,False,False,False,False
g672,Texas A&M,South Carolina,True,True,False,False,False,False,False,False,False,False
g673,Clemson,Syracuse,True,True,False,False,False,False,False,False,False,False
g674,Kentucky,Tennessee,True,True,False,False,False,False,False,False,False,False
g675,West Virginia,Texas Tech,True,True,False,False,False,False,False,False,False,False
g676,Louisiana Tech,Troy,True,True,False,False,False,False,False,False,False,False
g677,Tulsa,Tulane,True,True,False,False,False,False,False,False,False,False
g678,Charlotte,UAB,True,True,False,False,False,False,False,False,False,False
g679,Wyoming,UNLV,True,True,False,False,False,False,False,False,False,False
g680,Hawaii,UTEP,True,True,False,False,False,False,False,False,False,False
g681,BYU,Utah,True,True,False,False,False,False,False,False,False,False
g682,Fresno State,Utah State,True,True,False,False,False,False,False,False,False,False
g683,Merrimack,Wake Forest,False,False,False,False,False,False,False,False,False,False
g684,Penn State,Washington,True,True,False,False,False,False,False,False,False,False
g685,Rutgers,Wisconsin,True,True,False,False,False,False,False,False,False,False
g686,Western Michigan,Akron,True,True,False,False,False,False,False,False,False,False
g687,Kent State,Bowling Green,True,True,False,False,False,False,False,False,False,False
g688,Ohio,Miami-OH,True,True,False,False,False,False,False,False,False,False
g689,Buffalo,Ball State,True,True,False,False,False,False,False,False,False,False
g690,Sacramento State,Central Michigan,True,True,False,False,False,False,False,False,False,False
g691,Massachusetts,Toledo,True,True,False,False,False,False,False,False,False,False
g692,Memphis,South Florida,True,True,False,False,False,False,False,False,False,False
g693,Louisiana,UL-Monroe,True,True,False,False,False,False,False,False,False,False
g694,Houston,Colorado,True,True,False,False,False,False,False,False,False,False
g695,Florida State,Pittsburgh,True,True,False,False,False,False,False,False,False,False
g696,San Jose State,Air Force,True,True,False,False,False,False,False,False,False,False
g697,Utah,Arizona,True,True,False,False,False,False,False,False,False,False
g698,South Carolina,Arkansas,True,True,False,False,False,False,False,False,False,False
g699,Baylor,BYU,True,True,False,False,False,False,False,False,False,False
g700,Oregon State,Boise State,True,True,False,False,False,False,False,False,False,False
g701,Arizona State,Central Florida,True,True,False,False,False,False,False,False,False,False
g702,East Carolina,Charlotte,True,True,False,False,False,False,False,False,False,False
g703,Georgia Tech,Clemson,True,True,False,False,False,False,False,False,False,False
g704,Arkansas State,Coastal Carolina,True,True,False,False,False,False,False,False,False,False
g705,James Madison,Connecticut,True,True,False,False,False,False,False,False,False,False
g706,Florida International,Delaware,True,True,False,False,False,False,False,False,False,False
g707,Missouri,Georgia,True,True,False,False,False,False,False,False,False,False
g708,Georgia Southern,Georgia State,True,True,False,False,False,False,False,False,False,False
g709,North Dakota State,Hawaii,True,True,False,False,False,False,False,False,False,False
g710,USC,Indiana,True,True,False,False,False,False,False,False,False,False
g711,Purdue,Iowa,True,True,False,False,False,False,False,False,False,False
g712,Cincinnati,Iowa State,True,True,False,False,False,False,False,False,False,False
g713,Florida,Kentucky,True,True,False,False,False,False,False,False,False,False
g714,Texas,LSU,True,True,False,False,False,False,False,False,False,False
g715,Middle Tennessee,Liberty,True,True,False,False,False,False,False,False,False,False
g716,Southern Miss,Louisiana Tech,True,True,False,False,False,False,False,False,False,False
g717,Appalachian State,Marshall,True,True,False,False,False,False,False,False,False,False
g718,Wisconsin,Maryland,True,True,False,False,False,False,False,False,False,False
g719,Duke,Miami-FL,True,True,False,False,False,False,False,False,False,False
g720,Washington,Michigan State,True,True,False,False,False,False,False,False,False,False
g721,Auburn,Mississippi State,True,True,False,False,False,False,False,False,False,False
g722,New Mexico State,Missouri State,True,True,False,False,False,False,False,False,False,False
g723,Syracuse,NC State,True,True,False,False,False,False,False,False,False,False
g724,UNLV,New Mexico,True,True,False,False,False,False,False,False,False,False
g725,Louisville,North Carolina,True,True,False,False,False,False,False,False,False,False
g726,Nevada,Northern Illinois,True,True,False,False,False,False,False,False,False,False
g727,Boston College,Notre Dame,True,True,False,False,False,False,False,False,False,False
g728,Northwestern,Ohio State,True,True,False,False,False,False,False,False,False,False
g729,Ole Miss,Oklahoma,True,True,False,False,False,False,False,False,False,False
g730,Texas Tech,Oklahoma State,True,True,False,False,False,False,False,False,False,False
g731,Michigan,Oregon,True,True,False,False,False,False,False,False,False,False
g732,Minnesota,Penn State,True,True,False,False,False,False,False,False,False,False
g733,Tulane,Rice,True,True,False,False,False,False,False,False,False,False
g734,Nebraska,Rutgers,True,True,False,False,False,False,False,False,False,False
g735,Wake Forest,SMU,True,True,False,False,False,False,False,False,False,False
g736,Kennesaw State,Sam Houston,True,True,False,False,False,False,False,False,False,False
g737,Utah State,San Diego State,True,True,False,False,False,False,False,False,False,False
g738,Troy,South Alabama,True,True,False,False,False,False,False,False,False,False
g739,Kansas State,TCU,True,True,False,False,False,False,False,False,False,False
g740,UAB,Temple,True,True,False,False,False,False,False,False,False,False
g741,Tennessee,Texas A&M,True,True,False,False,False,False,False,False,False,False
g742,Fresno State,Texas State,True,True,False,False,False,False,False,False,False,False
g743,Florida Atlantic,Tulsa,True,True,False,False,False,False,False,False,False,False
g744,Illinois,UCLA,True,True,False,False,False,False,False,False,False,False
g745,Wyoming,UTEP,True,True,False,False,False,False,False,False,False,False
g746,North Texas,UTSA,True,True,False,False,False,False,False,False,False,False
g747,Alabama,Vanderbilt,True,True,False,False,False,False,False,False,False,False
g748,California,Virginia,True,True,False,False,False,False,False,False,False,False
g749,Stanford,Virginia Tech,True,True,False,False,False,False,False,False,False,False
g750,Colorado State,Washington State,True,True,False,False,False,False,False,False,False,False
g751,Kansas,West Virginia,True,True,False,False,False,False,False,False,False,False
g752,Jacksonville State,Western Kentucky,True,True,False,False,False,False,False,False,False,False
g753,Miami-OH,Kent State,True,True,False,False,False,False,False,False,False,False
g754,Ball State,Ohio,True,True,False,False,False,False,False,False,False,False
g755,Eastern Michigan,Western Michigan,True,True,False,False,False,False,False,False,False,False
g756,Central Michigan,Buffalo,True,True,False,False,False,False,False,False,False,False
g757,Akron,Massachusetts,True,True,False,False,False,False,False,False,False,False
g758,Bowling Green,Toledo,True,True,False,False,False,False,False,False,False,False
g759,Arkansas State,Louisiana Tech,True,True,False,False,False,False,False,False,False,False
g760,Rice,Temple,True,True,False,False,False,False,False,False,False,False
g761,Iowa State,Central Florida,True,True,False,False,False,False,False,False,False,False
g762,Virginia Tech,Miami-FL,True,True,False,False,False,False,False,False,False,False
g763,UTEP,Air Force,True,True,False,False,False,False,False,False,False,False
g764,Chattanooga,Alabama,False,False,False,False,False,False,False,False,False,False
g765,UL-Monroe,Appalachian State,True,True,False,False,False,False,False,False,False,False
g766,Oklahoma State,Arizona State,True,True,False,False,False,False,False,False,False,False
g767,East Carolina,Army,True,True,False,False,False,False,False,False,False,False
g768,Samford,Auburn,False,False,False,False,False,False,False,False,False,False
g769,Texas Tech,Baylor,True,True,False,False,False,False,False,False,False,False
g770,San Diego State,Boise State,True,True,False,False,False,False,False,False,False,False
g771,Syracuse,Boston College,True,True,False,False,False,False,False,False,False,False
g772,Stanford,California,True,True,False,False,False,False,False,False,False,False
g773,Colorado,Cincinnati,True,True,False,False,False,False,False,False,False,False
g774,Old Dominion,Connecticut,True,True,False,False,False,False,False,False,False,False
g775,Clemson,Duke,True,True,False,False,False,False,False,False,False,False
g776,Vanderbilt,Florida,True,True,False,False,False,False,False,False,False,False
g777,South Florida,Florida Atlantic,True,True,False,False,False,False,False,False,False,False
g778,NC State,Florida State,True,True,False,False,False,False,False,False,False,False
g779,Colorado State,Fresno State,True,True,False,False,False,False,False,False,False,False
g780,Wake Forest,Georgia Tech,True,True,False,False,False,False,False,False,False,False
g781,Iowa,Illinois,True,True,False,False,False,False,False,False,False,False
g782,Missouri State,Jacksonville State,True,True,False,False,False,False,False,False,False,False
g783,BYU,Kansas,True,True,False,False,False,False,False,False,False,False
g784,Arizona,Kansas State,True,True,False,False,False,False,False,False,False,False
g785,Florida International,Kennesaw State,True,True,False,False,False,False,False,False,False,False
g786,Western Kentucky,Liberty,True,True,False,False,False,False,False,False,False,False
g787,Coastal Carolina,Louisiana,True,True,False,False,False,False,False,False,False,False
g788,Pittsburgh,Louisville,True,True,False,False,False,False,False,False,False,False
g789,Georgia State,Marshall,True,True,False,False,False,False,False,False,False,False
g790,UCLA,Michigan,True,True,False,False,False,False,False,False,False,False
g791,Oregon,Michigan State,True,True,False,False,False,False,False,False,False,False
g792,Northwestern,Minnesota,True,True,False,False,False,False,False,False,False,False
g793,Tennessee Tech,Mississippi State,False,False,False,False,False,False,False,False,False,False
g794,Kentucky,Missouri,True,True,False,False,False,False,False,False,False,False
g795,Memphis,Navy,True,True,False,False,False,False,False,False,False,False
g796,Ohio State,Nebraska,True,True,False,False,False,False,False,False,False,False
g797,Hawaii,Nevada,True,True,False,False,False,False,False,False,False,False
