season,week,date,game_id,case,team,opponent,team_side,role,spread,ats_margin,ats_result,team_overall,team_overall_rank,team_offense,team_offense_rank,team_defense,team_defense_rank,opponent_overall,opponent_overall_rank,opponent_offense,opponent_offense_rank,opponent_defense,opponent_defense_rank
2023,3,2023-09-16T20:00:00.000Z,401520245,High Defense RP vs Low Offense RP,Texas A&M,UL Monroe,home,Favorite,-36.5,7.5,W,80.0,7.0,82.0,8.0,77.0,19.0,52.0,113.0,39.0,124.0,66.0,55.0
2023,3,2023-09-16T23:00:00.000Z,401525835,High Defense RP vs Low Offense RP,Miami (OH),Cincinnati,away,Underdog,14.25,21.25,W,69.0,40.0,61.0,87.0,76.0,21.0,46.0,124.0,42.0,121.0,49.0,107.0
2023,3,2023-09-17T02:30:00.000Z,401525837,High Defense RP vs Low Offense RP,Kansas,Nevada,away,Favorite,-28.5,-21.5,L,85.0,2.0,91.0,1.0,80.0,10.0,53.0,108.0,53.0,105.0,54.0,89.0
2023,4,2023-09-23T20:00:00.000Z,401531423,High Defense RP vs Low Offense RP,Rice,South Florida,away,Favorite,-2.5,-15.5,L,73.0,21.0,72.0,42.0,74.0,28.0,56.0,95.0,46.0,116.0,67.0,50.0
2023,4,2023-09-23T21:00:00.000Z,401531876,High Defense RP vs Low Offense RP,South Alabama,Central Michigan,home,Favorite,-16.166666666666668,-20.166666666666668,L,77.0,13.0,71.0,50.0,82.0,5.0,66.0,52.0,51.0,110.0,80.0,8.0
2024,1,2024-08-30T00:00:00.000Z,401640998,High Defense RP vs Low Offense RP,Jacksonville State,Coastal Carolina,home,Favorite,-3.5,-31.5,L,69.0,29.0,61.0,69.0,77.0,11.0,45.0,114.0,44.0,112.0,46.0,111.0
2024,1,2024-08-30T00:00:00.000Z,401628448,High Defense RP vs Low Offense RP,Minnesota,North Carolina,home,Underdog,0.3333333333333333,-1.6666666666666667,L,71.0,19.0,68.0,44.0,74.0,17.0,37.0,127.0,37.0,122.0,36.0,122.0
2024,1,2024-08-30T23:00:00.000Z,401628328,High Defense RP vs Low Offense RP,Oklahoma,Temple,home,Favorite,-43.0,5.0,W,62.0,67.0,44.0,111.0,79.0,8.0,54.0,90.0,46.0,106.0,62.0,55.0
2024,1,2024-08-31T19:30:00.000Z,401628454,High Defense RP vs Low Offense RP,Nebraska,UTEP,home,Favorite,-27.5,5.5,W,77.0,3.0,76.0,23.0,78.0,9.0,45.0,112.0,42.0,116.0,48.0,107.0
2024,1,2024-08-31T19:30:00.000Z,401634304,High Defense RP vs Low Offense RP,Syracuse,Ohio,home,Favorite,-17.333333333333332,-1.3333333333333321,L,74.0,10.0,81.0,9.0,67.0,34.0,27.0,133.0,22.0,133.0,33.0,128.0
2024,2,2024-09-07T16:00:00.000Z,401628471,High Defense RP vs Low Offense RP,Rutgers,Akron,home,Favorite,-24.5,7.5,W,74.0,8.0,69.0,42.0,79.0,6.0,53.0,92.0,43.0,113.0,63.0,52.0
2024,2,2024-09-07T19:30:00.000Z,401645324,High Defense RP vs Low Offense RP,Navy,Temple,home,Favorite,-12.166666666666666,14.833333333333334,W,68.0,34.0,63.0,62.0,73.0,19.0,54.0,90.0,46.0,106.0,62.0,55.0
2024,2,2024-09-08T02:00:00.000Z,401628469,High Defense RP vs Low Offense RP,Oregon,Boise State,home,Favorite,-18.833333333333332,-15.833333333333332,L,69.0,28.0,68.0,45.0,70.0,27.0,59.0,81.0,46.0,108.0,71.0,23.0
2024,3,2024-09-14T19:30:00.000Z,401628358,High Defense RP vs Low Offense RP,Oklahoma,Tulane,home,Favorite,-13.333333333333334,1.666666666666666,W,62.0,67.0,44.0,111.0,79.0,8.0,50.0,98.0,47.0,104.0,53.0,83.0
2024,3,2024-09-14T23:00:00.000Z,401640999,High Defense RP vs Low Offense RP,Jacksonville State,Eastern Michigan,away,Favorite,-1.0,-4.0,L,69.0,29.0,61.0,69.0,77.0,11.0,46.0,107.0,45.0,109.0,47.0,108.0
2024,3,2024-09-14T23:30:00.000Z,401636866,High Defense RP vs Low Offense RP,TCU,UCF,home,Favorite,-2.1666666666666665,-3.1666666666666665,L,71.0,21.0,63.0,58.0,78.0,10.0,49.0,101.0,38.0,121.0,60.0,61.0
2024,3,2024-09-15T00:00:00.000Z,401628478,High Defense RP vs Low Offense RP,Virginia,Maryland,home,Favorite,-1.1666666666666667,-15.166666666666666,L,76.0,5.0,85.0,5.0,68.0,30.0,45.0,110.0,40.0,117.0,51.0,100.0
2024,4,2024-09-21T16:00:00.000Z,401643791,High Defense RP vs Low Offense RP,Louisiana,Tulane,home,Underdog,1.5,-6.5,L,73.0,13.0,73.0,31.0,73.0,20.0,50.0,98.0,47.0,104.0,53.0,83.0
2024,4,2024-09-21T18:00:00.000Z,401635558,High Defense RP vs Low Offense RP,Virginia,Coastal Carolina,away,Favorite,-3.5,15.5,W,76.0,5.0,85.0,5.0,68.0,30.0,45.0,114.0,44.0,112.0,46.0,111.0
2024,4,2024-09-21T19:00:00.000Z,401641000,High Defense RP vs Low Offense RP,Jacksonville State,Southern Miss,home,Favorite,-6.166666666666667,30.833333333333332,W,69.0,29.0,61.0,69.0,77.0,11.0,56.0,84.0,49.0,101.0,63.0,51.0
2024,4,2024-09-21T23:00:00.000Z,401628491,High Defense RP vs Low Offense RP,Northwestern,Washington,away,Underdog,11.833333333333334,-7.166666666666666,L,76.0,6.0,64.0,53.0,88.0,1.0,36.0,130.0,19.0,134.0,52.0,92.0
2024,4,2024-09-21T23:00:00.000Z,401643716,High Defense RP vs Low Offense RP,Wyoming,North Texas,away,Underdog,7.0,-20.0,L,62.0,63.0,57.0,79.0,67.0,33.0,54.0,91.0,42.0,115.0,66.0,39.0
2024,4,2024-09-21T23:30:00.000Z,401628369,High Defense RP vs Low Offense RP,Oklahoma,Tennessee,home,Underdog,6.0,-4.0,L,62.0,67.0,44.0,111.0,79.0,8.0,52.0,94.0,46.0,107.0,58.0,66.0
2025,1,2025-08-29T00:00:00.000Z,401752793,High Defense RP vs Low Offense RP,Minnesota,Buffalo,home,Favorite,-17.166666666666668,-4.166666666666668,L,62.0,40.0,50.0,83.0,73.0,11.0,57.0,67.0,41.0,105.0,73.0,9.0
2025,1,2025-08-30T16:00:00.000Z,401752676,High Defense RP vs Low Offense RP,Tennessee,Syracuse,home,Favorite,-13.5,5.5,W,58.0,58.0,49.0,87.0,67.0,22.0,50.0,90.0,37.0,115.0,62.0,34.0
2025,1,2025-08-30T23:30:00.000Z,401752808,High Defense RP vs Low Offense RP,Michigan,New Mexico,home,Favorite,-35.166666666666664,-18.166666666666664,L,64.0,29.0,63.0,47.0,64.0,28.0,27.0,135.0,29.0,128.0,25.0,133.0
2025,2,2025-09-06T16:00:00.000Z,401757227,High Defense RP vs Low Offense RP,Liberty,Jacksonville State,away,Favorite,-6.25,-16.25,L,66.0,15.0,61.0,56.0,72.0,13.0,28.0,133.0,37.0,114.0,19.0,136.0
2025,2,2025-09-06T19:30:00.000Z,401762461,High Defense RP vs Low Offense RP,North Texas,Western Michigan,away,Favorite,-12.25,-9.25,L,53.0,79.0,43.0,103.0,64.0,30.0,37.0,123.0,24.0,132.0,49.0,90.0
2025,2,2025-09-07T02:15:00.000Z,401752948,High Defense RP vs Low Offense RP,San Diego State,Washington State,away,Underdog,2.25,-20.75,L,52.0,82.0,33.0,123.0,72.0,14.0,27.0,134.0,29.0,129.0,26.0,131.0
2025,3,2025-09-13T17:00:00.000Z,401752702,High Defense RP vs Low Offense RP,Missouri,Louisiana,home,Favorite,-27.5,14.5,W,60.0,51.0,44.0,100.0,76.0,5.0,41.0,114.0,41.0,107.0,41.0,113.0
2025,3,2025-09-13T19:30:00.000Z,401752705,High Defense RP vs Low Offense RP,Tennessee,Georgia,home,Underdog,3.5,0.5,W,58.0,58.0,49.0,87.0,67.0,22.0,45.0,105.0,41.0,108.0,48.0,93.0
2025,3,2025-09-13T19:30:00.000Z,401752949,High Defense RP vs Low Offense RP,North Texas,Washington State,home,Favorite,-6.5,42.5,W,53.0,79.0,43.0,103.0,64.0,30.0,27.0,134.0,29.0,129.0,26.0,131.0
2025,3,2025-09-13T23:00:00.000Z,401752829,High Defense RP vs Low Offense RP,Illinois,Western Michigan,home,Favorite,-27.5,10.5,W,76.0,3.0,78.0,5.0,75.0,8.0,37.0,123.0,24.0,132.0,49.0,90.0
2025,4,2025-09-20T16:00:00.000Z,401762469,High Defense RP vs Low Offense RP,North Texas,Army,away,Favorite,-2.5,4.5,W,53.0,79.0,43.0,103.0,64.0,30.0,51.0,86.0,34.0,119.0,67.0,21.0
2025,4,2025-09-20T16:00:00.000Z,401754537,High Defense RP vs Low Offense RP,Clemson,Syracuse,home,Favorite,-17.5,-30.5,L,81.0,1.0,86.0,1.0,75.0,7.0,50.0,90.0,37.0,115.0,62.0,34.0
2025,4,2025-09-20T16:45:00.000Z,401752715,High Defense RP vs Low Offense RP,Tennessee,UAB,home,Favorite,-39.0,-7.0,L,58.0,58.0,49.0,87.0,67.0,22.0,39.0,120.0,38.0,112.0,40.0,114.0
2025,4,2025-09-20T19:00:00.000Z,401752841,High Defense RP vs Low Offense RP,Oregon State,Oregon,away,Underdog,34.0,0.0,P,62.0,39.0,57.0,69.0,66.0,24.0,43.0,109.0,41.0,109.0,46.0,101.0
2025,4,2025-09-20T19:30:00.000Z,401752848,High Defense RP vs Low Offense RP,Notre Dame,Purdue,home,Favorite,-24.5,1.5,W,57.0,62.0,49.0,88.0,66.0,23.0,32.0,127.0,27.0,130.0,37.0,118.0
2025,4,2025-09-20T19:30:00.000Z,401761613,High Defense RP vs Low Offense RP,Troy,Buffalo,away,Underdog,5.833333333333333,9.833333333333332,W,66.0,19.0,64.0,43.0,68.0,19.0,57.0,67.0,41.0,105.0,73.0,9.0
2025,4,2025-09-20T19:30:00.000Z,401752711,High Defense RP vs Low Offense RP,Tulane,Ole Miss,away,Underdog,12.166666666666666,-22.833333333333336,L,56.0,70.0,48.0,90.0,63.0,32.0,42.0,113.0,39.0,111.0,45.0,104.0
