season,team,opponent,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_changed_conference,opponent_changed_conference,team_previous_conference,opponent_previous_conference,team_years_since_move,opponent_years_since_move
2021,Navy,Houston,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,South Carolina,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Kentucky,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Oklahoma State,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Kansas State,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Louisiana Tech,North Texas,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,North Texas,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Tennessee,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Georgia Tech,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,North Carolina,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Alabama,Southern Miss,SEC,Conference USA,P4,G6,P4_vs_G6,False,False,,,,
2021,Southern Miss,Alabama,Conference USA,SEC,G6,P4,G6_vs_P4,False,False,,,,
2021,Army,Miami (OH),Independent,MAC,Independent,G6,Other,False,False,,,,
2021,Miami (OH),Army,MAC,Independent,G6,Independent,Other,False,False,,,,
2021,Oklahoma,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,West Virginia,Oklahoma,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Ohio State,Akron,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,,,,
2021,Akron,Ohio State,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,,,,
2021,Tulane,UAB,American,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,UAB,Tulane,Conference USA,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Boston College,Missouri,ACC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Missouri,Boston College,SEC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Western Kentucky,Indiana,Conference USA,Big Ten,G6,P4,G6_vs_P4,False,False,,,,
2021,Indiana,Western Kentucky,Big Ten,Conference USA,P4,G6,P4_vs_G6,False,False,,,,
2021,New Mexico State,Hawai'i,Independent,Mountain West,Independent,G6,Other,False,False,,,,
2021,Hawai'i,New Mexico State,Mountain West,Independent,G6,Independent,Other,False,False,,,,
2021,Air Force,Florida Atlantic,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida Atlantic,Air Force,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,UL Monroe,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Troy,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,UTEP,New Mexico,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,New Mexico,UTEP,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Mississippi State,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,LSU,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Vanderbilt,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Georgia,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Central Michigan,Florida International,MAC,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida International,Central Michigan,Conference USA,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Texas,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Texas Tech,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,BYU,South Florida,Independent,American,Independent,G6,Other,False,False,,,,
2021,South Florida,BYU,American,Independent,G6,Independent,Other,False,False,,,,
2021,TCU,SMU,Big 12,American,P4,G6,P4_vs_G6,False,False,,,,
2021,SMU,TCU,American,Big 12,G6,P4,G6_vs_P4,False,False,,,,
2021,Wisconsin,Notre Dame,Big Ten,Independent,P4,Independent,Other,False,False,,,,
2021,Notre Dame,Wisconsin,Independent,Big Ten,Independent,P4,Other,False,False,,,,
2021,Minnesota,Bowling Green,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,,,,
2021,Bowling Green,Minnesota,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,,,,
2021,Northwestern,Ohio,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,,,,
2021,Ohio,Northwestern,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,,,,
2021,Coastal Carolina,Massachusetts,Sun Belt,Independent,G6,Independent,Other,False,False,,,,
2021,Massachusetts,Coastal Carolina,Independent,Sun Belt,Independent,G6,Other,False,False,,,,
2021,Ball State,Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Toledo,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Western Michigan,San José State,MAC,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,San José State,Western Michigan,Mountain West,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Eastern Michigan,Texas State,MAC,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Texas State,Eastern Michigan,Sun Belt,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Miami,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Virginia,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Miami (OH),Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Central Michigan,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,South Carolina,Troy,SEC,Sun Belt,P4,G6,P4_vs_G6,False,False,,,,
2021,Troy,South Carolina,Sun Belt,SEC,G6,P4,G6_vs_P4,False,False,,,,
2021,Kent State,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Bowling Green,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Akron,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Ohio,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Tulsa,Houston,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Houston,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,East Carolina,Tulane,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Tulane,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Alabama,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Ole Miss,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Navy,UCF,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,UCF,Navy,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,West Virginia,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Texas Tech,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Maryland,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Iowa,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Kansas State,Oklahoma,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Oklahoma,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Florida Atlantic,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida International,Florida Atlantic,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Utah State,BYU,Mountain West,Independent,G6,Independent,Other,False,False,,,,
2021,BYU,Utah State,Independent,Mountain West,Independent,G6,Other,False,False,,,,
2021,Rutgers,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Ohio State,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Boise State,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Nevada,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida State,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Syracuse,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Massachusetts,Toledo,Independent,MAC,Independent,G6,Other,False,False,,,,
2021,Toledo,Massachusetts,MAC,Independent,G6,Independent,Other,False,False,,,,
2021,SMU,South Florida,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,South Florida,SMU,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Georgia Southern,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Arkansas State,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Ball State,Army,MAC,Independent,G6,Independent,Other,False,False,,,,
2021,Army,Ball State,Independent,MAC,Independent,G6,Other,False,False,,,,
2021,Wisconsin,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Michigan,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,UTSA,UNLV,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,UNLV,UTSA,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,NC State,Louisiana Tech,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,,,,
2021,Louisiana Tech,NC State,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,,,,
2021,Missouri,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Tennessee,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Kentucky,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Florida,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Rice,Southern Miss,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Southern Miss,Rice,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Georgia Tech,Pittsburgh,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Pittsburgh,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,New Mexico,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Air Force,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Middle Tennessee,Marshall,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Marshall,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,UAB,Liberty,Conference USA,Independent,G6,Independent,Other,False,False,,,,
2021,Liberty,UAB,Independent,Conference USA,Independent,G6,Other,False,False,,,,
2021,North Carolina,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Duke,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Oklahoma State,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Baylor,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Texas A&M,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Mississippi State,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Georgia,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Arkansas,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Iowa State,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Kansas,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Clemson,Boston College,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Boston College,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Illinois,Charlotte,Big Ten,Conference USA,P4,G6,P4_vs_G6,False,False,,,,
2021,Charlotte,Illinois,Conference USA,Big Ten,G6,P4,G6_vs_P4,False,False,,,,
2021,Penn State,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Indiana,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Michigan State,Western Kentucky,Big Ten,Conference USA,P4,G6,P4_vs_G6,False,False,,,,
2021,Western Kentucky,Michigan State,Conference USA,Big Ten,G6,P4,G6_vs_P4,False,False,,,,
2021,Purdue,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Minnesota,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Vanderbilt,UConn,SEC,Independent,P4,Independent,Other,False,False,,,,
2021,UConn,Vanderbilt,Independent,SEC,Independent,P4,Other,False,False,,,,
2021,Nebraska,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Northwestern,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,South Alabama,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Louisiana,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Buffalo,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Western Michigan,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,LSU,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Auburn,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,UTEP,Old Dominion,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Old Dominion,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Temple,Memphis,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Memphis,Temple,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,San José State,New Mexico State,Mountain West,Independent,G6,Independent,Other,False,False,,,,
2021,New Mexico State,San José State,Independent,Mountain West,Independent,G6,Other,False,False,,,,
2021,Hawai'i,Fresno State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Fresno State,Hawai'i,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,TCU,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Texas,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Wake Forest,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Louisville,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Georgia State,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,App State,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Coastal Carolina,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,UL Monroe,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Notre Dame,Cincinnati,Independent,American,Independent,G6,Other,False,False,,,,
2021,Cincinnati,Notre Dame,American,Independent,G6,Independent,Other,False,False,,,,
2021,Northern Illinois,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Eastern Michigan,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Tulane,Houston,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Houston,Tulane,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Louisville,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Virginia,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Illinois,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Wisconsin,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,North Carolina,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Florida State,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Liberty,Middle Tennessee,Independent,Conference USA,Independent,G6,Other,False,False,,,,
2021,Middle Tennessee,Liberty,Conference USA,Independent,G6,Independent,Other,False,False,,,,
2021,Arkansas State,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Coastal Carolina,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,UAB,Florida Atlantic,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida Atlantic,UAB,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Western Michigan,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Ball State,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Cincinnati,Temple,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Temple,Cincinnati,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,BYU,Boise State,Independent,Mountain West,Independent,G6,Other,False,False,,,,
2021,Boise State,BYU,Mountain West,Independent,G6,Independent,Other,False,False,,,,
2021,Ohio,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Central Michigan,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Eastern Michigan,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Miami (OH),Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Colorado State,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,San José State,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Navy,SMU,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,SMU,Navy,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Massachusetts,UConn,Independent,Independent,Independent,Independent,Other,False,False,,,,
2021,UConn,Massachusetts,Independent,Independent,Independent,Independent,Other,False,False,,,,
2021,Florida International,Charlotte,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Charlotte,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Syracuse,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Wake Forest,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Auburn,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Georgia,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Iowa,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Penn State,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Missouri,North Texas,SEC,Conference USA,P4,G6,P4_vs_G6,False,False,,,,
2021,North Texas,Missouri,Conference USA,SEC,G6,P4,G6_vs_P4,False,False,,,,
2021,UCF,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,East Carolina,UCF,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Texas State,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,South Alabama,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Air Force,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Wyoming,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Kent State,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Buffalo,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Ohio State,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Maryland,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Troy,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Georgia Southern,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Texas Tech,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,TCU,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Southern Miss,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,UTEP,Southern Miss,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Texas,Oklahoma,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Oklahoma,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Western Kentucky,UTSA,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,UTSA,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Nebraska,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Michigan,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Kentucky,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,LSU,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Virginia Tech,Notre Dame,ACC,Independent,P4,Independent,Other,False,False,,,,
2021,Notre Dame,Virginia Tech,Independent,ACC,Independent,P4,Other,False,False,,,,
2021,Texas A&M,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Alabama,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Rutgers,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Michigan State,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Bowling Green,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Akron,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Florida,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Vanderbilt,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Tennessee,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,South Carolina,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Baylor,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,West Virginia,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Ole Miss,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Arkansas,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Toledo,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Northern Illinois,Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,,,,
2021,Duke,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Georgia Tech,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Marshall,Old Dominion,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Old Dominion,Marshall,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,UL Monroe,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Georgia State,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,San Diego State,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,New Mexico,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Tulsa,Memphis,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Memphis,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Nevada,New Mexico State,Mountain West,Independent,G6,Independent,Other,False,False,,,,
2021,New Mexico State,Nevada,Independent,Mountain West,Independent,G6,Other,False,False,,,,
2021,Louisiana,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,App State,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,UTEP,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Louisiana Tech,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Boise State,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Air Force,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Memphis,Navy,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Navy,Memphis,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,South Alabama,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Georgia Southern,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,,,
2021,Nevada,Hawai'i,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Hawai'i,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Syracuse,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,Clemson,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,False,False,,,,
2021,North Texas,Marshall,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,Marshall,North Texas,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,,,
2021,San José State,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,San Diego State,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,,,,
2021,Northwestern,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Rutgers,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Minnesota,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Nebraska,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,,,,
2021,Missouri,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Texas A&M,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,LSU,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Florida,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Arkansas,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Auburn,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,,,,
2021,Cincinnati,UCF,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,UCF,Cincinnati,American,American,G6,G6,G6_vs_G6,False,False,,,,
2021,Texas,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,Oklahoma State,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,,,,
2021,South Florida,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,,,,
