test,case,threshold,role,games,ats_w,ats_l,ats_p,avg_ats_margin,avg_spread,median_spread,ats_pct,ats_record,spread_bucket,abs_avg_ats_margin
off_vs_def_gap_gap_25_spread_bucket,off_vs_def_gap,gap_25+,Favorite,26,12,13,1,0.27756410256410263,-4.683974358974359,-5.583333333333333,0.48,12-13-1,favorite_1_to_7,0.27756410256410263
percentile_top33_bottom33_offense_high_vs_def_low_spread_bucket,offense_high_vs_def_low,top33_bottom33,Favorite,26,13,13,0,0.07756410256410294,-31.61474358974359,-32.33333333333333,0.5,13-13-0,favorite_22plus,0.07756410256410294
percentile_top40_bottom40_offense_high_vs_def_low_spread_bucket,offense_high_vs_def_low,top40_bottom40,Underdog,26,14,12,0,-0.30641025641025643,4.078205128205128,3.333333333333333,0.5384615384615384,14-12-0,underdog_1_to_7,0.30641025641025643
percentile_top35_bottom35_overall_high_low_spread_bucket,overall_high_low,top35_bottom35,Favorite,25,12,13,0,-0.5676666666666663,-31.567666666666668,-31.0,0.48,12-13-0,favorite_22plus,0.5676666666666663
off_vs_def_gap_gap_15_spread_bucket,off_vs_def_gap,gap_15+,Underdog,25,12,13,0,-1.5513333333333332,10.608666666666668,10.166666666666666,0.48,12-13-0,underdog_8_to_14,1.5513333333333332
off_vs_def_gap_gap_20_spread_bucket,off_vs_def_gap,gap_20+,Underdog,25,11,14,0,-1.9426666666666665,3.8573333333333335,3.0,0.44,11-14-0,underdog_1_to_7,1.9426666666666665
percentile_top40_bottom40_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top40_bottom40,Favorite,24,13,11,0,-0.5649305555555554,-31.73159722222222,-31.166666666666664,0.5416666666666666,13-11-0,favorite_22plus,0.5649305555555554
percentile_top33_bottom33_offense_high_vs_def_low,offense_high_vs_def_low,top33_bottom33,Underdog,24,10,14,0,-2.1354166666666665,7.697916666666667,3.75,0.4166666666666667,10-14-0,,2.1354166666666665
off_vs_def_gap_gap_20_spread_bucket,off_vs_def_gap,gap_20+,Favorite,24,12,12,0,-2.543402777777778,-17.54340277777778,-17.416666666666664,0.5,12-12-0,favorite_15_to_21,2.543402777777778
def_vs_off_gap_gap_25_spread_bucket,def_vs_off_gap,gap_25+,Favorite,23,15,8,0,2.0228260869565218,-31.585869565217394,-29.166666666666668,0.6521739130434783,15-8-0,favorite_22plus,2.0228260869565218
def_vs_off_gap_gap_20_spread_bucket,def_vs_off_gap,gap_20+,Favorite,23,10,13,0,-0.21811594202898585,-3.8268115942028986,-3.5,0.43478260869565216,10-13-0,favorite_1_to_7,0.21811594202898585
percentile_top33_bottom33_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top33_bottom33,Favorite,23,10,12,1,-0.2239130434782611,-4.528260869565218,-4.833333333333333,0.45454545454545453,10-12-1,favorite_1_to_7,0.2239130434782611
percentile_top35_bottom35_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top35_bottom35,Favorite,23,10,12,1,-0.2239130434782611,-4.528260869565218,-4.833333333333333,0.45454545454545453,10-12-1,favorite_1_to_7,0.2239130434782611
overall_gap_gap_15_spread_bucket,overall_gap,gap_15+,Favorite,23,12,11,0,-1.4293478260869572,-18.081521739130434,-17.666666666666668,0.5217391304347826,12-11-0,favorite_15_to_21,1.4293478260869572
overall_gap_gap_10_spread_bucket,overall_gap,gap_10+,Favorite,23,12,11,0,-1.9746376811594202,-11.322463768115943,-11.666666666666666,0.5217391304347826,12-11-0,favorite_8_to_14,1.9746376811594202
percentile_top33_bottom33_overall_high_low,overall_high_low,top33_bottom33,Underdog,23,8,14,1,-3.0304347826086957,13.665217391304349,11.833333333333334,0.36363636363636365,8-14-1,,3.0304347826086957
percentile_top30_bottom30_defense_high_vs_off_low,defense_high_vs_off_low,top30_bottom30,Underdog,23,8,14,1,-3.930434782608696,12.808695652173913,7.0,0.36363636363636365,8-14-1,,3.930434782608696
percentile_top30_bottom30_offense_high_vs_def_low_spread_bucket,offense_high_vs_def_low,top30_bottom30,Favorite,22,11,11,0,0.4003787878787882,-31.372348484848484,-32.33333333333333,0.5,11-11-0,favorite_22plus,0.4003787878787882
percentile_top33_bottom33_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top33_bottom33,Favorite,22,13,9,0,0.12613636363636374,-32.32840909090909,-34.20833333333333,0.5909090909090909,13-9-0,favorite_22plus,0.12613636363636374
percentile_top35_bottom35_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top35_bottom35,Favorite,22,13,9,0,0.12613636363636374,-32.32840909090909,-34.20833333333333,0.5909090909090909,13-9-0,favorite_22plus,0.12613636363636374
def_vs_off_gap_gap_15_spread_bucket,def_vs_off_gap,gap_15+,Favorite,22,12,10,0,0.020075757575757244,-18.52537878787879,-18.333333333333336,0.5454545454545454,12-10-0,favorite_15_to_21,0.020075757575757244
overall_gap_gap_30,overall_gap,gap_30+,Favorite,22,10,12,0,-1.8098484848484844,-22.900757575757577,-22.666666666666664,0.45454545454545453,10-12-0,,1.8098484848484844
percentile_top33_bottom33_overall_high_low_spread_bucket,overall_high_low,top33_bottom33,Favorite,22,10,12,0,-2.175378787878788,-32.26628787878788,-33.666666666666664,0.45454545454545453,10-12-0,favorite_22plus,2.175378787878788
overall_gap_gap_20,overall_gap,gap_20+,Underdog,21,8,13,0,-1.9761904761904758,12.023809523809524,9.333333333333334,0.38095238095238093,8-13-0,,1.9761904761904758
def_vs_off_gap_gap_25,def_vs_off_gap,gap_25+,Underdog,21,8,12,1,-2.142857142857143,12.095238095238095,7.0,0.4,8-12-1,,2.142857142857143
percentile_top40_bottom40_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top40_bottom40,Underdog,21,10,11,0,-2.365079365079365,4.444444444444445,4.5,0.47619047619047616,10-11-0,underdog_1_to_7,2.365079365079365
def_vs_off_gap_gap_10_spread_bucket,def_vs_off_gap,gap_10+,Favorite,21,10,11,0,-7.77579365079365,-11.823412698412698,-12.25,0.47619047619047616,10-11-0,favorite_8_to_14,7.77579365079365
overall_gap_gap_15_spread_bucket,overall_gap,gap_15+,Underdog,20,10,10,0,-0.20249999999999985,3.9975,3.458333333333333,0.5,10-10-0,underdog_1_to_7,0.20249999999999985
overall_gap_gap_10_spread_bucket,overall_gap,gap_10+,Underdog,20,12,8,0,-0.24750000000000022,10.9025,10.833333333333332,0.6,12-8-0,underdog_8_to_14,0.24750000000000022
percentile_top35_bottom35_overall_high_low_spread_bucket,overall_high_low,top35_bottom35,Favorite,20,9,10,1,-1.1158333333333332,-4.6658333333333335,-6.0,0.47368421052631576,9-10-1,favorite_1_to_7,1.1158333333333332
percentile_top30_bottom30_overall_high_low_spread_bucket,overall_high_low,top30_bottom30,Favorite,20,10,10,0,-1.2470833333333329,-31.99708333333333,-33.666666666666664,0.5,10-10-0,favorite_22plus,1.2470833333333329
percentile_top40_bottom40_offense_high_vs_def_low_spread_bucket,offense_high_vs_def_low,top40_bottom40,Favorite,20,8,11,1,-1.81,-4.96,-6.0,0.42105263157894735,8-11-1,favorite_1_to_7,1.81
off_vs_def_gap_gap_30,off_vs_def_gap,gap_30+,Underdog,20,8,12,0,-2.3666666666666663,9.533333333333333,8.25,0.4,8-12-0,,2.3666666666666663
off_vs_def_gap_gap_30_spread_bucket,off_vs_def_gap,gap_30+,Favorite,19,10,9,0,1.2399122807017549,-32.602192982456145,-33.666666666666664,0.5263157894736842,10-9-0,favorite_22plus,1.2399122807017549
def_vs_off_gap_gap_20_spread_bucket,def_vs_off_gap,gap_20+,Underdog,19,10,9,0,0.3026315789473684,4.407894736842105,4.333333333333333,0.5263157894736842,10-9-0,underdog_1_to_7,0.3026315789473684
percentile_top30_bottom30_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top30_bottom30,Favorite,19,8,11,0,0.19210526315789467,-4.281578947368421,-3.8333333333333335,0.42105263157894735,8-11-0,favorite_1_to_7,0.19210526315789467
percentile_top30_bottom30_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top30_bottom30,Favorite,19,11,8,0,-0.018859649122806882,-32.59780701754386,-34.75,0.5789473684210527,11-8-0,favorite_22plus,0.018859649122806882
percentile_top30_bottom30_offense_high_vs_def_low,offense_high_vs_def_low,top30_bottom30,Underdog,19,9,10,0,-0.46929824561403494,8.478070175438598,4.5,0.47368421052631576,9-10-0,,0.46929824561403494
def_vs_off_gap_gap_25_spread_bucket,def_vs_off_gap,gap_25+,Favorite,18,8,10,0,0.48055555555555557,-3.8527777777777774,-3.166666666666667,0.4444444444444444,8-10-0,favorite_1_to_7,0.48055555555555557
overall_gap_gap_25_spread_bucket,overall_gap,gap_25+,Favorite,18,10,8,0,0.4407407407407413,-31.39259259259259,-30.083333333333336,0.5555555555555556,10-8-0,favorite_22plus,0.4407407407407413
off_vs_def_gap_gap_20_spread_bucket,off_vs_def_gap,gap_20+,Underdog,18,7,11,0,-2.8222222222222224,10.844444444444443,10.5,0.3888888888888889,7-11-0,underdog_8_to_14,2.8222222222222224
off_vs_def_gap_gap_25_spread_bucket,off_vs_def_gap,gap_25+,Favorite,18,9,9,0,-2.9953703703703707,-17.49537037037037,-17.0,0.5,9-9-0,favorite_15_to_21,2.9953703703703707
percentile_top33_bottom33_overall_high_low_spread_bucket,overall_high_low,top33_bottom33,Favorite,18,7,10,1,-3.536111111111111,-4.480555555555556,-4.916666666666667,0.4117647058823529,7-10-1,favorite_1_to_7,3.536111111111111
def_vs_off_gap_gap_10_spread_bucket,def_vs_off_gap,gap_10+,Underdog,17,9,7,1,3.086764705882353,29.675,28.333333333333332,0.5625,9-7-1,underdog_22plus,3.086764705882353
off_vs_def_gap_gap_20_spread_bucket,off_vs_def_gap,gap_20+,Favorite,17,11,6,0,3.0808823529411766,-10.977941176470589,-11.5,0.6470588235294118,11-6-0,favorite_8_to_14,3.0808823529411766
off_vs_def_gap_gap_30_spread_bucket,off_vs_def_gap,gap_30+,Favorite,17,8,8,1,-0.4431372549019609,-4.913725490196079,-6.0,0.5,8-8-1,favorite_1_to_7,0.4431372549019609
percentile_top40_bottom40_overall_high_low_spread_bucket,overall_high_low,top40_bottom40,Favorite,17,9,8,0,-0.4558823529411767,-18.044117647058822,-17.666666666666668,0.5294117647058824,9-8-0,favorite_15_to_21,0.4558823529411767
percentile_top40_bottom40_offense_high_vs_def_low_spread_bucket,offense_high_vs_def_low,top40_bottom40,Favorite,17,8,9,0,-1.2279411764705883,-17.698529411764707,-17.625,0.47058823529411764,8-9-0,favorite_15_to_21,1.2279411764705883
off_vs_def_gap_gap_10_spread_bucket,off_vs_def_gap,gap_10+,Underdog,17,8,8,1,-1.316176470588235,29.50735294117647,28.5,0.5,8-8-1,underdog_22plus,1.316176470588235
off_vs_def_gap_gap_25_spread_bucket,off_vs_def_gap,gap_25+,Underdog,17,7,10,0,-3.481372549019607,4.283333333333333,3.1666666666666665,0.4117647058823529,7-10-0,underdog_1_to_7,3.481372549019607
percentile_top35_bottom35_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top35_bottom35,Favorite,17,7,10,0,-4.205392156862746,-18.675980392156863,-18.666666666666668,0.4117647058823529,7-10-0,favorite_15_to_21,4.205392156862746
percentile_top40_bottom40_defense_high_vs_off_low_spread_bucket,defense_high_vs_off_low,top40_bottom40,Favorite,17,7,10,0,-4.205392156862746,-18.675980392156863,-18.666666666666668,0.4117647058823529,7-10-0,favorite_15_to_21,4.205392156862746
def_vs_off_gap_gap_15_spread_bucket,def_vs_off_gap,gap_15+,Underdog,16,9,6,1,3.9463541666666666,30.071354166666666,28.416666666666664,0.6,9-6-1,underdog_22plus,3.9463541666666666
