season,team,raw_team,overall_returning_production,offense_returning_production,defense_returning_production,overall_rank,offense_rank,defense_rank,source
2023,Tulane,Tulane,71.0,73.0,68.0,24,31,40,derived_from_2023_2025_game_file
2023,Tulsa,Tulsa,40.0,41.0,38.0,105,103,105,derived_from_2023_2025_game_file
2023,UAB,UAB,39.0,36.0,42.0,107,106,100,derived_from_2023_2025_game_file
2023,UCLA,UCLA,64.0,54.0,75.0,53,88,20,derived_from_2023_2025_game_file
2023,UConn,UConn,80.0,89.0,71.0,5,2,32,derived_from_2023_2025_game_file
2023,UL Monroe,UL Monroe,52.0,39.0,66.0,93,105,45,derived_from_2023_2025_game_file
2023,UNLV,UNLV,69.0,71.0,66.0,32,41,45,derived_from_2023_2025_game_file
2023,USC,USC,76.0,75.0,78.0,12,27,12,derived_from_2023_2025_game_file
2023,UTEP,UTEP,65.0,67.0,63.0,47,52,57,derived_from_2023_2025_game_file
2023,UTSA,UTSA,52.0,56.0,48.0,93,84,93,derived_from_2023_2025_game_file
2023,Utah,Utah,76.0,83.0,69.0,12,5,38,derived_from_2023_2025_game_file
2023,Vanderbilt,Vanderbilt,65.0,73.0,56.0,47,31,71,derived_from_2023_2025_game_file
2023,Virginia,Virginia,52.0,40.0,64.0,93,104,54,derived_from_2023_2025_game_file
2023,Virginia Tech,Virginia Tech,69.0,73.0,65.0,32,31,50,derived_from_2023_2025_game_file
2023,Wake Forest,Wake Forest,52.0,46.0,59.0,93,97,65,derived_from_2023_2025_game_file
2023,Washington,Washington,73.0,74.0,73.0,17,30,26,derived_from_2023_2025_game_file
2023,Washington State,Washington State,62.0,73.0,50.0,68,31,85,derived_from_2023_2025_game_file
2023,West Virginia,West Virginia,64.0,60.0,68.0,53,74,40,derived_from_2023_2025_game_file
2023,Western Kentucky,Western Kentucky,55.0,68.0,41.0,86,49,102,derived_from_2023_2025_game_file
2023,Western Michigan,Western Michigan,49.0,67.0,31.0,102,52,108,derived_from_2023_2025_game_file
2023,Wisconsin,Wisconsin,72.0,75.0,68.0,21,27,40,derived_from_2023_2025_game_file
2023,Wyoming,Wyoming,83.0,82.0,84.0,3,6,3,derived_from_2023_2025_game_file
2024,Air Force,Air Force,25.0,28.0,23.0,108,104,108,derived_from_2023_2025_game_file
2024,Akron,Akron,53.0,43.0,63.0,73,92,36,derived_from_2023_2025_game_file
2024,Alabama,Alabama,44.0,56.0,33.0,93,65,102,derived_from_2023_2025_game_file
2024,Arizona,Arizona,66.0,70.0,62.0,31,29,40,derived_from_2023_2025_game_file
2024,Arkansas,Arkansas,46.0,50.0,41.0,85,79,93,derived_from_2023_2025_game_file
2024,Army,Army,47.0,58.0,37.0,84,60,98,derived_from_2023_2025_game_file
2024,Auburn,Auburn,65.0,74.0,55.0,37,21,61,derived_from_2023_2025_game_file
2024,BYU,BYU,65.0,68.0,63.0,37,34,36,derived_from_2023_2025_game_file
2024,Baylor,Baylor,66.0,71.0,62.0,31,27,40,derived_from_2023_2025_game_file
2024,Boise State,Boise State,59.0,46.0,71.0,61,84,14,derived_from_2023_2025_game_file
2024,Boston College,Boston College,67.0,80.0,53.0,29,9,66,derived_from_2023_2025_game_file
2024,Bowling Green,Bowling Green,48.0,52.0,45.0,82,75,90,derived_from_2023_2025_game_file
2024,Buffalo,Buffalo,29.0,31.0,28.0,106,103,106,derived_from_2023_2025_game_file
2024,California,California,73.0,79.0,66.0,8,11,25,derived_from_2023_2025_game_file
2024,Central Michigan,Central Michigan,65.0,63.0,68.0,37,43,20,derived_from_2023_2025_game_file
2024,Charlotte,Charlotte,61.0,65.0,57.0,53,39,53,derived_from_2023_2025_game_file
2024,Cincinnati,Cincinnati,62.0,68.0,57.0,47,34,53,derived_from_2023_2025_game_file
2024,Clemson,Clemson,64.0,79.0,49.0,42,11,81,derived_from_2023_2025_game_file
2024,Coastal Carolina,Coastal Carolina,45.0,44.0,46.0,88,90,88,derived_from_2023_2025_game_file
2024,Duke,Duke,55.0,53.0,57.0,67,73,53,derived_from_2023_2025_game_file
2024,East Carolina,East Carolina,65.0,77.0,52.0,37,16,71,derived_from_2023_2025_game_file
2024,Eastern Michigan,Eastern Michigan,46.0,45.0,47.0,85,88,86,derived_from_2023_2025_game_file
2024,Florida,Florida,68.0,70.0,66.0,25,29,25,derived_from_2023_2025_game_file
2024,Florida State,Florida State,58.0,56.0,60.0,64,65,45,derived_from_2023_2025_game_file
2024,Georgia,Georgia,65.0,76.0,55.0,37,18,61,derived_from_2023_2025_game_file
2024,Georgia Tech,Georgia Tech,66.0,83.0,49.0,31,6,81,derived_from_2023_2025_game_file
2024,Hawaii,Hawaii,55.0,60.0,49.0,67,56,81,derived_from_2023_2025_game_file
2024,Houston,Houston,61.0,59.0,63.0,53,57,36,derived_from_2023_2025_game_file
2024,Illinois,Illinois,62.0,58.0,65.0,47,60,30,derived_from_2023_2025_game_file
2024,Indiana,Indiana,56.0,59.0,53.0,65,57,66,derived_from_2023_2025_game_file
2024,Iowa,Iowa,69.0,80.0,58.0,21,9,49,derived_from_2023_2025_game_file
2024,Jacksonville State,Jacksonville State,69.0,61.0,77.0,21,51,8,derived_from_2023_2025_game_file
2024,James Madison,James Madison,39.0,40.0,38.0,101,96,96,derived_from_2023_2025_game_file
2024,Kansas,Kansas,59.0,62.0,56.0,61,48,59,derived_from_2023_2025_game_file
2024,Kentucky,Kentucky,49.0,45.0,52.0,80,88,71,derived_from_2023_2025_game_file
2024,LSU,LSU,63.0,55.0,71.0,45,68,14,derived_from_2023_2025_game_file
2024,Liberty,Liberty,60.0,63.0,57.0,58,43,53,derived_from_2023_2025_game_file
2024,Louisiana,Louisiana,73.0,73.0,73.0,8,25,12,derived_from_2023_2025_game_file
2024,Louisiana Tech,Louisiana Tech,41.0,46.0,35.0,96,84,100,derived_from_2023_2025_game_file
2024,Louisville,Louisville,66.0,53.0,79.0,31,73,3,derived_from_2023_2025_game_file
2024,Marshall,Marshall,62.0,67.0,57.0,47,38,53,derived_from_2023_2025_game_file
2024,Maryland,Maryland,45.0,40.0,51.0,88,96,77,derived_from_2023_2025_game_file
2024,Memphis,Memphis,69.0,74.0,65.0,21,21,30,derived_from_2023_2025_game_file
2024,Miami,Miami,66.0,79.0,53.0,31,11,66,derived_from_2023_2025_game_file
2024,Miami (OH),Miami (OH),74.0,79.0,70.0,5,11,17,derived_from_2023_2025_game_file
2024,Michigan,Michigan,36.0,24.0,47.0,103,106,86,derived_from_2023_2025_game_file
2024,Middle Tennessee,Middle Tennessee,45.0,57.0,32.0,88,62,104,derived_from_2023_2025_game_file
2024,Minnesota,Minnesota,71.0,68.0,74.0,14,34,10,derived_from_2023_2025_game_file
2024,Missouri,Missouri,68.0,79.0,58.0,25,11,49,derived_from_2023_2025_game_file
2024,Navy,Navy,68.0,63.0,73.0,25,43,12,derived_from_2023_2025_game_file
2024,Nebraska,Nebraska,77.0,76.0,78.0,2,18,6,derived_from_2023_2025_game_file
2024,Nevada,Nevada,59.0,62.0,55.0,61,48,61,derived_from_2023_2025_game_file
2024,New Mexico,New Mexico,40.0,26.0,54.0,98,105,64,derived_from_2023_2025_game_file
2024,New Mexico State,New Mexico State,48.0,61.0,35.0,82,51,100,derived_from_2023_2025_game_file
2024,North Carolina,North Carolina,37.0,37.0,36.0,102,101,99,derived_from_2023_2025_game_file
2024,North Texas,North Texas,54.0,42.0,66.0,71,93,25,derived_from_2023_2025_game_file
2024,Northwestern,Northwestern,76.0,64.0,88.0,3,41,1,derived_from_2023_2025_game_file
2024,Notre Dame,Notre Dame,60.0,61.0,60.0,58,51,45,derived_from_2023_2025_game_file
2024,Ohio,Ohio,27.0,22.0,33.0,107,107,102,derived_from_2023_2025_game_file
2024,Ohio State,Ohio State,61.0,61.0,61.0,53,51,44,derived_from_2023_2025_game_file
2024,Oklahoma,Oklahoma,62.0,44.0,79.0,47,90,3,derived_from_2023_2025_game_file
2024,Old Dominion,Old Dominion,70.0,85.0,56.0,17,4,59,derived_from_2023_2025_game_file
2024,Ole Miss,Ole Miss,61.0,71.0,52.0,53,27,71,derived_from_2023_2025_game_file
2024,Oregon,Oregon,69.0,68.0,70.0,21,34,17,derived_from_2023_2025_game_file
2024,Oregon State,Oregon State,40.0,54.0,26.0,98,69,107,derived_from_2023_2025_game_file
2024,Penn State,Penn State,70.0,74.0,66.0,17,21,25,derived_from_2023_2025_game_file
2024,Pittsburgh,Pittsburgh,64.0,65.0,62.0,42,39,40,derived_from_2023_2025_game_file
2024,Purdue,Purdue,51.0,56.0,46.0,76,65,88,derived_from_2023_2025_game_file
2024,Rice,Rice,73.0,62.0,84.0,8,48,2,derived_from_2023_2025_game_file
2024,Rutgers,Rutgers,74.0,69.0,79.0,5,32,3,derived_from_2023_2025_game_file
2024,SMU,SMU,62.0,64.0,60.0,47,41,45,derived_from_2023_2025_game_file
2024,Sam Houston,Sam Houston,64.0,63.0,64.0,42,43,34,derived_from_2023_2025_game_file
2024,San Diego State,San Diego State,46.0,49.0,43.0,85,81,92,derived_from_2023_2025_game_file
2024,South Alabama,South Alabama,41.0,39.0,44.0,96,98,91,derived_from_2023_2025_game_file
2024,South Florida,South Florida,72.0,87.0,58.0,11,3,49,derived_from_2023_2025_game_file
2024,Southern Miss,Southern Miss,56.0,49.0,63.0,65,81,36,derived_from_2023_2025_game_file
2024,Stanford,Stanford,67.0,69.0,65.0,29,32,30,derived_from_2023_2025_game_file
2024,Syracuse,Syracuse,74.0,81.0,67.0,5,7,22,derived_from_2023_2025_game_file
2024,TCU,TCU,71.0,63.0,78.0,14,43,6,derived_from_2023_2025_game_file
2024,Temple,Temple,54.0,46.0,62.0,71,84,40,derived_from_2023_2025_game_file
2024,Tennessee,Tennessee,52.0,46.0,58.0,74,84,49,derived_from_2023_2025_game_file
2024,Texas,Texas,70.0,74.0,66.0,17,21,25,derived_from_2023_2025_game_file
2024,Texas A&M,Texas A&M,72.0,77.0,67.0,11,16,22,derived_from_2023_2025_game_file
2024,Texas Tech,Texas Tech,52.0,54.0,50.0,74,69,80,derived_from_2023_2025_game_file
2024,Toledo,Toledo,42.0,32.0,51.0,95,102,77,derived_from_2023_2025_game_file
2024,Troy,Troy,36.0,42.0,29.0,103,93,105,derived_from_2023_2025_game_file
2024,Tulane,Tulane,50.0,47.0,53.0,78,83,66,derived_from_2023_2025_game_file
2024,Tulsa,Tulsa,44.0,50.0,38.0,93,79,96,derived_from_2023_2025_game_file
2024,UAB,UAB,66.0,81.0,52.0,31,7,71,derived_from_2023_2025_game_file
2024,UCF,UCF,49.0,38.0,60.0,80,100,45,derived_from_2023_2025_game_file
2024,UCLA,UCLA,51.0,51.0,51.0,76,76,77,derived_from_2023_2025_game_file
2024,UConn,UConn,55.0,54.0,57.0,67,69,53,derived_from_2023_2025_game_file
2024,UL Monroe,UL Monroe,40.0,39.0,41.0,98,98,93,derived_from_2023_2025_game_file
2024,USC,USC,50.0,51.0,49.0,78,76,81,derived_from_2023_2025_game_file
2024,UTEP,UTEP,45.0,42.0,48.0,88,93,85,derived_from_2023_2025_game_file
2024,UTSA,UTSA,45.0,51.0,39.0,88,76,95,derived_from_2023_2025_game_file
2024,Utah,Utah,72.0,75.0,70.0,11,20,17,derived_from_2023_2025_game_file
2024,Vanderbilt,Vanderbilt,60.0,54.0,65.0,58,69,30,derived_from_2023_2025_game_file
2024,Virginia,Virginia,76.0,85.0,68.0,3,4,20,derived_from_2023_2025_game_file
2024,Virginia Tech,Virginia Tech,86.0,95.0,77.0,1,1,8,derived_from_2023_2025_game_file
2024,Wake Forest,Wake Forest,68.0,61.0,74.0,25,51,10,derived_from_2023_2025_game_file
2024,Washington,Washington,36.0,19.0,52.0,103,108,71,derived_from_2023_2025_game_file
2024,Washington State,Washington State,55.0,57.0,53.0,67,62,66,derived_from_2023_2025_game_file
2024,West Virginia,West Virginia,70.0,89.0,52.0,17,2,71,derived_from_2023_2025_game_file
2024,Western Kentucky,Western Kentucky,61.0,59.0,64.0,53,57,34,derived_from_2023_2025_game_file
2024,Western Michigan,Western Michigan,63.0,72.0,54.0,45,26,64,derived_from_2023_2025_game_file
2024,Wisconsin,Wisconsin,71.0,70.0,71.0,14,29,14,derived_from_2023_2025_game_file
2024,Wyoming,Wyoming,62.0,57.0,67.0,47,62,22,derived_from_2023_2025_game_file
2025,Air Force,Air Force,56.0,68.0,43.0,57,20,85,derived_from_2023_2025_game_file
2025,Akron,Akron,49.0,60.0,38.0,76,46,92,derived_from_2023_2025_game_file
2025,Arizona,Arizona,66.0,70.0,62.0,13,15,30,derived_from_2023_2025_game_file
2025,Arkansas,Arkansas,57.0,65.0,49.0,51,32,69,derived_from_2023_2025_game_file
2025,Army,Army,51.0,34.0,67.0,71,95,18,derived_from_2023_2025_game_file
2025,Auburn,Auburn,65.0,70.0,59.0,17,15,43,derived_from_2023_2025_game_file
2025,BYU,BYU,61.0,69.0,53.0,34,18,58,derived_from_2023_2025_game_file
2025,Baylor,Baylor,68.0,72.0,65.0,9,12,22,derived_from_2023_2025_game_file
2025,Boise State,Boise State,69.0,75.0,64.0,7,7,25,derived_from_2023_2025_game_file
2025,Boston College,Boston College,63.0,62.0,64.0,27,42,25,derived_from_2023_2025_game_file
2025,Bowling Green,Bowling Green,38.0,45.0,30.0,96,77,101,derived_from_2023_2025_game_file
2025,Buffalo,Buffalo,57.0,41.0,73.0,51,84,7,derived_from_2023_2025_game_file
2025,California,California,52.0,56.0,49.0,68,58,69,derived_from_2023_2025_game_file
2025,Charlotte,Charlotte,30.0,18.0,41.0,103,106,89,derived_from_2023_2025_game_file
2025,Cincinnati,Cincinnati,68.0,65.0,71.0,9,32,14,derived_from_2023_2025_game_file
2025,Clemson,Clemson,81.0,86.0,75.0,1,1,5,derived_from_2023_2025_game_file
2025,Coastal Carolina,Coastal Carolina,47.0,63.0,31.0,78,38,99,derived_from_2023_2025_game_file
2025,Colorado,Colorado,50.0,44.0,55.0,74,79,52,derived_from_2023_2025_game_file
2025,Delaware,Delaware,65.0,54.0,76.0,17,61,2,derived_from_2023_2025_game_file
2025,Duke,Duke,58.0,60.0,56.0,46,46,49,derived_from_2023_2025_game_file
2025,East Carolina,East Carolina,44.0,57.0,31.0,87,55,99,derived_from_2023_2025_game_file
2025,Eastern Michigan,Eastern Michigan,47.0,43.0,51.0,78,81,63,derived_from_2023_2025_game_file
2025,Florida,Florida,66.0,66.0,65.0,13,30,22,derived_from_2023_2025_game_file
2025,Georgia,Georgia,45.0,41.0,48.0,84,84,74,derived_from_2023_2025_game_file
2025,Georgia Tech,Georgia Tech,64.0,64.0,65.0,21,35,22,derived_from_2023_2025_game_file
2025,Hawaii,Hawaii,58.0,58.0,58.0,46,52,45,derived_from_2023_2025_game_file
2025,Houston,Houston,65.0,68.0,61.0,17,20,37,derived_from_2023_2025_game_file
2025,Illinois,Illinois,76.0,78.0,75.0,2,4,5,derived_from_2023_2025_game_file
2025,Indiana,Indiana,61.0,61.0,60.0,34,43,41,derived_from_2023_2025_game_file
2025,Iowa,Iowa,57.0,67.0,48.0,51,26,74,derived_from_2023_2025_game_file
2025,Jacksonville State,Jacksonville State,28.0,37.0,19.0,105,92,107,derived_from_2023_2025_game_file
2025,James Madison,James Madison,59.0,67.0,51.0,44,26,63,derived_from_2023_2025_game_file
2025,Kansas,Kansas,54.0,61.0,47.0,63,43,78,derived_from_2023_2025_game_file
2025,Kentucky,Kentucky,60.0,63.0,56.0,39,38,49,derived_from_2023_2025_game_file
2025,LSU,LSU,62.0,65.0,59.0,31,32,43,derived_from_2023_2025_game_file
2025,Liberty,Liberty,66.0,61.0,72.0,13,43,11,derived_from_2023_2025_game_file
2025,Louisiana,Louisiana,41.0,41.0,41.0,91,84,89,derived_from_2023_2025_game_file
2025,Louisiana Tech,Louisiana Tech,48.0,50.0,45.0,77,67,82,derived_from_2023_2025_game_file
2025,Louisville,Louisville,58.0,58.0,57.0,46,52,47,derived_from_2023_2025_game_file
2025,Marshall,Marshall,32.0,31.0,33.0,99,99,95,derived_from_2023_2025_game_file
2025,Maryland,Maryland,51.0,48.0,54.0,71,72,56,derived_from_2023_2025_game_file
2025,Memphis,Memphis,39.0,45.0,33.0,93,77,95,derived_from_2023_2025_game_file
2025,Miami,Miami,55.0,51.0,58.0,60,66,45,derived_from_2023_2025_game_file
2025,Miami (OH),Miami (OH),32.0,15.0,49.0,99,107,69,derived_from_2023_2025_game_file
2025,Michigan,Michigan,64.0,63.0,64.0,21,38,25,derived_from_2023_2025_game_file
2025,Middle Tennessee,Middle Tennessee,56.0,58.0,55.0,57,52,52,derived_from_2023_2025_game_file
2025,Minnesota,Minnesota,62.0,50.0,73.0,31,67,7,derived_from_2023_2025_game_file
2025,Missouri,Missouri,60.0,44.0,76.0,39,79,2,derived_from_2023_2025_game_file
2025,Navy,Navy,63.0,73.0,52.0,27,10,61,derived_from_2023_2025_game_file
2025,Nebraska,Nebraska,60.0,68.0,53.0,39,20,58,derived_from_2023_2025_game_file
2025,Nevada,Nevada,29.0,33.0,26.0,104,97,103,derived_from_2023_2025_game_file
2025,New Mexico,New Mexico,27.0,29.0,25.0,106,100,105,derived_from_2023_2025_game_file
2025,New Mexico State,New Mexico State,65.0,69.0,61.0,17,18,37,derived_from_2023_2025_game_file
2025,North Carolina,North Carolina,53.0,52.0,54.0,65,64,56,derived_from_2023_2025_game_file
2025,North Texas,North Texas,53.0,43.0,64.0,65,81,25,derived_from_2023_2025_game_file
2025,Northwestern,Northwestern,58.0,54.0,62.0,46,61,30,derived_from_2023_2025_game_file
2025,Notre Dame,Notre Dame,57.0,49.0,66.0,51,70,20,derived_from_2023_2025_game_file
2025,Ohio,Ohio,59.0,55.0,62.0,44,60,30,derived_from_2023_2025_game_file
2025,Ohio State,Ohio State,46.0,47.0,45.0,81,75,82,derived_from_2023_2025_game_file
2025,Oklahoma,Oklahoma,69.0,78.0,60.0,7,4,41,derived_from_2023_2025_game_file
2025,Old Dominion,Old Dominion,57.0,46.0,68.0,51,76,15,derived_from_2023_2025_game_file
2025,Ole Miss,Ole Miss,42.0,39.0,45.0,90,89,82,derived_from_2023_2025_game_file
2025,Oregon,Oregon,43.0,41.0,46.0,88,84,80,derived_from_2023_2025_game_file
2025,Oregon State,Oregon State,62.0,57.0,66.0,31,55,20,derived_from_2023_2025_game_file
2025,Penn State,Penn State,63.0,72.0,53.0,27,12,58,derived_from_2023_2025_game_file
2025,Pittsburgh,Pittsburgh,64.0,67.0,61.0,21,26,37,derived_from_2023_2025_game_file
2025,Purdue,Purdue,32.0,27.0,37.0,99,104,93,derived_from_2023_2025_game_file
2025,Rice,Rice,39.0,29.0,50.0,93,100,68,derived_from_2023_2025_game_file
2025,Rutgers,Rutgers,71.0,80.0,62.0,4,2,30,derived_from_2023_2025_game_file
2025,SMU,SMU,53.0,56.0,51.0,65,58,63,derived_from_2023_2025_game_file
2025,Sam Houston,Sam Houston,40.0,60.0,20.0,92,46,106,derived_from_2023_2025_game_file
2025,San Diego State,San Diego State,52.0,33.0,72.0,68,97,11,derived_from_2023_2025_game_file
2025,South Alabama,South Alabama,57.0,63.0,51.0,51,38,63,derived_from_2023_2025_game_file
2025,South Florida,South Florida,67.0,66.0,68.0,11,30,15,derived_from_2023_2025_game_file
2025,Southern Miss,Southern Miss,55.0,73.0,37.0,60,10,93,derived_from_2023_2025_game_file
2025,Stanford,Stanford,67.0,59.0,76.0,11,50,2,derived_from_2023_2025_game_file
2025,Syracuse,Syracuse,50.0,37.0,62.0,74,92,30,derived_from_2023_2025_game_file
2025,TCU,TCU,60.0,64.0,57.0,39,35,47,derived_from_2023_2025_game_file
2025,Temple,Temple,51.0,59.0,43.0,71,50,85,derived_from_2023_2025_game_file
2025,Tennessee,Tennessee,58.0,49.0,67.0,46,70,18,derived_from_2023_2025_game_file
2025,Texas,Texas,45.0,29.0,61.0,84,100,37,derived_from_2023_2025_game_file
2025,Texas A&M,Texas A&M,71.0,70.0,73.0,4,15,7,derived_from_2023_2025_game_file
2025,Texas Tech,Texas Tech,75.0,68.0,82.0,3,20,1,derived_from_2023_2025_game_file
2025,Toledo,Toledo,60.0,75.0,46.0,39,7,80,derived_from_2023_2025_game_file
2025,Troy,Troy,66.0,64.0,68.0,13,35,15,derived_from_2023_2025_game_file
2025,Tulane,Tulane,56.0,48.0,63.0,57,72,29,derived_from_2023_2025_game_file
2025,Tulsa,Tulsa,47.0,42.0,52.0,78,83,61,derived_from_2023_2025_game_file
2025,UAB,UAB,39.0,38.0,40.0,93,90,91,derived_from_2023_2025_game_file
2025,UCF,UCF,45.0,41.0,48.0,84,84,74,derived_from_2023_2025_game_file
2025,UCLA,UCLA,43.0,53.0,33.0,88,63,95,derived_from_2023_2025_game_file
2025,UConn,UConn,55.0,68.0,42.0,60,20,88,derived_from_2023_2025_game_file
2025,UL Monroe,UL Monroe,64.0,57.0,72.0,21,55,11,derived_from_2023_2025_game_file
2025,UNLV,UNLV,32.0,34.0,30.0,99,95,101,derived_from_2023_2025_game_file
2025,USC,USC,46.0,50.0,43.0,81,67,85,derived_from_2023_2025_game_file
2025,UTEP,UTEP,61.0,75.0,47.0,34,7,78,derived_from_2023_2025_game_file
2025,UTSA,UTSA,63.0,77.0,49.0,27,6,69,derived_from_2023_2025_game_file
2025,Utah,Utah,61.0,72.0,51.0,34,12,63,derived_from_2023_2025_game_file
2025,Vanderbilt,Vanderbilt,70.0,68.0,73.0,6,20,7,derived_from_2023_2025_game_file
2025,Virginia,Virginia,61.0,60.0,62.0,34,46,30,derived_from_2023_2025_game_file
2025,Virginia Tech,Virginia Tech,54.0,52.0,56.0,63,64,49,derived_from_2023_2025_game_file
2025,Washington,Washington,52.0,48.0,55.0,68,72,52,derived_from_2023_2025_game_file
2025,Washington State,Washington State,27.0,29.0,26.0,106,100,103,derived_from_2023_2025_game_file
2025,West Virginia,West Virginia,46.0,38.0,55.0,81,90,52,derived_from_2023_2025_game_file
2025,Western Kentucky,Western Kentucky,34.0,36.0,33.0,98,94,95,derived_from_2023_2025_game_file
2025,Western Michigan,Western Michigan,37.0,24.0,49.0,97,105,69,derived_from_2023_2025_game_file
2025,Wisconsin,Wisconsin,64.0,67.0,62.0,21,26,30,derived_from_2023_2025_game_file
2025,Wyoming,Wyoming,64.0,79.0,48.0,21,3,74,derived_from_2023_2025_game_file
