candidate_key,threshold,games,wins,losses,pushes,ats_pct,avg_ats_margin,median_ats_margin,positive_seasons
A_DEFENSIVE_FAVORITE,20.0,42,26,16,0,0.6190476190476191,2.2738095238095237,2.5,1
A_DEFENSIVE_FAVORITE,25.0,32,22,10,0,0.6875,3.84375,5.5,2
A_DEFENSIVE_FAVORITE,30.0,24,16,8,0,0.6666666666666666,4.104166666666667,5.75,1
B_OFFENSIVE_UNDERDOG,0.0001,19,13,6,0,0.6842105263157895,2.3421052631578947,4.5,2
B_OFFENSIVE_UNDERDOG,5.0,18,12,6,0,0.6666666666666666,2.2777777777777777,5.0,2
B_OFFENSIVE_UNDERDOG,10.0,14,9,5,0,0.6428571428571429,1.2857142857142858,4.5,2
B_OFFENSIVE_UNDERDOG,15.0,9,6,3,0,0.6666666666666666,1.9444444444444444,4.5,2
