rule_key,rule_label,season,games,wins,losses,pushes,ats_record,ats_win_pct,avg_ats_margin,median_ats_margin,positive_season,profitable_55_pct,positive_seasons,profitable_55_pct_seasons,evaluated_seasons,positive_season_rate
P4_G6_EITHER_COMPONENT_25_PLUS,P4 vs G6: either RP component edge 25+,2021-2025,81,50,31,0,50-31,0.6172839506172839,1.9320987654320987,3.0,True,True,4,3,5,0.8
P4_G6_DEFENSE_15_PLUS,P4 vs G6: defensive RP edge 15+,2021-2025,78,46,32,0,46-32,0.5897435897435898,1.5897435897435896,2.0,True,True,3,3,5,0.6
P4_P4_OVERALL_15_TO_24_9,P4 vs P4: overall RP edge 15-24.9,2021-2025,52,29,22,1,29-22-1,0.5686274509803921,1.1634615384615385,2.25,True,True,3,3,5,0.6
