game_id,week,date,away_team,home_team,signal_team,signal_opponent,signal_side,overall_rp,offense_rp,defense_rp,opponent_overall_rp,opponent_offense_rp,opponent_defense_rp,overall_rp_edge,offense_vs_defense_edge,defense_vs_offense_edge,model_spread_field,full_game_model_spread,estimated_1h_spread,estimated_1h_role,candidate_a_defensive_favorite,candidate_b_offensive_underdog
g147,2,2026-09-12,Bowling Green,Nebraska,Bowling Green,Nebraska,away,35.0,32.0,38.0,69.0,69.0,69.0,-34.0,-37.0,-31.0,projection_spread_home,-23.8875,-11.94375,Favorite,False,False
g147,2,2026-09-12,Bowling Green,Nebraska,Nebraska,Bowling Green,home,69.0,69.0,69.0,35.0,32.0,38.0,34.0,31.0,37.0,projection_spread_home,23.8875,11.94375,Underdog,False,False
g151,2,2026-09-12,UNLV,North Texas,UNLV,North Texas,away,40.0,40.0,40.0,32.0,28.0,35.0,8.0,5.0,12.0,projection_spread_home,2.155,1.0775,Underdog,False,False
g151,2,2026-09-12,UNLV,North Texas,North Texas,UNLV,home,32.0,28.0,35.0,40.0,40.0,40.0,-8.0,-12.0,-5.0,projection_spread_home,-2.155,-1.0775,Favorite,False,False
g153,2,2026-09-12,Rice,Notre Dame,Rice,Notre Dame,away,39.0,40.0,38.0,72.0,67.0,77.0,-33.0,-37.0,-29.0,projection_spread_home,-45.6475,-22.82375,Favorite,False,False
g153,2,2026-09-12,Rice,Notre Dame,Notre Dame,Rice,home,72.0,67.0,77.0,39.0,40.0,38.0,33.0,29.0,37.0,projection_spread_home,45.6475,22.82375,Underdog,False,False
g154,2,2026-09-12,Jacksonville State,Ohio,Jacksonville State,Ohio,away,57.0,60.0,54.0,33.0,18.0,48.0,24.0,12.0,36.0,projection_spread_home,-3.2075,-1.60375,Favorite,True,False
g154,2,2026-09-12,Jacksonville State,Ohio,Ohio,Jacksonville State,home,33.0,18.0,48.0,57.0,60.0,54.0,-24.0,-36.0,-12.0,projection_spread_home,3.2075,1.60375,Underdog,False,False
g155,2,2026-09-12,Oregon,Oklahoma State,Oregon,Oklahoma State,away,66.0,65.0,66.0,58.0,62.0,53.0,8.0,12.0,4.0,projection_spread_home,22.6725,11.33625,Underdog,False,False
g155,2,2026-09-12,Oregon,Oklahoma State,Oklahoma State,Oregon,home,58.0,62.0,53.0,66.0,65.0,66.0,-8.0,-4.0,-12.0,projection_spread_home,-22.6725,-11.33625,Favorite,False,False
g156,2,2026-09-12,Charlotte,Ole Miss,Charlotte,Ole Miss,away,43.0,52.0,34.0,61.0,61.0,62.0,-18.0,-10.0,-27.0,projection_spread_home,-44.1125,-22.05625,Favorite,False,False
g156,2,2026-09-12,Charlotte,Ole Miss,Ole Miss,Charlotte,home,61.0,61.0,62.0,43.0,52.0,34.0,18.0,27.0,10.0,projection_spread_home,44.1125,22.05625,Underdog,False,False
g157,2,2026-09-12,Texas Tech,Oregon State,Texas Tech,Oregon State,away,65.0,67.0,64.0,47.0,49.0,44.0,18.0,23.0,15.0,projection_spread_home,28.7725,14.38625,Underdog,False,False
g157,2,2026-09-12,Texas Tech,Oregon State,Oregon State,Texas Tech,home,47.0,49.0,44.0,65.0,67.0,64.0,-18.0,-15.0,-23.0,projection_spread_home,-28.7725,-14.38625,Favorite,False,False
g158,2,2026-09-12,Central Florida,Pittsburgh,Central Florida,Pittsburgh,away,61.0,61.0,60.0,58.0,60.0,56.0,3.0,5.0,0.0,projection_spread_home,-7.8975,-3.94875,Favorite,False,False
g158,2,2026-09-12,Central Florida,Pittsburgh,Pittsburgh,Central Florida,home,58.0,60.0,56.0,61.0,61.0,60.0,-3.0,0.0,-5.0,projection_spread_home,7.8975,3.94875,Underdog,False,False
g159,2,2026-09-12,Wake Forest,Purdue,Wake Forest,Purdue,away,53.0,45.0,61.0,58.0,61.0,55.0,-5.0,-10.0,0.0,projection_spread_home,5.1675,2.58375,Underdog,False,False
g159,2,2026-09-12,Wake Forest,Purdue,Purdue,Wake Forest,home,58.0,61.0,55.0,53.0,45.0,61.0,5.0,0.0,10.0,projection_spread_home,-5.1675,-2.58375,Favorite,False,False
g164,2,2026-09-12,California,Syracuse,California,Syracuse,away,58.0,70.0,45.0,62.0,56.0,67.0,-4.0,3.0,-11.0,projection_spread_home,2.1125,1.05625,Underdog,False,True
g164,2,2026-09-12,California,Syracuse,Syracuse,California,home,62.0,56.0,67.0,58.0,70.0,45.0,4.0,11.0,-3.0,projection_spread_home,-2.1125,-1.05625,Favorite,False,False
g166,2,2026-09-12,Penn State,Temple,Penn State,Temple,away,52.0,50.0,53.0,53.0,62.0,43.0,-1.0,7.0,-9.0,projection_spread_home,21.915,10.9575,Underdog,False,True
g166,2,2026-09-12,Penn State,Temple,Temple,Penn State,home,53.0,62.0,43.0,52.0,50.0,53.0,1.0,9.0,-7.0,projection_spread_home,-21.915,-10.9575,Favorite,False,False
g167,2,2026-09-12,Ohio State,Texas,Ohio State,Texas,away,60.0,71.0,50.0,68.0,73.0,63.0,-8.0,8.0,-23.0,projection_spread_home,2.7225,1.36125,Underdog,False,True
g167,2,2026-09-12,Ohio State,Texas,Texas,Ohio State,home,68.0,73.0,63.0,60.0,71.0,50.0,8.0,23.0,-8.0,projection_spread_home,-2.7225,-1.36125,Favorite,False,False
g168,2,2026-09-12,Arizona State,Texas A&M,Arizona State,Texas A&M,away,51.0,53.0,49.0,65.0,67.0,63.0,-14.0,-10.0,-18.0,projection_spread_home,-17.1675,-8.58375,Favorite,False,False
g168,2,2026-09-12,Arizona State,Texas A&M,Texas A&M,Arizona State,home,65.0,67.0,63.0,51.0,53.0,49.0,14.0,18.0,10.0,projection_spread_home,17.1675,8.58375,Underdog,False,False
g169,2,2026-09-12,UTSA,Texas State,UTSA,Texas State,away,54.0,64.0,44.0,56.0,70.0,43.0,-2.0,21.0,-26.0,projection_spread_home,-1.2425,-0.62125,Favorite,False,False
g169,2,2026-09-12,UTSA,Texas State,Texas State,UTSA,home,56.0,70.0,43.0,54.0,64.0,44.0,2.0,26.0,-21.0,projection_spread_home,1.2425,0.62125,Underdog,False,True
g172,2,2026-09-12,South Alabama,Tulane,South Alabama,Tulane,away,44.0,51.0,37.0,40.0,28.0,52.0,4.0,-1.0,9.0,projection_spread_home,-13.7625,-6.88125,Favorite,False,False
g172,2,2026-09-12,South Alabama,Tulane,Tulane,South Alabama,home,40.0,28.0,52.0,44.0,51.0,37.0,-4.0,-9.0,1.0,projection_spread_home,13.7625,6.88125,Underdog,False,False
g173,2,2026-09-12,UL-Monroe,UAB,UL-Monroe,UAB,away,51.0,63.0,40.0,35.0,32.0,38.0,16.0,25.0,8.0,projection_spread_home,-7.2625,-3.63125,Favorite,False,False
g173,2,2026-09-12,UL-Monroe,UAB,UAB,UL-Monroe,home,35.0,32.0,38.0,51.0,63.0,40.0,-16.0,-8.0,-25.0,projection_spread_home,7.2625,3.63125,Underdog,False,False
g177,2,2026-09-12,Arkansas,Utah,Arkansas,Utah,away,55.0,55.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,projection_spread_home,-10.43,-5.215,Favorite,False,False
g177,2,2026-09-12,Arkansas,Utah,Utah,Arkansas,home,55.0,55.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,projection_spread_home,10.43,5.215,Underdog,False,False
g178,2,2026-09-12,Delaware,Vanderbilt,Delaware,Vanderbilt,away,62.0,62.0,62.0,44.0,38.0,49.0,18.0,13.0,24.0,projection_spread_home,-23.9925,-11.99625,Favorite,False,False
g178,2,2026-09-12,Delaware,Vanderbilt,Vanderbilt,Delaware,home,44.0,38.0,49.0,62.0,62.0,62.0,-18.0,-24.0,-13.0,projection_spread_home,23.9925,11.99625,Underdog,False,False
g180,2,2026-09-12,Old Dominion,Virginia Tech,Old Dominion,Virginia Tech,away,40.0,23.0,58.0,69.0,71.0,67.0,-29.0,-44.0,-13.0,projection_spread_home,-10.5025,-5.25125,Favorite,False,False
g180,2,2026-09-12,Old Dominion,Virginia Tech,Virginia Tech,Old Dominion,home,69.0,71.0,67.0,40.0,23.0,58.0,29.0,13.0,44.0,projection_spread_home,10.5025,5.25125,Underdog,False,False
g181,2,2026-09-12,Utah State,Washington,Utah State,Washington,away,48.0,40.0,55.0,65.0,69.0,61.0,-17.0,-21.0,-14.0,projection_spread_home,-21.635,-10.8175,Favorite,False,False
g181,2,2026-09-12,Utah State,Washington,Washington,Utah State,home,65.0,69.0,61.0,48.0,40.0,55.0,17.0,14.0,21.0,projection_spread_home,21.635,10.8175,Underdog,False,False
g186,3,2026-09-17,Syracuse,Pittsburgh,Syracuse,Pittsburgh,away,62.0,56.0,67.0,58.0,60.0,56.0,4.0,0.0,7.0,projection_spread_home,-12.8775,-6.43875,Favorite,False,False
g186,3,2026-09-17,Syracuse,Pittsburgh,Pittsburgh,Syracuse,home,58.0,60.0,56.0,62.0,56.0,67.0,-4.0,-7.0,0.0,projection_spread_home,12.8775,6.43875,Underdog,False,False
g187,3,2026-09-18,Houston,Texas Tech,Houston,Texas Tech,away,65.0,71.0,58.0,65.0,67.0,64.0,0.0,7.0,-9.0,projection_spread_home,-17.9375,-8.96875,Favorite,False,False
g187,3,2026-09-18,Houston,Texas Tech,Texas Tech,Houston,home,65.0,67.0,64.0,65.0,71.0,58.0,0.0,9.0,-7.0,projection_spread_home,17.9375,8.96875,Underdog,False,True
g188,3,2026-09-18,Miami-FL,Wake Forest,Miami-FL,Wake Forest,away,49.0,48.0,51.0,53.0,45.0,61.0,-4.0,-13.0,6.0,projection_spread_home,16.29,8.145,Underdog,False,False
g188,3,2026-09-18,Miami-FL,Wake Forest,Wake Forest,Miami-FL,home,53.0,45.0,61.0,49.0,48.0,51.0,4.0,-6.0,13.0,projection_spread_home,-16.29,-8.145,Favorite,False,False
g189,3,2026-09-19,Florida State,Alabama,Florida State,Alabama,away,57.0,57.0,57.0,48.0,35.0,61.0,9.0,-4.0,22.0,projection_spread_home,-14.07,-7.035,Favorite,False,False
g189,3,2026-09-19,Florida State,Alabama,Alabama,Florida State,home,48.0,35.0,61.0,57.0,57.0,57.0,-9.0,-22.0,4.0,projection_spread_home,14.07,7.035,Underdog,False,False
g190,3,2026-09-19,Charlotte,Appalachian State,Charlotte,Appalachian State,away,43.0,52.0,34.0,34.0,30.0,39.0,9.0,13.0,4.0,projection_spread_home,-13.29,-6.645,Favorite,False,False
g190,3,2026-09-19,Charlotte,Appalachian State,Appalachian State,Charlotte,home,34.0,30.0,39.0,43.0,52.0,34.0,-9.0,-4.0,-13.0,projection_spread_home,13.29,6.645,Underdog,False,False
g191,3,2026-09-19,Northern Illinois,Arizona,Northern Illinois,Arizona,away,48.0,68.0,28.0,60.0,66.0,55.0,-12.0,13.0,-38.0,projection_spread_home,-30.08,-15.04,Favorite,False,False
g191,3,2026-09-19,Northern Illinois,Arizona,Arizona,Northern Illinois,home,60.0,66.0,55.0,48.0,68.0,28.0,12.0,38.0,-13.0,projection_spread_home,30.08,15.04,Underdog,False,True
g192,3,2026-09-19,Georgia,Arkansas,Georgia,Arkansas,away,68.0,63.0,72.0,55.0,55.0,55.0,13.0,8.0,17.0,projection_spread_home,17.0775,8.53875,Underdog,False,False
g192,3,2026-09-19,Georgia,Arkansas,Arkansas,Georgia,home,55.0,55.0,55.0,68.0,63.0,72.0,-13.0,-17.0,-8.0,projection_spread_home,-17.0775,-8.53875,Favorite,False,False
g193,3,2026-09-19,Florida,Auburn,Florida,Auburn,away,66.0,55.0,77.0,57.0,56.0,58.0,9.0,-3.0,21.0,projection_spread_home,-1.0875,-0.54375,Favorite,False,False
g193,3,2026-09-19,Florida,Auburn,Auburn,Florida,home,57.0,56.0,58.0,66.0,55.0,77.0,-9.0,-21.0,3.0,projection_spread_home,1.0875,0.54375,Underdog,False,False
g194,3,2026-09-19,Louisiana Tech,Baylor,Louisiana Tech,Baylor,away,56.0,64.0,48.0,53.0,44.0,62.0,3.0,2.0,4.0,projection_spread_home,-17.08,-8.54,Favorite,False,False
g194,3,2026-09-19,Louisiana Tech,Baylor,Baylor,Louisiana Tech,home,53.0,44.0,62.0,56.0,64.0,48.0,-3.0,-4.0,-2.0,projection_spread_home,17.08,8.54,Underdog,False,False
g198,3,2026-09-19,Georgia State,Central Florida,Georgia State,Central Florida,away,38.0,48.0,27.0,61.0,61.0,60.0,-23.0,-12.0,-34.0,projection_spread_home,-24.0075,-12.00375,Favorite,False,False
g198,3,2026-09-19,Georgia State,Central Florida,Central Florida,Georgia State,home,61.0,61.0,60.0,38.0,48.0,27.0,23.0,34.0,12.0,projection_spread_home,24.0075,12.00375,Underdog,False,False
g199,3,2026-09-19,Wyoming,Central Michigan,Wyoming,Central Michigan,away,40.0,43.0,36.0,46.0,62.0,29.0,-6.0,14.0,-26.0,projection_spread_home,-1.4125,-0.70625,Favorite,False,False
g199,3,2026-09-19,Wyoming,Central Michigan,Central Michigan,Wyoming,home,46.0,62.0,29.0,40.0,43.0,36.0,6.0,26.0,-14.0,projection_spread_home,1.4125,0.70625,Underdog,False,True
g200,3,2026-09-19,Miami-OH,Cincinnati,Miami-OH,Cincinnati,away,49.0,45.0,52.0,57.0,57.0,56.0,-8.0,-11.0,-5.0,projection_spread_home,-11.4875,-5.74375,Favorite,False,False
g200,3,2026-09-19,Miami-OH,Cincinnati,Cincinnati,Miami-OH,home,57.0,57.0,56.0,49.0,45.0,52.0,8.0,5.0,11.0,projection_spread_home,11.4875,5.74375,Underdog,False,False
g201,3,2026-09-19,North Carolina,Clemson,North Carolina,Clemson,away,44.0,47.0,42.0,53.0,46.0,61.0,-9.0,-14.0,-4.0,projection_spread_home,-12.685,-6.3425,Favorite,False,False
g201,3,2026-09-19,North Carolina,Clemson,Clemson,North Carolina,home,53.0,46.0,61.0,44.0,47.0,42.0,9.0,4.0,14.0,projection_spread_home,12.685,6.3425,Underdog,False,False
g202,3,2026-09-19,BYU,Colorado State,BYU,Colorado State,away,64.0,59.0,69.0,46.0,38.0,54.0,18.0,5.0,31.0,projection_spread_home,24.305,12.1525,Underdog,False,False
g202,3,2026-09-19,BYU,Colorado State,Colorado State,BYU,home,46.0,38.0,54.0,64.0,59.0,69.0,-18.0,-31.0,-5.0,projection_spread_home,-24.305,-12.1525,Favorite,False,False
g203,3,2026-09-19,Coastal Carolina,Delaware,Coastal Carolina,Delaware,away,42.0,39.0,44.0,62.0,62.0,62.0,-20.0,-23.0,-18.0,projection_spread_home,-5.4025,-2.70125,Favorite,False,False
g203,3,2026-09-19,Coastal Carolina,Delaware,Delaware,Coastal Carolina,home,62.0,62.0,62.0,42.0,39.0,44.0,20.0,18.0,23.0,projection_spread_home,5.4025,2.70125,Underdog,False,False
g204,3,2026-09-19,Stanford,Duke,Stanford,Duke,away,60.0,58.0,62.0,49.0,48.0,51.0,11.0,7.0,14.0,projection_spread_home,-10.635,-5.3175,Favorite,False,False
g204,3,2026-09-19,Stanford,Duke,Duke,Stanford,home,49.0,48.0,51.0,60.0,58.0,62.0,-11.0,-14.0,-7.0,projection_spread_home,10.635,5.3175,Underdog,False,False
g205,3,2026-09-19,Florida International,Florida Atlantic,Florida International,Florida Atlantic,away,47.0,43.0,50.0,64.0,62.0,65.0,-17.0,-22.0,-12.0,projection_spread_home,-5.53,-2.765,Favorite,False,False
g205,3,2026-09-19,Florida International,Florida Atlantic,Florida Atlantic,Florida International,home,64.0,62.0,65.0,47.0,43.0,50.0,17.0,12.0,22.0,projection_spread_home,5.53,2.765,Underdog,False,False
g208,3,2026-09-19,Western Kentucky,Indiana,Western Kentucky,Indiana,away,32.0,37.0,26.0,56.0,54.0,58.0,-24.0,-21.0,-28.0,projection_spread_home,-35.9,-17.95,Favorite,False,False
g208,3,2026-09-19,Western Kentucky,Indiana,Indiana,Western Kentucky,home,56.0,54.0,58.0,32.0,37.0,26.0,24.0,28.0,21.0,projection_spread_home,35.9,17.95,Underdog,False,False
g210,3,2026-09-19,Bowling Green,Iowa State,Bowling Green,Iowa State,away,35.0,32.0,38.0,45.0,44.0,46.0,-10.0,-14.0,-6.0,projection_spread_home,-20.2025,-10.10125,Favorite,False,False
g210,3,2026-09-19,Bowling Green,Iowa State,Iowa State,Bowling Green,home,45.0,44.0,46.0,35.0,32.0,38.0,10.0,6.0,14.0,projection_spread_home,20.2025,10.10125,Underdog,False,False
g211,3,2026-09-19,Georgia Southern,Jacksonville State,Georgia Southern,Jacksonville State,away,43.0,23.0,62.0,57.0,60.0,54.0,-14.0,-31.0,2.0,projection_spread_home,-3.2025,-1.60125,Favorite,False,False
g211,3,2026-09-19,Georgia Southern,Jacksonville State,Jacksonville State,Georgia Southern,home,57.0,60.0,54.0,43.0,23.0,62.0,14.0,-2.0,31.0,projection_spread_home,3.2025,1.60125,Underdog,False,False
g212,3,2026-09-19,Arizona State,Kansas,Arizona State,Kansas,away,51.0,53.0,49.0,58.0,49.0,67.0,-7.0,-14.0,0.0,projection_spread_home,2.2225,1.11125,Underdog,False,False
g212,3,2026-09-19,Arizona State,Kansas,Kansas,Arizona State,home,58.0,49.0,67.0,51.0,53.0,49.0,7.0,0.0,14.0,projection_spread_home,-2.2225,-1.11125,Favorite,False,False
g213,3,2026-09-19,Tulane,Kansas State,Tulane,Kansas State,away,40.0,28.0,52.0,58.0,65.0,51.0,-18.0,-23.0,-13.0,projection_spread_home,-12.4975,-6.24875,Favorite,False,False
g213,3,2026-09-19,Tulane,Kansas State,Kansas State,Tulane,home,58.0,65.0,51.0,40.0,28.0,52.0,18.0,13.0,23.0,projection_spread_home,12.4975,6.24875,Underdog,False,False
g214,3,2026-09-19,Ball State,Liberty,Ball State,Liberty,away,36.0,47.0,24.0,57.0,64.0,50.0,-21.0,-3.0,-40.0,projection_spread_home,-17.3625,-8.68125,Favorite,False,False
g214,3,2026-09-19,Ball State,Liberty,Liberty,Ball State,home,57.0,64.0,50.0,36.0,47.0,24.0,21.0,40.0,3.0,projection_spread_home,17.3625,8.68125,Underdog,False,False
g216,3,2026-09-19,SMU,Louisville,SMU,Louisville,away,62.0,66.0,58.0,53.0,52.0,55.0,9.0,11.0,6.0,projection_spread_home,-1.8175,-0.90875,Favorite,False,False
g216,3,2026-09-19,SMU,Louisville,Louisville,SMU,home,53.0,52.0,55.0,62.0,66.0,58.0,-9.0,-6.0,-11.0,projection_spread_home,1.8175,0.90875,Underdog,False,False
g217,3,2026-09-19,Virginia Tech,Maryland,Virginia Tech,Maryland,away,69.0,71.0,67.0,71.0,68.0,74.0,-2.0,-3.0,-1.0,projection_spread_home,1.95,0.975,Underdog,False,False
g217,3,2026-09-19,Virginia Tech,Maryland,Maryland,Virginia Tech,home,71.0,68.0,74.0,69.0,71.0,67.0,2.0,1.0,3.0,projection_spread_home,-1.95,-0.975,Favorite,False,False
g220,3,2026-09-19,UTEP,Michigan,UTEP,Michigan,away,35.0,27.0,43.0,63.0,72.0,55.0,-28.0,-28.0,-29.0,projection_spread_home,-38.6925,-19.34625,Favorite,False,False
g220,3,2026-09-19,UTEP,Michigan,Michigan,UTEP,home,63.0,72.0,55.0,35.0,27.0,43.0,28.0,29.0,28.0,projection_spread_home,38.6925,19.34625,Underdog,False,False
g221,3,2026-09-19,Nevada,Middle Tennessee,Nevada,Middle Tennessee,away,48.0,57.0,39.0,36.0,34.0,37.0,12.0,20.0,5.0,projection_spread_home,2.9025,1.45125,Underdog,False,False
g221,3,2026-09-19,Nevada,Middle Tennessee,Middle Tennessee,Nevada,home,36.0,34.0,37.0,48.0,57.0,39.0,-12.0,-5.0,-20.0,projection_spread_home,-2.9025,-1.45125,Favorite,False,False
g222,3,2026-09-19,Akron,Minnesota,Akron,Minnesota,away,40.0,44.0,37.0,68.0,71.0,65.0,-28.0,-21.0,-34.0,projection_spread_home,-23.8525,-11.92625,Favorite,False,False
g222,3,2026-09-19,Akron,Minnesota,Minnesota,Akron,home,68.0,71.0,65.0,40.0,44.0,37.0,28.0,34.0,21.0,projection_spread_home,23.8525,11.92625,Underdog,False,False
g223,3,2026-09-19,Troy,Missouri,Troy,Missouri,away,39.0,47.0,32.0,49.0,59.0,40.0,-10.0,7.0,-27.0,projection_spread_home,-24.9125,-12.45625,Favorite,False,False
g223,3,2026-09-19,Troy,Missouri,Missouri,Troy,home,49.0,59.0,40.0,39.0,47.0,32.0,10.0,27.0,-7.0,projection_spread_home,24.9125,12.45625,Underdog,False,True
g224,3,2026-09-19,Marshall,Missouri State,Marshall,Missouri State,away,48.0,61.0,36.0,34.0,25.0,44.0,14.0,17.0,11.0,projection_spread_home,4.44,2.22,Underdog,False,False
g224,3,2026-09-19,Marshall,Missouri State,Missouri State,Marshall,home,34.0,25.0,44.0,48.0,61.0,36.0,-14.0,-11.0,-17.0,projection_spread_home,-4.44,-2.22,Favorite,False,False
g226,3,2026-09-19,Colorado,Northwestern,Colorado,Northwestern,away,55.0,57.0,53.0,57.0,57.0,58.0,-2.0,-1.0,-4.0,projection_spread_home,-6.265,-3.1325,Favorite,False,False
g226,3,2026-09-19,Colorado,Northwestern,Northwestern,Colorado,home,57.0,57.0,58.0,55.0,57.0,53.0,2.0,4.0,1.0,projection_spread_home,6.265,3.1325,Underdog,False,False
g227,3,2026-09-19,Michigan State,Notre Dame,Michigan State,Notre Dame,away,46.0,48.0,45.0,72.0,67.0,77.0,-26.0,-29.0,-22.0,projection_spread_home,-29.95,-14.975,Favorite,False,False
g227,3,2026-09-19,Michigan State,Notre Dame,Notre Dame,Michigan State,home,72.0,67.0,77.0,46.0,48.0,45.0,26.0,22.0,29.0,projection_spread_home,29.95,14.975,Underdog,False,False
g228,3,2026-09-19,Kent State,Ohio State,Kent State,Ohio State,away,48.0,57.0,39.0,60.0,71.0,50.0,-12.0,7.0,-32.0,projection_spread_home,-53.5225,-26.76125,Favorite,False,False
g228,3,2026-09-19,Kent State,Ohio State,Ohio State,Kent State,home,60.0,71.0,50.0,48.0,57.0,39.0,12.0,32.0,-7.0,projection_spread_home,53.5225,26.76125,Underdog,False,True
g229,3,2026-09-19,New Mexico,Oklahoma,New Mexico,Oklahoma,away,63.0,68.0,58.0,65.0,75.0,55.0,-2.0,13.0,-17.0,projection_spread_home,-24.1275,-12.06375,Favorite,False,False
g229,3,2026-09-19,New Mexico,Oklahoma,Oklahoma,New Mexico,home,65.0,75.0,55.0,63.0,68.0,58.0,2.0,17.0,-13.0,projection_spread_home,24.1275,12.06375,Underdog,False,True
g231,3,2026-09-19,East Carolina,Old Dominion,East Carolina,Old Dominion,away,42.0,33.0,50.0,40.0,23.0,58.0,2.0,-25.0,27.0,projection_spread_home,-0.56,-0.28,Favorite,True,False
g231,3,2026-09-19,East Carolina,Old Dominion,Old Dominion,East Carolina,home,40.0,23.0,58.0,42.0,33.0,50.0,-2.0,-27.0,25.0,projection_spread_home,0.56,0.28,Underdog,False,False
g232,3,2026-09-19,LSU,Ole Miss,LSU,Ole Miss,away,61.0,61.0,60.0,61.0,61.0,62.0,0.0,-1.0,-1.0,projection_spread_home,-2.9275,-1.46375,Favorite,False,False
g232,3,2026-09-19,LSU,Ole Miss,Ole Miss,LSU,home,61.0,61.0,62.0,61.0,61.0,60.0,0.0,1.0,1.0,projection_spread_home,2.9275,1.46375,Underdog,False,False
g235,3,2026-09-19,Buffalo,Penn State,Buffalo,Penn State,away,30.0,26.0,33.0,52.0,50.0,53.0,-22.0,-27.0,-17.0,projection_spread_home,-32.1025,-16.05125,Favorite,False,False
g235,3,2026-09-19,Buffalo,Penn State,Penn State,Buffalo,home,52.0,50.0,53.0,30.0,26.0,33.0,22.0,17.0,27.0,projection_spread_home,32.1025,16.05125,Underdog,False,False
g236,3,2026-09-19,Western Michigan,Rice,Western Michigan,Rice,away,51.0,60.0,42.0,39.0,40.0,38.0,12.0,22.0,2.0,projection_spread_home,6.4875,3.24375,Underdog,False,False
g236,3,2026-09-19,Western Michigan,Rice,Rice,Western Michigan,home,39.0,40.0,38.0,51.0,60.0,42.0,-12.0,-2.0,-22.0,projection_spread_home,-6.4875,-3.24375,Favorite,False,False
g237,3,2026-09-19,USC,Rutgers,USC,Rutgers,away,65.0,67.0,64.0,47.0,49.0,46.0,18.0,21.0,15.0,projection_spread_home,14.82,7.41,Underdog,False,False
g237,3,2026-09-19,USC,Rutgers,Rutgers,USC,home,47.0,49.0,46.0,65.0,67.0,64.0,-18.0,-15.0,-21.0,projection_spread_home,-14.82,-7.41,Favorite,False,False
g238,3,2026-09-19,North Dakota State,Sacramento State,North Dakota State,Sacramento State,away,52.0,45.0,60.0,32.0,21.0,42.0,20.0,3.0,39.0,projection_spread_home,10.7666,5.3833,Underdog,False,False
g238,3,2026-09-19,North Dakota State,Sacramento State,Sacramento State,North Dakota State,home,32.0,21.0,42.0,52.0,45.0,60.0,-20.0,-39.0,-3.0,projection_spread_home,-10.7666,-5.3833,Favorite,False,False
g242,3,2026-09-19,Ohio,South Alabama,Ohio,South Alabama,away,33.0,18.0,48.0,44.0,51.0,37.0,-11.0,-19.0,-3.0,projection_spread_home,-0.6475,-0.32375,Favorite,False,False
g242,3,2026-09-19,Ohio,South Alabama,South Alabama,Ohio,home,44.0,51.0,37.0,33.0,18.0,48.0,11.0,3.0,19.0,projection_spread_home,0.6475,0.32375,Underdog,False,False
g243,3,2026-09-19,Mississippi State,South Carolina,Mississippi State,South Carolina,away,48.0,44.0,52.0,68.0,76.0,61.0,-20.0,-17.0,-24.0,projection_spread_home,-8.38,-4.19,Favorite,False,False
g243,3,2026-09-19,Mississippi State,South Carolina,South Carolina,Mississippi State,home,68.0,76.0,61.0,48.0,44.0,52.0,20.0,24.0,17.0,projection_spread_home,8.38,4.19,Underdog,False,False
g245,3,2026-09-19,Connecticut,Southern Miss,Connecticut,Southern Miss,away,31.0,25.0,37.0,22.0,23.0,20.0,9.0,5.0,14.0,projection_spread_home,2.48,1.24,Underdog,False,False
g245,3,2026-09-19,Connecticut,Southern Miss,Southern Miss,Connecticut,home,22.0,23.0,20.0,31.0,25.0,37.0,-9.0,-14.0,-5.0,projection_spread_home,-2.48,-1.24,Favorite,False,False
g246,3,2026-09-19,Arkansas State,TCU,Arkansas State,TCU,away,49.0,52.0,45.0,51.0,44.0,58.0,-2.0,-6.0,1.0,projection_spread_home,-20.8925,-10.44625,Favorite,False,False
g246,3,2026-09-19,Arkansas State,TCU,TCU,Arkansas State,home,51.0,44.0,58.0,49.0,52.0,45.0,2.0,-1.0,6.0,projection_spread_home,20.8925,10.44625,Underdog,False,False
g247,3,2026-09-19,Kennesaw State,Tennessee,Kennesaw State,Tennessee,away,49.0,42.0,55.0,62.0,58.0,65.0,-13.0,-23.0,-3.0,projection_spread_home,-28.4525,-14.22625,Favorite,False,False
g247,3,2026-09-19,Kennesaw State,Tennessee,Tennessee,Kennesaw State,home,62.0,58.0,65.0,49.0,42.0,55.0,13.0,3.0,23.0,projection_spread_home,28.4525,14.22625,Underdog,False,False
g248,3,2026-09-19,UTSA,Texas,UTSA,Texas,away,54.0,64.0,44.0,68.0,73.0,63.0,-14.0,1.0,-29.0,projection_spread_home,-30.08,-15.04,Favorite,False,False
g248,3,2026-09-19,UTSA,Texas,Texas,UTSA,home,68.0,73.0,63.0,54.0,64.0,44.0,14.0,29.0,-1.0,projection_spread_home,30.08,15.04,Underdog,False,True
g249,3,2026-09-19,Kentucky,Texas A&M,Kentucky,Texas A&M,away,46.0,40.0,52.0,65.0,67.0,63.0,-19.0,-23.0,-15.0,projection_spread_home,-17.6675,-8.83375,Favorite,False,False
g249,3,2026-09-19,Kentucky,Texas A&M,Texas A&M,Kentucky,home,65.0,67.0,63.0,46.0,40.0,52.0,19.0,15.0,23.0,projection_spread_home,17.6675,8.83375,Underdog,False,False
g250,3,2026-09-19,North Texas,Texas State,North Texas,Texas State,away,32.0,28.0,35.0,56.0,70.0,43.0,-24.0,-15.0,-35.0,projection_spread_home,-3.665,-1.8325,Favorite,False,False
