season,week,date,game_id,component,edge_team,edge_opponent,conference_matchup_type,component_edge,component_edge_band,edge_team_role,edge_team_spread,edge_team_ats_result,edge_team_ats_margin,edge_team_clv,source_flipped
2023,4,2023-09-23T16:00:00.000Z,401520271,defense_vs_opponent_offense,Western Kentucky,Troy,G6_vs_G6,13.0,5_to_14_9,Underdog,3.5,W,0.5,,True
2023,4,2023-09-23T16:00:00.000Z,401520271,offense_vs_opponent_defense,Troy,Western Kentucky,G6_vs_G6,23.0,15_to_24_9,Favorite,-3.5,L,-0.5,,False
2023,4,2023-09-23T16:00:00.000Z,401520271,offense_vs_opponent_defense,Western Kentucky,Troy,G6_vs_G6,13.0,5_to_14_9,Underdog,3.5,W,0.5,,False
2023,4,2023-09-23T19:30:00.000Z,401520272,defense_vs_opponent_offense,Duke,UConn,Other,11.0,5_to_14_9,Favorite,-22.166666666666668,W,11.833333333333332,,True
2023,4,2023-09-23T19:30:00.000Z,401520272,defense_vs_opponent_offense,UConn,Duke,Other,29.0,25_plus,Underdog,22.166666666666668,L,-11.833333333333332,,True
2023,4,2023-09-23T19:30:00.000Z,401520272,offense_vs_opponent_defense,Duke,UConn,Other,11.0,5_to_14_9,Favorite,-22.166666666666668,W,11.833333333333332,,False
2023,4,2023-09-23T19:30:00.000Z,401520272,offense_vs_opponent_defense,UConn,Duke,Other,29.0,25_plus,Underdog,22.166666666666668,L,-11.833333333333332,,False
2023,4,2023-09-23T16:00:00.000Z,401520274,defense_vs_opponent_offense,Kentucky,Vanderbilt,P4_vs_P4,15.0,15_to_24_9,Favorite,-13.333333333333334,W,3.666666666666666,,True
2023,4,2023-09-23T16:00:00.000Z,401520274,defense_vs_opponent_offense,Vanderbilt,Kentucky,P4_vs_P4,18.0,15_to_24_9,Underdog,13.333333333333334,L,-3.666666666666666,,True
2023,4,2023-09-23T16:00:00.000Z,401520274,offense_vs_opponent_defense,Kentucky,Vanderbilt,P4_vs_P4,15.0,15_to_24_9,Favorite,-13.333333333333334,W,3.666666666666666,,False
2023,4,2023-09-23T16:00:00.000Z,401520274,offense_vs_opponent_defense,Vanderbilt,Kentucky,P4_vs_P4,18.0,15_to_24_9,Underdog,13.333333333333334,L,-3.666666666666666,,False
2023,4,2023-09-23T23:30:00.000Z,401521330,defense_vs_opponent_offense,Notre Dame,Ohio State,Other,15.0,15_to_24_9,Underdog,3.1666666666666665,W,0.1666666666666665,,False
2023,4,2023-09-23T23:30:00.000Z,401521330,defense_vs_opponent_offense,Ohio State,Notre Dame,Other,12.0,5_to_14_9,Favorite,-3.1666666666666665,L,-0.1666666666666665,,False
2023,4,2023-09-23T23:30:00.000Z,401521330,offense_vs_opponent_defense,Notre Dame,Ohio State,Other,15.0,15_to_24_9,Underdog,3.1666666666666665,W,0.1666666666666665,,True
2023,4,2023-09-23T23:30:00.000Z,401521330,offense_vs_opponent_defense,Ohio State,Notre Dame,Other,12.0,5_to_14_9,Favorite,-3.1666666666666665,L,-0.1666666666666665,,True
2023,1,2023-09-02T03:00:00.000Z,401523988,defense_vs_opponent_offense,Hawai'i,Stanford,,15.0,15_to_24_9,Underdog,3.625,L,-9.375,,False
2023,1,2023-09-02T03:00:00.000Z,401523988,offense_vs_opponent_defense,Hawai'i,Stanford,,9.0,5_to_14_9,Underdog,3.625,L,-9.375,,False
2023,1,2023-09-02T20:00:00.000Z,401523991,defense_vs_opponent_offense,North Texas,California,,13.0,5_to_14_9,Underdog,6.5,L,-30.5,,False
2023,1,2023-09-02T16:00:00.000Z,401523994,defense_vs_opponent_offense,Colorado,TCU,,24.0,15_to_24_9,Underdog,20.6,W,23.6,,False
2023,1,2023-09-02T16:00:00.000Z,401523994,defense_vs_opponent_offense,TCU,Colorado,,14.0,5_to_14_9,Favorite,-20.6,L,-23.6,,False
2023,1,2023-09-02T16:00:00.000Z,401523994,offense_vs_opponent_defense,Colorado,TCU,,24.0,15_to_24_9,Underdog,20.6,W,23.6,,True
2023,1,2023-09-02T16:00:00.000Z,401523994,offense_vs_opponent_defense,TCU,Colorado,,14.0,5_to_14_9,Favorite,-20.6,L,-23.6,,True
2023,1,2023-09-03T02:30:00.000Z,401523995,defense_vs_opponent_offense,Coastal Carolina,UCLA,,11.0,5_to_14_9,Underdog,15.375,W,1.375,,False
2023,1,2023-09-02T22:30:00.000Z,401523996,defense_vs_opponent_offense,USC,Nevada,,25.0,25_plus,Favorite,-37.875,W,14.125,,False
2023,1,2023-09-02T22:30:00.000Z,401523996,offense_vs_opponent_defense,USC,Nevada,,21.0,15_to_24_9,Favorite,-37.875,W,14.125,,False
2023,1,2023-09-02T19:30:00.000Z,401523997,defense_vs_opponent_offense,Boise State,Washington,,5.0,5_to_14_9,Underdog,14.3,L,-22.7,,True
2023,1,2023-09-02T19:30:00.000Z,401523997,offense_vs_opponent_defense,Washington,Boise State,,19.0,15_to_24_9,Favorite,-14.3,W,22.7,,False
2023,2,2023-09-09T16:00:00.000Z,401523999,defense_vs_opponent_offense,Utah,Baylor,,9.0,5_to_14_9,Favorite,-7.0,P,0.0,,False
2023,2,2023-09-09T16:00:00.000Z,401523999,offense_vs_opponent_defense,Utah,Baylor,,32.0,25_plus,Favorite,-7.0,P,0.0,,False
2023,2,2023-09-09T23:30:00.000Z,401524001,offense_vs_opponent_defense,UCLA,San Diego State,,14.0,5_to_14_9,Favorite,-13.5,W,11.5,,False
2023,2,2023-09-09T23:00:00.000Z,401524002,defense_vs_opponent_offense,Oregon,Texas Tech,,13.0,5_to_14_9,Favorite,-5.0,W,3.0,,True
2023,2,2023-09-09T23:00:00.000Z,401524002,defense_vs_opponent_offense,Texas Tech,Oregon,,10.0,5_to_14_9,Underdog,5.0,L,-3.0,,True
2023,2,2023-09-09T23:00:00.000Z,401524002,offense_vs_opponent_defense,Oregon,Texas Tech,,13.0,5_to_14_9,Favorite,-5.0,W,3.0,,False
2023,2,2023-09-09T23:00:00.000Z,401524002,offense_vs_opponent_defense,Texas Tech,Oregon,,10.0,5_to_14_9,Underdog,5.0,L,-3.0,,False
2023,2,2023-09-10T02:30:00.000Z,401524003,defense_vs_opponent_offense,USC,Stanford,,44.0,25_plus,Favorite,-28.666666666666668,W,17.333333333333332,,False
2023,2,2023-09-10T02:30:00.000Z,401524003,offense_vs_opponent_defense,USC,Stanford,,39.0,25_plus,Favorite,-28.666666666666668,W,17.333333333333332,,False
2023,2,2023-09-09T21:00:00.000Z,401524004,defense_vs_opponent_offense,Washington,Tulsa,,32.0,25_plus,Favorite,-33.666666666666664,L,-0.6666666666666643,,False
2023,2,2023-09-09T21:00:00.000Z,401524004,offense_vs_opponent_defense,Washington,Tulsa,,36.0,25_plus,Favorite,-33.666666666666664,L,-0.6666666666666643,,False
2023,3,2023-09-17T00:00:00.000Z,401524008,defense_vs_opponent_offense,Oregon,Hawai'i,,20.0,15_to_24_9,Favorite,-38.25,W,6.75,,False
2023,3,2023-09-17T00:00:00.000Z,401524008,offense_vs_opponent_defense,Oregon,Hawai'i,,16.0,15_to_24_9,Favorite,-38.25,W,6.75,,False
2023,3,2023-09-16T19:30:00.000Z,401524009,defense_vs_opponent_offense,Oregon State,San Diego State,,38.0,25_plus,Favorite,-24.5,L,-7.5,,True
2023,3,2023-09-16T19:30:00.000Z,401524009,defense_vs_opponent_offense,San Diego State,Oregon State,,19.0,15_to_24_9,Underdog,24.5,W,7.5,,True
2023,3,2023-09-16T19:30:00.000Z,401524009,offense_vs_opponent_defense,Oregon State,San Diego State,,38.0,25_plus,Favorite,-24.5,L,-7.5,,False
2023,3,2023-09-16T19:30:00.000Z,401524009,offense_vs_opponent_defense,San Diego State,Oregon State,,19.0,15_to_24_9,Underdog,24.5,W,7.5,,False
2023,4,2023-09-23T23:00:00.000Z,401524016,defense_vs_opponent_offense,Arizona,Stanford,,8.0,5_to_14_9,Favorite,-12.833333333333334,L,-11.833333333333334,,False
2023,4,2023-09-23T23:00:00.000Z,401524016,offense_vs_opponent_defense,Arizona,Stanford,,36.0,25_plus,Favorite,-12.833333333333334,L,-11.833333333333334,,False
2023,4,2023-09-23T19:30:00.000Z,401524017,defense_vs_opponent_offense,Utah,UCLA,,15.0,15_to_24_9,Favorite,-3.8333333333333335,W,3.1666666666666665,,False
2023,4,2023-09-23T19:30:00.000Z,401524017,offense_vs_opponent_defense,Utah,UCLA,,8.0,5_to_14_9,Favorite,-3.8333333333333335,W,3.1666666666666665,,False
2023,4,2023-09-24T02:30:00.000Z,401524018,defense_vs_opponent_offense,Washington,California,,15.0,15_to_24_9,Favorite,-20.5,W,6.5,,False
2023,4,2023-09-23T23:00:00.000Z,401524019,defense_vs_opponent_offense,Oregon State,Washington State,,28.0,25_plus,Favorite,-3.0,L,-6.0,,True
2023,4,2023-09-23T23:00:00.000Z,401524019,defense_vs_opponent_offense,Washington State,Oregon State,,21.0,15_to_24_9,Underdog,3.0,W,6.0,,True
2023,4,2023-09-23T23:00:00.000Z,401524019,offense_vs_opponent_defense,Oregon State,Washington State,,28.0,25_plus,Favorite,-3.0,L,-6.0,,False
2023,4,2023-09-23T23:00:00.000Z,401524019,offense_vs_opponent_defense,Washington State,Oregon State,,21.0,15_to_24_9,Underdog,3.0,W,6.0,,False
2023,3,2023-09-16T18:30:00.000Z,401525437,defense_vs_opponent_offense,Central Michigan,Notre Dame,Other,15.0,15_to_24_9,Underdog,34.75,W,10.75,,False
2023,3,2023-09-16T18:30:00.000Z,401525437,defense_vs_opponent_offense,Notre Dame,Central Michigan,Other,21.0,15_to_24_9,Favorite,-34.75,L,-10.75,,False
2023,3,2023-09-16T18:30:00.000Z,401525437,offense_vs_opponent_defense,Central Michigan,Notre Dame,Other,15.0,15_to_24_9,Underdog,34.75,W,10.75,,True
2023,3,2023-09-16T18:30:00.000Z,401525437,offense_vs_opponent_defense,Notre Dame,Central Michigan,Other,21.0,15_to_24_9,Favorite,-34.75,L,-10.75,,True
2023,1,2023-09-01T23:30:00.000Z,401525462,defense_vs_opponent_offense,Georgia Tech,Louisville,P4_vs_P4,5.0,5_to_14_9,Underdog,7.6,W,2.5999999999999996,,False
2023,1,2023-09-01T23:30:00.000Z,401525462,offense_vs_opponent_defense,Georgia Tech,Louisville,P4_vs_P4,19.0,15_to_24_9,Underdog,7.6,W,2.5999999999999996,,False
2023,1,2023-09-01T23:00:00.000Z,401525463,defense_vs_opponent_offense,Miami,Miami (OH),P4_vs_G6,16.0,15_to_24_9,Favorite,-16.625,W,18.375,,False
2023,1,2023-09-01T23:00:00.000Z,401525463,defense_vs_opponent_offense,Miami (OH),Miami,G6_vs_P4,14.0,5_to_14_9,Underdog,16.625,L,-18.375,,False
2023,1,2023-09-01T23:00:00.000Z,401525463,offense_vs_opponent_defense,Miami,Miami (OH),P4_vs_G6,16.0,15_to_24_9,Favorite,-16.625,W,18.375,,True
2023,1,2023-09-01T23:00:00.000Z,401525463,offense_vs_opponent_defense,Miami (OH),Miami,G6_vs_P4,14.0,5_to_14_9,Underdog,16.625,L,-18.375,,True
2023,1,2023-09-03T00:00:00.000Z,401525467,offense_vs_opponent_defense,Virginia Tech,Old Dominion,P4_vs_G6,27.0,25_plus,Favorite,-15.75,W,3.25,,False
2023,2,2023-09-10T00:30:00.000Z,401525493,defense_vs_opponent_offense,Florida State,Southern Miss,P4_vs_G6,26.0,25_plus,Favorite,-31.0,W,22.0,,False
2023,2,2023-09-10T00:30:00.000Z,401525493,offense_vs_opponent_defense,Florida State,Southern Miss,P4_vs_G6,27.0,25_plus,Favorite,-31.0,W,22.0,,False
2023,2,2023-09-09T19:30:00.000Z,401525497,defense_vs_opponent_offense,Syracuse,Western Michigan,P4_vs_G6,5.0,5_to_14_9,Favorite,-24.666666666666668,W,16.333333333333332,,False
2023,2,2023-09-09T19:30:00.000Z,401525497,offense_vs_opponent_defense,Syracuse,Western Michigan,P4_vs_G6,42.0,25_plus,Favorite,-24.666666666666668,W,16.333333333333332,,False
2023,2,2023-09-09T16:00:00.000Z,401525498,defense_vs_opponent_offense,James Madison,Virginia,G6_vs_P4,41.0,25_plus,Favorite,-6.0,L,-5.0,,False
2023,3,2023-09-16T16:00:00.000Z,401525500,defense_vs_opponent_offense,Florida State,Boston College,P4_vs_P4,16.0,15_to_24_9,Favorite,-25.25,L,-23.25,,False
2023,3,2023-09-16T23:30:00.000Z,401525503,defense_vs_opponent_offense,West Virginia,Pittsburgh,P4_vs_P4,16.0,15_to_24_9,Favorite,-1.0,W,10.0,,False
2023,3,2023-09-16T23:30:00.000Z,401525503,offense_vs_opponent_defense,West Virginia,Pittsburgh,P4_vs_P4,11.0,5_to_14_9,Favorite,-1.0,W,10.0,,False
2023,3,2023-09-16T16:00:00.000Z,401525504,offense_vs_opponent_defense,Old Dominion,Wake Forest,G6_vs_P4,10.0,5_to_14_9,Underdog,13.75,W,10.75,,False
2023,4,2023-09-23T19:30:00.000Z,401525506,defense_vs_opponent_offense,Boston College,Louisville,P4_vs_P4,18.0,15_to_24_9,Underdog,13.833333333333334,L,-14.166666666666666,,False
2023,4,2023-09-23T19:30:00.000Z,401525506,offense_vs_opponent_defense,Boston College,Louisville,P4_vs_P4,28.0,25_plus,Underdog,13.833333333333334,L,-14.166666666666666,,False
2023,4,2023-09-23T16:00:00.000Z,401525507,defense_vs_opponent_offense,Florida State,Clemson,P4_vs_P4,30.0,25_plus,Favorite,-2.0,W,5.0,,False
2023,4,2023-09-23T16:00:00.000Z,401525507,offense_vs_opponent_defense,Florida State,Clemson,P4_vs_P4,5.0,5_to_14_9,Favorite,-2.0,W,5.0,,False
2023,4,2023-09-23T22:30:00.000Z,401525508,defense_vs_opponent_offense,Georgia Tech,Wake Forest,P4_vs_P4,20.0,15_to_24_9,Underdog,3.6666666666666665,W,17.666666666666668,,False
2023,4,2023-09-23T22:30:00.000Z,401525508,offense_vs_opponent_defense,Georgia Tech,Wake Forest,P4_vs_P4,10.0,5_to_14_9,Underdog,3.6666666666666665,W,17.666666666666668,,False
2023,4,2023-09-23T19:30:00.000Z,401525509,defense_vs_opponent_offense,Temple,Miami,G6_vs_P4,14.0,5_to_14_9,Underdog,23.333333333333332,L,-10.666666666666668,,False
2023,4,2023-09-24T00:00:00.000Z,401525510,defense_vs_opponent_offense,North Carolina,Pittsburgh,P4_vs_P4,16.0,15_to_24_9,Favorite,-7.166666666666667,W,9.833333333333332,,False
2023,4,2023-09-24T00:00:00.000Z,401525510,offense_vs_opponent_defense,North Carolina,Pittsburgh,P4_vs_P4,20.0,15_to_24_9,Favorite,-7.166666666666667,W,9.833333333333332,,False
2023,4,2023-09-23T16:00:00.000Z,401525511,offense_vs_opponent_defense,Virginia Tech,Marshall,P4_vs_G6,15.0,15_to_24_9,Underdog,5.333333333333333,L,-1.666666666666667,,False
2023,1,2023-09-02T23:00:00.000Z,401525819,defense_vs_opponent_offense,Houston,UTSA,P4_vs_G6,29.0,25_plus,Underdog,1.5,W,4.5,,True
2023,1,2023-09-02T23:00:00.000Z,401525819,defense_vs_opponent_offense,UTSA,Houston,G6_vs_P4,13.0,5_to_14_9,Favorite,-1.5,L,-4.5,,True
2023,1,2023-09-02T23:00:00.000Z,401525819,offense_vs_opponent_defense,Houston,UTSA,P4_vs_G6,29.0,25_plus,Underdog,1.5,W,4.5,,False
2023,1,2023-09-02T23:00:00.000Z,401525819,offense_vs_opponent_defense,UTSA,Houston,G6_vs_P4,13.0,5_to_14_9,Favorite,-1.5,L,-4.5,,False
2023,1,2023-09-02T19:30:00.000Z,401525824,defense_vs_opponent_offense,Rice,Texas,G6_vs_P4,9.0,5_to_14_9,Underdog,35.25,W,8.25,,True
2023,1,2023-09-02T19:30:00.000Z,401525824,offense_vs_opponent_defense,Texas,Rice,P4_vs_G6,11.0,5_to_14_9,Favorite,-35.25,L,-8.25,,False
2023,1,2023-09-02T23:30:00.000Z,401525825,defense_vs_opponent_offense,Wyoming,Texas Tech,G6_vs_P4,9.0,5_to_14_9,Underdog,13.6,W,15.6,,False
2023,1,2023-09-02T23:30:00.000Z,401525825,offense_vs_opponent_defense,Wyoming,Texas Tech,G6_vs_P4,30.0,25_plus,Underdog,13.6,W,15.6,,False
2023,2,2023-09-09T22:00:00.000Z,401525830,defense_vs_opponent_offense,Oklahoma,SMU,P4_vs_G6,7.0,5_to_14_9,Favorite,-16.333333333333332,W,0.6666666666666679,0.5,False
2023,2,2023-09-09T22:00:00.000Z,401525830,offense_vs_opponent_defense,Oklahoma,SMU,P4_vs_G6,14.0,5_to_14_9,Favorite,-16.333333333333332,W,0.6666666666666679,0.5,False
2023,2,2023-09-09T23:00:00.000Z,401525831,offense_vs_opponent_defense,Rice,Houston,G6_vs_P4,29.0,25_plus,Underdog,7.166666666666667,W,9.166666666666668,,False
2023,3,2023-09-16T23:00:00.000Z,401525835,defense_vs_opponent_offense,Miami (OH),Cincinnati,G6_vs_P4,34.0,25_plus,Underdog,14.25,W,21.25,,False
2023,3,2023-09-16T23:00:00.000Z,401525835,offense_vs_opponent_defense,Miami (OH),Cincinnati,G6_vs_P4,12.0,5_to_14_9,Underdog,14.25,W,21.25,,False
2023,3,2023-09-17T00:00:00.000Z,401525836,defense_vs_opponent_offense,Houston,TCU,P4_vs_P4,10.0,5_to_14_9,Underdog,7.25,L,-15.75,,False
2023,3,2023-09-17T00:00:00.000Z,401525836,offense_vs_opponent_defense,Houston,TCU,P4_vs_P4,6.0,5_to_14_9,Underdog,7.25,L,-15.75,,False
2023,3,2023-09-17T02:30:00.000Z,401525837,defense_vs_opponent_offense,Kansas,Nevada,P4_vs_G6,27.0,25_plus,Favorite,-28.5,L,-21.5,,False
2023,3,2023-09-17T02:30:00.000Z,401525837,offense_vs_opponent_defense,Kansas,Nevada,P4_vs_G6,37.0,25_plus,Favorite,-28.5,L,-21.5,,False
2023,3,2023-09-17T00:00:00.000Z,401525840,offense_vs_opponent_defense,Wyoming,Texas,G6_vs_P4,19.0,15_to_24_9,Underdog,31.0,W,10.0,,False
2023,3,2023-09-16T19:30:00.000Z,401525842,defense_vs_opponent_offense,Oklahoma,Tulsa,P4_vs_G6,22.0,15_to_24_9,Favorite,-28.0,W,21.0,,False
2023,3,2023-09-16T19:30:00.000Z,401525842,offense_vs_opponent_defense,Oklahoma,Tulsa,P4_vs_G6,24.0,15_to_24_9,Favorite,-28.0,W,21.0,,False
2023,4,2023-09-23T23:30:00.000Z,401525844,offense_vs_opponent_defense,Texas,Baylor,P4_vs_P4,34.0,25_plus,Favorite,-16.5,W,15.5,,False
2023,4,2023-09-23T16:00:00.000Z,401525845,defense_vs_opponent_offense,Oklahoma,Cincinnati,P4_vs_P4,21.0,15_to_24_9,Favorite,-13.666666666666666,W,0.3333333333333339,,False
2023,4,2023-09-23T16:00:00.000Z,401525845,offense_vs_opponent_defense,Oklahoma,Cincinnati,P4_vs_P4,13.0,5_to_14_9,Favorite,-13.666666666666666,W,0.3333333333333339,,False
2023,4,2023-09-23T19:30:00.000Z,401525847,defense_vs_opponent_offense,Kansas,BYU,P4_vs_P4,18.0,15_to_24_9,Favorite,-9.333333333333334,W,1.666666666666666,,False
2023,4,2023-09-23T19:30:00.000Z,401525847,offense_vs_opponent_defense,Kansas,BYU,P4_vs_P4,26.0,25_plus,Favorite,-9.333333333333334,W,1.666666666666666,,False
2023,4,2023-09-23T16:00:00.000Z,401525849,defense_vs_opponent_offense,SMU,TCU,G6_vs_P4,15.0,15_to_24_9,Underdog,6.833333333333333,L,-10.166666666666668,,False
2023,4,2023-09-23T16:00:00.000Z,401525849,defense_vs_opponent_offense,TCU,SMU,P4_vs_G6,15.0,15_to_24_9,Favorite,-6.833333333333333,W,10.166666666666668,,False
2023,4,2023-09-23T16:00:00.000Z,401525849,offense_vs_opponent_defense,SMU,TCU,G6_vs_P4,15.0,15_to_24_9,Underdog,6.833333333333333,L,-10.166666666666668,,True
2023,4,2023-09-23T16:00:00.000Z,401525849,offense_vs_opponent_defense,TCU,SMU,P4_vs_G6,15.0,15_to_24_9,Favorite,-6.833333333333333,W,10.166666666666668,,True
2023,3,2023-09-16T20:00:00.000Z,401531348,offense_vs_opponent_defense,Tulane,Southern Miss,G6_vs_G6,20.0,15_to_24_9,Favorite,-7.75,W,10.25,,False
2023,3,2023-09-16T23:00:00.000Z,401531379,defense_vs_opponent_offense,Louisiana,UAB,G6_vs_G6,18.0,15_to_24_9,Underdog,2.0,W,22.0,,False
2023,3,2023-09-16T23:00:00.000Z,401531379,offense_vs_opponent_defense,Louisiana,UAB,G6_vs_G6,36.0,25_plus,Underdog,2.0,W,22.0,,False
2023,1,2023-09-02T18:00:00.000Z,401531387,offense_vs_opponent_defense,Temple,Akron,G6_vs_G6,31.0,25_plus,Favorite,-9.875,L,-6.875,,False
2023,3,2023-09-15T23:00:00.000Z,401531396,defense_vs_opponent_offense,Army,UTSA,Other,8.0,5_to_14_9,Underdog,7.0,W,15.0,,False
2023,3,2023-09-15T23:00:00.000Z,401531396,offense_vs_opponent_defense,Army,UTSA,Other,16.0,15_to_24_9,Underdog,7.0,W,15.0,,False
2023,2,2023-09-09T20:00:00.000Z,401531411,defense_vs_opponent_offense,Marshall,East Carolina,G6_vs_G6,28.0,25_plus,Favorite,-2.8333333333333335,W,15.166666666666666,,False
2023,2,2023-09-09T20:00:00.000Z,401531411,offense_vs_opponent_defense,Marshall,East Carolina,G6_vs_G6,26.0,25_plus,Favorite,-2.8333333333333335,W,15.166666666666666,,False
2023,4,2023-09-23T20:00:00.000Z,401531423,defense_vs_opponent_offense,Rice,South Florida,G6_vs_G6,28.0,25_plus,Favorite,-2.5,L,-15.5,,False
2023,4,2023-09-23T20:00:00.000Z,401531423,offense_vs_opponent_defense,Rice,South Florida,G6_vs_G6,5.0,5_to_14_9,Favorite,-2.5,L,-15.5,,False
2023,3,2023-09-14T23:30:00.000Z,401531428,defense_vs_opponent_offense,Navy,Memphis,G6_vs_G6,7.0,5_to_14_9,Underdog,12.25,W,8.25,,False
2023,3,2023-09-14T23:30:00.000Z,401531428,offense_vs_opponent_defense,Navy,Memphis,G6_vs_G6,17.0,15_to_24_9,Underdog,12.25,W,8.25,,False
2023,2,2023-09-09T22:00:00.000Z,401531842,defense_vs_opponent_offense,Louisiana,Old Dominion,G6_vs_G6,32.0,25_plus,Favorite,-6.0,L,-13.0,,True
2023,2,2023-09-09T22:00:00.000Z,401531842,defense_vs_opponent_offense,Old Dominion,Louisiana,G6_vs_G6,15.0,15_to_24_9,Underdog,6.0,W,13.0,,True
2023,2,2023-09-09T22:00:00.000Z,401531842,offense_vs_opponent_defense,Louisiana,Old Dominion,G6_vs_G6,32.0,25_plus,Favorite,-6.0,L,-13.0,,False
2023,2,2023-09-09T22:00:00.000Z,401531842,offense_vs_opponent_defense,Old Dominion,Louisiana,G6_vs_G6,15.0,15_to_24_9,Underdog,6.0,W,13.0,,False
2023,3,2023-09-16T23:00:00.000Z,401531848,defense_vs_opponent_offense,James Madison,Troy,G6_vs_G6,17.0,15_to_24_9,Underdog,2.8333333333333335,W,4.833333333333334,,False
2023,3,2023-09-16T23:00:00.000Z,401531848,offense_vs_opponent_defense,James Madison,Troy,G6_vs_G6,5.0,5_to_14_9,Underdog,2.8333333333333335,W,4.833333333333334,,False
2023,4,2023-09-23T23:30:00.000Z,401531875,offense_vs_opponent_defense,Louisiana,Buffalo,G6_vs_G6,29.0,25_plus,Favorite,-10.333333333333334,L,-3.333333333333334,,False
2023,4,2023-09-23T21:00:00.000Z,401531876,defense_vs_opponent_offense,South Alabama,Central Michigan,G6_vs_G6,31.0,25_plus,Favorite,-16.166666666666668,L,-20.166666666666668,,False
2023,4,2023-09-23T21:00:00.000Z,401531876,offense_vs_opponent_defense,Central Michigan,South Alabama,G6_vs_G6,9.0,5_to_14_9,Underdog,16.166666666666668,W,20.166666666666668,,True
2023,1,2023-08-26T23:00:00.000Z,401532392,defense_vs_opponent_offense,Ohio,San Diego State,G6_vs_G6,38.0,25_plus,Underdog,2.9,L,-4.1,,True
2023,1,2023-08-26T23:00:00.000Z,401532392,defense_vs_opponent_offense,San Diego State,Ohio,G6_vs_G6,45.0,25_plus,Favorite,-2.9,W,4.1,,True
2023,1,2023-08-26T23:00:00.000Z,401532392,offense_vs_opponent_defense,Ohio,San Diego State,G6_vs_G6,38.0,25_plus,Underdog,2.9,L,-4.1,,False
2023,1,2023-08-26T23:00:00.000Z,401532392,offense_vs_opponent_defense,San Diego State,Ohio,G6_vs_G6,45.0,25_plus,Favorite,-2.9,W,4.1,,False
2023,4,2023-09-23T19:30:00.000Z,401532405,defense_vs_opponent_offense,Bowling Green,Ohio,G6_vs_G6,37.0,25_plus,Underdog,13.0,L,-18.0,,True
2023,4,2023-09-23T19:30:00.000Z,401532405,defense_vs_opponent_offense,Ohio,Bowling Green,G6_vs_G6,24.0,15_to_24_9,Favorite,-13.0,W,18.0,,True
2023,4,2023-09-23T19:30:00.000Z,401532405,offense_vs_opponent_defense,Bowling Green,Ohio,G6_vs_G6,37.0,25_plus,Underdog,13.0,L,-18.0,,False
2023,4,2023-09-23T19:30:00.000Z,401532405,offense_vs_opponent_defense,Ohio,Bowling Green,G6_vs_G6,24.0,15_to_24_9,Favorite,-13.0,W,18.0,,False
2023,4,2023-09-23T17:30:00.000Z,401532406,defense_vs_opponent_offense,Toledo,Western Michigan,G6_vs_G6,5.0,5_to_14_9,Favorite,-21.5,L,-3.5,,False
2023,4,2023-09-23T17:30:00.000Z,401532406,offense_vs_opponent_defense,Toledo,Western Michigan,G6_vs_G6,51.0,25_plus,Favorite,-21.5,L,-3.5,,False
2023,4,2023-09-23T02:30:00.000Z,401532583,defense_vs_opponent_offense,Boise State,San Diego State,G6_vs_G6,38.0,25_plus,Favorite,-5.833333333333333,L,-2.833333333333333,,True
2023,4,2023-09-23T02:30:00.000Z,401532583,defense_vs_opponent_offense,San Diego State,Boise State,G6_vs_G6,16.0,15_to_24_9,Underdog,5.833333333333333,W,2.833333333333333,,True
2023,4,2023-09-23T02:30:00.000Z,401532583,offense_vs_opponent_defense,Boise State,San Diego State,G6_vs_G6,38.0,25_plus,Favorite,-5.833333333333333,L,-2.833333333333333,,False
2023,4,2023-09-23T02:30:00.000Z,401532583,offense_vs_opponent_defense,San Diego State,Boise State,G6_vs_G6,16.0,15_to_24_9,Underdog,5.833333333333333,W,2.833333333333333,,False
2024,1,2024-08-31T23:00:00.000Z,401628319,defense_vs_opponent_offense,Western Kentucky,Alabama,G6_vs_P4,8.0,5_to_14_9,Underdog,34.166666666666664,L,-28.833333333333336,,False
2024,1,2024-08-31T23:00:00.000Z,401628319,offense_vs_opponent_defense,Western Kentucky,Alabama,G6_vs_P4,26.0,25_plus,Underdog,34.166666666666664,L,-28.833333333333336,,False
2024,1,2024-08-31T19:30:00.000Z,401628322,defense_vs_opponent_offense,Florida,Miami,P4_vs_P4,17.0,15_to_24_9,Underdog,2.5,L,-21.5,,True
2024,1,2024-08-31T19:30:00.000Z,401628322,defense_vs_opponent_offense,Miami,Florida,P4_vs_P4,13.0,5_to_14_9,Favorite,-2.5,W,21.5,,True
2024,1,2024-08-31T19:30:00.000Z,401628322,offense_vs_opponent_defense,Florida,Miami,P4_vs_P4,17.0,15_to_24_9,Underdog,2.5,L,-21.5,,False
2024,1,2024-08-31T19:30:00.000Z,401628322,offense_vs_opponent_defense,Miami,Florida,P4_vs_P4,13.0,5_to_14_9,Favorite,-2.5,W,21.5,,False
2024,1,2024-08-31T16:00:00.000Z,401628323,defense_vs_opponent_offense,Clemson,Georgia,P4_vs_P4,24.0,15_to_24_9,Underdog,11.666666666666666,L,-19.333333333333336,,True
2024,1,2024-08-31T16:00:00.000Z,401628323,defense_vs_opponent_offense,Georgia,Clemson,P4_vs_P4,27.0,25_plus,Favorite,-11.666666666666666,W,19.333333333333336,,True
