season,week,date,game_id,metric,home_team,away_team,high_rp_team,low_rp_team,high_rp_side,high_rp_role,high_rp_value,low_rp_value,high_rp_pctile,low_rp_pctile,high_rp_spread,high_rp_margin,high_rp_ats_margin,high_rp_ats_result,home_spread,total_line
2024,2,2024-09-08T02:15:00.000Z,401640989,offense,New Mexico State,Liberty,Liberty,New Mexico State,away,Favorite,174.4,0.0,0.9624060150375939,0.12406015037593984,-22.166666666666668,6.0,-16.166666666666668,L,22.166666666666668,54.166666666666664
2024,3,2024-09-14T16:00:00.000Z,401636865,offense,Miami (OH),Cincinnati,Miami (OH),Cincinnati,home,Underdog,87.9,-1.3,0.7819548872180451,0.08270676691729323,3.0,-11.0,-8.0,L,3.0,46.833333333333336
2024,3,2024-09-14T16:00:00.000Z,401635542,offense,Florida State,Memphis,Memphis,Florida State,away,Underdog,203.0,-7.4,0.9849624060150376,0.022556390977443608,6.833333333333333,8.0,14.833333333333332,W,-6.833333333333333,53.666666666666664
2024,3,2024-09-14T20:00:00.000Z,401643785,offense,East Carolina,App State,App State,East Carolina,away,Favorite,201.9,-1.7,0.9774436090225563,0.06766917293233082,-1.1666666666666667,2.0,0.8333333333333333,W,1.1666666666666667,58.166666666666664
2024,3,2024-09-14T20:15:00.000Z,401628351,offense,Arkansas,UAB,UAB,Arkansas,away,Underdog,148.2,2.6,0.9172932330827067,0.19548872180451127,23.666666666666668,-10.0,13.666666666666668,W,-23.666666666666668,60.333333333333336
2024,3,2024-09-14T23:00:00.000Z,401641040,offense,Sam Houston,Hawai'i,Hawai'i,Sam Houston,away,Underdog,126.2,-0.4,0.8571428571428571,0.09774436090225563,4.0,-18.0,-14.0,L,-4.0,49.166666666666664
2024,3,2024-09-14T23:30:00.000Z,401636866,offense,TCU,UCF,TCU,UCF,home,Favorite,115.6,-0.2,0.8421052631578947,0.10526315789473684,-2.1666666666666665,-1.0,-3.1666666666666665,L,-2.1666666666666665,60.833333333333336
2024,3,2024-09-15T00:00:00.000Z,401628478,offense,Virginia,Maryland,Virginia,Maryland,home,Favorite,109.2,-5.4,0.8270676691729323,0.03759398496240601,-1.1666666666666667,-14.0,-15.166666666666666,L,-1.1666666666666667,55.333333333333336
2024,3,2024-09-15T02:30:00.000Z,401641033,offense,Fresno State,New Mexico State,Fresno State,New Mexico State,home,Favorite,130.6,0.0,0.8721804511278195,0.12406015037593984,-19.833333333333332,48.0,28.166666666666668,W,-19.833333333333332,48.333333333333336
2024,4,2024-09-21T16:00:00.000Z,401636873,offense,Cincinnati,Houston,Houston,Cincinnati,away,Underdog,105.4,-1.3,0.8120300751879699,0.08270676691729323,3.8333333333333335,-34.0,-30.166666666666668,L,-3.8333333333333335,47.666666666666664
2024,4,2024-09-21T16:00:00.000Z,401628367,offense,Mississippi State,Florida,Florida,Mississippi State,away,Favorite,133.5,-4.6,0.8796992481203008,0.045112781954887216,-6.666666666666667,17.0,10.333333333333332,W,6.666666666666667,58.0
2024,4,2024-09-21T19:30:00.000Z,401645329,offense,Navy,Memphis,Memphis,Navy,away,Favorite,203.0,-22.1,0.9849624060150376,0.007518796992481203,-8.833333333333334,-12.0,-20.833333333333336,L,8.833333333333334,47.0
2024,4,2024-09-21T20:15:00.000Z,401628368,offense,Missouri,Vanderbilt,Missouri,Vanderbilt,home,Favorite,169.2,0.0,0.9548872180451128,0.12406015037593984,-18.0,3.0,-15.0,L,-18.0,52.166666666666664
2024,4,2024-09-21T22:00:00.000Z,401640991,offense,Liberty,East Carolina,Liberty,East Carolina,home,Favorite,174.4,-1.7,0.9624060150375939,0.06766917293233082,-7.5,11.0,3.5,W,-7.5,54.666666666666664
2024,4,2024-09-22T00:00:00.000Z,401628371,offense,Texas,UL Monroe,Texas,UL Monroe,home,Favorite,138.1,-7.0,0.8872180451127819,0.03007518796992481,-43.0,48.0,5.0,W,-43.0,53.833333333333336
2024,4,2024-09-22T00:00:00.000Z,401628490,offense,Boston College,Michigan State,Boston College,Michigan State,home,Favorite,84.0,1.6,0.7744360902255639,0.16541353383458646,-4.5,4.0,-0.5,L,-4.5,45.5
2025,1,2025-08-23T22:30:00.000Z,401756847,offense,Kansas,Fresno State,Kansas,Fresno State,home,Favorite,113.1,2.9,0.8582089552238806,0.208955223880597,-14.166666666666666,24.0,9.833333333333334,W,-14.166666666666666,50.666666666666664
2025,1,2025-08-28T23:00:00.000Z,401756848,offense,UCF,Jacksonville State,Jacksonville State,UCF,away,Underdog,115.3,-0.7,0.8656716417910447,0.09701492537313433,19.166666666666668,-7.0,12.166666666666668,W,-19.166666666666668,52.833333333333336
2025,1,2025-08-30T00:00:00.000Z,401752667,offense,Baylor,Auburn,Baylor,Auburn,home,Underdog,144.0,0.0,0.9328358208955224,0.13059701492537312,0.3333333333333333,-14.0,-13.666666666666666,L,0.3333333333333333,56.833333333333336
2025,1,2025-08-30T00:00:00.000Z,401754375,offense,Colorado,Georgia Tech,Georgia Tech,Colorado,away,Favorite,148.5,-4.3,0.9477611940298507,0.05223880597014925,-3.6666666666666665,7.0,3.3333333333333335,W,3.6666666666666665,52.0
2025,1,2025-08-30T16:45:00.000Z,401752670,offense,Kentucky,Toledo,Toledo,Kentucky,away,Underdog,110.7,-9.6,0.8432835820895522,0.022388059701492536,9.833333333333334,-8.0,1.833333333333334,W,-9.833333333333334,48.666666666666664
2025,1,2025-08-31T00:00:00.000Z,401761594,offense,Texas State,Eastern Michigan,Texas State,Eastern Michigan,home,Favorite,161.3,2.8,0.9776119402985075,0.19402985074626866,-13.833333333333334,25.0,11.166666666666666,W,-13.833333333333334,57.0
2025,1,2025-08-31T01:30:00.000Z,401760361,offense,Fresno State,Georgia Southern,Georgia Southern,Fresno State,away,Underdog,92.5,2.9,0.7761194029850746,0.208955223880597,1.0,-28.0,-27.0,L,-1.0,51.833333333333336
2025,1,2025-09-02T00:00:00.000Z,401754523,offense,North Carolina,TCU,TCU,North Carolina,away,Favorite,213.4,-6.4,1.0,0.029850746268656716,-3.3333333333333335,34.0,30.666666666666668,W,3.3333333333333335,56.333333333333336
2025,2,2025-09-06T16:00:00.000Z,401754524,offense,NC State,Virginia,NC State,Virginia,home,Favorite,132.0,4.6,0.9253731343283582,0.23507462686567165,-2.75,4.0,1.25,W,-2.75,52.75
2025,2,2025-09-06T16:00:00.000Z,401756885,offense,Texas Tech,Kent State,Texas Tech,Kent State,home,Favorite,147.9,-2.1,0.9402985074626866,0.06716417910447761,-48.0,48.0,0.0,P,-48.0,59.75
2025,2,2025-09-06T16:00:00.000Z,401752825,offense,Duke,Illinois,Illinois,Duke,away,Favorite,124.8,2.2,0.8955223880597015,0.16417910447761194,-2.5,26.0,23.5,W,2.5,49.25
2025,2,2025-09-06T19:30:00.000Z,401752824,offense,Oregon,Oklahoma State,Oklahoma State,Oregon,away,Underdog,92.3,1.8,0.7686567164179104,0.15671641791044777,28.5,-66.0,-37.5,L,-28.5,55.5
2025,2,2025-09-06T19:30:00.000Z,401756880,offense,Cincinnati,Bowling Green,Cincinnati,Bowling Green,home,Favorite,100.8,3.0,0.8059701492537313,0.22014925373134328,-22.0,14.0,-8.0,L,-22.0,46.5
2025,2,2025-09-06T19:30:00.000Z,401752689,offense,Missouri,Kansas,Kansas,Missouri,away,Underdog,113.1,-0.9,0.8582089552238806,0.08582089552238806,6.333333333333333,-11.0,-4.666666666666667,L,-6.333333333333333,50.25
2025,3,2025-09-11T23:30:00.000Z,401754531,offense,Wake Forest,NC State,NC State,Wake Forest,away,Favorite,132.0,0.0,0.9253731343283582,0.13059701492537312,-7.333333333333333,10.0,2.666666666666667,W,7.333333333333333,52.666666666666664
2025,3,2025-09-13T19:30:00.000Z,401752938,offense,Texas Tech,Oregon State,Texas Tech,Oregon State,home,Favorite,147.9,-1.1,0.9402985074626866,0.07462686567164178,-24.0,31.0,7.0,W,-24.0,61.5
2025,3,2025-09-13T22:00:00.000Z,401757233,offense,Florida International,Florida Atlantic,Florida International,Florida Atlantic,home,Favorite,96.3,-3.9,0.7910447761194029,0.05970149253731343,-2.0,10.0,8.0,W,-2.0,56.5
2025,3,2025-09-14T01:45:00.000Z,401760368,offense,Utah State,Air Force,Utah State,Air Force,home,Underdog,112.3,2.8,0.8507462686567164,0.19402985074626866,4.0,19.0,23.0,W,4.0,51.5
2025,4,2025-09-20T16:00:00.000Z,401754537,offense,Clemson,Syracuse,Clemson,Syracuse,home,Favorite,120.1,3.0,0.8805970149253731,0.22014925373134328,-17.5,-13.0,-30.5,L,-17.5,53.833333333333336
2025,4,2025-09-20T16:00:00.000Z,401752708,offense,Memphis,Arkansas,Arkansas,Memphis,away,Favorite,131.9,2.8,0.917910447761194,0.19402985074626866,-7.166666666666667,-1.0,-8.166666666666668,L,7.166666666666667,59.666666666666664
2025,4,2025-09-20T16:45:00.000Z,401752715,offense,Tennessee,UAB,UAB,Tennessee,away,Underdog,121.3,2.5,0.8880597014925373,0.17164179104477612,39.0,-32.0,7.0,W,-39.0,68.83333333333333
2025,4,2025-09-20T20:00:00.000Z,401754538,offense,Duke,NC State,NC State,Duke,away,Underdog,132.0,2.2,0.9253731343283582,0.16417910447761194,3.1666666666666665,-12.0,-8.833333333333334,L,-3.1666666666666665,57.333333333333336
2025,4,2025-09-20T23:00:00.000Z,401760372,offense,Air Force,Boise State,Boise State,Air Force,away,Favorite,160.8,2.8,0.9701492537313433,0.19402985074626866,-11.0,12.0,1.0,W,11.0,51.666666666666664
2025,4,2025-09-20T23:00:00.000Z,401752713,offense,Missouri,South Carolina,South Carolina,Missouri,away,Underdog,101.5,-0.9,0.8134328358208955,0.08582089552238806,10.166666666666666,-9.0,1.166666666666666,W,-10.166666666666666,48.5
2023,1,2023-08-26T23:00:00.000Z,401525450,defense,New Mexico State,Massachusetts,New Mexico State,Massachusetts,home,Favorite,300.2,56.8,0.8129770992366412,0.08396946564885496,-7.7,-11.0,-18.7,L,-7.7,44.1
2023,1,2023-08-31T23:00:00.000Z,401525816,defense,UCF,Kent State,UCF,Kent State,home,Favorite,345.6,24.9,0.8549618320610687,0.022900763358778626,-34.9,50.0,15.100000000000001,W,-34.9,55.5
2023,1,2023-09-02T16:00:00.000Z,401520162,defense,Michigan,East Carolina,Michigan,East Carolina,home,Favorite,409.3,46.9,0.9083969465648855,0.05343511450381679,-35.4,27.0,-8.399999999999999,L,-35.4,52.4
2023,1,2023-09-02T19:30:00.000Z,401520156,defense,Indiana,Ohio State,Ohio State,Indiana,away,Favorite,397.3,75.2,0.8931297709923665,0.13740458015267176,-29.1,20.0,-9.100000000000001,L,29.1,59.3
2023,1,2023-09-02T22:30:00.000Z,401523996,defense,USC,Nevada,USC,Nevada,home,Favorite,599.9,38.1,0.9923664122137404,0.04580152671755725,-37.875,52.0,14.125,W,-37.875,63.5
2023,1,2023-09-02T23:30:00.000Z,401520155,defense,Illinois,Toledo,Toledo,Illinois,away,Underdog,351.3,93.7,0.8625954198473282,0.19083969465648856,8.6,-2.0,6.6,W,-8.6,47.0
2023,2,2023-09-08T23:30:00.000Z,401520195,defense,Kansas,Illinois,Kansas,Illinois,home,Favorite,565.6,93.7,0.9847328244274809,0.19083969465648856,-3.6666666666666665,11.0,7.333333333333334,W,-3.6666666666666665,57.166666666666664
2023,2,2023-09-09T16:00:00.000Z,401520191,defense,Georgia,Ball State,Georgia,Ball State,home,Favorite,300.2,65.9,0.8129770992366412,0.11450381679389313,-42.0,42.0,0.0,P,-42.0,52.666666666666664
2023,2,2023-09-09T19:30:00.000Z,401525497,defense,Syracuse,Western Michigan,Syracuse,Western Michigan,home,Favorite,283.7,92.9,0.8015267175572519,0.183206106870229,-24.666666666666668,41.0,16.333333333333332,W,-24.666666666666668,56.5
2023,2,2023-09-09T19:30:00.000Z,401531395,defense,UTSA,Texas State,UTSA,Texas State,home,Favorite,487.5,115.8,0.9618320610687023,0.24427480916030533,-13.833333333333334,7.0,-6.833333333333334,L,-13.833333333333334,66.5
2023,2,2023-09-09T20:00:00.000Z,401520184,defense,Arkansas,Kent State,Arkansas,Kent State,home,Favorite,273.0,24.9,0.7633587786259542,0.022900763358778626,-38.333333333333336,22.0,-16.333333333333336,L,-38.333333333333336,57.666666666666664
2023,2,2023-09-09T21:00:00.000Z,401524004,defense,Washington,Tulsa,Washington,Tulsa,home,Favorite,610.9,107.9,1.0,0.22900763358778625,-33.666666666666664,33.0,-0.6666666666666643,L,-33.666666666666664,66.33333333333333
2023,2,2023-09-09T23:30:00.000Z,401520200,defense,Maryland,Charlotte,Maryland,Charlotte,home,Favorite,371.7,59.0,0.8778625954198473,0.0916030534351145,-24.5,18.0,-6.5,L,-24.5,50.166666666666664
2023,2,2023-09-09T23:30:00.000Z,401520210,defense,Rutgers,Temple,Temple,Rutgers,away,Underdog,277.4,81.3,0.7862595419847328,0.16030534351145037,7.666666666666667,-29.0,-21.333333333333332,L,-7.666666666666667,43.666666666666664
2023,3,2023-09-15T23:00:00.000Z,401520231,defense,Maryland,Virginia,Maryland,Virginia,home,Favorite,371.7,31.6,0.8778625954198473,0.03816793893129771,-16.25,28.0,11.75,W,-16.25,48.25
2023,3,2023-09-16T21:00:00.000Z,401520233,defense,Michigan State,Washington,Washington,Michigan State,away,Favorite,610.9,70.3,1.0,0.1297709923664122,-14.833333333333334,34.0,19.166666666666664,W,14.833333333333334,57.25
2023,3,2023-09-16T22:00:00.000Z,401531403,defense,Charlotte,Georgia State,Georgia State,Charlotte,away,Favorite,273.8,59.0,0.7709923664122137,0.0916030534351145,-6.25,16.0,9.75,W,6.25,52.0
2023,3,2023-09-16T23:00:00.000Z,401525839,defense,Oklahoma State,South Alabama,South Alabama,Oklahoma State,away,Underdog,405.1,103.5,0.9007633587786259,0.21374045801526717,7.0,26.0,33.0,W,-7.0,49.25
2023,3,2023-09-16T23:30:00.000Z,401520232,defense,Michigan,Bowling Green,Michigan,Bowling Green,home,Favorite,409.3,100.6,0.9083969465648855,0.1984732824427481,-40.75,25.0,-15.75,L,-40.75,53.5
2023,3,2023-09-16T23:30:00.000Z,401520241,defense,Ole Miss,Georgia Tech,Ole Miss,Georgia Tech,home,Favorite,305.2,69.9,0.8244274809160306,0.12213740458015267,-17.0,25.0,8.0,W,-17.0,61.5
2023,3,2023-09-17T00:00:00.000Z,401520238,defense,New Mexico,New Mexico State,New Mexico State,New Mexico,away,Underdog,300.2,18.9,0.8129770992366412,0.015267175572519083,2.75,10.0,12.75,W,-2.75,52.25
2023,3,2023-09-17T02:30:00.000Z,401525837,defense,Nevada,Kansas,Kansas,Nevada,away,Favorite,565.6,38.1,0.9847328244274809,0.04580152671755725,-28.5,7.0,-21.5,L,28.5,58.0
2023,4,2023-09-23T16:00:00.000Z,401520260,defense,Michigan,Rutgers,Michigan,Rutgers,home,Favorite,409.3,81.3,0.9083969465648855,0.16030534351145037,-23.833333333333332,24.0,0.16666666666666785,W,-23.833333333333332,43.833333333333336
2023,4,2023-09-23T17:30:00.000Z,401532406,defense,Toledo,Western Michigan,Toledo,Western Michigan,home,Favorite,351.3,92.9,0.8625954198473282,0.183206106870229,-21.5,18.0,-3.5,L,-21.5,52.666666666666664
2023,4,2023-09-23T19:30:00.000Z,401532405,defense,Bowling Green,Ohio,Ohio,Bowling Green,away,Favorite,491.8,100.6,0.9694656488549618,0.1984732824427481,-13.0,31.0,18.0,W,13.0,44.833333333333336
2023,4,2023-09-23T19:30:00.000Z,401520261,defense,Michigan State,Maryland,Maryland,Michigan State,away,Favorite,371.7,70.3,0.8778625954198473,0.1297709923664122,-7.333333333333333,22.0,14.666666666666668,W,7.333333333333333,52.5
2023,4,2023-09-23T19:30:00.000Z,401524015,defense,Oregon,Colorado,Oregon,Colorado,home,Favorite,442.0,16.6,0.9389312977099237,0.007633587786259542,-21.0,36.0,15.0,W,-21.0,70.0
2023,4,2023-09-23T21:00:00.000Z,401531876,defense,South Alabama,Central Michigan,South Alabama,Central Michigan,home,Favorite,405.1,104.3,0.9007633587786259,0.22137404580152673,-16.166666666666668,-4.0,-20.166666666666668,L,-16.166666666666668,47.166666666666664
2024,1,2024-08-24T16:00:00.000Z,401635525,defense,Georgia Tech,Florida State,Georgia Tech,Florida State,home,Underdog,412.8,95.2,0.9473684210526315,0.21804511278195488,10.666666666666666,3.0,13.666666666666666,W,10.666666666666666,54.833333333333336
2024,1,2024-08-30T23:00:00.000Z,401628328,defense,Oklahoma,Temple,Oklahoma,Temple,home,Favorite,269.4,94.7,0.7819548872180451,0.21052631578947367,-43.0,48.0,5.0,W,-43.0,58.166666666666664
2024,1,2024-08-31T16:00:00.000Z,401628333,defense,Vanderbilt,Virginia Tech,Virginia Tech,Vanderbilt,away,Favorite,318.4,47.5,0.849624060150376,0.06015037593984962,-13.333333333333334,-7.0,-20.333333333333336,L,13.333333333333334,50.333333333333336
2024,1,2024-09-02T23:30:00.000Z,401634306,defense,Florida State,Boston College,Boston College,Florida State,away,Underdog,352.0,95.2,0.8947368421052632,0.21804511278195488,16.5,15.0,31.5,W,-16.5,51.0
2024,2,2024-09-07T16:00:00.000Z,401635534,defense,Syracuse,Georgia Tech,Georgia Tech,Syracuse,away,Favorite,412.8,91.3,0.9473684210526315,0.19548872180451127,-2.8333333333333335,-3.0,-5.833333333333334,L,2.8333333333333335,60.666666666666664
2024,2,2024-09-07T19:30:00.000Z,401628464,defense,Iowa,Iowa State,Iowa State,Iowa,away,Underdog,385.8,56.1,0.9172932330827067,0.09022556390977443,2.8333333333333335,1.0,3.8333333333333335,W,-2.8333333333333335,35.833333333333336
2024,2,2024-09-07T19:30:00.000Z,401629040,defense,Toledo,Massachusetts,Toledo,Massachusetts,home,Favorite,249.9,99.0,0.7518796992481203,0.22556390977443608,-17.5,15.0,-2.5,L,-17.5,50.833333333333336
2024,2,2024-09-07T20:30:00.000Z,401635540,defense,Virginia Tech,Marshall,Virginia Tech,Marshall,home,Favorite,318.4,88.1,0.849624060150376,0.17293233082706766,-20.666666666666668,17.0,-3.666666666666668,L,-20.666666666666668,52.666666666666664
2024,2,2024-09-07T23:00:00.000Z,401628344,defense,Missouri,Buffalo,Missouri,Buffalo,home,Favorite,461.9,38.1,0.9624060150375939,0.045112781954887216,-33.666666666666664,38.0,4.333333333333336,W,-33.666666666666664,52.333333333333336
2024,2,2024-09-07T23:00:00.000Z,401643780,defense,UL Monroe,UAB,UAB,UL Monroe,away,Favorite,334.6,39.0,0.8721804511278195,0.05263157894736842,-11.5,-26.0,-37.5,L,11.5,54.833333333333336
2024,2,2024-09-08T02:15:00.000Z,401640989,defense,New Mexico State,Liberty,Liberty,New Mexico State,away,Favorite,463.7,75.4,0.9699248120300752,0.11278195488721804,-22.166666666666668,6.0,-16.166666666666668,L,22.166666666666668,54.166666666666664
2024,3,2024-09-14T16:00:00.000Z,401635542,defense,Florida State,Memphis,Memphis,Florida State,away,Underdog,496.5,95.2,0.9849624060150376,0.21804511278195488,6.833333333333333,8.0,14.833333333333332,W,-6.833333333333333,53.666666666666664
2024,3,2024-09-14T19:30:00.000Z,401628483,defense,Oregon State,Oregon,Oregon,Oregon State,away,Favorite,298.2,37.2,0.8270676691729323,0.03759398496240601,-17.666666666666668,35.0,17.333333333333332,W,17.666666666666668,49.833333333333336
2024,3,2024-09-14T20:00:00.000Z,401643785,defense,East Carolina,App State,App State,East Carolina,away,Favorite,503.6,53.1,0.9924812030075187,0.07518796992481203,-1.1666666666666667,2.0,0.8333333333333333,W,1.1666666666666667,58.166666666666664
2024,3,2024-09-14T22:00:00.000Z,401640990,defense,Liberty,UTEP,Liberty,UTEP,home,Favorite,463.7,85.5,0.9699248120300752,0.16541353383458646,-23.666666666666668,18.0,-5.666666666666668,L,-23.666666666666668,57.5
2024,3,2024-09-14T22:30:00.000Z,401628355,defense,Wake Forest,Ole Miss,Ole Miss,Wake Forest,away,Favorite,488.2,92.2,0.9774436090225563,0.20300751879699247,-21.5,34.0,12.5,W,21.5,65.0
2024,3,2024-09-14T23:00:00.000Z,401643789,defense,Southern Miss,South Florida,South Florida,Southern Miss,away,Favorite,395.1,66.8,0.9323308270676691,0.10526315789473684,-11.666666666666666,25.0,13.333333333333334,W,11.666666666666666,58.5
2024,3,2024-09-14T23:30:00.000Z,401628356,defense,Mississippi State,Toledo,Toledo,Mississippi State,away,Underdog,249.9,50.4,0.7518796992481203,0.06766917293233082,11.333333333333334,24.0,35.333333333333336,W,-11.333333333333334,57.833333333333336
2024,3,2024-09-15T02:30:00.000Z,401641033,defense,Fresno State,New Mexico State,Fresno State,New Mexico State,home,Favorite,330.4,75.4,0.8646616541353384,0.11278195488721804,-19.833333333333332,48.0,28.166666666666668,W,-19.833333333333332,48.333333333333336
2024,4,2024-09-20T23:30:00.000Z,401634766,defense,Syracuse,Stanford,Stanford,Syracuse,away,Underdog,252.8,91.3,0.7669172932330827,0.19548872180451127,8.833333333333334,2.0,10.833333333333334,W,-8.833333333333334,56.666666666666664
2024,4,2024-09-21T16:00:00.000Z,401628367,defense,Mississippi State,Florida,Florida,Mississippi State,away,Favorite,321.2,50.4,0.8571428571428571,0.06766917293233082,-6.666666666666667,17.0,10.333333333333332,W,6.666666666666667,58.0
2024,4,2024-09-21T19:30:00.000Z,401635554,defense,Louisville,Georgia Tech,Georgia Tech,Louisville,away,Underdog,412.8,76.3,0.9473684210526315,0.12781954887218044,8.833333333333334,-12.0,-3.166666666666666,L,-8.833333333333334,55.833333333333336
2024,4,2024-09-21T19:30:00.000Z,401645329,defense,Navy,Memphis,Memphis,Navy,away,Favorite,496.5,89.7,0.9849624060150376,0.18045112781954886,-8.833333333333334,-12.0,-20.833333333333336,L,8.833333333333334,47.0
2024,4,2024-09-21T20:00:00.000Z,401636876,defense,Oklahoma State,Utah,Oklahoma State,Utah,home,Underdog,388.4,91.2,0.924812030075188,0.18796992481203006,0.8333333333333334,-3.0,-2.1666666666666665,L,0.8333333333333334,53.5
2024,4,2024-09-21T20:15:00.000Z,401628368,defense,Missouri,Vanderbilt,Missouri,Vanderbilt,home,Favorite,461.9,47.5,0.9624060150375939,0.06015037593984962,-18.0,3.0,-15.0,L,-18.0,52.166666666666664
2024,4,2024-09-21T21:00:00.000Z,401641028,defense,Colorado State,UTEP,Colorado State,UTEP,home,Favorite,306.5,85.5,0.8421052631578947,0.16541353383458646,-8.5,10.0,1.5,W,-8.5,48.833333333333336
2024,4,2024-09-21T22:00:00.000Z,401640991,defense,Liberty,East Carolina,Liberty,East Carolina,home,Favorite,463.7,53.1,0.9699248120300752,0.07518796992481203,-7.5,11.0,3.5,W,-7.5,54.666666666666664
2024,4,2024-09-21T23:00:00.000Z,401641008,defense,Louisiana Tech,Tulsa,Tulsa,Louisiana Tech,away,Underdog,252.4,101.0,0.7593984962406015,0.24060150375939848,2.3333333333333335,3.0,5.333333333333334,W,-2.3333333333333335,56.166666666666664
2024,4,2024-09-22T00:00:00.000Z,401628490,defense,Boston College,Michigan State,Boston College,Michigan State,home,Favorite,352.0,75.6,0.8947368421052632,0.12030075187969924,-4.5,4.0,-0.5,L,-4.5,45.5
2025,1,2025-08-30T00:00:00.000Z,401752667,defense,Baylor,Auburn,Baylor,Auburn,home,Underdog,428.0,97.6,0.9701492537313433,0.2462686567164179,0.3333333333333333,-14.0,-13.666666666666666,L,0.3333333333333333,56.833333333333336
2025,1,2025-08-30T00:00:00.000Z,401754375,defense,Colorado,Georgia Tech,Georgia Tech,Colorado,away,Favorite,391.9,37.0,0.9552238805970149,0.05223880597014925,-3.6666666666666665,7.0,3.3333333333333335,W,3.6666666666666665,52.0
2025,1,2025-08-30T02:30:00.000Z,401760358,defense,San José State,Central Michigan,San José State,Central Michigan,home,Favorite,329.8,26.0,0.8059701492537313,0.014925373134328358,-13.5,-2.0,-15.5,L,-13.5,51.166666666666664
2025,1,2025-08-30T22:00:00.000Z,401754616,defense,Virginia,Coastal Carolina,Coastal Carolina,Virginia,away,Underdog,375.9,88.4,0.9253731343283582,0.20149253731343283,13.166666666666666,-41.0,-27.833333333333336,L,-13.166666666666666,55.666666666666664
2025,1,2025-08-31T00:00:00.000Z,401761594,defense,Texas State,Eastern Michigan,Texas State,Eastern Michigan,home,Favorite,493.1,77.6,1.0,0.1791044776119403,-13.833333333333334,25.0,11.166666666666666,W,-13.833333333333334,57.0
2025,1,2025-08-31T01:30:00.000Z,401760361,defense,Fresno State,Georgia Southern,Georgia Southern,Fresno State,away,Underdog,400.0,58.8,0.9626865671641791,0.09701492537313433,1.0,-28.0,-27.0,L,-1.0,51.833333333333336
2025,1,2025-09-02T00:00:00.000Z,401754523,defense,North Carolina,TCU,TCU,North Carolina,away,Favorite,350.5,68.5,0.8880597014925373,0.13432835820895522,-3.3333333333333335,34.0,30.666666666666668,W,3.3333333333333335,56.333333333333336
2025,2,2025-09-06T16:00:00.000Z,401754529,defense,Pittsburgh,Central Michigan,Pittsburgh,Central Michigan,home,Favorite,347.4,26.0,0.8582089552238806,0.014925373134328358,-21.5,28.0,6.5,W,-21.5,48.5
2025,2,2025-09-06T16:00:00.000Z,401754524,defense,NC State,Virginia,NC State,Virginia,home,Favorite,439.0,88.4,0.9925373134328358,0.20149253731343283,-2.75,4.0,1.25,W,-2.75,52.75
2025,2,2025-09-06T16:00:00.000Z,401756885,defense,Texas Tech,Kent State,Texas Tech,Kent State,home,Favorite,332.6,19.5,0.8283582089552238,0.007462686567164179,-48.0,48.0,0.0,P,-48.0,59.75
2025,2,2025-09-06T19:30:00.000Z,401756880,defense,Cincinnati,Bowling Green,Cincinnati,Bowling Green,home,Favorite,337.5,34.7,0.8432835820895522,0.03731343283582089,-22.0,14.0,-8.0,L,-22.0,46.5
2025,2,2025-09-06T23:00:00.000Z,401756882,defense,Kansas State,Army,Kansas State,Army,home,Favorite,349.1,92.9,0.8805970149253731,0.208955223880597,-16.75,-3.0,-19.75,L,-16.75,48.5
2025,2,2025-09-07T02:15:00.000Z,401754526,defense,BYU,Stanford,BYU,Stanford,home,Favorite,345.6,38.6,0.8507462686567164,0.05970149253731343,-20.5,24.0,3.5,W,-20.5,44.0
2025,3,2025-09-11T23:30:00.000Z,401754531,defense,Wake Forest,NC State,NC State,Wake Forest,away,Favorite,439.0,97.5,0.9925373134328358,0.23880597014925373,-7.333333333333333,10.0,2.666666666666667,W,7.333333333333333,52.666666666666664
2025,3,2025-09-13T17:00:00.000Z,401752702,defense,Missouri,Louisiana,Louisiana,Missouri,away,Underdog,322.7,80.4,0.7835820895522388,0.1865671641791045,27.5,-42.0,-14.5,L,-27.5,47.166666666666664
2025,3,2025-09-13T20:30:00.000Z,401754535,defense,Miami,South Florida,South Florida,Miami,away,Underdog,391.5,94.6,0.9477611940298507,0.21641791044776118,17.666666666666668,-37.0,-19.333333333333332,L,-17.666666666666668,56.5
2025,3,2025-09-13T21:00:00.000Z,401757256,defense,Bowling Green,Liberty,Liberty,Bowling Green,away,Favorite,347.5,34.7,0.8656716417910447,0.03731343283582089,-6.0,-10.0,-16.0,L,6.0,51.5
2025,4,2025-09-20T16:00:00.000Z,401762469,defense,Army,North Texas,North Texas,Army,away,Favorite,329.2,92.9,0.7985074626865671,0.208955223880597,-2.5,7.0,4.5,W,2.5,50.666666666666664
2025,4,2025-09-20T16:00:00.000Z,401756901,defense,Utah,Texas Tech,Texas Tech,Utah,away,Underdog,332.6,36.0,0.8283582089552238,0.04477611940298507,3.5,24.0,27.5,W,-3.5,58.333333333333336
2025,4,2025-09-20T16:00:00.000Z,401754537,defense,Clemson,Syracuse,Clemson,Syracuse,home,Favorite,374.4,96.9,0.917910447761194,0.23134328358208955,-17.5,-13.0,-30.5,L,-17.5,53.833333333333336
2025,4,2025-09-20T16:45:00.000Z,401752715,defense,Tennessee,UAB,UAB,Tennessee,away,Underdog,326.3,95.0,0.7910447761194029,0.22388059701492538,39.0,-32.0,7.0,W,-39.0,68.83333333333333
