rule_key,one_h_market_role,games,wins,losses,pushes,avg_1h_ats_margin,median_1h_ats_margin,avg_1h_spread,seasons_present,full_game_wins,full_game_losses,full_game_pushes,one_h_ats_win_pct,full_game_ats_win_pct_in_1h_sample,one_h_ats_edge_pct,confidence
P4_G6_DEFENSE_15_PLUS,Favorite,27,12,15,0,-1.2962962962962963,-0.5,-12.814814814814815,2,14,13,0,0.4444444444444444,0.5185185185185185,-5.555555555555557,Exploratory
P4_G6_DEFENSE_15_PLUS,Underdog,1,0,1,0,-0.5,-0.5,0.5,1,0,1,0,0.0,0.0,-50.0,Small sample
P4_G6_EITHER_COMPONENT_25_PLUS,Favorite,34,17,17,0,0.25,0.0,-12.602941176470589,2,19,15,0,0.5,0.5588235294117647,0.0,Promising
P4_P4_OVERALL_15_TO_24_9,Favorite,10,6,4,0,-0.6,0.5,-2.9,2,3,7,0,0.6,0.3,10.0,Small sample
P4_P4_OVERALL_15_TO_24_9,Underdog,7,1,6,0,-5.571428571428571,-2.5,3.4285714285714284,2,4,3,0,0.14285714285714285,0.5714285714285714,-35.714285714285715,Small sample
