season,week,date,game_id,team,opponent,spread,ats_result,ats_margin,team_clv,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_rp_edge,off_vs_def_rp_edge,def_vs_off_rp_edge
2022,3,2022-09-17T18:00:00.000Z,401404069,Iowa State,Ohio,-20.0,W,13.0,,Big 12,MAC,P4,G6,P4_vs_G6,40.0,37.0,43.0,70.0,65.0,75.0,-30.0,-38.0,-22.0
2022,3,2022-09-17T18:00:00.000Z,401404069,Ohio,Iowa State,20.0,L,-13.0,,MAC,Big 12,G6,P4,G6_vs_P4,70.0,65.0,75.0,40.0,37.0,43.0,30.0,22.0,38.0
2022,3,2022-09-17T16:00:00.000Z,401404070,Nebraska,Oklahoma,10.5,L,-24.5,,Big Ten,Big 12,P4,P4,P4_vs_P4,57.0,57.0,57.0,64.0,47.0,82.0,-7.0,-25.0,10.0
2022,3,2022-09-17T16:00:00.000Z,401404070,Oklahoma,Nebraska,-10.5,W,24.5,,Big 12,Big Ten,P4,P4,P4_vs_P4,64.0,47.0,82.0,57.0,57.0,57.0,7.0,-10.0,25.0
2022,3,2022-09-17T16:00:00.000Z,401404071,Baylor,Texas State,-30.0,W,5.0,,Big 12,Sun Belt,P4,G6,P4_vs_G6,58.0,65.0,51.0,77.0,89.0,64.0,-19.0,1.0,-38.0
2022,3,2022-09-17T16:00:00.000Z,401404071,Texas State,Baylor,30.0,L,-5.0,,Sun Belt,Big 12,G6,P4,G6_vs_P4,77.0,89.0,64.0,58.0,65.0,51.0,19.0,38.0,-1.0
2022,3,2022-09-17T23:00:00.000Z,401404072,NC State,Texas Tech,-10.5,W,2.5,,ACC,Big 12,P4,P4,P4_vs_P4,81.0,75.0,88.0,60.0,54.0,65.0,21.0,10.0,34.0
2022,3,2022-09-17T23:00:00.000Z,401404072,Texas Tech,NC State,10.5,L,-2.5,,Big 12,ACC,P4,P4,P4_vs_P4,60.0,54.0,65.0,81.0,75.0,88.0,-21.0,-34.0,-10.0
2022,3,2022-09-17T19:00:00.000Z,401404074,Kansas State,Tulane,-14.0,L,-21.0,,Big 12,American,P4,G6,P4_vs_G6,57.0,59.0,55.0,75.0,89.0,62.0,-18.0,-3.0,-34.0
2022,3,2022-09-17T19:00:00.000Z,401404074,Tulane,Kansas State,14.0,W,21.0,,American,Big 12,G6,P4,G6_vs_P4,75.0,89.0,62.0,57.0,59.0,55.0,18.0,34.0,3.0
2022,4,2022-09-24T16:00:00.000Z,401404078,SMU,TCU,2.5,L,-5.5,,American,Big 12,G6,P4,G6_vs_P4,79.0,83.0,75.0,82.0,82.0,82.0,-3.0,1.0,-7.0
2022,4,2022-09-24T16:00:00.000Z,401404078,TCU,SMU,-2.5,W,5.5,,Big 12,American,P4,G6,P4_vs_G6,82.0,82.0,82.0,79.0,83.0,75.0,3.0,7.0,-1.0
2022,4,2022-09-24T16:00:00.000Z,401404079,Duke,Kansas,7.0,L,-1.0,,ACC,Big 12,P4,P4,P4_vs_P4,48.0,44.0,52.0,82.0,75.0,89.0,-34.0,-45.0,-23.0
2022,4,2022-09-24T16:00:00.000Z,401404079,Kansas,Duke,-7.0,W,1.0,,Big 12,ACC,P4,P4,P4_vs_P4,82.0,75.0,89.0,48.0,44.0,52.0,34.0,23.0,45.0
2022,4,2022-09-24T16:00:00.000Z,401404080,Baylor,Iowa State,2.5,W,9.5,,Big 12,Big 12,P4,P4,P4_vs_P4,58.0,65.0,51.0,40.0,37.0,43.0,18.0,22.0,14.0
2022,4,2022-09-24T16:00:00.000Z,401404080,Iowa State,Baylor,-2.5,L,-9.5,,Big 12,Big 12,P4,P4,P4_vs_P4,40.0,37.0,43.0,58.0,65.0,51.0,-18.0,-14.0,-22.0
2022,4,2022-09-25T00:00:00.000Z,401404081,Kansas State,Oklahoma,13.5,W,20.5,,Big 12,Big 12,P4,P4,P4_vs_P4,57.0,59.0,55.0,64.0,47.0,82.0,-7.0,-23.0,8.0
2022,4,2022-09-25T00:00:00.000Z,401404081,Oklahoma,Kansas State,-13.5,L,-20.5,,Big 12,Big 12,P4,P4,P4_vs_P4,64.0,47.0,82.0,57.0,59.0,55.0,7.0,-8.0,23.0
2022,4,2022-09-24T19:30:00.000Z,401404082,Texas,Texas Tech,-7.0,L,-10.0,,Big 12,Big 12,P4,P4,P4_vs_P4,68.0,62.0,74.0,60.0,54.0,65.0,8.0,-3.0,20.0
2022,4,2022-09-24T19:30:00.000Z,401404082,Texas Tech,Texas,7.0,W,10.0,,Big 12,Big 12,P4,P4,P4_vs_P4,60.0,54.0,65.0,68.0,62.0,74.0,-8.0,-20.0,3.0
2022,1,2022-09-03T23:30:00.000Z,401404124,Notre Dame,Ohio State,17.0,W,6.0,,Independent,Big Ten,Independent,P4,Other,59.0,49.0,69.0,76.0,70.0,82.0,-17.0,-33.0,-1.0
2022,1,2022-09-03T23:30:00.000Z,401404124,Ohio State,Notre Dame,-17.0,L,-6.0,,Big Ten,Independent,P4,Independent,Other,76.0,70.0,82.0,59.0,49.0,69.0,17.0,1.0,33.0
2022,2,2022-09-10T18:30:00.000Z,401404125,Marshall,Notre Dame,20.5,W,25.5,,Sun Belt,Independent,G6,Independent,Other,57.0,53.0,61.0,59.0,49.0,69.0,-2.0,-16.0,12.0
2022,2,2022-09-10T18:30:00.000Z,401404125,Notre Dame,Marshall,-20.5,L,-25.5,,Independent,Sun Belt,Independent,G6,Other,59.0,49.0,69.0,57.0,53.0,61.0,2.0,-12.0,16.0
2022,4,2022-09-24T19:30:00.000Z,401404126,North Carolina,Notre Dame,-2.5,L,-15.5,,ACC,Independent,P4,Independent,Other,63.0,49.0,78.0,59.0,49.0,69.0,4.0,-20.0,29.0
2022,4,2022-09-24T19:30:00.000Z,401404126,Notre Dame,North Carolina,2.5,W,15.5,,Independent,ACC,Independent,P4,Other,59.0,49.0,69.0,63.0,49.0,78.0,-4.0,-29.0,20.0
2022,1,2022-09-03T23:00:00.000Z,401404134,Army,Coastal Carolina,1.5,L,-8.5,,Independent,Sun Belt,Independent,G6,Other,61.0,53.0,69.0,36.0,43.0,30.0,25.0,23.0,26.0
2022,1,2022-09-03T23:00:00.000Z,401404134,Coastal Carolina,Army,-1.5,W,8.5,,Sun Belt,Independent,G6,Independent,Other,36.0,43.0,30.0,61.0,53.0,69.0,-25.0,-26.0,-23.0
2022,1,2022-08-27T20:00:00.000Z,401404146,UConn,Utah State,24.0,W,13.0,,Independent,Mountain West,Independent,G6,Other,75.0,74.0,76.0,55.0,63.0,47.0,20.0,27.0,13.0
2022,1,2022-08-27T20:00:00.000Z,401404146,Utah State,UConn,-24.0,L,-13.0,,Mountain West,Independent,G6,Independent,Other,55.0,63.0,47.0,75.0,74.0,76.0,-20.0,-13.0,-27.0
2022,2,2022-09-10T23:00:00.000Z,401404148,Syracuse,UConn,-23.5,W,10.5,,ACC,Independent,P4,Independent,Other,80.0,79.0,81.0,75.0,74.0,76.0,5.0,3.0,7.0
2022,2,2022-09-10T23:00:00.000Z,401404148,UConn,Syracuse,23.5,L,-10.5,,Independent,ACC,Independent,P4,Other,75.0,74.0,76.0,80.0,79.0,81.0,-5.0,-7.0,-3.0
2022,3,2022-09-17T16:00:00.000Z,401404149,Michigan,UConn,-47.5,W,11.5,,Big Ten,Independent,P4,Independent,Other,65.0,87.0,43.0,75.0,74.0,76.0,-10.0,11.0,-31.0
2022,3,2022-09-17T16:00:00.000Z,401404149,UConn,Michigan,47.5,L,-11.5,,Independent,Big Ten,Independent,P4,Other,75.0,74.0,76.0,65.0,87.0,43.0,10.0,31.0,-11.0
2022,4,2022-09-24T23:30:00.000Z,401404150,NC State,UConn,-38.5,L,-7.5,,ACC,Independent,P4,Independent,Other,81.0,75.0,88.0,75.0,74.0,76.0,6.0,-1.0,14.0
2022,4,2022-09-24T23:30:00.000Z,401404150,UConn,NC State,38.5,W,7.5,,Independent,ACC,Independent,P4,Other,75.0,74.0,76.0,81.0,75.0,88.0,-6.0,-14.0,1.0
2022,1,2022-09-03T23:00:00.000Z,401404157,Liberty,Southern Miss,-3.5,L,-1.5,,Independent,Sun Belt,Independent,G6,Other,51.0,53.0,50.0,85.0,86.0,83.0,-34.0,-30.0,-36.0
2022,1,2022-09-03T23:00:00.000Z,401404157,Southern Miss,Liberty,3.5,W,1.5,,Sun Belt,Independent,G6,Independent,Other,85.0,86.0,83.0,51.0,53.0,50.0,34.0,36.0,30.0
2022,3,2022-09-17T21:00:00.000Z,401404159,Liberty,Wake Forest,17.5,W,16.5,,Independent,ACC,Independent,P4,Other,51.0,53.0,50.0,71.0,79.0,64.0,-20.0,-11.0,-29.0
2022,3,2022-09-17T21:00:00.000Z,401404159,Wake Forest,Liberty,-17.5,L,-16.5,,ACC,Independent,P4,Independent,Other,71.0,79.0,64.0,51.0,53.0,50.0,20.0,29.0,11.0
2022,4,2022-09-24T22:00:00.000Z,401404160,Akron,Liberty,26.5,W,17.5,,MAC,Independent,G6,Independent,Other,67.0,53.0,81.0,51.0,53.0,50.0,16.0,3.0,28.0
2022,4,2022-09-24T22:00:00.000Z,401404160,Liberty,Akron,-26.5,L,-17.5,,Independent,MAC,Independent,G6,Other,51.0,53.0,50.0,67.0,53.0,81.0,-16.0,-28.0,-3.0
2022,1,2022-08-27T20:00:00.000Z,401405058,Illinois,Wyoming,-14.0,W,18.0,,Big Ten,Mountain West,P4,G6,P4_vs_G6,51.0,51.0,51.0,55.0,51.0,59.0,-4.0,-8.0,0.0
2022,1,2022-08-27T20:00:00.000Z,401405058,Wyoming,Illinois,14.0,L,-18.0,,Mountain West,Big Ten,G6,P4,G6_vs_P4,55.0,51.0,59.0,51.0,51.0,51.0,4.0,0.0,8.0
2022,1,2022-08-27T16:30:00.000Z,401405059,Nebraska,Northwestern,-12.5,L,-15.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,57.0,57.0,57.0,65.0,65.0,65.0,-8.0,-8.0,-8.0
2022,1,2022-08-27T16:30:00.000Z,401405059,Northwestern,Nebraska,12.5,W,15.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,65.0,65.0,65.0,57.0,57.0,57.0,8.0,8.0,8.0
2022,1,2022-09-02T01:00:00.000Z,401405060,Minnesota,New Mexico State,-36.0,W,2.0,,Big Ten,Independent,P4,Independent,Other,70.0,80.0,59.0,54.0,31.0,76.0,16.0,4.0,28.0
2022,1,2022-09-02T01:00:00.000Z,401405060,New Mexico State,Minnesota,36.0,L,-2.0,,Independent,Big Ten,Independent,P4,Other,54.0,31.0,76.0,70.0,80.0,59.0,-16.0,-28.0,-4.0
2022,1,2022-09-03T00:00:00.000Z,401405061,Illinois,Indiana,1.0,L,-2.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,51.0,51.0,51.0,67.0,71.0,64.0,-16.0,-13.0,-20.0
2022,1,2022-09-03T00:00:00.000Z,401405061,Indiana,Illinois,-1.0,W,2.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,67.0,71.0,64.0,51.0,51.0,51.0,16.0,20.0,13.0
2022,1,2022-09-02T00:00:00.000Z,401405064,Penn State,Purdue,-3.5,W,0.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,64.0,71.0,57.0,70.0,68.0,72.0,-6.0,-1.0,-11.0
2022,1,2022-09-02T00:00:00.000Z,401405064,Purdue,Penn State,3.5,L,-0.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,70.0,68.0,72.0,64.0,71.0,57.0,6.0,11.0,1.0
2022,1,2022-09-03T16:00:00.000Z,401405066,Buffalo,Maryland,24.0,W,3.0,,MAC,Big Ten,G6,P4,G6_vs_P4,57.0,51.0,63.0,72.0,83.0,61.0,-15.0,-10.0,-20.0
2022,1,2022-09-03T16:00:00.000Z,401405066,Maryland,Buffalo,-24.0,L,-3.0,,Big Ten,MAC,P4,G6,P4_vs_G6,72.0,83.0,61.0,57.0,51.0,63.0,15.0,20.0,10.0
2022,1,2022-09-03T16:00:00.000Z,401405067,Colorado State,Michigan,31.0,L,-13.0,,Mountain West,Big Ten,G6,P4,G6_vs_P4,64.0,55.0,72.0,65.0,87.0,43.0,-1.0,12.0,-15.0
2022,1,2022-09-03T16:00:00.000Z,401405067,Michigan,Colorado State,-31.0,W,13.0,,Big Ten,Mountain West,P4,G6,P4_vs_G6,65.0,87.0,43.0,64.0,55.0,72.0,1.0,15.0,-12.0
2022,1,2022-09-03T16:00:00.000Z,401405069,Boston College,Rutgers,-9.0,L,-10.0,,ACC,Big Ten,P4,P4,P4_vs_P4,60.0,53.0,67.0,67.0,74.0,61.0,-7.0,-8.0,-7.0
2022,1,2022-09-03T16:00:00.000Z,401405069,Rutgers,Boston College,9.0,W,10.0,,Big Ten,ACC,P4,P4,P4_vs_P4,67.0,74.0,61.0,60.0,53.0,67.0,7.0,7.0,8.0
2022,2,2022-09-10T20:00:00.000Z,401405070,Illinois,Virginia,-4.0,W,17.0,,Big Ten,ACC,P4,P4,P4_vs_P4,51.0,51.0,51.0,51.0,59.0,42.0,0.0,9.0,-8.0
2022,2,2022-09-10T20:00:00.000Z,401405070,Virginia,Illinois,4.0,L,-17.0,,ACC,Big Ten,P4,P4,P4_vs_P4,51.0,59.0,42.0,51.0,51.0,51.0,0.0,8.0,-9.0
2022,2,2022-09-10T23:30:00.000Z,401405072,Georgia Southern,Nebraska,23.5,W,26.5,,Sun Belt,Big Ten,G6,P4,G6_vs_P4,85.0,92.0,78.0,57.0,57.0,57.0,28.0,35.0,21.0
2022,2,2022-09-10T23:30:00.000Z,401405072,Nebraska,Georgia Southern,-23.5,L,-26.5,,Big Ten,Sun Belt,P4,G6,P4_vs_G6,57.0,57.0,57.0,85.0,92.0,78.0,-28.0,-21.0,-35.0
2022,2,2022-09-10T16:00:00.000Z,401405073,Duke,Northwestern,10.0,W,18.0,,ACC,Big Ten,P4,P4,P4_vs_P4,48.0,44.0,52.0,65.0,65.0,65.0,-17.0,-21.0,-13.0
2022,2,2022-09-10T16:00:00.000Z,401405073,Northwestern,Duke,-10.0,L,-18.0,,Big Ten,ACC,P4,P4,P4_vs_P4,65.0,65.0,65.0,48.0,44.0,52.0,17.0,13.0,21.0
2022,2,2022-09-11T00:00:00.000Z,401405077,Hawaii,Michigan,52.5,W,6.5,,Mountain West,Big Ten,G6,P4,G6_vs_P4,33.0,33.0,33.0,65.0,87.0,43.0,-32.0,-10.0,-54.0
2022,2,2022-09-11T00:00:00.000Z,401405077,Michigan,Hawaii,-52.5,L,-6.5,,Big Ten,Mountain West,P4,G6,P4_vs_G6,65.0,87.0,43.0,33.0,33.0,33.0,32.0,54.0,10.0
2022,2,2022-09-10T20:00:00.000Z,401405078,Akron,Michigan State,34.5,L,-17.5,,MAC,Big Ten,G6,P4,G6_vs_P4,67.0,53.0,81.0,72.0,65.0,79.0,-5.0,-26.0,16.0
2022,2,2022-09-10T20:00:00.000Z,401405078,Michigan State,Akron,-34.5,W,17.5,,Big Ten,MAC,P4,G6,P4_vs_G6,72.0,65.0,79.0,67.0,53.0,81.0,5.0,-16.0,26.0
2022,2,2022-09-10T16:00:00.000Z,401405079,Arkansas State,Ohio State,44.5,W,11.5,,Sun Belt,Big Ten,G6,P4,G6_vs_P4,61.0,52.0,70.0,76.0,70.0,82.0,-15.0,-30.0,0.0
2022,2,2022-09-10T16:00:00.000Z,401405079,Ohio State,Arkansas State,-44.5,L,-11.5,,Big Ten,Sun Belt,P4,G6,P4_vs_G6,76.0,70.0,82.0,61.0,52.0,70.0,15.0,0.0,30.0
2022,2,2022-09-10T16:00:00.000Z,401405080,Ohio,Penn State,28.0,L,-8.0,,MAC,Big Ten,G6,P4,G6_vs_P4,70.0,65.0,75.0,64.0,71.0,57.0,6.0,8.0,4.0
2022,2,2022-09-10T16:00:00.000Z,401405080,Penn State,Ohio,-28.0,W,8.0,,Big Ten,MAC,P4,G6,P4_vs_G6,64.0,71.0,57.0,70.0,65.0,75.0,-6.0,-4.0,-8.0
2022,3,2022-09-17T23:30:00.000Z,401405082,Iowa,Nevada,-24.0,W,3.0,,Big Ten,Mountain West,P4,G6,P4_vs_G6,76.0,84.0,67.0,27.0,20.0,34.0,49.0,50.0,47.0
2022,3,2022-09-17T23:30:00.000Z,401405082,Nevada,Iowa,24.0,L,-3.0,,Mountain West,Big Ten,G6,P4,G6_vs_P4,27.0,20.0,34.0,76.0,84.0,67.0,-49.0,-47.0,-50.0
2022,3,2022-09-17T16:00:00.000Z,401405084,Purdue,Syracuse,1.5,L,-1.5,,Big Ten,ACC,P4,P4,P4_vs_P4,70.0,68.0,72.0,80.0,79.0,81.0,-10.0,-13.0,-7.0
2022,3,2022-09-17T16:00:00.000Z,401405084,Syracuse,Purdue,-1.5,W,1.5,,ACC,Big Ten,P4,P4,P4_vs_P4,80.0,79.0,81.0,70.0,68.0,72.0,10.0,7.0,13.0
2022,3,2022-09-17T19:30:00.000Z,401405085,New Mexico State,Wisconsin,37.5,L,-21.5,,Independent,Big Ten,Independent,P4,Other,54.0,31.0,76.0,61.0,63.0,59.0,-7.0,-28.0,13.0
2022,3,2022-09-17T19:30:00.000Z,401405085,Wisconsin,New Mexico State,-37.5,W,21.5,,Big Ten,Independent,P4,Independent,Other,61.0,63.0,59.0,54.0,31.0,76.0,7.0,-13.0,28.0
2022,3,2022-09-17T23:30:00.000Z,401405087,Maryland,SMU,-2.5,W,4.5,,Big Ten,American,P4,G6,P4_vs_G6,72.0,83.0,61.0,79.0,83.0,75.0,-7.0,8.0,-22.0
2022,3,2022-09-17T23:30:00.000Z,401405087,SMU,Maryland,2.5,L,-4.5,,American,Big Ten,G6,P4,G6_vs_P4,79.0,83.0,75.0,72.0,83.0,61.0,7.0,22.0,-8.0
2022,3,2022-09-17T23:00:00.000Z,401405088,Ohio State,Toledo,-31.0,W,25.0,,Big Ten,MAC,P4,G6,P4_vs_G6,76.0,70.0,82.0,73.0,68.0,78.0,3.0,-8.0,14.0
2022,3,2022-09-17T23:00:00.000Z,401405088,Toledo,Ohio State,31.0,L,-25.0,,MAC,Big Ten,G6,P4,G6_vs_P4,73.0,68.0,78.0,76.0,70.0,82.0,-3.0,-14.0,8.0
2022,3,2022-09-17T18:00:00.000Z,401405089,Rutgers,Temple,-18.0,L,-16.0,,Big Ten,American,P4,G6,P4_vs_G6,67.0,74.0,61.0,66.0,60.0,71.0,1.0,3.0,1.0
2022,3,2022-09-17T18:00:00.000Z,401405089,Temple,Rutgers,18.0,W,16.0,,American,Big Ten,G6,P4,G6_vs_P4,66.0,60.0,71.0,67.0,74.0,61.0,-1.0,-1.0,-3.0
2022,4,2022-09-24T23:00:00.000Z,401405091,Iowa,Rutgers,-7.5,W,9.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,76.0,84.0,67.0,67.0,74.0,61.0,9.0,23.0,-7.0
2022,4,2022-09-24T23:00:00.000Z,401405091,Rutgers,Iowa,7.5,L,-9.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,67.0,74.0,61.0,76.0,84.0,67.0,-9.0,7.0,-23.0
2022,4,2022-09-24T19:30:00.000Z,401405092,Michigan State,Minnesota,3.0,L,-24.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,72.0,65.0,79.0,70.0,80.0,59.0,2.0,6.0,-1.0
2022,4,2022-09-24T19:30:00.000Z,401405092,Minnesota,Michigan State,-3.0,W,24.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,70.0,80.0,59.0,72.0,65.0,79.0,-2.0,1.0,-6.0
2022,4,2022-09-24T23:30:00.000Z,401405093,Miami (OH),Northwestern,7.5,W,10.5,,MAC,Big Ten,G6,P4,G6_vs_P4,62.0,76.0,47.0,65.0,65.0,65.0,-3.0,11.0,-18.0
2022,4,2022-09-24T23:30:00.000Z,401405093,Northwestern,Miami (OH),-7.5,L,-10.5,,Big Ten,MAC,P4,G6,P4_vs_G6,65.0,65.0,65.0,62.0,76.0,47.0,3.0,18.0,-11.0
2022,4,2022-09-24T23:30:00.000Z,401405095,Ohio State,Wisconsin,-18.5,W,12.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,76.0,70.0,82.0,61.0,63.0,59.0,15.0,11.0,19.0
2022,4,2022-09-24T23:30:00.000Z,401405095,Wisconsin,Ohio State,18.5,L,-12.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,61.0,63.0,59.0,76.0,70.0,82.0,-15.0,-19.0,-11.0
2022,4,2022-09-24T19:30:00.000Z,401405096,Cincinnati,Indiana,-16.5,W,4.5,,American,Big Ten,G6,P4,G6_vs_P4,59.0,68.0,51.0,67.0,71.0,64.0,-8.0,4.0,-20.0
2022,4,2022-09-24T19:30:00.000Z,401405096,Indiana,Cincinnati,16.5,L,-4.5,,Big Ten,American,P4,G6,P4_vs_G6,67.0,71.0,64.0,59.0,68.0,51.0,8.0,20.0,-4.0
2022,4,2022-09-24T16:00:00.000Z,401405097,Maryland,Michigan,17.0,W,10.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,72.0,83.0,61.0,65.0,87.0,43.0,7.0,40.0,-26.0
2022,4,2022-09-24T16:00:00.000Z,401405097,Michigan,Maryland,-17.0,L,-10.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,65.0,87.0,43.0,72.0,83.0,61.0,-7.0,26.0,-40.0
2022,4,2022-09-24T16:00:00.000Z,401405098,Central Michigan,Penn State,28.0,W,9.0,,MAC,Big Ten,G6,P4,G6_vs_P4,65.0,73.0,58.0,64.0,71.0,57.0,1.0,16.0,-13.0
2022,4,2022-09-24T16:00:00.000Z,401405098,Penn State,Central Michigan,-28.0,L,-9.0,,Big Ten,MAC,P4,G6,P4_vs_G6,64.0,71.0,57.0,65.0,73.0,58.0,-1.0,13.0,-16.0
2022,1,2022-08-28T02:00:00.000Z,401409235,Nevada,New Mexico State,-7.0,W,4.0,,Mountain West,Independent,G6,Independent,Other,27.0,20.0,34.0,54.0,31.0,76.0,-27.0,-56.0,3.0
2022,1,2022-08-28T02:00:00.000Z,401409235,New Mexico State,Nevada,7.0,L,-4.0,,Independent,Mountain West,Independent,G6,Other,54.0,31.0,76.0,27.0,20.0,34.0,27.0,-3.0,56.0
2022,4,2022-09-25T00:00:00.000Z,401409237,Hawaii,New Mexico State,4.5,L,-14.5,,Mountain West,Independent,G6,Independent,Other,33.0,33.0,33.0,54.0,31.0,76.0,-21.0,-43.0,2.0
2022,4,2022-09-25T00:00:00.000Z,401409237,New Mexico State,Hawaii,-4.5,W,14.5,,Independent,Mountain West,Independent,G6,Other,54.0,31.0,76.0,33.0,33.0,33.0,21.0,-2.0,43.0
2022,1,2022-09-01T23:00:00.000Z,401411092,Pittsburgh,West Virginia,-7.5,L,-0.5,,ACC,Big 12,P4,P4,P4_vs_P4,74.0,74.0,75.0,56.0,48.0,64.0,18.0,10.0,27.0
2022,1,2022-09-01T23:00:00.000Z,401411092,West Virginia,Pittsburgh,7.5,W,0.5,,Big 12,ACC,P4,P4,P4_vs_P4,56.0,48.0,64.0,74.0,74.0,75.0,-18.0,-27.0,-10.0
2022,1,2022-09-02T23:30:00.000Z,401411094,Duke,Temple,-9.5,W,20.5,,ACC,American,P4,G6,P4_vs_G6,48.0,44.0,52.0,66.0,60.0,71.0,-18.0,-27.0,-8.0
2022,1,2022-09-02T23:30:00.000Z,401411094,Temple,Duke,9.5,L,-20.5,,American,ACC,G6,P4,G6_vs_P4,66.0,60.0,71.0,48.0,44.0,52.0,18.0,8.0,27.0
2022,1,2022-09-03T16:00:00.000Z,401411095,Appalachian State,North Carolina,-3.0,L,-5.0,,Sun Belt,ACC,G6,P4,G6_vs_P4,60.0,63.0,56.0,63.0,49.0,78.0,-3.0,-15.0,7.0
2022,1,2022-09-03T16:00:00.000Z,401411095,North Carolina,Appalachian State,3.0,W,5.0,,ACC,Sun Belt,P4,G6,P4_vs_G6,63.0,49.0,78.0,60.0,63.0,56.0,3.0,-7.0,15.0
2022,1,2022-09-03T16:00:00.000Z,401411096,East Carolina,NC State,12.5,W,11.5,,American,ACC,G6,P4,G6_vs_P4,72.0,69.0,74.0,81.0,75.0,88.0,-9.0,-19.0,-1.0
2022,1,2022-09-03T16:00:00.000Z,401411096,NC State,East Carolina,-12.5,L,-11.5,,ACC,American,P4,G6,P4_vs_G6,81.0,75.0,88.0,72.0,69.0,74.0,9.0,1.0,19.0
2022,1,2022-09-04T00:00:00.000Z,401411099,Louisville,Syracuse,-6.0,L,-30.0,,ACC,ACC,P4,P4,P4_vs_P4,80.0,89.0,71.0,80.0,79.0,81.0,0.0,8.0,-8.0
2022,1,2022-09-04T00:00:00.000Z,401411099,Syracuse,Louisville,6.0,W,30.0,,ACC,ACC,P4,P4,P4_vs_P4,80.0,79.0,81.0,80.0,89.0,71.0,0.0,8.0,-8.0
2022,1,2022-09-06T00:00:00.000Z,401411101,Clemson,Georgia Tech,-24.5,W,6.5,,ACC,ACC,P4,P4,P4_vs_P4,72.0,84.0,61.0,56.0,58.0,54.0,16.0,30.0,3.0
2022,1,2022-09-06T00:00:00.000Z,401411101,Georgia Tech,Clemson,24.5,L,-6.5,,ACC,ACC,P4,P4,P4_vs_P4,56.0,58.0,54.0,72.0,84.0,61.0,-16.0,-3.0,-30.0
2022,2,2022-09-10T16:00:00.000Z,401411103,Georgia State,North Carolina,7.0,P,0.0,,Sun Belt,ACC,G6,P4,G6_vs_P4,76.0,72.0,80.0,63.0,49.0,78.0,13.0,-6.0,31.0
2022,2,2022-09-10T16:00:00.000Z,401411103,North Carolina,Georgia State,-7.0,P,-0.0,,ACC,Sun Belt,P4,G6,P4_vs_G6,63.0,49.0,78.0,76.0,72.0,80.0,-13.0,-31.0,6.0
2022,2,2022-09-10T16:00:00.000Z,401411105,Miami,Southern Miss,-27.5,L,-4.5,,ACC,Sun Belt,P4,G6,P4_vs_G6,71.0,63.0,80.0,85.0,86.0,83.0,-14.0,-20.0,-6.0
2022,2,2022-09-10T16:00:00.000Z,401411105,Southern Miss,Miami,27.5,W,4.5,,Sun Belt,ACC,G6,P4,G6_vs_P4,85.0,86.0,83.0,71.0,63.0,80.0,14.0,6.0,20.0
2022,2,2022-09-11T00:00:00.000Z,401411108,Boston College,Virginia Tech,3.0,L,-14.0,,ACC,ACC,P4,P4,P4_vs_P4,60.0,53.0,67.0,65.0,51.0,79.0,-5.0,-26.0,16.0
2022,2,2022-09-11T00:00:00.000Z,401411108,Virginia Tech,Boston College,-3.0,W,14.0,,ACC,ACC,P4,P4,P4_vs_P4,65.0,51.0,79.0,60.0,53.0,67.0,5.0,-16.0,26.0
2022,3,2022-09-16T23:30:00.000Z,401411109,Florida State,Louisville,-2.5,W,1.5,,ACC,ACC,P4,P4,P4_vs_P4,82.0,74.0,90.0,80.0,89.0,71.0,2.0,3.0,1.0
2022,3,2022-09-16T23:30:00.000Z,401411109,Louisville,Florida State,2.5,L,-1.5,,ACC,ACC,P4,P4,P4_vs_P4,80.0,89.0,71.0,82.0,74.0,90.0,-2.0,-1.0,-3.0
2022,3,2022-09-17T18:00:00.000Z,401411113,Old Dominion,Virginia,8.5,W,6.5,,Sun Belt,ACC,G6,P4,G6_vs_P4,75.0,90.0,60.0,51.0,59.0,42.0,24.0,48.0,1.0
2022,3,2022-09-17T18:00:00.000Z,401411113,Virginia,Old Dominion,-8.5,L,-6.5,,ACC,Sun Belt,P4,G6,P4_vs_G6,51.0,59.0,42.0,75.0,90.0,60.0,-24.0,-1.0,-48.0
2022,3,2022-09-17T23:30:00.000Z,401411115,Pittsburgh,Western Michigan,-10.0,W,11.0,,ACC,MAC,P4,G6,P4_vs_G6,74.0,74.0,75.0,49.0,27.0,70.0,25.0,4.0,48.0
