season,week,date,game_id,team,opponent,spread,ats_result,ats_margin,team_clv,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_rp_edge,off_vs_def_rp_edge,def_vs_off_rp_edge
2023,2,2023-09-09T19:30:00.000Z,401520202,UNLV,Michigan,38.0,W,10.0,,Mountain West,Big Ten,G6,P4,G6_vs_P4,69.0,71.0,66.0,81.0,84.0,78.0,-12.0,-7.0,-18.0
2023,2,2023-09-09T23:30:00.000Z,401520204,Eastern Michigan,Minnesota,20.0,W,1.0,,MAC,Big Ten,G6,P4,G6_vs_P4,63.0,47.0,79.0,58.0,59.0,57.0,5.0,-10.0,20.0
2023,2,2023-09-09T23:30:00.000Z,401520204,Minnesota,Eastern Michigan,-20.0,L,-1.0,,Big Ten,MAC,P4,G6,P4_vs_G6,58.0,59.0,57.0,63.0,47.0,79.0,-5.0,-20.0,10.0
2023,2,2023-09-09T23:30:00.000Z,401520205,Arizona,Mississippi State,8.5,W,1.5,,,,,,,57.0,72.0,42.0,,,,,,
2023,2,2023-09-09T23:30:00.000Z,401520205,Mississippi State,Arizona,-8.5,L,-1.5,,,,,,,,,,57.0,72.0,42.0,,,
2023,2,2023-09-09T23:00:00.000Z,401520206,Middle Tennessee,Missouri,21.0,W,17.0,,Conference USA,SEC,G6,P4,G6_vs_P4,69.0,52.0,86.0,78.0,77.0,80.0,-9.0,-28.0,9.0
2023,2,2023-09-09T23:00:00.000Z,401520206,Missouri,Middle Tennessee,-21.0,L,-17.0,,SEC,Conference USA,P4,G6,P4_vs_G6,78.0,77.0,80.0,69.0,52.0,86.0,9.0,-9.0,28.0
2023,2,2023-09-09T19:30:00.000Z,401520207,Northwestern,UTEP,-1.0,W,30.0,,Big Ten,Conference USA,P4,G6,P4_vs_G6,56.0,46.0,66.0,65.0,67.0,63.0,-9.0,-17.0,-1.0
2023,2,2023-09-09T19:30:00.000Z,401520207,UTEP,Northwestern,1.0,L,-30.0,,Conference USA,Big Ten,G6,P4,G6_vs_P4,65.0,67.0,63.0,56.0,46.0,66.0,9.0,1.0,17.0
2023,2,2023-09-09T23:30:00.000Z,401520210,Rutgers,Temple,-8.0,W,21.0,,Big Ten,American,P4,G6,P4_vs_G6,73.0,73.0,72.0,77.0,79.0,76.0,-4.0,-3.0,-7.0
2023,2,2023-09-09T23:30:00.000Z,401520210,Temple,Rutgers,8.0,L,-21.0,,American,Big Ten,G6,P4,G6_vs_P4,77.0,79.0,76.0,73.0,73.0,72.0,4.0,7.0,3.0
2023,2,2023-09-10T00:00:00.000Z,401520211,Air Force,Sam Houston,-13.5,L,-3.5,,Mountain West,Conference USA,G6,G6,G6_vs_G6,59.0,47.0,70.0,71.0,68.0,75.0,-12.0,-28.0,2.0
2023,2,2023-09-10T00:00:00.000Z,401520211,Sam Houston,Air Force,13.5,W,3.5,,Conference USA,Mountain West,G6,G6,G6_vs_G6,71.0,68.0,75.0,59.0,47.0,70.0,12.0,-2.0,28.0
2023,2,2023-09-09T19:30:00.000Z,401520214,Ole Miss,Tulane,-8.5,W,8.5,,SEC,American,P4,G6,P4_vs_G6,71.0,80.0,62.0,71.0,73.0,68.0,0.0,12.0,-11.0
2023,2,2023-09-09T19:30:00.000Z,401520214,Tulane,Ole Miss,8.5,L,-8.5,,American,SEC,G6,P4,G6_vs_P4,71.0,73.0,68.0,71.0,80.0,62.0,0.0,11.0,-12.0
2023,2,2023-09-09T16:00:00.000Z,401520215,Purdue,Virginia Tech,1.0,W,8.0,,Big Ten,ACC,P4,P4,P4_vs_P4,65.0,71.0,59.0,69.0,73.0,65.0,-4.0,6.0,-14.0
2023,2,2023-09-09T16:00:00.000Z,401520215,Virginia Tech,Purdue,-1.0,L,-8.0,,ACC,Big Ten,P4,P4,P4_vs_P4,69.0,73.0,65.0,65.0,71.0,59.0,4.0,14.0,-6.0
2023,2,2023-09-09T15:00:00.000Z,401520216,Vanderbilt,Wake Forest,10.0,L,-6.0,,SEC,ACC,P4,P4,P4_vs_P4,65.0,73.0,56.0,52.0,46.0,59.0,13.0,14.0,10.0
2023,2,2023-09-09T15:00:00.000Z,401520216,Wake Forest,Vanderbilt,-10.0,W,6.0,,ACC,SEC,P4,P4,P4_vs_P4,52.0,46.0,59.0,65.0,73.0,56.0,-13.0,-10.0,-14.0
2023,2,2023-09-09T23:30:00.000Z,401520217,Washington State,Wisconsin,5.5,W,14.5,,,,,,,62.0,73.0,50.0,72.0,75.0,68.0,-10.0,5.0,-25.0
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,-5.5,L,-14.5,,,,,,,72.0,75.0,68.0,62.0,73.0,50.0,10.0,25.0,-5.0
2023,3,2023-09-17T03:00:00.000Z,401520219,Arizona,UTEP,-18.0,W,3.0,,,,,,,57.0,72.0,42.0,65.0,67.0,63.0,-8.0,9.0,-25.0
2023,3,2023-09-17T03:00:00.000Z,401520219,UTEP,Arizona,18.0,L,-3.0,,,,,,,65.0,67.0,63.0,57.0,72.0,42.0,8.0,25.0,-9.0
2023,3,2023-09-16T23:30:00.000Z,401520220,Arkansas,BYU,-9.0,L,-16.0,,SEC,Big 12,P4,P4,P4_vs_P4,54.0,58.0,51.0,63.0,62.0,65.0,-9.0,-7.0,-11.0
2023,3,2023-09-16T23:30:00.000Z,401520220,BYU,Arkansas,9.0,W,16.0,,Big 12,SEC,P4,P4,P4_vs_P4,63.0,62.0,65.0,54.0,58.0,51.0,9.0,11.0,7.0
2023,3,2023-09-16T16:00:00.000Z,401520222,Buffalo,Liberty,2.5,L,-25.5,,MAC,Conference USA,G6,G6,G6_vs_G6,53.0,57.0,49.0,55.0,63.0,47.0,-2.0,10.0,-14.0
2023,3,2023-09-16T16:00:00.000Z,401520222,Liberty,Buffalo,-2.5,W,25.5,,Conference USA,MAC,G6,G6,G6_vs_G6,55.0,63.0,47.0,53.0,57.0,49.0,2.0,14.0,-10.0
2023,3,2023-09-16T19:30:00.000Z,401520223,Duke,Northwestern,-17.0,W,7.0,,ACC,Big Ten,P4,P4,P4_vs_P4,71.0,82.0,60.0,56.0,46.0,66.0,15.0,16.0,14.0
2023,3,2023-09-16T19:30:00.000Z,401520223,Northwestern,Duke,17.0,L,-7.0,,Big Ten,ACC,P4,P4,P4_vs_P4,56.0,46.0,66.0,71.0,82.0,60.0,-15.0,-14.0,-16.0
2023,3,2023-09-16T23:00:00.000Z,401520224,Florida,Tennessee,5.0,W,18.0,,SEC,SEC,P4,P4,P4_vs_P4,54.0,55.0,53.0,63.0,57.0,69.0,-9.0,-14.0,-4.0
2023,3,2023-09-16T23:00:00.000Z,401520224,Tennessee,Florida,-5.0,L,-18.0,,SEC,SEC,P4,P4,P4_vs_P4,63.0,57.0,69.0,54.0,55.0,53.0,9.0,4.0,14.0
2023,3,2023-09-16T19:30:00.000Z,401520225,Georgia,South Carolina,-27.0,L,-17.0,,SEC,SEC,P4,P4,P4_vs_P4,61.0,52.0,70.0,,,,,,
2023,3,2023-09-16T19:30:00.000Z,401520225,South Carolina,Georgia,27.0,W,17.0,,SEC,SEC,P4,P4,P4_vs_P4,,,,61.0,52.0,70.0,,,
2023,3,2023-09-16T16:00:00.000Z,401520226,Illinois,Penn State,14.0,L,-3.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,63.0,64.0,62.0,65.0,55.0,75.0,-2.0,-11.0,7.0
2023,3,2023-09-16T16:00:00.000Z,401520226,Penn State,Illinois,-14.0,W,3.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,65.0,55.0,75.0,63.0,64.0,62.0,2.0,-7.0,11.0
2023,3,2023-09-16T19:30:00.000Z,401520227,Iowa,Western Michigan,-28.5,W,2.5,,Big Ten,MAC,P4,G6,P4_vs_G6,57.0,64.0,49.0,49.0,67.0,31.0,8.0,33.0,-18.0
2023,3,2023-09-16T19:30:00.000Z,401520227,Western Michigan,Iowa,28.5,L,-2.5,,MAC,Big Ten,G6,P4,G6_vs_P4,49.0,67.0,31.0,57.0,64.0,49.0,-8.0,18.0,-33.0
2023,3,2023-09-16T23:30:00.000Z,401520228,Akron,Kentucky,25.0,L,-7.0,,MAC,SEC,G6,P4,G6_vs_P4,63.0,78.0,48.0,63.0,71.0,55.0,0.0,23.0,-23.0
2023,3,2023-09-16T23:30:00.000Z,401520228,Kentucky,Akron,-25.0,W,7.0,,SEC,MAC,P4,G6,P4_vs_G6,63.0,71.0,55.0,63.0,78.0,48.0,0.0,23.0,-23.0
2023,3,2023-09-16T23:00:00.000Z,401520229,Louisiana Tech,North Texas,-4.5,L,-7.5,,Conference USA,American,G6,G6,G6_vs_G6,72.0,62.0,81.0,74.0,76.0,71.0,-2.0,-9.0,5.0
2023,3,2023-09-16T23:00:00.000Z,401520229,North Texas,Louisiana Tech,4.5,W,7.5,,American,Conference USA,G6,G6,G6_vs_G6,74.0,76.0,71.0,72.0,62.0,81.0,2.0,-5.0,9.0
2023,3,2023-09-16T16:00:00.000Z,401520230,Indiana,Louisville,10.0,W,3.0,,Big Ten,ACC,P4,P4,P4_vs_P4,69.0,65.0,72.0,56.0,61.0,50.0,13.0,15.0,11.0
2023,3,2023-09-16T16:00:00.000Z,401520230,Louisville,Indiana,-10.0,L,-3.0,,ACC,Big Ten,P4,P4,P4_vs_P4,56.0,61.0,50.0,69.0,65.0,72.0,-13.0,-11.0,-15.0
2023,3,2023-09-15T23:00:00.000Z,401520231,Maryland,Virginia,-16.5,W,11.5,,Big Ten,ACC,P4,P4,P4_vs_P4,64.0,64.0,63.0,52.0,40.0,64.0,12.0,0.0,23.0
2023,3,2023-09-15T23:00:00.000Z,401520231,Virginia,Maryland,16.5,L,-11.5,,ACC,Big Ten,P4,P4,P4_vs_P4,52.0,40.0,64.0,64.0,64.0,63.0,-12.0,-23.0,0.0
2023,3,2023-09-16T23:30:00.000Z,401520232,Bowling Green,Michigan,40.5,W,15.5,,MAC,Big Ten,G6,P4,G6_vs_P4,59.0,63.0,54.0,81.0,84.0,78.0,-22.0,-15.0,-30.0
2023,3,2023-09-16T23:30:00.000Z,401520232,Michigan,Bowling Green,-40.5,L,-15.5,,Big Ten,MAC,P4,G6,P4_vs_G6,81.0,84.0,78.0,59.0,63.0,54.0,22.0,30.0,15.0
2023,3,2023-09-16T21:00:00.000Z,401520233,Michigan State,Washington,14.5,L,-19.5,,,,,,,,,,73.0,74.0,73.0,,,
2023,3,2023-09-16T21:00:00.000Z,401520233,Washington,Michigan State,-14.5,W,19.5,,,,,,,73.0,74.0,73.0,,,,,,
2023,3,2023-09-16T16:00:00.000Z,401520235,LSU,Mississippi State,-9.5,W,17.5,,SEC,SEC,P4,P4,P4_vs_P4,71.0,81.0,60.0,,,,,,
2023,3,2023-09-16T16:00:00.000Z,401520235,Mississippi State,LSU,9.5,L,-17.5,,SEC,SEC,P4,P4,P4_vs_P4,,,,71.0,81.0,60.0,,,
2023,3,2023-09-16T16:00:00.000Z,401520236,Kansas State,Missouri,-3.5,L,-6.5,,Big 12,SEC,P4,P4,P4_vs_P4,,,,78.0,77.0,80.0,,,
2023,3,2023-09-16T16:00:00.000Z,401520236,Missouri,Kansas State,3.5,W,6.5,,SEC,Big 12,P4,P4,P4_vs_P4,78.0,77.0,80.0,,,,,,
2023,3,2023-09-16T23:00:00.000Z,401520237,Nebraska,Northern Illinois,-11.5,W,12.5,,Big Ten,MAC,P4,G6,P4_vs_G6,69.0,72.0,66.0,,,,,,
2023,3,2023-09-16T23:00:00.000Z,401520237,Northern Illinois,Nebraska,11.5,L,-12.5,,MAC,Big Ten,G6,P4,G6_vs_P4,,,,69.0,72.0,66.0,,,
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico,New Mexico State,-2.5,L,-12.5,,Mountain West,Conference USA,G6,G6,G6_vs_G6,64.0,78.0,49.0,64.0,77.0,51.0,0.0,27.0,-28.0
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico State,New Mexico,2.5,W,12.5,,Conference USA,Mountain West,G6,G6,G6_vs_G6,64.0,77.0,51.0,64.0,78.0,49.0,0.0,28.0,-27.0
2023,3,2023-09-16T19:30:00.000Z,401520239,Minnesota,North Carolina,7.0,L,-11.0,,Big Ten,ACC,P4,P4,P4_vs_P4,58.0,59.0,57.0,68.0,69.0,68.0,-10.0,-9.0,-12.0
2023,3,2023-09-16T19:30:00.000Z,401520239,North Carolina,Minnesota,-7.0,W,11.0,,ACC,Big Ten,P4,P4,P4_vs_P4,68.0,69.0,68.0,58.0,59.0,57.0,10.0,12.0,9.0
2023,3,2023-09-16T20:00:00.000Z,401520240,Ohio State,Western Kentucky,-29.5,W,23.5,,Big Ten,Conference USA,P4,G6,P4_vs_G6,67.0,57.0,77.0,55.0,68.0,41.0,12.0,16.0,9.0
2023,3,2023-09-16T20:00:00.000Z,401520240,Western Kentucky,Ohio State,29.5,L,-23.5,,Conference USA,Big Ten,G6,P4,G6_vs_P4,55.0,68.0,41.0,67.0,57.0,77.0,-12.0,-9.0,-16.0
2023,3,2023-09-16T23:30:00.000Z,401520241,Georgia Tech,Ole Miss,17.0,L,-8.0,,ACC,SEC,P4,P4,P4_vs_P4,67.0,69.0,66.0,71.0,80.0,62.0,-4.0,7.0,-14.0
2023,3,2023-09-16T23:30:00.000Z,401520241,Ole Miss,Georgia Tech,-17.0,W,8.0,,SEC,ACC,P4,P4,P4_vs_P4,71.0,80.0,62.0,67.0,69.0,66.0,4.0,14.0,-7.0
2023,3,2023-09-16T23:30:00.000Z,401520242,Purdue,Syracuse,1.0,L,-14.0,,Big Ten,ACC,P4,P4,P4_vs_P4,65.0,71.0,59.0,73.0,73.0,72.0,-8.0,-1.0,-14.0
2023,3,2023-09-16T23:30:00.000Z,401520242,Syracuse,Purdue,-1.0,W,14.0,,ACC,Big Ten,P4,P4,P4_vs_P4,73.0,73.0,72.0,65.0,71.0,59.0,8.0,14.0,1.0
2023,3,2023-09-16T19:30:00.000Z,401520243,Rutgers,Virginia Tech,-6.5,W,12.5,,Big Ten,ACC,P4,P4,P4_vs_P4,73.0,73.0,72.0,69.0,73.0,65.0,4.0,8.0,-1.0
2023,3,2023-09-16T19:30:00.000Z,401520243,Virginia Tech,Rutgers,6.5,L,-12.5,,ACC,Big Ten,P4,P4,P4_vs_P4,69.0,73.0,65.0,73.0,73.0,72.0,-4.0,1.0,-8.0
2023,3,2023-09-16T19:30:00.000Z,401520244,Alabama,South Florida,-34.0,L,-20.0,,SEC,American,P4,G6,P4_vs_G6,40.0,43.0,38.0,56.0,46.0,67.0,-16.0,-24.0,-8.0
2023,3,2023-09-16T19:30:00.000Z,401520244,South Florida,Alabama,34.0,W,20.0,,American,SEC,G6,P4,G6_vs_P4,56.0,46.0,67.0,40.0,43.0,38.0,16.0,8.0,24.0
2023,3,2023-09-16T20:00:00.000Z,401520245,Texas A&M,UL Monroe,-36.5,W,7.5,,SEC,Sun Belt,P4,G6,P4_vs_G6,80.0,82.0,77.0,52.0,39.0,66.0,28.0,16.0,38.0
2023,3,2023-09-16T20:00:00.000Z,401520245,UL Monroe,Texas A&M,36.5,L,-7.5,,Sun Belt,SEC,G6,P4,G6_vs_P4,52.0,39.0,66.0,80.0,82.0,77.0,-28.0,-38.0,-16.0
2023,3,2023-09-16T19:30:00.000Z,401520246,FIU,UConn,7.0,W,14.0,,Conference USA,Independent,G6,Independent,Other,,,,80.0,89.0,71.0,,,
2023,3,2023-09-16T19:30:00.000Z,401520246,UConn,FIU,-7.0,L,-14.0,,Independent,Conference USA,Independent,G6,Other,80.0,89.0,71.0,,,,,,
2023,3,2023-09-16T23:00:00.000Z,401520247,UNLV,Vanderbilt,4.5,W,7.5,,Mountain West,SEC,G6,P4,G6_vs_P4,69.0,71.0,66.0,65.0,73.0,56.0,4.0,15.0,-7.0
2023,3,2023-09-16T23:00:00.000Z,401520247,Vanderbilt,UNLV,-4.5,L,-7.5,,SEC,Mountain West,P4,G6,P4_vs_G6,65.0,73.0,56.0,69.0,71.0,66.0,-4.0,7.0,-15.0
2023,3,2023-09-16T16:00:00.000Z,401520249,Georgia Southern,Wisconsin,20.5,L,-0.5,,Sun Belt,Big Ten,G6,P4,G6_vs_P4,,,,72.0,75.0,68.0,,,
2023,3,2023-09-16T16:00:00.000Z,401520249,Wisconsin,Georgia Southern,-20.5,W,0.5,,Big Ten,Sun Belt,P4,G6,P4_vs_G6,72.0,75.0,68.0,,,,,,
2023,4,2023-09-23T19:30:00.000Z,401520250,Alabama,Ole Miss,-7.0,W,7.0,,SEC,SEC,P4,P4,P4_vs_P4,40.0,43.0,38.0,71.0,80.0,62.0,-31.0,-19.0,-42.0
2023,4,2023-09-23T19:30:00.000Z,401520250,Ole Miss,Alabama,7.0,L,-7.0,,SEC,SEC,P4,P4,P4_vs_P4,71.0,80.0,62.0,40.0,43.0,38.0,31.0,42.0,19.0
2023,4,2023-09-23T23:00:00.000Z,401520251,Charlotte,Florida,28.0,W,13.0,,American,SEC,G6,P4,G6_vs_P4,50.0,52.0,48.0,54.0,55.0,53.0,-4.0,-1.0,-7.0
2023,4,2023-09-23T23:00:00.000Z,401520251,Florida,Charlotte,-28.0,L,-13.0,,SEC,American,P4,G6,P4_vs_G6,54.0,55.0,53.0,50.0,52.0,48.0,4.0,7.0,1.0
2023,4,2023-09-23T23:30:00.000Z,401520252,Georgia,UAB,-41.5,L,-13.5,,SEC,American,P4,G6,P4_vs_G6,61.0,52.0,70.0,39.0,36.0,42.0,22.0,10.0,34.0
2023,4,2023-09-23T23:30:00.000Z,401520252,UAB,Georgia,41.5,W,13.5,,American,SEC,G6,P4,G6_vs_P4,39.0,36.0,42.0,61.0,52.0,70.0,-22.0,-34.0,-10.0
2023,4,2023-09-24T03:59:00.000Z,401520253,Hawaii,New Mexico State,-3.0,P,0.0,,Mountain West,Conference USA,G6,G6,G6_vs_G6,47.0,45.0,49.0,64.0,77.0,51.0,-17.0,-6.0,-28.0
2023,4,2023-09-24T03:59:00.000Z,401520253,New Mexico State,Hawaii,3.0,P,-0.0,,Conference USA,Mountain West,G6,G6,G6_vs_G6,64.0,77.0,51.0,47.0,45.0,49.0,17.0,28.0,6.0
2023,4,2023-09-23T23:00:00.000Z,401520254,Houston,Sam Houston,-11.5,W,19.5,,Big 12,Conference USA,P4,G6,P4_vs_G6,60.0,77.0,43.0,71.0,68.0,75.0,-11.0,2.0,-25.0
2023,4,2023-09-23T23:00:00.000Z,401520254,Sam Houston,Houston,11.5,L,-19.5,,Conference USA,Big 12,G6,P4,G6_vs_P4,71.0,68.0,75.0,60.0,77.0,43.0,11.0,25.0,-2.0
2023,4,2023-09-23T19:30:00.000Z,401520255,Florida Atlantic,Illinois,15.5,W,9.5,,American,Big Ten,G6,P4,G6_vs_P4,,,,63.0,64.0,62.0,,,
2023,4,2023-09-23T19:30:00.000Z,401520255,Illinois,Florida Atlantic,-15.5,L,-9.5,,Big Ten,American,P4,G6,P4_vs_G6,63.0,64.0,62.0,,,,,,
2023,4,2023-09-23T23:30:00.000Z,401520256,Akron,Indiana,16.5,W,14.5,,MAC,Big Ten,G6,P4,G6_vs_P4,63.0,78.0,48.0,69.0,65.0,72.0,-6.0,6.0,-17.0
2023,4,2023-09-23T23:30:00.000Z,401520256,Indiana,Akron,-16.5,L,-14.5,,Big Ten,MAC,P4,G6,P4_vs_G6,69.0,65.0,72.0,63.0,78.0,48.0,6.0,17.0,-6.0
2023,4,2023-09-23T21:00:00.000Z,401520257,Eastern Michigan,Jacksonville State,6.5,L,-14.5,,MAC,Conference USA,G6,G6,G6_vs_G6,63.0,47.0,79.0,63.0,62.0,64.0,0.0,-17.0,17.0
2023,4,2023-09-23T21:00:00.000Z,401520257,Jacksonville State,Eastern Michigan,-6.5,W,14.5,,Conference USA,MAC,G6,G6,G6_vs_G6,63.0,62.0,64.0,63.0,47.0,79.0,0.0,-17.0,17.0
2023,4,2023-09-23T23:00:00.000Z,401520258,Arkansas,LSU,17.5,W,14.5,,SEC,SEC,P4,P4,P4_vs_P4,54.0,58.0,51.0,71.0,81.0,60.0,-17.0,-2.0,-30.0
2023,4,2023-09-23T23:00:00.000Z,401520258,LSU,Arkansas,-17.5,L,-14.5,,SEC,SEC,P4,P4,P4_vs_P4,71.0,81.0,60.0,54.0,58.0,51.0,17.0,30.0,2.0
2023,4,2023-09-23T23:30:00.000Z,401520259,Memphis,Missouri,6.5,L,-0.5,,American,SEC,G6,P4,G6_vs_P4,63.0,67.0,59.0,78.0,77.0,80.0,-15.0,-13.0,-18.0
2023,4,2023-09-23T23:30:00.000Z,401520259,Missouri,Memphis,-6.5,W,0.5,,SEC,American,P4,G6,P4_vs_G6,78.0,77.0,80.0,63.0,67.0,59.0,15.0,18.0,13.0
2023,4,2023-09-23T16:00:00.000Z,401520260,Michigan,Rutgers,-24.0,P,0.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,81.0,84.0,78.0,73.0,73.0,72.0,8.0,12.0,5.0
2023,4,2023-09-23T16:00:00.000Z,401520260,Rutgers,Michigan,24.0,P,-0.0,,Big Ten,Big Ten,P4,P4,P4_vs_P4,73.0,73.0,72.0,81.0,84.0,78.0,-8.0,-5.0,-12.0
2023,4,2023-09-23T19:30:00.000Z,401520261,Maryland,Michigan State,-7.5,W,14.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,64.0,64.0,63.0,,,,,,
2023,4,2023-09-23T19:30:00.000Z,401520261,Michigan State,Maryland,7.5,L,-14.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,,,,64.0,64.0,63.0,,,
2023,4,2023-09-23T23:00:00.000Z,401520262,Colorado State,Middle Tennessee,3.0,W,11.0,,Mountain West,Conference USA,G6,G6,G6_vs_G6,,,,69.0,52.0,86.0,,,
2023,4,2023-09-23T23:00:00.000Z,401520262,Middle Tennessee,Colorado State,-3.0,L,-11.0,,Conference USA,Mountain West,G6,G6,G6_vs_G6,69.0,52.0,86.0,,,,,,
2023,4,2023-09-23T19:30:00.000Z,401520263,Louisiana Tech,Nebraska,20.5,W,6.5,,Conference USA,Big Ten,G6,P4,G6_vs_P4,72.0,62.0,81.0,69.0,72.0,66.0,3.0,-4.0,9.0
2023,4,2023-09-23T19:30:00.000Z,401520263,Nebraska,Louisiana Tech,-20.5,L,-6.5,,Big Ten,Conference USA,P4,G6,P4_vs_G6,69.0,72.0,66.0,72.0,62.0,81.0,-3.0,-9.0,4.0
2023,4,2023-09-23T23:30:00.000Z,401520264,Minnesota,Northwestern,-11.5,L,-14.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,58.0,59.0,57.0,56.0,46.0,66.0,2.0,-7.0,11.0
2023,4,2023-09-23T23:30:00.000Z,401520264,Northwestern,Minnesota,11.5,W,14.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,56.0,46.0,66.0,58.0,59.0,57.0,-2.0,-11.0,7.0
2023,4,2023-09-23T23:30:00.000Z,401520265,Iowa,Penn State,14.5,L,-16.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,57.0,64.0,49.0,65.0,55.0,75.0,-8.0,-11.0,-6.0
2023,4,2023-09-23T23:30:00.000Z,401520265,Penn State,Iowa,-14.5,W,16.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,65.0,55.0,75.0,57.0,64.0,49.0,8.0,6.0,11.0
2023,4,2023-09-22T23:00:00.000Z,401520266,Purdue,Wisconsin,6.5,L,-14.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,65.0,71.0,59.0,72.0,75.0,68.0,-7.0,3.0,-16.0
2023,4,2023-09-22T23:00:00.000Z,401520266,Wisconsin,Purdue,-6.5,W,14.5,,Big Ten,Big Ten,P4,P4,P4_vs_P4,72.0,75.0,68.0,65.0,71.0,59.0,7.0,16.0,-3.0
2023,4,2023-09-23T23:30:00.000Z,401520267,Mississippi State,South Carolina,6.0,L,-1.0,,SEC,SEC,P4,P4,P4_vs_P4,,,,,,,,,
2023,4,2023-09-23T23:30:00.000Z,401520267,South Carolina,Mississippi State,-6.0,W,1.0,,SEC,SEC,P4,P4,P4_vs_P4,,,,,,,,,
2023,4,2023-09-23T16:00:00.000Z,401520268,Army,Syracuse,13.0,P,-0.0,,Independent,ACC,Independent,P4,Other,64.0,64.0,64.0,73.0,73.0,72.0,-9.0,-8.0,-9.0
2023,4,2023-09-23T16:00:00.000Z,401520268,Syracuse,Army,-13.0,P,0.0,,ACC,Independent,P4,Independent,Other,73.0,73.0,72.0,64.0,64.0,64.0,9.0,9.0,8.0
2023,4,2023-09-23T20:00:00.000Z,401520269,Tennessee,UTSA,-21.5,W,9.5,,SEC,American,P4,G6,P4_vs_G6,63.0,57.0,69.0,52.0,56.0,48.0,11.0,9.0,13.0
2023,4,2023-09-23T20:00:00.000Z,401520269,UTSA,Tennessee,21.5,L,-9.5,,American,SEC,G6,P4,G6_vs_P4,52.0,56.0,48.0,63.0,57.0,69.0,-11.0,-13.0,-9.0
2023,4,2023-09-23T16:00:00.000Z,401520270,Auburn,Texas A&M,8.5,L,-8.5,,SEC,SEC,P4,P4,P4_vs_P4,71.0,72.0,71.0,80.0,82.0,77.0,-9.0,-5.0,-11.0
2023,4,2023-09-23T16:00:00.000Z,401520270,Texas A&M,Auburn,-8.5,W,8.5,,SEC,SEC,P4,P4,P4_vs_P4,80.0,82.0,77.0,71.0,72.0,71.0,9.0,11.0,5.0
2023,4,2023-09-23T16:00:00.000Z,401520271,Troy,Western Kentucky,-3.5,L,-0.5,,Sun Belt,Conference USA,G6,G6,G6_vs_G6,60.0,64.0,55.0,55.0,68.0,41.0,5.0,23.0,-13.0
2023,4,2023-09-23T16:00:00.000Z,401520271,Western Kentucky,Troy,3.5,W,0.5,,Conference USA,Sun Belt,G6,G6,G6_vs_G6,55.0,68.0,41.0,60.0,64.0,55.0,-5.0,13.0,-23.0
2023,4,2023-09-23T19:30:00.000Z,401520272,Duke,UConn,-22.5,W,11.5,,ACC,Independent,P4,Independent,Other,71.0,82.0,60.0,80.0,89.0,71.0,-9.0,11.0,-29.0
2023,4,2023-09-23T19:30:00.000Z,401520272,UConn,Duke,22.5,L,-11.5,,Independent,ACC,Independent,P4,Other,80.0,89.0,71.0,71.0,82.0,60.0,9.0,29.0,-11.0
2023,4,2023-09-24T01:00:00.000Z,401520273,UNLV,UTEP,-2.5,W,14.5,,Mountain West,Conference USA,G6,G6,G6_vs_G6,69.0,71.0,66.0,65.0,67.0,63.0,4.0,8.0,-1.0
2023,4,2023-09-24T01:00:00.000Z,401520273,UTEP,UNLV,2.5,L,-14.5,,Conference USA,Mountain West,G6,G6,G6_vs_G6,65.0,67.0,63.0,69.0,71.0,66.0,-4.0,1.0,-8.0
2023,4,2023-09-23T16:00:00.000Z,401520274,Kentucky,Vanderbilt,-13.5,W,3.5,,SEC,SEC,P4,P4,P4_vs_P4,63.0,71.0,55.0,65.0,73.0,56.0,-2.0,15.0,-18.0
2023,4,2023-09-23T16:00:00.000Z,401520274,Vanderbilt,Kentucky,13.5,L,-3.5,,SEC,SEC,P4,P4,P4_vs_P4,65.0,73.0,56.0,63.0,71.0,55.0,2.0,18.0,-15.0
2023,4,2023-09-23T22:30:00.000Z,401520275,FIU,Liberty,10.0,L,-22.0,,Conference USA,Conference USA,G6,G6,G6_vs_G6,,,,55.0,63.0,47.0,,,
2023,4,2023-09-23T22:30:00.000Z,401520275,Liberty,FIU,-10.0,W,22.0,,Conference USA,Conference USA,G6,G6,G6_vs_G6,55.0,63.0,47.0,,,,,,
2023,4,2023-09-23T23:30:00.000Z,401521330,Notre Dame,Ohio State,3.5,W,0.5,,Independent,Big Ten,Independent,P4,Other,68.0,65.0,72.0,67.0,57.0,77.0,1.0,-12.0,15.0
