game_id,week,date,away_team,home_team,signal_team,signal_opponent,signal_side,overall_rp_edge,offense_vs_defense_edge,defense_vs_offense_edge,model_field,projected_home_margin,full_game_model_betting_spread,estimated_1h_spread,estimated_1h_role,candidate_a_defensive_favorite,candidate_b_offensive_underdog
g180,2,2026-09-12,Old Dominion,Virginia Tech,Virginia Tech,Old Dominion,home,29.0,13.0,44.0,projection_spread_home,10.5025,-10.5025,-5.25125,Favorite,True,False
g181,2,2026-09-12,Utah State,Washington,Utah State,Washington,away,-17.0,-21.0,-14.0,projection_spread_home,21.635,21.635,10.8175,Underdog,False,False
g181,2,2026-09-12,Utah State,Washington,Washington,Utah State,home,17.0,14.0,21.0,projection_spread_home,21.635,-21.635,-10.8175,Favorite,False,False
g186,3,2026-09-17,Syracuse,Pittsburgh,Syracuse,Pittsburgh,away,4.0,0.0,7.0,projection_spread_home,12.8775,12.8775,6.43875,Underdog,False,False
g186,3,2026-09-17,Syracuse,Pittsburgh,Pittsburgh,Syracuse,home,-4.0,-7.0,0.0,projection_spread_home,12.8775,-12.8775,-6.43875,Favorite,False,False
g187,3,2026-09-18,Houston,Texas Tech,Houston,Texas Tech,away,0.0,7.0,-9.0,projection_spread_home,17.9375,17.9375,8.96875,Underdog,False,True
g187,3,2026-09-18,Houston,Texas Tech,Texas Tech,Houston,home,0.0,9.0,-7.0,projection_spread_home,17.9375,-17.9375,-8.96875,Favorite,False,False
g188,3,2026-09-18,Miami-FL,Wake Forest,Miami-FL,Wake Forest,away,-4.0,-13.0,6.0,projection_spread_home,-16.29,-16.29,-8.145,Favorite,False,False
g188,3,2026-09-18,Miami-FL,Wake Forest,Wake Forest,Miami-FL,home,4.0,-6.0,13.0,projection_spread_home,-16.29,16.29,8.145,Underdog,False,False
g189,3,2026-09-19,Florida State,Alabama,Florida State,Alabama,away,9.0,-4.0,22.0,projection_spread_home,14.07,14.07,7.035,Underdog,False,False
g189,3,2026-09-19,Florida State,Alabama,Alabama,Florida State,home,-9.0,-22.0,4.0,projection_spread_home,14.07,-14.07,-7.035,Favorite,False,False
g190,3,2026-09-19,Charlotte,Appalachian State,Charlotte,Appalachian State,away,9.0,13.0,4.0,projection_spread_home,13.29,13.29,6.645,Underdog,False,False
g190,3,2026-09-19,Charlotte,Appalachian State,Appalachian State,Charlotte,home,-9.0,-4.0,-13.0,projection_spread_home,13.29,-13.29,-6.645,Favorite,False,False
g191,3,2026-09-19,Northern Illinois,Arizona,Northern Illinois,Arizona,away,-12.0,13.0,-38.0,projection_spread_home,30.08,30.08,15.04,Underdog,False,True
g191,3,2026-09-19,Northern Illinois,Arizona,Arizona,Northern Illinois,home,12.0,38.0,-13.0,projection_spread_home,30.08,-30.08,-15.04,Favorite,False,False
g192,3,2026-09-19,Georgia,Arkansas,Georgia,Arkansas,away,13.0,8.0,17.0,projection_spread_home,-17.0775,-17.0775,-8.53875,Favorite,False,False
g192,3,2026-09-19,Georgia,Arkansas,Arkansas,Georgia,home,-13.0,-17.0,-8.0,projection_spread_home,-17.0775,17.0775,8.53875,Underdog,False,False
g193,3,2026-09-19,Florida,Auburn,Florida,Auburn,away,9.0,-3.0,21.0,projection_spread_home,1.0875,1.0875,0.54375,Underdog,False,False
g193,3,2026-09-19,Florida,Auburn,Auburn,Florida,home,-9.0,-21.0,3.0,projection_spread_home,1.0875,-1.0875,-0.54375,Favorite,False,False
g194,3,2026-09-19,Louisiana Tech,Baylor,Louisiana Tech,Baylor,away,3.0,2.0,4.0,projection_spread_home,17.08,17.08,8.54,Underdog,False,False
g194,3,2026-09-19,Louisiana Tech,Baylor,Baylor,Louisiana Tech,home,-3.0,-4.0,-2.0,projection_spread_home,17.08,-17.08,-8.54,Favorite,False,False
g198,3,2026-09-19,Georgia State,Central Florida,Georgia State,Central Florida,away,-23.0,-12.0,-34.0,projection_spread_home,24.0075,24.0075,12.00375,Underdog,False,False
g198,3,2026-09-19,Georgia State,Central Florida,Central Florida,Georgia State,home,23.0,34.0,12.0,projection_spread_home,24.0075,-24.0075,-12.00375,Favorite,False,False
g199,3,2026-09-19,Wyoming,Central Michigan,Wyoming,Central Michigan,away,-6.0,14.0,-26.0,projection_spread_home,1.4125,1.4125,0.70625,Underdog,False,True
g199,3,2026-09-19,Wyoming,Central Michigan,Central Michigan,Wyoming,home,6.0,26.0,-14.0,projection_spread_home,1.4125,-1.4125,-0.70625,Favorite,False,False
g200,3,2026-09-19,Miami-OH,Cincinnati,Miami-OH,Cincinnati,away,-8.0,-11.0,-5.0,projection_spread_home,11.4875,11.4875,5.74375,Underdog,False,False
g200,3,2026-09-19,Miami-OH,Cincinnati,Cincinnati,Miami-OH,home,8.0,5.0,11.0,projection_spread_home,11.4875,-11.4875,-5.74375,Favorite,False,False
g201,3,2026-09-19,North Carolina,Clemson,North Carolina,Clemson,away,-9.0,-14.0,-4.0,projection_spread_home,12.685,12.685,6.3425,Underdog,False,False
g201,3,2026-09-19,North Carolina,Clemson,Clemson,North Carolina,home,9.0,4.0,14.0,projection_spread_home,12.685,-12.685,-6.3425,Favorite,False,False
g202,3,2026-09-19,BYU,Colorado State,BYU,Colorado State,away,18.0,5.0,31.0,projection_spread_home,-24.305,-24.305,-12.1525,Favorite,True,False
g202,3,2026-09-19,BYU,Colorado State,Colorado State,BYU,home,-18.0,-31.0,-5.0,projection_spread_home,-24.305,24.305,12.1525,Underdog,False,False
g203,3,2026-09-19,Coastal Carolina,Delaware,Coastal Carolina,Delaware,away,-20.0,-23.0,-18.0,projection_spread_home,5.4025,5.4025,2.70125,Underdog,False,False
g203,3,2026-09-19,Coastal Carolina,Delaware,Delaware,Coastal Carolina,home,20.0,18.0,23.0,projection_spread_home,5.4025,-5.4025,-2.70125,Favorite,False,False
g204,3,2026-09-19,Stanford,Duke,Stanford,Duke,away,11.0,7.0,14.0,projection_spread_home,10.635,10.635,5.3175,Underdog,False,False
g204,3,2026-09-19,Stanford,Duke,Duke,Stanford,home,-11.0,-14.0,-7.0,projection_spread_home,10.635,-10.635,-5.3175,Favorite,False,False
g205,3,2026-09-19,Florida International,Florida Atlantic,Florida International,Florida Atlantic,away,-17.0,-22.0,-12.0,projection_spread_home,5.53,5.53,2.765,Underdog,False,False
g205,3,2026-09-19,Florida International,Florida Atlantic,Florida Atlantic,Florida International,home,17.0,12.0,22.0,projection_spread_home,5.53,-5.53,-2.765,Favorite,False,False
g208,3,2026-09-19,Western Kentucky,Indiana,Western Kentucky,Indiana,away,-24.0,-21.0,-28.0,projection_spread_home,35.9,35.9,17.95,Underdog,False,False
g208,3,2026-09-19,Western Kentucky,Indiana,Indiana,Western Kentucky,home,24.0,28.0,21.0,projection_spread_home,35.9,-35.9,-17.95,Favorite,False,False
g210,3,2026-09-19,Bowling Green,Iowa State,Bowling Green,Iowa State,away,-10.0,-14.0,-6.0,projection_spread_home,20.2025,20.2025,10.10125,Underdog,False,False
g210,3,2026-09-19,Bowling Green,Iowa State,Iowa State,Bowling Green,home,10.0,6.0,14.0,projection_spread_home,20.2025,-20.2025,-10.10125,Favorite,False,False
g211,3,2026-09-19,Georgia Southern,Jacksonville State,Georgia Southern,Jacksonville State,away,-14.0,-31.0,2.0,projection_spread_home,3.2025,3.2025,1.60125,Underdog,False,False
g211,3,2026-09-19,Georgia Southern,Jacksonville State,Jacksonville State,Georgia Southern,home,14.0,-2.0,31.0,projection_spread_home,3.2025,-3.2025,-1.60125,Favorite,True,False
g212,3,2026-09-19,Arizona State,Kansas,Arizona State,Kansas,away,-7.0,-14.0,0.0,projection_spread_home,-2.2225,-2.2225,-1.11125,Favorite,False,False
g212,3,2026-09-19,Arizona State,Kansas,Kansas,Arizona State,home,7.0,0.0,14.0,projection_spread_home,-2.2225,2.2225,1.11125,Underdog,False,False
g213,3,2026-09-19,Tulane,Kansas State,Tulane,Kansas State,away,-18.0,-23.0,-13.0,projection_spread_home,12.4975,12.4975,6.24875,Underdog,False,False
g213,3,2026-09-19,Tulane,Kansas State,Kansas State,Tulane,home,18.0,13.0,23.0,projection_spread_home,12.4975,-12.4975,-6.24875,Favorite,False,False
g214,3,2026-09-19,Ball State,Liberty,Ball State,Liberty,away,-21.0,-3.0,-40.0,projection_spread_home,17.3625,17.3625,8.68125,Underdog,False,False
g214,3,2026-09-19,Ball State,Liberty,Liberty,Ball State,home,21.0,40.0,3.0,projection_spread_home,17.3625,-17.3625,-8.68125,Favorite,False,False
g216,3,2026-09-19,SMU,Louisville,SMU,Louisville,away,9.0,11.0,6.0,projection_spread_home,1.8175,1.8175,0.90875,Underdog,False,False
g216,3,2026-09-19,SMU,Louisville,Louisville,SMU,home,-9.0,-6.0,-11.0,projection_spread_home,1.8175,-1.8175,-0.90875,Favorite,False,False
g217,3,2026-09-19,Virginia Tech,Maryland,Virginia Tech,Maryland,away,-2.0,-3.0,-1.0,projection_spread_home,-1.95,-1.95,-0.975,Favorite,False,False
g217,3,2026-09-19,Virginia Tech,Maryland,Maryland,Virginia Tech,home,2.0,1.0,3.0,projection_spread_home,-1.95,1.95,0.975,Underdog,False,False
g220,3,2026-09-19,UTEP,Michigan,UTEP,Michigan,away,-28.0,-28.0,-29.0,projection_spread_home,38.6925,38.6925,19.34625,Underdog,False,False
g220,3,2026-09-19,UTEP,Michigan,Michigan,UTEP,home,28.0,29.0,28.0,projection_spread_home,38.6925,-38.6925,-19.34625,Favorite,True,False
g221,3,2026-09-19,Nevada,Middle Tennessee,Nevada,Middle Tennessee,away,12.0,20.0,5.0,projection_spread_home,-2.9025,-2.9025,-1.45125,Favorite,False,False
g221,3,2026-09-19,Nevada,Middle Tennessee,Middle Tennessee,Nevada,home,-12.0,-5.0,-20.0,projection_spread_home,-2.9025,2.9025,1.45125,Underdog,False,False
g222,3,2026-09-19,Akron,Minnesota,Akron,Minnesota,away,-28.0,-21.0,-34.0,projection_spread_home,23.8525,23.8525,11.92625,Underdog,False,False
g222,3,2026-09-19,Akron,Minnesota,Minnesota,Akron,home,28.0,34.0,21.0,projection_spread_home,23.8525,-23.8525,-11.92625,Favorite,False,False
g223,3,2026-09-19,Troy,Missouri,Troy,Missouri,away,-10.0,7.0,-27.0,projection_spread_home,24.9125,24.9125,12.45625,Underdog,False,True
g223,3,2026-09-19,Troy,Missouri,Missouri,Troy,home,10.0,27.0,-7.0,projection_spread_home,24.9125,-24.9125,-12.45625,Favorite,False,False
g224,3,2026-09-19,Marshall,Missouri State,Marshall,Missouri State,away,14.0,17.0,11.0,projection_spread_home,-4.44,-4.44,-2.22,Favorite,False,False
g224,3,2026-09-19,Marshall,Missouri State,Missouri State,Marshall,home,-14.0,-11.0,-17.0,projection_spread_home,-4.44,4.44,2.22,Underdog,False,False
g226,3,2026-09-19,Colorado,Northwestern,Colorado,Northwestern,away,-2.0,-1.0,-4.0,projection_spread_home,6.265,6.265,3.1325,Underdog,False,False
g226,3,2026-09-19,Colorado,Northwestern,Northwestern,Colorado,home,2.0,4.0,1.0,projection_spread_home,6.265,-6.265,-3.1325,Favorite,False,False
g227,3,2026-09-19,Michigan State,Notre Dame,Michigan State,Notre Dame,away,-26.0,-29.0,-22.0,projection_spread_home,29.95,29.95,14.975,Underdog,False,False
g227,3,2026-09-19,Michigan State,Notre Dame,Notre Dame,Michigan State,home,26.0,22.0,29.0,projection_spread_home,29.95,-29.95,-14.975,Favorite,True,False
g228,3,2026-09-19,Kent State,Ohio State,Kent State,Ohio State,away,-12.0,7.0,-32.0,projection_spread_home,53.5225,53.5225,26.76125,Underdog,False,True
g228,3,2026-09-19,Kent State,Ohio State,Ohio State,Kent State,home,12.0,32.0,-7.0,projection_spread_home,53.5225,-53.5225,-26.76125,Favorite,False,False
g229,3,2026-09-19,New Mexico,Oklahoma,New Mexico,Oklahoma,away,-2.0,13.0,-17.0,projection_spread_home,24.1275,24.1275,12.06375,Underdog,False,True
g229,3,2026-09-19,New Mexico,Oklahoma,Oklahoma,New Mexico,home,2.0,17.0,-13.0,projection_spread_home,24.1275,-24.1275,-12.06375,Favorite,False,False
g231,3,2026-09-19,East Carolina,Old Dominion,East Carolina,Old Dominion,away,2.0,-25.0,27.0,projection_spread_home,0.56,0.56,0.28,Underdog,False,False
g231,3,2026-09-19,East Carolina,Old Dominion,Old Dominion,East Carolina,home,-2.0,-27.0,25.0,projection_spread_home,0.56,-0.56,-0.28,Favorite,True,False
g232,3,2026-09-19,LSU,Ole Miss,LSU,Ole Miss,away,0.0,-1.0,-1.0,projection_spread_home,2.9275,2.9275,1.46375,Underdog,False,False
g232,3,2026-09-19,LSU,Ole Miss,Ole Miss,LSU,home,0.0,1.0,1.0,projection_spread_home,2.9275,-2.9275,-1.46375,Favorite,False,False
g235,3,2026-09-19,Buffalo,Penn State,Buffalo,Penn State,away,-22.0,-27.0,-17.0,projection_spread_home,32.1025,32.1025,16.05125,Underdog,False,False
g235,3,2026-09-19,Buffalo,Penn State,Penn State,Buffalo,home,22.0,17.0,27.0,projection_spread_home,32.1025,-32.1025,-16.05125,Favorite,True,False
g236,3,2026-09-19,Western Michigan,Rice,Western Michigan,Rice,away,12.0,22.0,2.0,projection_spread_home,-6.4875,-6.4875,-3.24375,Favorite,False,False
g236,3,2026-09-19,Western Michigan,Rice,Rice,Western Michigan,home,-12.0,-2.0,-22.0,projection_spread_home,-6.4875,6.4875,3.24375,Underdog,False,False
g237,3,2026-09-19,USC,Rutgers,USC,Rutgers,away,18.0,21.0,15.0,projection_spread_home,-14.82,-14.82,-7.41,Favorite,False,False
g237,3,2026-09-19,USC,Rutgers,Rutgers,USC,home,-18.0,-15.0,-21.0,projection_spread_home,-14.82,14.82,7.41,Underdog,False,False
g238,3,2026-09-19,North Dakota State,Sacramento State,North Dakota State,Sacramento State,away,20.0,3.0,39.0,projection_spread_home,-10.7666,-10.7666,-5.3833,Favorite,True,False
g238,3,2026-09-19,North Dakota State,Sacramento State,Sacramento State,North Dakota State,home,-20.0,-39.0,-3.0,projection_spread_home,-10.7666,10.7666,5.3833,Underdog,False,False
g242,3,2026-09-19,Ohio,South Alabama,Ohio,South Alabama,away,-11.0,-19.0,-3.0,projection_spread_home,0.6475,0.6475,0.32375,Underdog,False,False
g242,3,2026-09-19,Ohio,South Alabama,South Alabama,Ohio,home,11.0,3.0,19.0,projection_spread_home,0.6475,-0.6475,-0.32375,Favorite,False,False
g243,3,2026-09-19,Mississippi State,South Carolina,Mississippi State,South Carolina,away,-20.0,-17.0,-24.0,projection_spread_home,8.38,8.38,4.19,Underdog,False,False
g243,3,2026-09-19,Mississippi State,South Carolina,South Carolina,Mississippi State,home,20.0,24.0,17.0,projection_spread_home,8.38,-8.38,-4.19,Favorite,False,False
g245,3,2026-09-19,Connecticut,Southern Miss,Connecticut,Southern Miss,away,9.0,5.0,14.0,projection_spread_home,-2.48,-2.48,-1.24,Favorite,False,False
g245,3,2026-09-19,Connecticut,Southern Miss,Southern Miss,Connecticut,home,-9.0,-14.0,-5.0,projection_spread_home,-2.48,2.48,1.24,Underdog,False,False
g246,3,2026-09-19,Arkansas State,TCU,Arkansas State,TCU,away,-2.0,-6.0,1.0,projection_spread_home,20.8925,20.8925,10.44625,Underdog,False,False
g246,3,2026-09-19,Arkansas State,TCU,TCU,Arkansas State,home,2.0,-1.0,6.0,projection_spread_home,20.8925,-20.8925,-10.44625,Favorite,False,False
g247,3,2026-09-19,Kennesaw State,Tennessee,Kennesaw State,Tennessee,away,-13.0,-23.0,-3.0,projection_spread_home,28.4525,28.4525,14.22625,Underdog,False,False
g247,3,2026-09-19,Kennesaw State,Tennessee,Tennessee,Kennesaw State,home,13.0,3.0,23.0,projection_spread_home,28.4525,-28.4525,-14.22625,Favorite,False,False
g248,3,2026-09-19,UTSA,Texas,UTSA,Texas,away,-14.0,1.0,-29.0,projection_spread_home,30.08,30.08,15.04,Underdog,False,True
g248,3,2026-09-19,UTSA,Texas,Texas,UTSA,home,14.0,29.0,-1.0,projection_spread_home,30.08,-30.08,-15.04,Favorite,False,False
g249,3,2026-09-19,Kentucky,Texas A&M,Kentucky,Texas A&M,away,-19.0,-23.0,-15.0,projection_spread_home,17.6675,17.6675,8.83375,Underdog,False,False
g249,3,2026-09-19,Kentucky,Texas A&M,Texas A&M,Kentucky,home,19.0,15.0,23.0,projection_spread_home,17.6675,-17.6675,-8.83375,Favorite,False,False
g250,3,2026-09-19,North Texas,Texas State,North Texas,Texas State,away,-24.0,-15.0,-35.0,projection_spread_home,3.665,3.665,1.8325,Underdog,False,False
g250,3,2026-09-19,North Texas,Texas State,Texas State,North Texas,home,24.0,35.0,15.0,projection_spread_home,3.665,-3.665,-1.8325,Favorite,False,False
g251,3,2026-09-19,Temple,Toledo,Temple,Toledo,away,20.0,37.0,1.0,projection_spread_home,6.8775,6.8775,3.43875,Underdog,False,False
g251,3,2026-09-19,Temple,Toledo,Toledo,Temple,home,-20.0,-1.0,-37.0,projection_spread_home,6.8775,-6.8775,-3.43875,Favorite,False,False
g253,3,2026-09-19,Purdue,UCLA,Purdue,UCLA,away,-9.0,0.0,-18.0,projection_spread_home,7.285,7.285,3.6425,Underdog,False,False
g253,3,2026-09-19,Purdue,UCLA,UCLA,Purdue,home,9.0,18.0,0.0,projection_spread_home,7.285,-7.285,-3.6425,Favorite,False,False
g255,3,2026-09-19,Utah State,Utah,Utah State,Utah,away,-7.0,-15.0,0.0,projection_spread_home,22.2125,22.2125,11.10625,Underdog,False,False
g255,3,2026-09-19,Utah State,Utah,Utah,Utah State,home,7.0,0.0,15.0,projection_spread_home,22.2125,-22.2125,-11.10625,Favorite,False,False
g256,3,2026-09-19,NC State,Vanderbilt,NC State,Vanderbilt,away,10.0,13.0,8.0,projection_spread_home,8.06,8.06,4.03,Underdog,False,False
g256,3,2026-09-19,NC State,Vanderbilt,Vanderbilt,NC State,home,-10.0,-8.0,-13.0,projection_spread_home,8.06,-8.06,-4.03,Favorite,False,False
g259,3,2026-09-19,Virginia,West Virginia,Virginia,West Virginia,away,7.0,9.0,5.0,projection_spread_home,-7.425,-7.425,-3.7125,Favorite,False,False
g259,3,2026-09-19,Virginia,West Virginia,West Virginia,Virginia,home,-7.0,-5.0,-9.0,projection_spread_home,-7.425,7.425,3.7125,Underdog,False,False
g260,3,2026-09-19,Eastern Michigan,Wisconsin,Eastern Michigan,Wisconsin,away,3.0,2.0,3.0,projection_spread_home,21.72,21.72,10.86,Underdog,False,False
g260,3,2026-09-19,Eastern Michigan,Wisconsin,Wisconsin,Eastern Michigan,home,-3.0,-3.0,-2.0,projection_spread_home,21.72,-21.72,-10.86,Favorite,False,False
g261,4,2026-09-24,Liberty,Coastal Carolina,Liberty,Coastal Carolina,away,15.0,20.0,11.0,projection_spread_home,-3.3975,-3.3975,-1.69875,Favorite,False,False
g261,4,2026-09-24,Liberty,Coastal Carolina,Coastal Carolina,Liberty,home,-15.0,-11.0,-20.0,projection_spread_home,-3.3975,3.3975,1.69875,Underdog,False,False
g262,4,2026-09-25,Clemson,California,Clemson,California,away,-5.0,1.0,-9.0,projection_spread_home,-7.42,-7.42,-3.71,Favorite,False,False
g262,4,2026-09-25,Clemson,California,California,Clemson,home,5.0,9.0,-1.0,projection_spread_home,-7.42,7.42,3.71,Underdog,False,True
g263,4,2026-09-25,Navy,UAB,Navy,UAB,away,12.0,-5.0,29.0,projection_spread_home,-14.095,-14.095,-7.0475,Favorite,True,False
g263,4,2026-09-25,Navy,UAB,UAB,Navy,home,-12.0,-29.0,5.0,projection_spread_home,-14.095,14.095,7.0475,Underdog,False,False
g264,4,2026-09-26,UNLV,Akron,UNLV,Akron,away,0.0,3.0,-4.0,projection_spread_home,-17.54,-17.54,-8.77,Favorite,False,False
g264,4,2026-09-26,UNLV,Akron,Akron,UNLV,home,0.0,4.0,-3.0,projection_spread_home,-17.54,17.54,8.77,Underdog,False,True
g265,4,2026-09-26,South Carolina,Alabama,South Carolina,Alabama,away,20.0,15.0,26.0,projection_spread_home,11.1925,11.1925,5.59625,Underdog,False,False
g265,4,2026-09-26,South Carolina,Alabama,Alabama,South Carolina,home,-20.0,-26.0,-15.0,projection_spread_home,11.1925,-11.1925,-5.59625,Favorite,False,False
g266,4,2026-09-26,Tulsa,Arkansas,Tulsa,Arkansas,away,7.0,9.0,5.0,projection_spread_home,17.9,17.9,8.95,Underdog,False,False
g266,4,2026-09-26,Tulsa,Arkansas,Arkansas,Tulsa,home,-7.0,-5.0,-9.0,projection_spread_home,17.9,-17.9,-8.95,Favorite,False,False
g267,4,2026-09-26,Kennesaw State,Arkansas State,Kennesaw State,Arkansas State,away,0.0,-3.0,3.0,projection_spread_home,3.5,3.5,1.75,Underdog,False,False
g267,4,2026-09-26,Kennesaw State,Arkansas State,Arkansas State,Kennesaw State,home,0.0,-3.0,3.0,projection_spread_home,3.5,-3.5,-1.75,Favorite,False,False
g268,4,2026-09-26,Vanderbilt,Auburn,Vanderbilt,Auburn,away,-13.0,-20.0,-7.0,projection_spread_home,3.355,3.355,1.6775,Underdog,False,False
g268,4,2026-09-26,Vanderbilt,Auburn,Auburn,Vanderbilt,home,13.0,7.0,20.0,projection_spread_home,3.355,-3.355,-1.6775,Favorite,False,False
g269,4,2026-09-26,Colorado,Baylor,Colorado,Baylor,away,2.0,-5.0,9.0,projection_spread_home,7.955,7.955,3.9775,Underdog,False,False
g269,4,2026-09-26,Colorado,Baylor,Baylor,Colorado,home,-2.0,-9.0,5.0,projection_spread_home,7.955,-7.955,-3.9775,Favorite,False,False
g270,4,2026-09-26,Virginia Tech,Boston College,Virginia Tech,Boston College,away,19.0,14.0,23.0,projection_spread_home,-7.585,-7.585,-3.7925,Favorite,False,False
g270,4,2026-09-26,Virginia Tech,Boston College,Boston College,Virginia Tech,home,-19.0,-23.0,-14.0,projection_spread_home,-7.585,7.585,3.7925,Underdog,False,False
g273,4,2026-09-26,TCU,Central Florida,TCU,Central Florida,away,-10.0,-16.0,-3.0,projection_spread_home,-4.3475,-4.3475,-2.17375,Favorite,False,False
g273,4,2026-09-26,TCU,Central Florida,Central Florida,TCU,home,10.0,3.0,16.0,projection_spread_home,-4.3475,4.3475,2.17375,Underdog,False,False
g275,4,2026-09-26,Kansas State,Cincinnati,Kansas State,Cincinnati,away,1.0,9.0,-6.0,projection_spread_home,-2.44,-2.44,-1.22,Favorite,False,False
g275,4,2026-09-26,Kansas State,Cincinnati,Cincinnati,Kansas State,home,-1.0,6.0,-9.0,projection_spread_home,-2.44,2.44,1.22,Underdog,False,True
g279,4,2026-09-26,Ole Miss,Florida,Ole Miss,Florida,away,-5.0,-16.0,7.0,projection_spread_home,-1.95,-1.95,-0.975,Favorite,False,False
g279,4,2026-09-26,Ole Miss,Florida,Florida,Ole Miss,home,5.0,-7.0,16.0,projection_spread_home,-1.95,1.95,0.975,Underdog,False,False
g283,4,2026-09-26,Oklahoma,Georgia,Oklahoma,Georgia,away,-3.0,3.0,-8.0,projection_spread_home,8.5025,8.5025,4.25125,Underdog,False,True
g283,4,2026-09-26,Oklahoma,Georgia,Georgia,Oklahoma,home,3.0,8.0,-3.0,projection_spread_home,8.5025,-8.5025,-4.25125,Favorite,False,False
g284,4,2026-09-26,Houston,Georgia Southern,Houston,Georgia Southern,away,22.0,9.0,35.0,projection_spread_home,-14.9075,-14.9075,-7.45375,Favorite,True,False
g284,4,2026-09-26,Houston,Georgia Southern,Georgia Southern,Houston,home,-22.0,-35.0,-9.0,projection_spread_home,-14.9075,14.9075,7.45375,Underdog,False,False
g285,4,2026-09-26,Northern Illinois,Georgia State,Northern Illinois,Georgia State,away,10.0,41.0,-20.0,projection_spread_home,0.2625,0.2625,0.13125,Underdog,False,True
g285,4,2026-09-26,Northern Illinois,Georgia State,Georgia State,Northern Illinois,home,-10.0,20.0,-41.0,projection_spread_home,0.2625,-0.2625,-0.13125,Favorite,False,False
g286,4,2026-09-26,Northwestern,Indiana,Northwestern,Indiana,away,1.0,-1.0,4.0,projection_spread_home,25.1425,25.1425,12.57125,Underdog,False,False
g286,4,2026-09-26,Northwestern,Indiana,Indiana,Northwestern,home,-1.0,-4.0,1.0,projection_spread_home,25.1425,-25.1425,-12.57125,Favorite,False,False
g287,4,2026-09-26,Utah,Iowa State,Utah,Iowa State,away,10.0,9.0,11.0,projection_spread_home,-8.285,-8.285,-4.1425,Favorite,False,False
g287,4,2026-09-26,Utah,Iowa State,Iowa State,Utah,home,-10.0,-11.0,-9.0,projection_spread_home,-8.285,8.285,4.1425,Underdog,False,False
g288,4,2026-09-26,Middle Tennessee,Jacksonville State,Middle Tennessee,Jacksonville State,away,-21.0,-20.0,-23.0,projection_spread_home,13.4325,13.4325,6.71625,Underdog,False,False
g288,4,2026-09-26,Middle Tennessee,Jacksonville State,Jacksonville State,Middle Tennessee,home,21.0,23.0,20.0,projection_spread_home,13.4325,-13.4325,-6.71625,Favorite,False,False
g289,4,2026-09-26,Ball State,Kent State,Ball State,Kent State,away,-12.0,8.0,-33.0,projection_spread_home,4.4275,4.4275,2.21375,Underdog,False,True
g289,4,2026-09-26,Ball State,Kent State,Kent State,Ball State,home,12.0,33.0,-8.0,projection_spread_home,4.4275,-4.4275,-2.21375,Favorite,False,False
g290,4,2026-09-26,South Alabama,Kentucky,South Alabama,Kentucky,away,-2.0,-1.0,-3.0,projection_spread_home,19.6275,19.6275,9.81375,Underdog,False,False
g290,4,2026-09-26,South Alabama,Kentucky,Kentucky,South Alabama,home,2.0,3.0,1.0,projection_spread_home,19.6275,-19.6275,-9.81375,Favorite,False,False
g291,4,2026-09-26,Texas A&M,LSU,Texas A&M,LSU,away,4.0,7.0,2.0,projection_spread_home,0.7875,0.7875,0.39375,Underdog,False,False
g291,4,2026-09-26,Texas A&M,LSU,LSU,Texas A&M,home,-4.0,-2.0,-7.0,projection_spread_home,0.7875,-0.7875,-0.39375,Favorite,False,False
g292,4,2026-09-26,Wake Forest,Louisville,Wake Forest,Louisville,away,0.0,-10.0,9.0,projection_spread_home,9.91,9.91,4.955,Underdog,False,False
g292,4,2026-09-26,Wake Forest,Louisville,Louisville,Wake Forest,home,0.0,-9.0,10.0,projection_spread_home,9.91,-9.91,-4.955,Favorite,False,False
g294,4,2026-09-26,UCLA,Maryland,UCLA,Maryland,away,-4.0,-1.0,-7.0,projection_spread_home,1.02,1.02,0.51,Underdog,False,False
g294,4,2026-09-26,UCLA,Maryland,Maryland,UCLA,home,4.0,7.0,1.0,projection_spread_home,1.02,-1.02,-0.51,Favorite,False,False
g295,4,2026-09-26,Central Michigan,Miami-FL,Central Michigan,Miami-FL,away,-3.0,11.0,-19.0,projection_spread_home,37.3275,37.3275,18.66375,Underdog,False,True
g295,4,2026-09-26,Central Michigan,Miami-FL,Miami-FL,Central Michigan,home,3.0,19.0,-11.0,projection_spread_home,37.3275,-37.3275,-18.66375,Favorite,False,False
g296,4,2026-09-26,Connecticut,Miami-OH,Connecticut,Miami-OH,away,-18.0,-27.0,-8.0,projection_spread_home,4.175,4.175,2.0875,Underdog,False,False
g296,4,2026-09-26,Connecticut,Miami-OH,Miami-OH,Connecticut,home,18.0,8.0,27.0,projection_spread_home,4.175,-4.175,-2.0875,Favorite,True,False
g297,4,2026-09-26,Iowa,Michigan,Iowa,Michigan,away,-19.0,-7.0,-32.0,projection_spread_home,5.8575,5.8575,2.92875,Underdog,False,False
g297,4,2026-09-26,Iowa,Michigan,Michigan,Iowa,home,19.0,32.0,7.0,projection_spread_home,5.8575,-5.8575,-2.92875,Favorite,False,False
g298,4,2026-09-26,Nebraska,Michigan State,Nebraska,Michigan State,away,23.0,24.0,21.0,projection_spread_home,-4.395,-4.395,-2.1975,Favorite,False,False
g298,4,2026-09-26,Nebraska,Michigan State,Michigan State,Nebraska,home,-23.0,-21.0,-24.0,projection_spread_home,-4.395,4.395,2.1975,Underdog,False,False
