rule_key,season,games,wins,losses,pushes,avg_1h_ats_margin,median_1h_ats_margin,avg_1h_spread,seasons_present,full_game_wins,full_game_losses,full_game_pushes,one_h_ats_win_pct,full_game_ats_win_pct_in_1h_sample,one_h_ats_edge_pct,confidence
P4_G6_DEFENSE_15_PLUS,2024,16,8,8,0,-0.9375,0.0,-12.25,1,10,6,0,0.5,0.625,0.0,Exploratory
P4_G6_DEFENSE_15_PLUS,2025,12,4,8,0,-1.7083333333333333,-1.75,-12.458333333333334,1,4,8,0,0.3333333333333333,0.3333333333333333,-16.66666666666667,Small sample
P4_G6_EITHER_COMPONENT_25_PLUS,2024,17,8,9,0,-1.8529411764705883,-0.5,-12.205882352941176,1,11,6,0,0.47058823529411764,0.6470588235294118,-2.941176470588239,Exploratory
P4_G6_EITHER_COMPONENT_25_PLUS,2025,17,9,8,0,2.3529411764705883,4.5,-13.0,1,8,9,0,0.5294117647058824,0.47058823529411764,2.941176470588239,Exploratory
P4_P4_OVERALL_15_TO_24_9,2024,6,3,3,0,-0.6666666666666666,1.0,-2.8333333333333335,1,0,6,0,0.5,0.0,0.0,Small sample
P4_P4_OVERALL_15_TO_24_9,2025,11,4,7,0,-3.727272727272727,-2.5,1.0909090909090908,1,7,4,0,0.36363636363636365,0.6363636363636364,-13.636363636363633,Small sample
