combined_rule,conference_matchup_type,games,wins,losses,pushes,avg_ats_margin,median_ats_margin,avg_clv,clv_games,seasons_present,avg_offense_edge,avg_defense_edge,ats_win_pct,ats_edge_pct,confidence,signal
either_component_25_plus,P4_vs_G6,51,30,21,0,1.1482026143790849,2.5,0.36764705882352944,34,3,26.54901960784314,20.745098039215687,0.5882352941176471,8.82352941176471,Supported,Back continuity-edge team
both_5_plus,P4_vs_G6,50,23,27,0,-0.8588333333333334,-1.166666666666666,0.59375,32,3,25.78,22.58,0.46,-4.0,Supported,Neutral
both_5_plus,P4_vs_P4,56,30,26,0,-0.5818452380952381,0.41666666666666696,0.2833333333333333,30,3,17.589285714285715,17.089285714285715,0.5357142857142857,3.5714285714285694,Supported,Neutral
both_positive,P4_vs_G6,58,28,30,0,-0.5219827586206898,-0.9166666666666679,0.6125,40,3,24.362068965517242,20.775862068965516,0.4827586206896552,-1.724137931034484,Supported,Neutral
offense_15_plus,P4_vs_G6,60,29,31,0,-0.4052777777777778,-1.166666666666666,0.527027027027027,37,3,28.866666666666667,13.516666666666667,0.48333333333333334,-1.6666666666666643,Supported,Neutral
both_positive,P4_vs_P4,71,35,36,0,-1.9882629107981222,-1.6666666666666667,0.2625,40,3,15.873239436619718,16.281690140845072,0.49295774647887325,-0.7042253521126725,Supported,Neutral
offense_25_plus,P4_vs_G6,36,21,15,0,1.2030092592592594,3.6875,0.22,25,3,35.388888888888886,15.305555555555555,0.5833333333333334,8.333333333333336,Promising,Back continuity-edge team
offense_15_plus_def_nonnegative,P4_vs_G6,45,19,26,0,-1.8672222222222223,-3.166666666666668,0.4827586206896552,29,3,29.244444444444444,20.244444444444444,0.4222222222222222,-7.777777777777779,Promising,Fade continuity-edge team
either_component_25_plus,P4_vs_P4,32,14,18,0,-1.8322916666666667,-3.583333333333333,-0.1388888888888889,18,3,21.90625,17.03125,0.4375,-6.25,Promising,Fade continuity-edge team
defense_15_plus_off_nonnegative,P4_vs_G6,33,18,15,0,1.4323232323232322,1.25,0.06521739130434782,23,3,27.0,30.0,0.5454545454545454,4.54545454545454,Promising,Neutral
defense_15_plus,P4_vs_G6,42,22,20,0,-0.13948412698412702,0.7083333333333339,0.05555555555555555,27,3,18.61904761904762,28.666666666666668,0.5238095238095238,2.3809523809523867,Promising,Neutral
defense_15_plus,P4_vs_P4,46,24,22,0,-1.457608695652174,0.41666666666666696,0.09259259259259259,27,3,10.565217391304348,23.23913043478261,0.5217391304347826,2.173913043478258,Promising,Neutral
offense_15_plus_def_nonnegative,P4_vs_P4,31,15,16,0,-2.166129032258065,-1.6666666666666667,-0.21875,16,3,25.193548387096776,15.290322580645162,0.4838709677419355,-1.6129032258064484,Promising,Neutral
defense_15_plus_off_nonnegative,P4_vs_P4,37,18,19,0,-1.6851351351351351,-1.6666666666666667,0.07142857142857142,21,3,15.783783783783784,23.783783783783782,0.4864864864864865,-1.3513513513513473,Promising,Neutral
offense_15_plus,P4_vs_P4,47,24,23,0,-0.11312056737588644,0.5,-0.38,25,3,24.95744680851064,6.361702127659575,0.5106382978723404,1.0638297872340416,Promising,Neutral
offense_led_mixed,P4_vs_G6,15,10,5,0,3.980555555555555,4.125,0.6875,8,3,27.733333333333334,-6.666666666666667,0.6666666666666666,16.666666666666657,Exploratory,Back continuity-edge team
defense_25_plus,P4_vs_G6,27,16,11,0,1.0746913580246913,1.666666666666666,0.4411764705882353,17,3,19.62962962962963,34.666666666666664,0.5925925925925926,9.259259259259252,Exploratory,Back continuity-edge team
offense_25_plus,P4_vs_P4,21,9,12,0,-1.365079365079365,-6.0,-0.85,10,3,32.0,7.809523809523809,0.42857142857142855,-7.142857142857146,Exploratory,Fade continuity-edge team
either_component_25_plus,G6_vs_P4,16,7,9,0,-2.5692708333333334,-0.5,0.3888888888888889,9,3,19.4375,13.75,0.4375,-6.25,Exploratory,Fade continuity-edge team
offense_15_plus,G6_vs_P4,16,9,7,0,-0.8364583333333333,2.666666666666667,0.5625,8,3,27.3125,-2.6875,0.5625,6.25,Exploratory,Back continuity-edge team
offense_led_mixed,P4_vs_P4,16,9,7,0,3.864583333333334,1.5833333333333335,-0.6666666666666666,9,3,24.5,-10.9375,0.5625,6.25,Exploratory,Back continuity-edge team
both_15_plus,P4_vs_G6,25,14,11,0,1.2673333333333336,2.333333333333332,-0.20588235294117646,17,3,33.24,30.2,0.56,6.000000000000007,Exploratory,Back continuity-edge team
both_positive,G6_vs_P4,20,11,9,0,-0.6275000000000002,1.916666666666666,-0.36363636363636365,11,3,16.85,15.45,0.55,5.000000000000007,Exploratory,Back continuity-edge team
defense_15_plus,G6_vs_P4,21,10,11,0,0.7083333333333334,-0.5,-0.5,13,3,0.8095238095238095,23.666666666666668,0.47619047619047616,-2.3809523809523867,Exploratory,Neutral
