season,week,date,game_id,metric,home_team,away_team,high_rp_team,low_rp_team,high_rp_side,high_rp_role,high_rp_value,low_rp_value,high_rp_pctile,low_rp_pctile,high_rp_spread,high_rp_ats_margin,high_rp_ats_result,home_spread,total_line
2024,3,2024-09-15T00:00:00.000Z,401628478,passing,Virginia,Maryland,Virginia,Maryland,home,Favorite,0.918,-0.038,0.8120300751879699,0.06015037593984962,-1.1666666666666667,-15.166666666666666,L,-1.1666666666666667,55.333333333333336
2024,3,2024-09-15T02:30:00.000Z,401641033,passing,Fresno State,New Mexico State,Fresno State,New Mexico State,home,Favorite,0.884,0.0,0.7518796992481203,0.13157894736842105,-19.833333333333332,28.166666666666668,W,-19.833333333333332,48.333333333333336
2024,4,2024-09-21T16:00:00.000Z,401636873,passing,Cincinnati,Houston,Houston,Cincinnati,away,Underdog,0.977,-0.016,0.9097744360902256,0.07518796992481203,3.8333333333333335,-30.166666666666668,L,-3.8333333333333335,47.666666666666664
2024,4,2024-09-21T16:00:00.000Z,401628367,passing,Mississippi State,Florida,Florida,Mississippi State,away,Favorite,0.906,-0.081,0.7819548872180451,0.045112781954887216,-6.666666666666667,10.333333333333332,W,6.666666666666667,58.0
2024,4,2024-09-21T19:30:00.000Z,401645329,passing,Navy,Memphis,Memphis,Navy,away,Favorite,0.937,-7.621,0.8345864661654135,0.007518796992481203,-8.833333333333334,-20.833333333333336,L,8.833333333333334,47.0
2024,4,2024-09-21T19:30:00.000Z,401628363,passing,Auburn,Arkansas,Auburn,Arkansas,home,Favorite,1.047,0.027,1.0,0.20300751879699247,-2.5,-12.5,L,-2.5,53.666666666666664
2024,4,2024-09-21T20:15:00.000Z,401628368,passing,Missouri,Vanderbilt,Missouri,Vanderbilt,home,Favorite,1.0,0.0,0.9398496240601504,0.13157894736842105,-18.0,-15.0,L,-18.0,52.166666666666664
2024,4,2024-09-21T22:00:00.000Z,401640991,passing,Liberty,East Carolina,Liberty,East Carolina,home,Favorite,1.03,-0.101,0.9774436090225563,0.03759398496240601,-7.5,3.5,W,-7.5,54.666666666666664
2024,4,2024-09-21T23:45:00.000Z,401628366,passing,Ole Miss,Georgia Southern,Ole Miss,Georgia Southern,home,Favorite,0.896,0.054,0.7669172932330827,0.22556390977443608,-35.166666666666664,3.8333333333333357,W,-35.166666666666664,68.5
2024,4,2024-09-22T00:00:00.000Z,401628490,passing,Boston College,Michigan State,Boston College,Michigan State,home,Favorite,1.024,0.022,0.9699248120300752,0.18796992481203006,-4.5,-0.5,L,-4.5,45.5
2024,4,2024-09-22T00:30:00.000Z,401643717,passing,Oregon State,Purdue,Purdue,Oregon State,away,Underdog,0.909,0.003,0.793233082706767,0.15037593984962405,1.8333333333333333,-15.166666666666666,L,-1.8333333333333333,50.333333333333336
2025,1,2025-08-28T23:00:00.000Z,401756848,passing,UCF,Jacksonville State,Jacksonville State,UCF,away,Underdog,1.0,-0.022,0.9067164179104478,0.07462686567164178,19.166666666666668,12.166666666666668,W,-19.166666666666668,52.833333333333336
2025,1,2025-08-30T00:00:00.000Z,401752667,passing,Baylor,Auburn,Baylor,Auburn,home,Underdog,0.978,0.0,0.8134328358208955,0.12313432835820895,0.3333333333333333,-13.666666666666666,L,0.3333333333333333,56.833333333333336
2025,1,2025-08-30T00:00:00.000Z,401754375,passing,Colorado,Georgia Tech,Georgia Tech,Colorado,away,Favorite,0.997,-0.026,0.835820895522388,0.06716417910447761,-3.6666666666666665,3.3333333333333335,W,3.6666666666666665,52.0
2025,1,2025-08-31T00:00:00.000Z,401761594,passing,Texas State,Eastern Michigan,Texas State,Eastern Michigan,home,Favorite,1.0,0.04,0.9067164179104478,0.22014925373134328,-13.833333333333334,11.166666666666666,W,-13.833333333333334,57.0
2025,2,2025-09-06T16:00:00.000Z,401754618,passing,Syracuse,UConn,UConn,Syracuse,away,Underdog,0.963,0.013,0.7723880597014925,0.15671641791044777,7.25,0.25,W,-7.25,57.5
2025,2,2025-09-06T16:00:00.000Z,401756885,passing,Texas Tech,Kent State,Texas Tech,Kent State,home,Favorite,0.962,-0.052,0.7574626865671642,0.05223880597014925,-48.0,0.0,P,-48.0,59.75
2025,2,2025-09-06T19:30:00.000Z,401756880,passing,Cincinnati,Bowling Green,Cincinnati,Bowling Green,home,Favorite,1.0,0.024,0.9067164179104478,0.1865671641791045,-22.0,-8.0,L,-22.0,46.5
2025,2,2025-09-06T23:00:00.000Z,401756884,passing,Rice,Houston,Houston,Rice,away,Favorite,1.0,-0.016,0.9067164179104478,0.08208955223880597,-13.5,12.5,W,13.5,38.5
2025,3,2025-09-11T23:30:00.000Z,401754531,passing,Wake Forest,NC State,NC State,Wake Forest,away,Favorite,0.982,0.0,0.8208955223880597,0.12313432835820895,-7.333333333333333,2.666666666666667,W,7.333333333333333,52.666666666666664
2025,3,2025-09-12T23:30:00.000Z,401756893,passing,Houston,Colorado,Houston,Colorado,home,Favorite,1.0,-0.026,0.9067164179104478,0.06716417910447761,-3.8333333333333335,12.166666666666666,W,-3.8333333333333335,45.333333333333336
2025,3,2025-09-13T19:30:00.000Z,401752938,passing,Texas Tech,Oregon State,Texas Tech,Oregon State,home,Favorite,0.962,-0.027,0.7574626865671642,0.05970149253731343,-24.0,7.0,W,-24.0,61.5
2025,3,2025-09-13T20:30:00.000Z,401754535,passing,Miami,South Florida,South Florida,Miami,away,Underdog,1.0,0.059,0.9067164179104478,0.2462686567164179,17.666666666666668,-19.333333333333332,L,-17.666666666666668,56.5
2025,3,2025-09-13T21:00:00.000Z,401757256,passing,Bowling Green,Liberty,Liberty,Bowling Green,away,Favorite,1.0,0.024,0.9067164179104478,0.1865671641791045,-6.0,-16.0,L,6.0,51.5
2025,3,2025-09-13T22:00:00.000Z,401757233,passing,Florida International,Florida Atlantic,Florida International,Florida Atlantic,home,Favorite,1.009,-0.068,0.9850746268656716,0.04477611940298507,-2.0,8.0,W,-2.0,56.5
2025,3,2025-09-13T23:00:00.000Z,401752827,passing,Ohio State,Ohio,Ohio,Ohio State,away,Underdog,0.968,0.04,0.7835820895522388,0.22014925373134328,28.333333333333332,0.33333333333333215,W,-28.333333333333332,49.333333333333336
2025,3,2025-09-13T23:30:00.000Z,401757257,passing,Louisiana Tech,New Mexico State,Louisiana Tech,New Mexico State,home,Favorite,0.975,-26.167,0.8059701492537313,0.007462686567164179,-10.166666666666666,24.833333333333336,W,-10.166666666666666,42.666666666666664
2025,4,2025-09-20T16:00:00.000Z,401754537,passing,Clemson,Syracuse,Clemson,Syracuse,home,Favorite,1.0,0.013,0.9067164179104478,0.15671641791044777,-17.5,-30.5,L,-17.5,53.833333333333336
2025,4,2025-09-20T16:45:00.000Z,401752715,passing,Tennessee,UAB,UAB,Tennessee,away,Underdog,1.0,0.025,0.9067164179104478,0.19402985074626866,39.0,7.0,W,-39.0,68.83333333333333
2025,4,2025-09-20T19:30:00.000Z,401757169,passing,UConn,Ball State,UConn,Ball State,home,Favorite,0.963,-0.007,0.7723880597014925,0.09701492537313433,-21.0,-15.0,L,-21.0,53.666666666666664
2025,4,2025-09-20T20:00:00.000Z,401754538,passing,Duke,NC State,NC State,Duke,away,Underdog,0.982,0.017,0.8208955223880597,0.17164179104477612,3.1666666666666665,-8.833333333333334,L,-3.1666666666666665,57.333333333333336
2025,4,2025-09-21T02:15:00.000Z,401756897,passing,Colorado,Wyoming,Wyoming,Colorado,away,Underdog,1.0,-0.026,0.9067164179104478,0.06716417910447761,12.333333333333334,-4.666666666666666,L,-12.333333333333334,45.666666666666664
2023,1,2023-09-01T23:00:00.000Z,401520163,rushing,Michigan State,Central Michigan,Central Michigan,Michigan State,away,Underdog,0.997,-0.536,0.8473282442748091,0.04580152671755725,14.3,-9.7,L,-14.3,46.9
2023,1,2023-09-02T16:00:00.000Z,401520162,rushing,Michigan,East Carolina,Michigan,East Carolina,home,Favorite,0.963,-0.255,0.7938931297709924,0.06870229007633588,-35.4,-8.399999999999999,L,-35.4,52.4
2023,1,2023-09-02T16:00:00.000Z,401520170,rushing,Purdue,Fresno State,Purdue,Fresno State,home,Favorite,1.0,0.23,0.8625954198473282,0.22137404580152673,-4.3,-8.3,L,-4.3,48.5
2023,1,2023-09-02T23:00:00.000Z,401523990,rushing,Colorado State,Washington State,Washington State,Colorado State,away,Favorite,0.97,-2.348,0.8091603053435115,0.015267175572519083,-10.375,15.625,W,10.375,55.25
2023,1,2023-09-02T23:30:00.000Z,401520155,rushing,Illinois,Toledo,Toledo,Illinois,away,Underdog,0.951,-0.119,0.7786259541984732,0.09923664122137404,8.6,6.6,W,-8.6,47.0
2023,1,2023-09-03T02:30:00.000Z,401523995,rushing,UCLA,Coastal Carolina,Coastal Carolina,UCLA,away,Underdog,1.128,0.161,0.950381679389313,0.1946564885496183,15.375,1.375,W,-15.375,66.25
2023,2,2023-09-08T23:30:00.000Z,401520195,rushing,Kansas,Illinois,Kansas,Illinois,home,Favorite,1.015,-0.119,0.8931297709923665,0.09923664122137404,-3.6666666666666665,7.333333333333334,W,-3.6666666666666665,57.166666666666664
2023,2,2023-09-09T20:00:00.000Z,401520184,rushing,Arkansas,Kent State,Arkansas,Kent State,home,Favorite,0.983,0.047,0.816793893129771,0.13740458015267176,-38.333333333333336,-16.333333333333336,L,-38.333333333333336,57.666666666666664
2023,2,2023-09-09T22:00:00.000Z,401520198,rushing,Liberty,New Mexico State,New Mexico State,Liberty,away,Underdog,0.969,0.151,0.8015267175572519,0.183206106870229,9.333333333333334,-6.666666666666666,L,-9.333333333333334,54.0
2023,2,2023-09-09T22:00:00.000Z,401531842,rushing,Old Dominion,Louisiana,Louisiana,Old Dominion,away,Favorite,1.168,-4.5,0.9618320610687023,0.007633587786259542,-6.0,-13.0,L,6.0,51.166666666666664
2023,2,2023-09-09T23:30:00.000Z,401524001,rushing,San Diego State,UCLA,San Diego State,UCLA,home,Underdog,1.865,0.161,0.9847328244274809,0.1946564885496183,13.5,-11.5,L,13.5,49.166666666666664
2023,2,2023-09-09T23:30:00.000Z,401520204,rushing,Minnesota,Eastern Michigan,Eastern Michigan,Minnesota,away,Underdog,0.946,0.161,0.7709923664122137,0.1946564885496183,19.666666666666668,0.6666666666666679,W,-19.666666666666668,48.0
2023,3,2023-09-15T23:00:00.000Z,401520231,rushing,Maryland,Virginia,Maryland,Virginia,home,Favorite,1.086,-0.393,0.9389312977099237,0.05343511450381679,-16.25,11.75,W,-16.25,48.25
2023,3,2023-09-16T19:30:00.000Z,401520223,rushing,Duke,Northwestern,Duke,Northwestern,home,Favorite,1.005,-1.882,0.8778625954198473,0.030534351145038167,-17.0,7.0,W,-17.0,48.0
2023,3,2023-09-16T23:00:00.000Z,401525839,rushing,Oklahoma State,South Alabama,South Alabama,Oklahoma State,away,Underdog,1.019,-0.088,0.9007633587786259,0.10687022900763359,7.0,33.0,W,-7.0,49.25
2023,3,2023-09-16T23:30:00.000Z,401525503,rushing,West Virginia,Pittsburgh,West Virginia,Pittsburgh,home,Favorite,1.034,0.209,0.916030534351145,0.21374045801526717,-1.0,10.0,W,-1.0,47.75
2023,3,2023-09-16T23:30:00.000Z,401520220,rushing,Arkansas,BYU,Arkansas,BYU,home,Favorite,0.983,-0.004,0.816793893129771,0.12213740458015267,-8.25,-15.25,L,-8.25,47.75
2023,3,2023-09-16T23:30:00.000Z,401520232,rushing,Michigan,Bowling Green,Michigan,Bowling Green,home,Favorite,0.963,0.104,0.7938931297709924,0.16793893129770993,-40.75,-15.75,L,-40.75,53.5
2023,3,2023-09-17T02:30:00.000Z,401525837,rushing,Nevada,Kansas,Kansas,Nevada,away,Favorite,1.015,-0.185,0.8931297709923665,0.08396946564885496,-28.5,-21.5,L,28.5,58.0
2023,4,2023-09-23T17:30:00.000Z,401532406,rushing,Toledo,Western Michigan,Toledo,Western Michigan,home,Favorite,0.951,0.075,0.7786259541984732,0.14885496183206107,-21.5,-3.5,L,-21.5,52.666666666666664
2023,4,2023-09-23T19:30:00.000Z,401525506,rushing,Louisville,Boston College,Boston College,Louisville,away,Underdog,1.128,0.257,0.950381679389313,0.2366412213740458,13.833333333333334,-14.166666666666666,L,-13.833333333333334,53.5
2023,4,2023-09-23T19:30:00.000Z,401532405,rushing,Bowling Green,Ohio,Ohio,Bowling Green,away,Favorite,0.998,0.104,0.8549618320610687,0.16793893129770993,-13.0,18.0,W,13.0,44.833333333333336
2023,4,2023-09-23T19:30:00.000Z,401520261,rushing,Michigan State,Maryland,Maryland,Michigan State,away,Favorite,1.086,-0.536,0.9389312977099237,0.04580152671755725,-7.333333333333333,14.666666666666668,W,7.333333333333333,52.5
2023,4,2023-09-23T19:30:00.000Z,401525847,rushing,Kansas,BYU,Kansas,BYU,home,Favorite,1.015,-0.004,0.8931297709923665,0.12213740458015267,-9.333333333333334,1.666666666666666,W,-9.333333333333334,54.833333333333336
2023,4,2023-09-23T20:00:00.000Z,401525846,rushing,Iowa State,Oklahoma State,Iowa State,Oklahoma State,home,Favorite,7.143,-0.088,1.0,0.10687022900763359,-3.5,3.5,W,-3.5,36.166666666666664
2023,4,2023-09-23T22:30:00.000Z,401520275,rushing,Florida International,Liberty,Florida International,Liberty,home,Underdog,0.993,0.151,0.8358778625954199,0.183206106870229,10.0,-22.0,L,10.0,53.166666666666664
2023,4,2023-09-23T23:00:00.000Z,401531877,rushing,Texas State,Nevada,Texas State,Nevada,home,Favorite,1.068,-0.185,0.9236641221374046,0.08396946564885496,-17.0,-6.0,L,-17.0,59.5
2023,4,2023-09-24T00:00:00.000Z,401531872,rushing,Utah State,James Madison,Utah State,James Madison,home,Underdog,0.927,-1.904,0.7557251908396947,0.022900763358778626,5.0,-2.0,L,5.0,52.833333333333336
2024,1,2024-08-30T23:00:00.000Z,401628453,rushing,Michigan State,Florida Atlantic,Michigan State,Florida Atlantic,home,Favorite,2.091,-0.107,0.9849624060150376,0.06015037593984962,-12.0,-6.0,L,-12.0,45.5
2024,1,2024-08-31T02:30:00.000Z,401634300,rushing,Stanford,TCU,Stanford,TCU,home,Underdog,0.936,0.06,0.8872180451127819,0.12781954887218044,8.333333333333334,1.333333333333334,W,8.333333333333334,59.333333333333336
2024,1,2024-08-31T16:00:00.000Z,401628333,rushing,Vanderbilt,Virginia Tech,Virginia Tech,Vanderbilt,away,Favorite,1.004,-0.332,0.9172932330827067,0.022556390977443608,-13.333333333333334,-20.333333333333336,L,13.333333333333334,50.333333333333336
2024,1,2024-08-31T23:00:00.000Z,401643701,rushing,Troy,Nevada,Nevada,Troy,away,Underdog,1.43,0.067,0.9699248120300752,0.13533834586466165,10.166666666666666,12.166666666666666,W,-10.166666666666666,45.333333333333336
2024,1,2024-08-31T23:30:00.000Z,401628332,rushing,Texas A&M,Notre Dame,Texas A&M,Notre Dame,home,Favorite,0.988,0.17,0.9097744360902256,0.19548872180451127,-2.6666666666666665,-12.666666666666666,L,-2.6666666666666665,46.666666666666664
2024,1,2024-08-31T23:30:00.000Z,401628452,rushing,Michigan,Fresno State,Fresno State,Michigan,away,Underdog,0.795,0.204,0.7518796992481203,0.22180451127819548,21.0,1.0,W,-21.0,46.5
2024,2,2024-09-07T16:00:00.000Z,401628336,rushing,Oklahoma State,Arkansas,Oklahoma State,Arkansas,home,Favorite,0.886,0.008,0.8383458646616542,0.09022556390977443,-9.333333333333334,-1.333333333333334,L,-9.333333333333334,61.5
2024,2,2024-09-07T19:30:00.000Z,401628977,rushing,Notre Dame,Northern Illinois,Northern Illinois,Notre Dame,away,Underdog,0.806,0.17,0.7593984962406015,0.19548872180451127,28.0,30.0,W,-28.0,46.166666666666664
2024,2,2024-09-07T20:30:00.000Z,401635540,rushing,Virginia Tech,Marshall,Virginia Tech,Marshall,home,Favorite,1.004,0.007,0.9172932330827067,0.08270676691729323,-20.666666666666668,-3.666666666666668,L,-20.666666666666668,52.666666666666664
2024,3,2024-09-14T16:00:00.000Z,401628479,rushing,Michigan,Arkansas State,Arkansas State,Michigan,away,Underdog,1.021,0.204,0.924812030075188,0.22180451127819548,22.0,12.0,W,-22.0,46.833333333333336
2024,3,2024-09-14T16:00:00.000Z,401636868,rushing,Texas Tech,North Texas,Texas Tech,North Texas,home,Favorite,0.927,-0.006,0.8796992481203008,0.07518796992481203,-10.333333333333334,34.666666666666664,W,-10.333333333333334,69.83333333333333
2024,3,2024-09-14T20:00:00.000Z,401643785,rushing,East Carolina,App State,App State,East Carolina,away,Favorite,0.859,-0.924,0.7894736842105263,0.007518796992481203,-1.1666666666666667,0.8333333333333333,W,1.1666666666666667,58.166666666666664
2024,3,2024-09-14T20:00:00.000Z,401628477,rushing,Iowa,Troy,Iowa,Troy,home,Favorite,2.079,0.067,0.9774436090225563,0.13533834586466165,-23.333333333333332,-6.333333333333332,L,-23.333333333333332,39.166666666666664
2024,3,2024-09-14T22:00:00.000Z,401629030,rushing,Duke,UConn,UConn,Duke,away,Underdog,1.072,0.221,0.9398496240601504,0.24812030075187969,16.833333333333332,11.833333333333332,W,-16.833333333333332,46.833333333333336
2024,3,2024-09-14T22:00:00.000Z,401640990,rushing,Liberty,UTEP,Liberty,UTEP,home,Favorite,0.893,-0.404,0.849624060150376,0.015037593984962405,-23.666666666666668,-5.666666666666668,L,-23.666666666666668,57.5
2024,3,2024-09-14T23:00:00.000Z,401641040,rushing,Sam Houston,Hawai'i,Sam Houston,Hawai'i,home,Favorite,3.69,0.106,0.9924812030075187,0.15413533834586465,-4.0,14.0,W,-4.0,49.166666666666664
2024,4,2024-09-20T23:30:00.000Z,401634766,rushing,Syracuse,Stanford,Stanford,Syracuse,away,Underdog,0.936,0.146,0.8872180451127819,0.18045112781954886,8.833333333333334,10.833333333333334,W,-8.833333333333334,56.666666666666664
2024,4,2024-09-21T19:30:00.000Z,401628363,rushing,Auburn,Arkansas,Auburn,Arkansas,home,Favorite,0.872,0.008,0.8120300751879699,0.09022556390977443,-2.5,-12.5,L,-2.5,53.666666666666664
2024,4,2024-09-21T20:00:00.000Z,401636876,rushing,Oklahoma State,Utah,Oklahoma State,Utah,home,Underdog,0.886,0.015,0.8383458646616542,0.09774436090225563,0.8333333333333334,-2.1666666666666665,L,0.8333333333333334,53.5
2024,4,2024-09-21T20:00:00.000Z,401635553,rushing,Middle Tennessee,Duke,Middle Tennessee,Duke,home,Underdog,0.87,0.221,0.8045112781954887,0.24812030075187969,14.666666666666666,-13.333333333333334,L,14.666666666666666,50.833333333333336
2024,4,2024-09-21T21:00:00.000Z,401641028,rushing,Colorado State,UTEP,Colorado State,UTEP,home,Favorite,0.91,-0.404,0.8646616541353384,0.015037593984962405,-8.5,1.5,W,-8.5,48.833333333333336
2024,4,2024-09-21T21:00:00.000Z,401635557,rushing,SMU,TCU,SMU,TCU,home,Underdog,0.825,0.06,0.7819548872180451,0.12781954887218044,1.6666666666666667,25.666666666666668,W,1.6666666666666667,58.666666666666664
2024,4,2024-09-21T22:00:00.000Z,401640991,rushing,Liberty,East Carolina,Liberty,East Carolina,home,Favorite,0.893,-0.924,0.849624060150376,0.007518796992481203,-7.5,3.5,W,-7.5,54.666666666666664
2024,4,2024-09-21T23:00:00.000Z,401629031,rushing,UConn,Florida Atlantic,UConn,Florida Atlantic,home,Favorite,1.072,-0.107,0.9398496240601504,0.06015037593984962,-0.5,33.5,W,-0.5,45.666666666666664
2025,1,2025-08-23T23:00:00.000Z,401757218,rushing,Western Kentucky,Sam Houston,Sam Houston,Western Kentucky,away,Underdog,0.901,-0.066,0.7910447761194029,0.08208955223880597,9.833333333333334,-7.166666666666666,L,-9.833333333333334,60.333333333333336
2025,1,2025-08-30T00:00:00.000Z,401752667,rushing,Baylor,Auburn,Baylor,Auburn,home,Underdog,1.021,0.037,0.9402985074626866,0.11194029850746269,0.3333333333333333,-13.666666666666666,L,0.3333333333333333,56.833333333333336
2025,1,2025-08-30T02:30:00.000Z,401760358,rushing,San José State,Central Michigan,San José State,Central Michigan,home,Favorite,1.203,0.123,0.9925373134328358,0.19402985074626866,-13.5,-15.5,L,-13.5,51.166666666666664
2025,1,2025-08-31T02:30:00.000Z,401756849,rushing,Arizona,Hawai'i,Arizona,Hawai'i,home,Favorite,1.089,0.119,0.9776119402985075,0.1865671641791045,-14.833333333333334,19.166666666666664,W,-14.833333333333334,55.333333333333336
2025,2,2025-09-06T16:00:00.000Z,401754529,rushing,Pittsburgh,Central Michigan,Pittsburgh,Central Michigan,home,Favorite,1.002,0.123,0.9029850746268657,0.19402985074626866,-21.5,6.5,W,-21.5,48.5
2025,2,2025-09-06T16:00:00.000Z,401752822,rushing,Iowa State,Iowa,Iowa State,Iowa,home,Favorite,0.95,0.202,0.8097014925373134,0.2462686567164179,-2.6666666666666665,0.3333333333333335,W,-2.6666666666666665,43.25
2025,2,2025-09-07T02:15:00.000Z,401754526,rushing,BYU,Stanford,BYU,Stanford,home,Favorite,1.015,-0.15,0.9328358208955224,0.05223880597014925,-20.5,3.5,W,-20.5,44.0
2025,2,2025-09-07T02:15:00.000Z,401752948,rushing,Washington State,San Diego State,San Diego State,Washington State,away,Underdog,0.864,0.152,0.753731343283582,0.208955223880597,2.25,-20.75,L,-2.25,46.5
2025,2,2025-09-07T03:59:00.000Z,401757230,rushing,Hawai'i,Sam Houston,Sam Houston,Hawai'i,away,Underdog,0.901,0.119,0.7910447761194029,0.1865671641791045,7.25,-9.75,L,-7.25,48.0
2025,3,2025-09-12T23:30:00.000Z,401756893,rushing,Houston,Colorado,Houston,Colorado,home,Favorite,1.237,-0.143,1.0,0.05970149253731343,-3.8333333333333335,12.166666666666666,W,-3.8333333333333335,45.333333333333336
2025,3,2025-09-13T16:00:00.000Z,401752831,rushing,Northwestern,Oregon,Northwestern,Oregon,home,Underdog,0.967,0.113,0.8208955223880597,0.1791044776119403,25.5,5.5,W,25.5,50.5
2025,3,2025-09-13T21:00:00.000Z,401757256,rushing,Bowling Green,Liberty,Liberty,Bowling Green,away,Favorite,0.986,0.173,0.8507462686567164,0.22761194029850745,-6.0,-16.0,L,6.0,51.5
2025,3,2025-09-13T23:30:00.000Z,401752830,rushing,Iowa,Massachusetts,Massachusetts,Iowa,away,Underdog,1.006,0.202,0.9104477611940298,0.2462686567164179,35.333333333333336,-4.666666666666664,L,-35.333333333333336,44.333333333333336
2025,3,2025-09-14T02:30:00.000Z,401754533,rushing,Stanford,Boston College,Boston College,Stanford,away,Favorite,0.871,-0.15,0.7611940298507462,0.05223880597014925,-13.833333333333334,-23.833333333333336,L,13.833333333333334,45.166666666666664
2025,4,2025-09-18T23:30:00.000Z,401762468,rushing,Charlotte,Rice,Rice,Charlotte,away,Favorite,0.997,0.077,0.8656716417910447,0.14925373134328357,-1.6666666666666667,9.333333333333334,W,1.6666666666666667,42.0
2025,4,2025-09-20T16:00:00.000Z,401754642,rushing,Louisville,Bowling Green,Louisville,Bowling Green,home,Favorite,0.874,0.173,0.7723880597014925,0.22761194029850745,-26.166666666666668,-3.166666666666668,L,-26.166666666666668,50.666666666666664
2025,4,2025-09-20T19:30:00.000Z,401762820,rushing,Western Michigan,Toledo,Western Michigan,Toledo,home,Underdog,1.0,-2.175,0.8843283582089553,0.014925373134328358,12.666666666666666,13.666666666666666,W,12.666666666666666,48.5
2025,4,2025-09-20T23:30:00.000Z,401757263,rushing,Louisiana Tech,Southern Miss,Louisiana Tech,Southern Miss,home,Favorite,1.038,-0.207,0.9626865671641791,0.041044776119402986,-3.1666666666666665,6.833333333333334,W,-3.1666666666666665,51.166666666666664
2025,4,2025-09-21T02:30:00.000Z,401754540,rushing,San Diego State,California,San Diego State,California,home,Underdog,0.864,0.084,0.753731343283582,0.15671641791044777,13.833333333333334,47.833333333333336,W,13.833333333333334,46.666666666666664
2025,4,2025-09-21T03:59:00.000Z,401760374,rushing,Hawai'i,Fresno State,Fresno State,Hawai'i,away,Favorite,1.087,0.119,0.9701492537313433,0.1865671641791045,-2.5,-0.5,L,2.5,47.333333333333336
2023,1,2023-08-31T23:00:00.000Z,401525816,receiving,UCF,Kent State,UCF,Kent State,home,Favorite,0.685,0.055,0.8129770992366412,0.022900763358778626,-34.9,15.100000000000001,W,-34.9,55.5
2023,1,2023-09-01T00:00:00.000Z,401520148,receiving,Minnesota,Nebraska,Minnesota,Nebraska,home,Favorite,0.623,0.249,0.7557251908396947,0.10687022900763359,-7.3,-4.3,L,-7.3,44.2
2023,1,2023-09-02T19:30:00.000Z,401520180,receiving,Wisconsin,Buffalo,Wisconsin,Buffalo,home,Favorite,0.678,0.317,0.8015267175572519,0.16030534351145037,-27.0,-6.0,L,-27.0,53.8
2023,1,2023-09-02T23:00:00.000Z,401525819,receiving,Houston,UTSA,UTSA,Houston,away,Favorite,0.705,0.372,0.8396946564885496,0.21374045801526717,-1.5,-4.5,L,1.5,60.1
2023,2,2023-09-09T19:30:00.000Z,401525497,receiving,Syracuse,Western Michigan,Syracuse,Western Michigan,home,Favorite,0.747,0.393,0.9007633587786259,0.22900763358778625,-24.666666666666668,16.333333333333332,W,-24.666666666666668,56.5
2023,2,2023-09-09T21:00:00.000Z,401524004,receiving,Washington,Tulsa,Washington,Tulsa,home,Favorite,0.925,0.227,0.9847328244274809,0.06870229007633588,-33.666666666666664,-0.6666666666666643,L,-33.666666666666664,66.33333333333333
2023,2,2023-09-09T22:00:00.000Z,401520198,receiving,Liberty,New Mexico State,New Mexico State,Liberty,away,Underdog,0.746,0.302,0.8931297709923665,0.1450381679389313,9.333333333333334,-6.666666666666666,L,-9.333333333333334,54.0
2023,2,2023-09-09T23:30:00.000Z,401520205,receiving,Mississippi State,Arizona,Arizona,Mississippi State,away,Underdog,0.72,0.4,0.8625954198473282,0.24427480916030533,8.833333333333334,1.833333333333334,W,-8.833333333333334,60.0
2023,2,2023-09-10T02:30:00.000Z,401524003,receiving,USC,Stanford,USC,Stanford,home,Favorite,0.666,0.395,0.7862595419847328,0.2366412213740458,-28.666666666666668,17.333333333333332,W,-28.666666666666668,70.0
2023,3,2023-09-16T16:00:00.000Z,401520235,receiving,Mississippi State,LSU,LSU,Mississippi State,away,Favorite,0.694,0.4,0.8244274809160306,0.24427480916030533,-8.833333333333334,18.166666666666664,W,8.833333333333334,54.0
2023,3,2023-09-16T16:00:00.000Z,401525500,receiving,Boston College,Florida State,Florida State,Boston College,away,Favorite,0.624,0.369,0.7633587786259542,0.1984732824427481,-25.25,-23.25,L,25.25,47.75
2023,3,2023-09-16T16:00:00.000Z,401525504,receiving,Old Dominion,Wake Forest,Wake Forest,Old Dominion,away,Favorite,0.657,0.387,0.7786259541984732,0.22137404580152673,-13.75,-10.75,L,13.75,60.5
2023,3,2023-09-16T19:30:00.000Z,401531412,receiving,App State,East Carolina,App State,East Carolina,home,Favorite,0.721,0.202,0.8702290076335878,0.061068702290076333,-7.5,7.5,W,-7.5,48.25
2023,3,2023-09-16T21:00:00.000Z,401520233,receiving,Michigan State,Washington,Washington,Michigan State,away,Favorite,0.925,0.313,0.9847328244274809,0.15267175572519084,-14.833333333333334,19.166666666666664,W,14.833333333333334,57.25
2023,3,2023-09-17T02:00:00.000Z,401524007,receiving,Colorado,Colorado State,Colorado State,Colorado,away,Underdog,0.756,0.053,0.9083969465648855,0.015267175572519083,21.333333333333332,13.333333333333332,W,-21.333333333333332,63.25
2023,3,2023-09-17T02:30:00.000Z,401524005,receiving,Arizona State,Fresno State,Arizona State,Fresno State,home,Underdog,0.685,0.149,0.8129770992366412,0.03816793893129771,3.75,-25.25,L,3.75,48.0
2023,4,2023-09-23T19:30:00.000Z,401525850,receiving,West Virginia,Texas Tech,Texas Tech,West Virginia,away,Favorite,0.897,0.189,0.9770992366412213,0.05343511450381679,-5.833333333333333,-12.833333333333332,L,5.833333333333333,54.166666666666664
