season,week,game_id,rp_team,rp_opponent,conference_matchup_type,rp_edge,rp_edge_bucket,rp_team_role,rp_team_spread,spread_bucket,rp_team_ats_result,rp_team_clv,source_flipped
2024,4,401641034,Sam Houston,New Mexico State,G6_vs_G6,16.0,15_to_25,Favorite,-15.0,fav_14_plus,W,0.5,False
2024,4,401641037,Western Kentucky,Toledo,G6_vs_G6,19.0,15_to_25,Underdog,2.3333333333333335,pick_to_3,W,-3.5,False
2024,1,401641039,Rice,Sam Houston,G6_vs_G6,9.0,5_to_15,Favorite,-9.833333333333334,fav_7_14,L,,False
2024,3,401641040,Sam Houston,Hawai'i,G6_vs_G6,9.0,5_to_15,Favorite,-4.0,fav_3_7,W,0.0,False
2024,1,401643696,SMU,Nevada,P4_vs_G6,3.0,neutral,Favorite,-27.5,fav_14_plus,L,,False
2024,1,401643701,Nevada,Troy,G6_vs_G6,23.0,15_to_25,Underdog,10.166666666666666,dog_7_14,W,,False
2024,2,401643709,San Diego State,Oregon State,,6.0,5_to_15,Underdog,5.666666666666667,dog_3_7,L,-0.5,True
2024,4,401643716,Wyoming,North Texas,G6_vs_G6,8.0,5_to_15,Underdog,7.0,dog_3_7,L,2.0,True
2024,4,401643717,Purdue,Oregon State,,11.0,5_to_15,Underdog,1.8333333333333333,pick_to_3,L,4.0,False
2024,1,401643774,Charlotte,James Madison,G6_vs_G6,22.0,15_to_25,Underdog,7.0,dog_3_7,L,1.5,False
2024,1,401643775,North Texas,South Alabama,G6_vs_G6,13.0,5_to_15,Underdog,5.833333333333333,dog_3_7,W,,False
2024,2,401643778,Old Dominion,East Carolina,G6_vs_G6,5.0,5_to_15,Favorite,-1.6666666666666667,pick_to_3,L,-1.0,True
2024,2,401643780,UAB,UL Monroe,G6_vs_G6,26.0,25_plus,Favorite,-11.5,fav_7_14,L,-0.5,False
2024,2,401643781,South Alabama,Ohio,G6_vs_G6,14.0,5_to_15,Favorite,-0.8333333333333334,pick_to_3,L,1.0,False
2024,2,401643784,Memphis,Troy,G6_vs_G6,33.0,25_plus,Favorite,-18.666666666666668,fav_14_plus,W,1.5,False
2024,3,401643786,Temple,Coastal Carolina,G6_vs_G6,9.0,5_to_15,Underdog,17.333333333333332,dog_14_plus,W,1.5,False
2024,3,401643789,South Florida,Southern Miss,G6_vs_G6,16.0,15_to_25,Favorite,-11.666666666666666,fav_7_14,W,0.0,False
2024,4,401643791,Louisiana,Tulane,G6_vs_G6,23.0,15_to_25,Underdog,1.5,pick_to_3,L,,False
2024,2,401645324,Navy,Temple,G6_vs_G6,14.0,5_to_15,Favorite,-12.166666666666666,fav_7_14,W,0.5,False
2024,4,401645328,Rice,Army,G6_vs_G6,26.0,25_plus,Underdog,7.333333333333333,dog_3_7,L,,False
2025,1,401752667,Baylor,Auburn,P4_vs_P4,3.0,neutral,Underdog,0.3333333333333333,pick_to_3,L,0.5,False
2025,1,401752669,Georgia,Marshall,P4_vs_G6,13.0,5_to_15,Favorite,-38.833333333333336,fav_14_plus,L,0.0,False
2025,1,401752671,Clemson,LSU,P4_vs_P4,19.0,15_to_25,Favorite,-4.833333333333333,fav_3_7,L,3.0,False
2025,1,401752676,Tennessee,Syracuse,P4_vs_P4,8.0,5_to_15,Favorite,-13.5,fav_7_14,W,-1.0,True
2025,1,401752677,Ohio State,Texas,P4_vs_P4,1.0,neutral,Favorite,-2.1666666666666665,pick_to_3,W,-1.0,False
2025,1,401752678,Texas A&M,UTSA,P4_vs_G6,8.0,5_to_15,Favorite,-23.0,fav_14_plus,L,3.0,False
2025,2,401752686,Kentucky,Ole Miss,P4_vs_P4,18.0,15_to_25,Underdog,7.75,dog_7_14,W,2.0,False
2025,2,401752687,LSU,Louisiana Tech,P4_vs_G6,14.0,5_to_15,Favorite,-36.5,fav_14_plus,L,4.0,False
2025,2,401752689,Missouri,Kansas,P4_vs_P4,6.0,5_to_15,Favorite,-6.333333333333333,fav_3_7,W,0.0,False
2025,2,401752690,Oklahoma,Michigan,P4_vs_P4,5.0,5_to_15,Favorite,-3.5,fav_3_7,W,1.0,False
2025,2,401752695,Vanderbilt,Virginia Tech,P4_vs_P4,16.0,15_to_25,Underdog,2.0,pick_to_3,W,-0.5,False
2025,3,401752697,Auburn,South Alabama,P4_vs_G6,8.0,5_to_15,Favorite,-26.333333333333332,fav_14_plus,L,1.0,False
2025,3,401752698,Kentucky,Eastern Michigan,P4_vs_G6,13.0,5_to_15,Favorite,-26.666666666666668,fav_14_plus,L,1.0,False
2025,3,401752700,Arkansas,Ole Miss,P4_vs_P4,15.0,15_to_25,Underdog,3.8333333333333335,dog_3_7,L,4.0,False
2025,3,401752702,Missouri,Louisiana,P4_vs_G6,19.0,15_to_25,Favorite,-27.5,fav_14_plus,W,5.0,False
2025,3,401752703,Oklahoma,Temple,P4_vs_G6,18.0,15_to_25,Favorite,-23.833333333333332,fav_14_plus,W,-1.0,False
2025,3,401752705,Tennessee,Georgia,P4_vs_P4,13.0,5_to_15,Underdog,3.5,dog_3_7,W,3.0,False
2025,3,401752706,UTEP,Texas,G6_vs_P4,16.0,15_to_25,Underdog,39.833333333333336,dog_14_plus,W,-4.0,False
2025,3,401752707,Texas A&M,Notre Dame,Other,14.0,5_to_15,Underdog,6.833333333333333,dog_3_7,W,0.0,False
2025,4,401752708,Arkansas,Memphis,P4_vs_G6,18.0,15_to_25,Favorite,-7.166666666666667,fav_3_7,L,0.5,False
2025,4,401752709,Florida,Miami,P4_vs_P4,11.0,5_to_15,Underdog,8.5,dog_7_14,L,1.0,False
2025,4,401752711,Tulane,Ole Miss,G6_vs_P4,14.0,5_to_15,Underdog,12.166666666666666,dog_7_14,L,1.0,False
2025,4,401752714,Oklahoma,Auburn,P4_vs_P4,4.0,neutral,Favorite,-6.5,fav_3_7,W,-0.0,True
2025,4,401752715,Tennessee,UAB,P4_vs_G6,19.0,15_to_25,Favorite,-39.0,fav_14_plus,L,1.0,False
2025,1,401752793,Minnesota,Buffalo,P4_vs_G6,5.0,5_to_15,Favorite,-17.166666666666668,fav_14_plus,L,-0.0,True
2025,1,401752794,Rutgers,Ohio,P4_vs_G6,12.0,5_to_15,Favorite,-14.166666666666666,fav_7_14,L,5.0,False
2025,1,401752796,Cincinnati,Nebraska,P4_vs_P4,8.0,5_to_15,Underdog,6.0,dog_3_7,W,0.5,False
2025,1,401752800,Utah,UCLA,P4_vs_P4,18.0,15_to_25,Favorite,-6.5,fav_3_7,W,3.5,False
2025,1,401752803,Northwestern,Tulane,P4_vs_G6,2.0,neutral,Underdog,6.0,dog_3_7,L,2.5,False
2025,1,401752806,Indiana,Old Dominion,P4_vs_G6,4.0,neutral,Favorite,-23.333333333333332,fav_14_plus,L,-0.5,False
2025,1,401752807,Penn State,Nevada,P4_vs_G6,34.0,25_plus,Favorite,-44.166666666666664,fav_14_plus,L,0.0,False
2025,1,401752808,Michigan,New Mexico,P4_vs_G6,37.0,25_plus,Favorite,-35.166666666666664,fav_14_plus,L,0.0,False
2025,2,401752810,Nebraska,Akron,P4_vs_G6,11.0,5_to_15,Favorite,-33.75,fav_14_plus,W,0.0,False
2025,2,401752818,Rutgers,Miami (OH),P4_vs_G6,39.0,25_plus,Favorite,-15.5,fav_14_plus,W,2.0,False
2025,2,401752820,Wisconsin,Middle Tennessee,P4_vs_G6,8.0,5_to_15,Favorite,-28.5,fav_14_plus,W,0.0,False
2025,2,401752823,UCLA,UNLV,P4_vs_G6,11.0,5_to_15,Favorite,-2.5,pick_to_3,L,0.0,False
2025,2,401752825,Illinois,Duke,P4_vs_P4,18.0,15_to_25,Favorite,-2.5,pick_to_3,W,0.0,False
2025,3,401752827,Ohio,Ohio State,G6_vs_P4,13.0,5_to_15,Underdog,28.333333333333332,dog_14_plus,W,-3.0,False
2025,3,401752829,Illinois,Western Michigan,P4_vs_G6,39.0,25_plus,Favorite,-27.5,fav_14_plus,W,-1.0,False
2025,3,401752831,Northwestern,Oregon,P4_vs_P4,15.0,15_to_25,Underdog,25.5,dog_14_plus,W,3.0,False
2025,3,401752832,USC,Purdue,P4_vs_P4,14.0,5_to_15,Favorite,-20.5,fav_14_plus,L,-1.0,False
2025,3,401752837,UCLA,New Mexico,P4_vs_G6,16.0,15_to_25,Favorite,-15.5,fav_14_plus,L,0.5,False
2025,3,401752840,Minnesota,California,P4_vs_P4,10.0,5_to_15,Favorite,-3.1666666666666665,pick_to_3,L,1.0,False
2025,4,401752841,Oregon State,Oregon,,19.0,15_to_25,Underdog,34.0,dog_14_plus,P,0.0,False
2025,4,401752842,Washington,Washington State,,25.0,25_plus,Favorite,-20.833333333333332,fav_14_plus,W,0.0,False
2025,4,401752843,Illinois,Indiana,P4_vs_P4,15.0,15_to_25,Underdog,7.0,dog_3_7,L,-3.0,False
2025,4,401752844,Rutgers,Iowa,P4_vs_P4,14.0,5_to_15,Underdog,2.3333333333333335,pick_to_3,L,0.0,False
2025,4,401752845,Wisconsin,Maryland,P4_vs_P4,13.0,5_to_15,Favorite,-10.5,fav_7_14,L,4.0,False
2025,4,401752846,Michigan,Nebraska,P4_vs_P4,4.0,neutral,Favorite,-0.6666666666666666,pick_to_3,W,-2.5,False
2025,4,401752848,Notre Dame,Purdue,Other,25.0,25_plus,Favorite,-24.5,fav_14_plus,W,-2.0,False
2025,1,401752936,Oregon State,California,,10.0,5_to_15,Underdog,0.8333333333333334,pick_to_3,L,-4.5,False
2025,3,401752938,Texas Tech,Oregon State,,13.0,5_to_15,Favorite,-24.0,fav_14_plus,W,-1.0,False
2025,2,401752948,San Diego State,Washington State,,25.0,25_plus,Underdog,2.25,pick_to_3,L,-1.0,False
2025,3,401752949,North Texas,Washington State,,26.0,25_plus,Favorite,-6.5,fav_3_7,W,1.0,False
2025,1,401754375,Georgia Tech,Colorado,P4_vs_P4,14.0,5_to_15,Favorite,-3.6666666666666665,fav_3_7,W,0.0,False
2025,1,401754516,Stanford,Hawai'i,P4_vs_G6,9.0,5_to_15,Underdog,1.6666666666666667,pick_to_3,L,-4.5,False
2025,1,401754522,Notre Dame,Miami,Other,2.0,neutral,Favorite,-2.6666666666666665,pick_to_3,L,0.5,False
2025,1,401754523,TCU,North Carolina,P4_vs_P4,7.0,5_to_15,Favorite,-3.3333333333333335,pick_to_3,W,6.0,False
2025,2,401754525,Baylor,SMU,P4_vs_P4,15.0,15_to_25,Underdog,2.75,pick_to_3,W,2.0,False
2025,2,401754527,North Carolina,Charlotte,P4_vs_G6,23.0,15_to_25,Favorite,-15.75,fav_14_plus,W,2.0,False
2025,2,401754528,James Madison,Louisville,G6_vs_P4,1.0,neutral,Underdog,15.25,dog_14_plus,W,-1.0,False
2025,3,401754533,Stanford,Boston College,P4_vs_P4,4.0,neutral,Underdog,13.833333333333334,dog_7_14,W,-3.0,False
2025,3,401754535,South Florida,Miami,G6_vs_P4,12.0,5_to_15,Underdog,17.666666666666668,dog_14_plus,L,-2.0,False
2025,3,401754536,Old Dominion,Virginia Tech,G6_vs_P4,3.0,neutral,Underdog,5.5,dog_3_7,W,1.0,False
2025,4,401754537,Clemson,Syracuse,P4_vs_P4,31.0,25_plus,Favorite,-17.5,fav_14_plus,L,1.0,False
2025,4,401754539,Stanford,Virginia,P4_vs_P4,6.0,5_to_15,Underdog,16.166666666666668,dog_14_plus,L,0.0,False
2025,4,401754542,Georgia Tech,Temple,P4_vs_G6,13.0,5_to_15,Favorite,-24.5,fav_14_plus,L,1.0,False
2025,1,401754616,Virginia,Coastal Carolina,P4_vs_G6,14.0,5_to_15,Favorite,-13.166666666666666,fav_7_14,W,1.0,False
2025,3,401754623,Clemson,Georgia Tech,P4_vs_P4,17.0,15_to_25,Favorite,-2.8333333333333335,pick_to_3,L,-3.5,False
2025,4,401754636,TCU,SMU,P4_vs_P4,7.0,5_to_15,Favorite,-6.5,fav_3_7,W,0.0,False
2025,2,401754637,Clemson,Troy,P4_vs_G6,15.0,15_to_25,Favorite,-30.25,fav_14_plus,L,-2.0,False
2025,3,401754638,Pittsburgh,West Virginia,P4_vs_P4,18.0,15_to_25,Favorite,-6.833333333333333,fav_3_7,L,2.5,False
2025,4,401754640,North Carolina,UCF,P4_vs_P4,8.0,5_to_15,Underdog,7.166666666666667,dog_3_7,L,-1.0,False
2025,4,401754642,Louisville,Bowling Green,P4_vs_G6,20.0,15_to_25,Favorite,-26.166666666666668,fav_14_plus,L,-2.0,False
2025,1,401756848,UCF,Jacksonville State,P4_vs_G6,17.0,15_to_25,Favorite,-19.166666666666668,fav_14_plus,L,4.0,False
2025,1,401756849,Arizona,Hawai'i,P4_vs_G6,8.0,5_to_15,Favorite,-14.833333333333334,fav_14_plus,W,5.0,False
2025,2,401756880,Cincinnati,Bowling Green,P4_vs_G6,30.0,25_plus,Favorite,-22.0,fav_14_plus,L,4.5,False
2025,2,401756881,Delaware,Colorado,G6_vs_P4,15.0,15_to_25,Underdog,23.5,dog_14_plus,L,1.0,False
2025,2,401756883,Ohio,West Virginia,G6_vs_P4,13.0,5_to_15,Underdog,3.5,dog_3_7,W,-0.5,False
2025,2,401756884,Houston,Rice,P4_vs_G6,26.0,25_plus,Favorite,-13.5,fav_7_14,W,1.0,False
2025,3,401756893,Houston,Colorado,P4_vs_P4,15.0,15_to_25,Favorite,-3.8333333333333335,fav_3_7,W,-0.5,False
2025,3,401756895,Wyoming,Utah,G6_vs_P4,3.0,neutral,Underdog,24.5,dog_14_plus,L,-2.0,True
2025,4,401756897,Wyoming,Colorado,G6_vs_P4,14.0,5_to_15,Underdog,12.333333333333334,dog_7_14,L,1.0,False
2025,4,401756898,BYU,East Carolina,P4_vs_G6,17.0,15_to_25,Favorite,-6.166666666666667,fav_3_7,W,-2.0,False
2025,4,401756901,Texas Tech,Utah,P4_vs_P4,14.0,5_to_15,Underdog,3.5,dog_3_7,W,1.0,False
2025,3,401757168,Delaware,UConn,Other,10.0,5_to_15,Underdog,8.666666666666666,dog_7_14,W,1.0,False
2025,1,401757218,Sam Houston,Western Kentucky,G6_vs_G6,6.0,5_to_15,Underdog,9.833333333333334,dog_7_14,L,-2.5,False
2025,1,401757224,Sam Houston,UNLV,G6_vs_G6,8.0,5_to_15,Underdog,10.333333333333334,dog_7_14,L,4.5,False
2025,2,401757227,Liberty,Jacksonville State,G6_vs_G6,38.0,25_plus,Favorite,-6.25,fav_3_7,L,1.0,False
2025,2,401757229,New Mexico State,Tulsa,G6_vs_G6,18.0,15_to_25,Underdog,3.25,pick_to_3,W,0.0,False
2025,2,401757230,Hawai'i,Sam Houston,G6_vs_G6,18.0,15_to_25,Favorite,-7.25,fav_3_7,W,0.0,False
2025,2,401757232,Toledo,Western Kentucky,G6_vs_G6,26.0,25_plus,Favorite,-8.0,fav_7_14,W,1.0,False
2025,3,401757256,Liberty,Bowling Green,G6_vs_G6,28.0,25_plus,Favorite,-6.0,fav_3_7,L,-1.0,False
2025,3,401757257,New Mexico State,Louisiana Tech,G6_vs_G6,17.0,15_to_25,Underdog,10.166666666666666,dog_7_14,L,2.0,False
2025,3,401757258,Middle Tennessee,Nevada,G6_vs_G6,27.0,25_plus,Underdog,9.333333333333334,dog_7_14,W,0.0,False
2025,4,401757262,Liberty,James Madison,G6_vs_G6,7.0,5_to_15,Underdog,7.5,dog_7_14,L,4.0,False
2025,4,401757263,Southern Miss,Louisiana Tech,G6_vs_G6,7.0,5_to_15,Underdog,3.1666666666666665,pick_to_3,L,-1.0,True
2025,4,401757264,Middle Tennessee,Marshall,G6_vs_G6,24.0,15_to_25,Underdog,2.5,pick_to_3,L,1.0,False
2025,4,401757267,UL Monroe,UTEP,G6_vs_G6,3.0,neutral,Underdog,5.333333333333333,dog_3_7,W,-1.0,False
2025,4,401757268,Western Kentucky,Nevada,G6_vs_G6,5.0,5_to_15,Favorite,-7.833333333333333,fav_7_14,W,-3.0,False
2025,4,401760372,Boise State,Air Force,G6_vs_G6,13.0,5_to_15,Favorite,-11.0,fav_7_14,W,3.0,False
2025,1,401761592,Louisiana,Rice,G6_vs_G6,2.0,neutral,Favorite,-11.166666666666666,fav_7_14,L,-5.0,False
2025,3,401761604,Coastal Carolina,East Carolina,G6_vs_G6,3.0,neutral,Underdog,7.166666666666667,dog_3_7,L,-1.0,False
2025,3,401761608,Troy,Memphis,G6_vs_G6,27.0,25_plus,Underdog,4.5,dog_3_7,L,,False
2025,4,401761610,Eastern Michigan,Louisiana,G6_vs_G6,6.0,5_to_15,Underdog,2.1666666666666665,pick_to_3,W,1.0,False
2025,4,401761611,South Alabama,Coastal Carolina,G6_vs_G6,10.0,5_to_15,Favorite,-14.666666666666666,fav_14_plus,L,-0.0,True
2025,4,401761613,Troy,Buffalo,G6_vs_G6,9.0,5_to_15,Underdog,5.833333333333333,dog_3_7,W,0.0,False
2025,2,401762458,Navy,UAB,G6_vs_G6,24.0,15_to_25,Favorite,-21.5,fav_14_plus,L,1.0,False
2025,2,401762461,North Texas,Western Michigan,G6_vs_G6,16.0,15_to_25,Favorite,-12.25,fav_7_14,L,2.0,False
2025,3,401762463,Akron,UAB,G6_vs_G6,10.0,5_to_15,Underdog,12.666666666666666,dog_7_14,W,-2.0,False
2025,3,401762465,Navy,Tulsa,G6_vs_G6,16.0,15_to_25,Favorite,-13.666666666666666,fav_7_14,W,-1.0,False
2025,4,401762468,Rice,Charlotte,G6_vs_G6,9.0,5_to_15,Favorite,-1.6666666666666667,pick_to_3,W,-2.5,True
2025,4,401762469,North Texas,Army,G6_vs_G6,2.0,neutral,Favorite,-2.5,pick_to_3,W,1.5,True
2025,1,401762789,Wyoming,Akron,G6_vs_G6,15.0,15_to_25,Favorite,-6.0,fav_3_7,W,-4.5,True
2025,1,401762791,Wisconsin,Miami (OH),P4_vs_G6,32.0,25_plus,Favorite,-18.0,fav_14_plus,L,0.5,False
2025,4,401762820,Toledo,Western Michigan,G6_vs_G6,23.0,15_to_25,Favorite,-12.666666666666666,fav_7_14,L,-2.0,False
