conference_matchup_type,games,wins,losses,pushes,avg_ats_margin,median_ats_margin,avg_clv,clv_games,seasons_present,ats_win_pct,ats_edge_pct,confidence,signal
P4_vs_P4,89,47,42,0,-0.3702247191011235,0.5,0.12264150943396226,53,3,0.5280898876404494,2.8089887640449405,Supported,Neutral
P4_vs_G6,79,39,40,0,-0.12426160337552747,-0.8333333333333357,0.5980392156862745,51,3,0.4936708860759494,-0.6329113924050631,Supported,Neutral
G6_vs_G6,68,31,37,0,-2.417892156862745,-3.416666666666667,0.14285714285714285,42,3,0.45588235294117646,-4.411764705882355,Supported,Neutral
G6_vs_P4,33,17,16,0,-1.4535353535353537,0.3333333333333321,-0.125,16,3,0.5151515151515151,1.5151515151515156,Promising,Neutral
Other,10,6,4,0,2.8125000000000004,1.916666666666666,-1.1,5,3,0.6,10.0,Insufficient,Back RP-edge team
