season,week,game_id,rp_team,rp_opponent,conference_matchup_type,overall_rp_edge,overall_rp_band,offense_vs_defense_edge,defense_vs_offense_edge,rp_team_spread,rp_team_ats_result,rp_team_ats_margin,rp_team_clv,source_flipped,rule_key,rule_label,rule_priority,rp_team_norm,rp_opponent_norm,team_pair_key,season_year,event_id,starts_at,away_team,home_team,away_team_id,home_team_id,completed,odds_present,odds_available,away_final_points,home_final_points,home_final_margin,final_total_points,away_1h_points,home_1h_points,home_1h_margin,one_h_total_points,away_2h_points_incl_ot,home_2h_points_incl_ot,home_2h_margin_incl_ot,two_h_total_points_incl_ot,home_game_spread,home_game_spread_book,home_game_spread_price,away_game_spread,away_game_spread_book,away_game_spread_price,game_total,game_over_book,game_over_price,game_under_price,home_game_ats_result,game_total_result,home_1h_spread,home_1h_spread_book,home_1h_spread_price,away_1h_spread,away_1h_spread_book,away_1h_spread_price,one_h_total,one_h_over_book,one_h_over_price,one_h_under_price,home_1h_ats_result,one_h_total_result,home_2h_spread,home_2h_spread_book,home_2h_spread_price,away_2h_spread,away_2h_spread_book,away_2h_spread_price,two_h_total,two_h_over_book,two_h_over_price,two_h_under_price,home_2h_ats_result,two_h_total_result,away_norm,home_norm,_ats_present,_odds_present,same_pair_count,_merge,starts_at_dt
2024,2,401628342,Ole Miss,Middle Tennessee,P4_vs_G6,16.0,15_to_24_9,39.0,-5.0,-42.5,W,6.5,,True,P4_G6_EITHER_COMPONENT_25_PLUS,P4 vs G6: either RP component edge 25+,1,ole miss,middle tennessee,middle tennessee||ole miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2024,2,401628344,Missouri,Buffalo,P4_vs_G6,39.0,25_plus,51.0,27.0,-34.5,W,3.5,,True,P4_G6_EITHER_COMPONENT_25_PLUS,P4 vs G6: either RP component edge 25+,1,missouri,buffalo,buffalo||missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2024,2,401628344,Missouri,Buffalo,P4_vs_G6,39.0,25_plus,51.0,27.0,-34.5,W,3.5,,True,P4_G6_DEFENSE_15_PLUS,P4 vs G6: defensive RP edge 15+,2,missouri,buffalo,buffalo||missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2024,4,401628371,Texas,UL Monroe,P4_vs_G6,30.0,25_plus,33.0,27.0,-41.5,W,6.5,,False,P4_G6_EITHER_COMPONENT_25_PLUS,P4 vs G6: either RP component edge 25+,1,texas,ul monroe,texas||ul monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2024,4,401628371,Texas,UL Monroe,P4_vs_G6,30.0,25_plus,33.0,27.0,-41.5,W,6.5,,False,P4_G6_DEFENSE_15_PLUS,P4 vs G6: defensive RP edge 15+,2,texas,ul monroe,texas||ul monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2025,1,401752669,Georgia,Marshall,P4_vs_G6,13.0,5_to_14_9,8.0,17.0,-38.5,L,-0.5,,False,P4_G6_DEFENSE_15_PLUS,P4 vs G6: defensive RP edge 15+,2,georgia,marshall,georgia||marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2025,1,401752671,Clemson,LSU,P4_vs_P4,19.0,15_to_24_9,27.0,10.0,-5.5,L,-12.5,,False,P4_P4_OVERALL_15_TO_24_9,P4 vs P4: overall RP edge 15-24.9,3,clemson,lsu,clemson||lsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2025,3,401752702,Missouri,Louisiana,P4_vs_G6,19.0,15_to_24_9,3.0,35.0,-27.5,W,14.5,,True,P4_G6_EITHER_COMPONENT_25_PLUS,P4 vs G6: either RP component edge 25+,1,missouri,louisiana,louisiana||missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
2025,3,401752702,Missouri,Louisiana,P4_vs_G6,19.0,15_to_24_9,3.0,35.0,-27.5,W,14.5,,True,P4_G6_DEFENSE_15_PLUS,P4 vs G6: defensive RP edge 15+,2,missouri,louisiana,louisiana||missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,
