game_id,week,away_team,home_team,model_id,availability_status,present_components,required_components,provider_range,provider_stddev
g343,5,Akron,Central Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.0000000000000018,1.2408364114580142
g344,5,Memphis,Charlotte,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,18.599999999999994,6.576762121287342
g345,5,Miami-FL,Clemson,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.5,2.2180340394141833
g346,5,Georgia Southern,Coastal Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.8200000000000003,1.4526527458412075
g347,5,Texas Tech,Colorado,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.700000000000001,3.8550843051741426
g348,5,Oregon State,Colorado State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.6000000000000014,1.334417007535501
g349,5,Syracuse,Connecticut,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.290000000000004,5.250668409831268
g351,5,Virginia,Florida State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.900000000000001,1.482185885778164
g352,5,Vanderbilt,Georgia,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,14.270000000000001,5.462958790801923
g353,5,Old Dominion,Georgia State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.909999999999993,4.834797694836877
g354,5,San Jose State,Hawaii,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.3000000000000007,1.386242673560442
g355,5,Central Florida,Houston,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.3499999999999943,0.9901862198596775
g356,5,Purdue,Illinois,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.7100000000000115,2.7663186277072316
g357,5,Ohio State,Iowa,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.849999999999989,3.761544729230262
g358,5,West Virginia,Iowa State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,15.679999999999993,5.876655086016191
g359,5,Marshall,James Madison,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,14.139999999999999,5.448788856250533
g360,5,Middle Tennessee,Kansas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.799999999999994,4.132756344136438
g361,5,Ohio,Kent State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.940000000000001,4.353538790455416
g363,5,Arkansas State,Louisiana,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.4999999999999982,0.5981638571495265
g364,5,Army,Louisiana Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.399999999999999,1.3343420663383148
g365,5,Eastern Michigan,Massachusetts,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,16.880000000000003,6.361766657147998
g366,5,Bowling Green,Miami-OH,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.6999999999999993,1.4794487993844194
g367,5,Michigan,Minnesota,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.399999999999993,2.315167380558043
g368,5,Alabama,Mississippi State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.700000000000001,0.6113100686231175
g369,5,Florida,Missouri,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.179999999999991,1.6036520819679028
g370,5,Louisville,NC State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.78,1.7446203025300377
g371,5,Maryland,Nebraska,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.9000000000000004,1.5353399460705757
g372,5,UTEP,New Mexico,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.900000000000002,2.6685342418638736
g373,5,Notre Dame,North Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.060000000000002,2.7875930477743704
g374,5,Wyoming,North Dakota State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,15.670000000000002,5.835466455220183
g375,5,UTSA,Rice,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,15.639999999999992,5.668569043418274
g376,5,Indiana,Rutgers,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.5,2.2039212213688573
g377,5,Boston College,SMU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.200000000000003,3.121380904343461
g378,5,Texas State,San Diego State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.550000000000008,2.4802658627655254
g379,5,UL-Monroe,South Alabama,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.1999999999999993,0.8720199252310695
g380,5,Kentucky,South Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.000000000000002,1.780751245963344
g381,5,Temple,South Florida,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,13.469999999999992,5.282203020520885
g382,5,BYU,TCU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.8500000000000054,1.1326821045642088
g383,5,Auburn,Tennessee,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.149999999999995,1.4943121327219402
g384,5,Arkansas,Texas A&M,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.560000000000006,2.3502499867035445
g386,5,California,UNLV,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.699999999999999,2.1821262566588584
g387,5,Washington,USC,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.700000000000008,3.189337705543271
g388,5,Stanford,Wake Forest,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.3000000000000007,0.5307306284736178
g389,5,Fresno State,Washington State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.860000000000005,3.536477767496922
g390,5,Michigan State,Wisconsin,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.300000000000001,2.8258936639583587
g391,6,Southern Miss,Troy,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,19.599999999999998,7.4070857123432825
g392,6,New Mexico State,Florida International,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.879999999999999,1.9700444157429544
g393,6,Jacksonville State,Kennesaw State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.0,1.0889444430272828
g394,6,South Alabama,Arkansas State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.0,1.9339596686590956
g395,6,Sam Houston,Liberty,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.2,3.255229446598196
g396,6,South Florida,UTSA,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.539999999999995,2.9782209454639177
g397,6,Missouri State,Western Kentucky,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.999999999999998,3.0862629100580516
g398,6,Iowa State,BYU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.259999999999996,4.347620038595828
g399,6,Florida State,Louisville,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.200000000000001,2.263121461610049
g400,6,Eastern Michigan,Akron,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.900000000000002,1.570031846810759
g401,6,Georgia,Alabama,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.18000000000001,2.0434529600653923
g402,6,Old Dominion,Appalachian State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,13.999999999999996,5.813991744060184
g403,6,Hawaii,Arizona State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.800000000000001,2.7869371629084148
g404,6,Tennessee,Arkansas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.779999999999994,2.20447272607306
g405,6,Tulane,Army,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.399999999999999,4.311171534513559
g406,6,Sacramento State,Bowling Green,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.699999999999998,5.059567051635939
g407,6,Virginia Tech,California,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.3500000000000085,1.6565683656281773
g408,6,Rice,East Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.729999999999992,5.17674306393508
g409,6,South Carolina,Florida,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.809999999999998,2.0788262914442845
g410,6,Boise State,Fresno State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.4,1.6372137154324102
g411,6,James Madison,Georgia Southern,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,13.159999999999991,5.36705692162846
g412,6,Duke,Georgia Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.6,1.4411367041332341
g413,6,Houston,Kansas State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.760000000000005,1.9351485731075033
g414,6,LSU,Kentucky,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.540000000000001,3.593003618144574
g415,6,Louisiana,Louisiana Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.3599999999999937,1.3044826560748117
g416,6,Coastal Carolina,Marshall,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.100000000000001,1.7186622704883001
g417,6,Miami-OH,Massachusetts,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,16.2,6.789674145347479
g418,6,UAB,Memphis,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.400000000000002,1.3974865831198542
g419,6,Illinois,Michigan State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.5000000000000004,1.4711283934449764
g420,6,Texas A&M,Missouri,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.300000000000001,0.9956248038292345
g421,6,Wake Forest,NC State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.350000000000005,1.7742516027891888
g422,6,Tulsa,Navy,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.350000000000007,3.3302355397178767
g423,6,Indiana,Nebraska,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.659999999999993,3.7259461885539866
g424,6,Charlotte,North Texas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,19.29000000000001,7.143389864063143
g425,6,Air Force,Northern Illinois,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.1,3.49575009833369
g426,6,Ball State,Northwestern,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.099999999999998,4.183511533389145
g427,6,Stanford,Notre Dame,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.009999999999998,2.2136550657227514
g428,6,Central Michigan,Ohio,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.920000000000005,3.3387235584875863
g429,6,Maryland,Ohio State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.6999999999999993,0.6642053522819578
g430,6,Texas,Oklahoma,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.199999999999992,2.589763502716027
g431,6,Central Florida,Oklahoma State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.960000000000004,5.055719533360214
g432,6,UCLA,Oregon,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.289999999999992,1.6424124786423144
g433,6,San Diego State,Oregon State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.1,2.4153260649444404
g434,6,USC,Penn State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.560000000000002,3.2778499050444645
g435,6,North Carolina,Pittsburgh,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.089999999999993,4.077746773648405
g436,6,Minnesota,Purdue,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.7,3.297373955134601
g437,6,Wyoming,San Jose State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.699999999999999,1.8532876193402898
g438,6,Connecticut,Temple,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.660000000000002,3.5179255250786654
g439,6,Buffalo,Toledo,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,18.03000000000001,6.422512650824444
g440,6,North Dakota State,UNLV,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,19.199999999999996,6.955213871621776
g441,6,Nevada,UTEP,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.400000000000002,1.9620827581934468
g442,6,Kansas,Utah,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.220000000000002,3.504436473956977
g443,6,Washington State,Utah State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.679999999999996,1.9450449866262716
g444,6,Ole Miss,Vanderbilt,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.14,3.337858594967738
g445,6,Syracuse,Virginia,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.82000000000001,3.414630287454269
g446,6,Iowa,Washington,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.199999999999997,1.1938174064738687
g447,6,Arizona,West Virginia,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.77,3.2204299014262054
g448,6,Kent State,Western Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.629999999999994,3.0545734153887976
g449,7,Florida International,Jacksonville State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.839999999999996,1.740488437192271
g450,7,Delaware,Middle Tennessee,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.299999999999997,2.617728022541684
g451,7,Missouri State,Kennesaw State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.480000000000004,3.405906634069701
g452,7,Western Kentucky,Sam Houston,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.499999999999998,3.0632988753956076
g453,7,Georgia Southern,Old Dominion,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.039999999999994,4.283316472080948
g454,7,East Carolina,UAB,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.8399999999999945,2.316203790688546
g455,7,Appalachian State,Coastal Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.2400000000000038,0.8272242743053433
g456,7,Memphis,Tulane,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.6,3.4695848094548714
g457,7,UNLV,Air Force,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.400000000000001,1.2194568463049447
g458,7,Florida Atlantic,Army,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.770000000000005,3.302638150024918
g459,7,Notre Dame,BYU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.200000000000001,1.5525845387610948
g460,7,TCU,Baylor,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.950000000000008,2.223559927233806
g461,7,Pittsburgh,Boston College,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.2,3.123182471454397
g462,7,Ball State,Bowling Green,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.299999999999997,3.1105415525274682
g463,7,Massachusetts,Buffalo,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.72,4.895630705026678
g464,7,Wake Forest,California,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.21999999999999,2.743187015134036
g465,7,Western Michigan,Central Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.509999999999996,2.3271804291889353
g467,7,Utah,Colorado,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,17.39,6.251701268454851
g468,7,North Carolina,Duke,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.120000000000001,4.329789255841444
g469,7,Toledo,Eastern Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,15.270000000000001,6.163474567968948
g470,7,Auburn,Georgia,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.820000000000006,2.6562567646972717
g471,7,New Mexico,Hawaii,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.299999999999999,2.275240371916778
g472,7,Oklahoma State,Houston,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,14.41,5.560487276309514
g473,7,Ohio State,Indiana,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.27999999999999,3.896418227038772
g474,7,Georgia State,James Madison,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,16.229999999999993,6.03033322047795
g475,7,Kansas,Kansas State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.4,1.6042677457332373
g476,7,Mississippi State,LSU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.689999999999998,3.1928464964667493
g477,7,Troy,Louisiana,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.199999999999999,0.8164059958133573
g478,7,Rutgers,Maryland,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.039999999999997,2.92494444391684
g479,7,Florida State,Miami-FL,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.800000000000001,2.31811884941217
g480,7,Akron,Miami-OH,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.300000000000002,3.41486456539641
g481,7,Penn State,Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.609999999999996,3.711909043874861
g482,7,Northwestern,Michigan State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.8000000000000025,2.020365066021486
g483,7,Nevada,North Dakota State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,18.88,6.862075123459375
g484,7,Kentucky,Oklahoma,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.4400000000000066,0.9416342177300085
g485,7,Missouri,Ole Miss,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.029999999999997,2.4754128443554615
g486,7,Nebraska,Oregon,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.0,1.8878608926507272
g487,7,Washington State,Oregon State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,13.57,5.1055037704422475
g488,7,Washington,Purdue,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.190000000000007,3.7664995353776445
g489,7,Tulsa,Rice,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.6999999999999993,1.0243534546239401
g490,7,Virginia,SMU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.200000000000001,0.7801762621356797
g491,7,Ohio,Sacramento State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.699999999999999,2.7513269525812456
g492,7,Fresno State,San Diego State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.8,1.7092889603574932
g493,7,Kent State,South Florida,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,13.609999999999992,5.559655452453863
g494,7,Arkansas State,Southern Miss,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,18.9,7.059169568724071
g496,7,Louisville,Syracuse,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.969999999999995,3.016026980980109
g497,7,Charlotte,Temple,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,17.700000000000003,6.471129634770115
g498,7,Alabama,Tennessee,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.2099999999999973,1.262049424547232
g499,7,Florida,Texas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.950000000000006,2.2528801011150166
g501,7,Colorado State,Texas State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.220000000000006,4.325976768314876
g502,7,Arizona State,Texas Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.8100000000000023,0.996754107089608
g503,7,Wisconsin,UCLA,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.080000000000002,3.8557846153539233
g504,7,Louisiana Tech,UL-Monroe,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.299999999999999,2.3409973835952913
g505,7,San Jose State,UTEP,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.799999999999999,1.3832208789632983
g506,7,Navy,UTSA,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.529999999999992,2.3821038495414055
g507,7,Arkansas,Vanderbilt,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.919999999999996,2.009247371529945
g508,7,Georgia Tech,Virginia Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.880000000000004,4.553372376601766
g509,7,Cincinnati,West Virginia,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.379999999999994,3.744622811445766
g510,7,Northern Illinois,Wyoming,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.199999999999999,2.868048116751182
g511,8,Missouri State,Delaware,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.939999999999998,2.702531220911239
g512,8,Middle Tennessee,Florida International,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.799999999999999,3.217868083063692
g513,8,South Alabama,Marshall,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.200000000000001,2.088659857420543
g514,8,Liberty,Kennesaw State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.3999999999999995,1.7495142182903216
g515,8,New Mexico State,Sam Houston,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.200000000000005,2.562356093520182
g516,8,James Madison,Appalachian State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,17.319999999999993,6.997656750655891
g517,8,East Carolina,Memphis,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.78999999999999,2.2038077842679438
g518,8,Army,Tulsa,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.750000000000005,4.231189992188961
g519,8,Texas A&M,Alabama,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.3900000000000077,0.9669636756362694
g520,8,Iowa State,Arizona,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.409999999999995,3.0030432481068243
g521,8,Kansas State,Arizona State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.7,1.3740724143945244
g522,8,Georgia State,Arkansas State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.600000000000003,4.000439819569845
g523,8,LSU,Auburn,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.75,4.050520799847842
g524,8,Sacramento State,Ball State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.5,2.553918557824427
g525,8,Bowling Green,Buffalo,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.730000000000004,0.7170556115114088
g526,8,BYU,Central Florida,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.099999999999996,1.2942179105544769
g527,8,Miami-OH,Central Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.5,2.6630574533794795
g528,8,Texas Tech,Cincinnati,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.899999999999999,2.8208686605370334
g529,8,Virginia Tech,Clemson,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,8.410000000000002,3.434496869994207
g530,8,San Diego State,Colorado State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.799999999999999,2.7725743903455493
g531,8,Massachusetts,Connecticut,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,21.22000000000001,7.542260934229208
g532,8,Rice,Florida Atlantic,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.5,2.106608648990125
g533,8,Boston College,Georgia Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.1,1.9892398045484612
g534,8,Oregon,Illinois,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,5.880000000000011,2.2347706817479103
g535,8,Baylor,Kansas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,4.500000000000001,1.736150555107477
g536,8,Akron,Kent State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.6000000000000014,1.6038391440540414
g537,8,Vanderbilt,Kentucky,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.559999999999993,3.8979225236015123
g538,8,Old Dominion,Louisiana Tech,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.58,4.088529686818967
g539,8,Pittsburgh,Miami-FL,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.5999999999999979,0.6417748826496708
g540,8,Indiana,Michigan,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.05999999999999,3.533648963889873
g541,8,Iowa,Minnesota,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.829999999999995,2.480154985076536
g542,8,Oklahoma,Mississippi State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.890000000000006,1.0822517036253643
g543,8,North Texas,Navy,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,17.18,6.448581239311482
g544,8,San Jose State,Nevada,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.500000000000002,2.500343726370437
g545,8,North Dakota State,New Mexico,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,17.009999999999994,6.4223258053449745
g546,8,Syracuse,North Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.4000000000000004,1.2231184529717471
g547,8,Hawaii,Northern Illinois,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.1999999999999993,1.0925514862009922
g548,8,Rutgers,Northwestern,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.930000000000006,1.1318872514521947
g549,8,Eastern Michigan,Ohio,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.180000000000003,3.7515596756549145
g550,8,Colorado,Oklahoma State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,14.439999999999996,5.7935567659254
g551,8,California,SMU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.800000000000001,2.787471972953271
g552,8,Tennessee,South Carolina,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,2.460000000000001,0.8984987479123165
g553,8,Louisiana,Southern Miss,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,17.4,6.638047529206159
g554,8,NC State,Stanford,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.389999999999997,1.4424003431779946
g555,8,West Virginia,TCU,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.77,2.858219506965831
g556,8,Ole Miss,Texas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,12.859999999999992,4.750926225484876
g557,8,Utah State,Texas State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.9999999999999964,0.8170067319184081
g558,8,Western Michigan,Toledo,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.400000000000007,3.7157603528753063
g559,8,UL-Monroe,Troy,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.540000000000001,2.7652621937168993
g560,8,UTSA,Tulane,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.6,4.302036581666873
g561,8,Michigan State,UCLA,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,13.019999999999996,4.8758794078606975
g562,8,Houston,Utah,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.82,4.317429790975182
g563,8,Duke,Virginia,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.199999999999999,2.3826495231149702
g564,8,Boise State,Washington State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,11.709999999999999,4.254529204271607
g565,8,USC,Wisconsin,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.13000000000001,2.179774931042197
g566,8,Air Force,Wyoming,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.010000000000002,1.0924828373937971
g567,9,Sam Houston,Missouri State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,7.649999999999996,2.7733948060094136
g568,9,Delaware,Western Kentucky,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,6.000000000000002,2.5338643906097267
g569,9,Kennesaw State,Middle Tennessee,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,10.0,4.209711985397576
g570,9,Jacksonville State,New Mexico State,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,1.5400000000000027,0.6592988700126832
g571,9,Troy,James Madison,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,14.84999999999999,5.939420741957918
g572,9,Florida Atlantic,North Texas,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,24.35000000000001,9.133959642455185
g573,9,Baylor,Central Florida,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,3.100000000000001,1.3626720074911625
g574,9,Tulane,Charlotte,standard_spread_five_source_v1,MISSING_COMPONENT,4,5,9.999999999999996,3.9407383508677656
