metric,value
raw_rows,3376
duplicate_source_rows,3312
canonical_team_side_rows,423
perspective_duplicate_rows,58
unique_rp_edge_games,308
overall_broad_rules,15
matchup_broad_rules,50
ranked_rules_minimum_sample,14
minimum_sample,15
