flag,reason,game_id,cfbd_game_id,week,date,away_team,home_team,neutral_site,away_power,home_power,home_hfa,hfa_used,stored_projected_margin_home,expected_margin_home,projection_diff_pts,stored_projected_spread,expected_projected_spread,market_spread,projected_total,market_total
OK,,g586,401856734,9,2026-10-31,Florida,Georgia,True,14.092,25.3895,1.8,0.0,11.2975,11.297500000000001,-1.7763568394002505e-15,Georgia -11.3,Georgia -11.3,,48.8,
OK,,g588,,9,2026-10-31,Coastal Carolina,Georgia State,False,-14.1705,-19.4455,1.7,1.7,-3.575,-3.5749999999999984,-1.7763568394002505e-15,Coastal Carolina -3.6,Coastal Carolina -3.6,,56.95,
OK,,g592,,9,2026-10-31,Florida International,Liberty,False,-13.2455,-8.473,3.5,3.5,8.2725,8.272499999999999,1.7763568394002505e-15,Liberty -8.3,Liberty -8.3,,56.85,
OK,,g603,401856735,9,2026-10-31,Auburn,Ole Miss,False,12.5795,18.542,2.4,2.4,8.3625,8.362500000000002,-1.7763568394002505e-15,Ole Miss -8.4,Ole Miss -8.4,,50.3,
OK,,g607,401858507,9,2026-10-31,Michigan,Rutgers,False,16.597,1.0395,2.1,2.1,-13.4575,-13.457500000000001,1.7763568394002505e-15,Michigan -13.5,Michigan -13.5,,54.05,
OK,,g609,401864529,9,2026-10-31,New Mexico,San Jose State,False,-2.1405,-14.4105,2.5,2.5,-9.77,-9.770000000000001,1.7763568394002505e-15,New Mexico -9.8,New Mexico -9.8,,51.95,
OK,,g620,401860910,9,2026-10-31,Colorado State,Utah State,False,-12.1455,-5.8705,2.7,2.7,8.975,8.975000000000001,-1.7763568394002505e-15,Utah State -9,Utah State -9,,50.2,
OK,,g623,401866453,10,2026-11-03,Ohio,Akron,False,-9.1155,-17.8955,0.7,0.7,-8.08,-8.079999999999998,-1.7763568394002505e-15,Ohio -8.1,Ohio -8.1,,42.2,
OK,,g624,401866454,10,2026-11-03,Buffalo,Miami-OH,False,-13.403,-7.6355,2.7,2.7,8.4675,8.467500000000001,-1.7763568394002505e-15,Miami-OH -8.5,Miami-OH -8.5,,43.1,
OK,,g634,,10,2026-11-07,UL-Monroe,Arkansas State,False,-20.268,-9.783,2.9,2.9,13.385,13.385000000000002,-1.7763568394002505e-15,Arkansas State -13.4,Arkansas State -13.4,,54.1,
OK,,g641,401858292,10,2026-11-07,North Carolina,Connecticut,False,1.9295,-9.1105,1.9,1.9,-9.14,-9.139999999999999,-1.7763568394002505e-15,North Carolina -9.1,North Carolina -9.1,,49.0,
OK,,g651,,10,2026-11-07,Delaware,Kennesaw State,False,-11.268,-10.383,2.5,2.5,3.385,3.3850000000000016,-1.7763568394002505e-15,Kennesaw State -3.4,Kennesaw State -3.4,,54.75,
OK,,g655,,10,2026-11-07,Western Kentucky,Middle Tennessee,False,-6.723,-20.3555,3.2,3.2,-10.4325,-10.432500000000001,1.7763568394002505e-15,Western Kentucky -10.4,Western Kentucky -10.4,,54.9,
OK,,g658,401856743,10,2026-11-07,Texas,Missouri,False,24.792,14.542,2.5,2.5,-7.75,-7.750000000000002,1.7763568394002505e-15,Texas -7.8,Texas -7.8,,50.5,
OK,,g660,401862820,10,2026-11-07,Temple,Navy,False,-9.5155,1.0895,2.6,2.6,13.205,13.204999999999998,1.7763568394002505e-15,Navy -13.2,Navy -13.2,,57.1,
OK,,g661,401864533,10,2026-11-07,New Mexico,Nevada,False,-2.1405,-14.253,2.1,2.1,-10.0125,-10.012500000000001,1.7763568394002505e-15,New Mexico -10,New Mexico -10,,49.55,
OK,,g662,,10,2026-11-07,Liberty,New Mexico State,False,-8.473,-17.4105,3.0,3.0,-5.9375,-5.937499999999998,-1.7763568394002505e-15,Liberty -5.9,Liberty -5.9,,53.8,
OK,,g666,401858514,10,2026-11-07,Oregon,Ohio State,False,27.177,30.5145,3.0,3.0,6.3375,6.337500000000002,-1.7763568394002505e-15,Ohio State -6.3,Ohio State -6.3,,51.35,
OK,,g670,401858288,10,2026-11-07,Virginia Tech,SMU,False,5.997,12.002,3.4,3.4,9.405,9.405000000000001,-1.7763568394002505e-15,SMU -9.4,SMU -9.4,,52.6,
OK,,g671,401864534,10,2026-11-07,Northern Illinois,San Jose State,False,-18.008,-14.4105,2.5,2.5,6.0975,6.097499999999998,1.7763568394002505e-15,San Jose State -6.1,San Jose State -6.1,,48.9,
OK,,g677,401862822,10,2026-11-07,Tulsa,Tulane,False,-9.588,-0.3055,3.1,3.1,12.3825,12.382499999999999,1.7763568394002505e-15,Tulane -12.4,Tulane -12.4,,52.85,
OK,,g679,401864535,10,2026-11-07,Wyoming,UNLV,False,-12.1405,0.3445,2.1,2.1,14.585,14.584999999999999,1.7763568394002505e-15,UNLV -14.6,UNLV -14.6,,50.3,
OK,,g690,401866462,11,2026-11-11,Sacramento State,Central Michigan,False,-17.4333,-12.428,1.7,1.7,6.7053,6.7052999999999985,1.7763568394002505e-15,Central Michigan -6.7,Central Michigan -6.7,,50.0,
OK,,g707,401856883,11,2026-11-14,Missouri,Georgia,False,14.542,25.3895,1.8,1.8,12.6475,12.647500000000003,-1.7763568394002505e-15,Georgia -12.6,Georgia -12.6,,50.3,
OK,,g708,,11,2026-11-14,Georgia Southern,Georgia State,False,-10.1255,-19.4455,1.7,1.7,-7.62,-7.619999999999998,-1.7763568394002505e-15,Georgia Southern -7.6,Georgia Southern -7.6,,56.85,
OK,,g715,,11,2026-11-14,Middle Tennessee,Liberty,False,-20.3555,-8.473,3.5,3.5,15.3825,15.382499999999999,1.7763568394002505e-15,Liberty -15.4,Liberty -15.4,,55.4,
OK,,g721,401856886,11,2026-11-14,Auburn,Mississippi State,False,12.5795,5.4545,2.6,2.6,-4.525,-4.524999999999999,-1.7763568394002505e-15,Auburn -4.5,Auburn -4.5,,51.35,
OK,,g725,401858298,11,2026-11-14,Louisville,North Carolina,False,10.9195,1.9295,2.5,2.5,-6.49,-6.489999999999998,-1.7763568394002505e-15,Louisville -6.5,Louisville -6.5,,47.95,
OK,,g731,401858523,11,2026-11-14,Michigan,Oregon,False,16.597,27.177,2.5,2.5,13.08,13.079999999999998,1.7763568394002505e-15,Oregon -13.1,Oregon -13.1,,51.15,
OK,,g733,401862828,11,2026-11-14,Tulane,Rice,False,-0.3055,-15.1505,2.9,2.9,-11.945,-11.944999999999999,-1.7763568394002505e-15,Tulane -11.9,Tulane -11.9,,49.85,
OK,,g735,401858301,11,2026-11-14,Wake Forest,SMU,False,3.9095,12.002,3.4,3.4,11.4925,11.492500000000001,-1.7763568394002505e-15,SMU -11.5,SMU -11.5,,48.75,
OK,,g741,401856888,11,2026-11-14,Tennessee,Texas A&M,False,15.7695,21.127,2.5,2.5,7.8575,7.857499999999998,1.7763568394002505e-15,Texas A&M -7.9,Texas A&M -7.9,,57.85,
OK,,g753,401866466,12,2026-11-17,Miami-OH,Kent State,False,-7.6355,-20.008,2.1,2.1,-10.2725,-10.272499999999999,-1.7763568394002505e-15,Miami-OH -10.3,Miami-OH -10.3,,46.9,
OK,,g755,401866465,12,2026-11-17,Eastern Michigan,Western Michigan,False,-15.303,-5.763,2.5,2.5,12.04,12.040000000000001,-1.7763568394002505e-15,Western Michigan -12,Western Michigan -12,,47.7,
OK,,g765,,12,2026-11-21,UL-Monroe,Appalachian State,False,-20.268,-11.6805,1.8,1.8,10.3875,10.387500000000001,-1.7763568394002505e-15,Appalachian State -10.4,Appalachian State -10.4,,53.5,
OK,,g769,401856871,12,2026-11-21,Texas Tech,Baylor,False,23.1195,5.3245,2.5,2.5,-15.295,-15.294999999999998,-1.7763568394002505e-15,Texas Tech -15.3,Texas Tech -15.3,,56.4,
OK,,g777,401862833,12,2026-11-21,South Florida,Florida Atlantic,False,0.7595,-9.5155,1.8,1.8,-8.475,-8.474999999999998,-1.7763568394002505e-15,South Florida -8.5,South Florida -8.5,,59.85,
OK,,g797,401864541,12,2026-11-21,Hawaii,Nevada,False,-4.028,-14.253,2.1,2.1,-8.125,-8.125000000000002,1.7763568394002505e-15,Hawaii -8.1,Hawaii -8.1,,51.25,
OK,,g798,,12,2026-11-21,Delaware,New Mexico State,False,-11.268,-17.4105,3.0,3.0,-3.1425,-3.1424999999999983,-1.7763568394002505e-15,Delaware -3.1,Delaware -3.1,,54.25,
OK,,g817,401862836,12,2026-11-21,UTSA,UAB,False,-2.288,-16.8055,3.8,3.8,-10.7175,-10.717499999999998,-1.7763568394002505e-15,UTSA -10.7,UTSA -10.7,,59.45,
OK,,g820,401858535,12,2026-11-21,Indiana,Washington,False,27.277,13.6645,2.1,2.1,-11.5125,-11.512500000000001,1.7763568394002505e-15,Indiana -11.5,Indiana -11.5,,50.45,
OK,,g823,401866470,13,2026-11-24,Kent State,Eastern Michigan,False,-20.008,-15.303,1.5,1.5,6.205,6.204999999999998,1.7763568394002505e-15,Eastern Michigan -6.2,Eastern Michigan -6.2,,51.0,
OK,,g830,401856762,13,2026-11-27,Mississippi State,Ole Miss,False,5.4545,18.542,2.4,2.4,15.4875,15.487500000000002,-1.7763568394002505e-15,Ole Miss -15.5,Ole Miss -15.5,,55.75,
OK,,g836,401856758,13,2026-11-28,LSU,Arkansas,False,18.0145,5.912,2.4,2.4,-9.7025,-9.702500000000002,1.7763568394002505e-15,LSU -9.7,LSU -9.7,,54.2,
OK,,g838,401856876,13,2026-11-28,Cincinnati,BYU,False,3.852,14.1595,2.1,2.1,12.4075,12.407499999999999,1.7763568394002505e-15,BYU -12.4,BYU -12.4,,53.2,
OK,,g839,401866474,13,2026-11-28,Central Michigan,Ball State,False,-12.428,-22.3355,1.5,1.5,-8.4075,-8.407499999999999,-1.7763568394002505e-15,Central Michigan -8.4,Central Michigan -8.4,,47.95,
OK,,g859,401858539,13,2026-11-28,Penn State,Maryland,False,15.2995,1.747,2.3,2.3,-11.2525,-11.252500000000001,1.7763568394002505e-15,Penn State -11.3,Penn State -11.3,,50.5,
OK,,g872,,13,2026-11-28,Southern Miss,Old Dominion,False,-13.6905,-2.2055,1.7,1.7,13.185,13.184999999999999,1.7763568394002505e-15,Old Dominion -13.2,Old Dominion -13.2,,50.55,
OK,,g874,401862841,13,2026-11-28,Army,Rice,False,-3.168,-15.1505,2.9,2.9,-9.0825,-9.082499999999998,-1.7763568394002505e-15,Army -9.1,Army -9.1,,50.65,
OK,,g878,401858316,13,2026-11-28,SMU,Stanford,False,12.002,-3.008,1.4,1.4,-13.61,-13.610000000000001,1.7763568394002505e-15,SMU -13.6,SMU -13.6,,49.65,
OK,,g880,401858543,13,2026-11-28,USC,UCLA,False,17.9595,3.027,1.7,1.7,-13.2325,-13.232499999999998,-1.7763568394002505e-15,USC -13.2,USC -13.2,,55.55,
OK,,g883,401862840,13,2026-11-28,Tulsa,UTSA,False,-9.588,-2.288,2.0,2.0,9.3,9.299999999999999,1.7763568394002505e-15,UTSA -9.3,UTSA -9.3,,57.95,
OK,,g884,,13,2026-11-28,Boise State,Utah State,False,5.2095,-5.8705,2.7,2.7,-8.38,-8.379999999999999,-1.7763568394002505e-15,Boise State -8.4,Boise State -8.4,,53.65,
OK,,g888,,13,2026-11-28,Oregon State,Washington State,False,-9.153,-2.6455,3.3,3.3,9.8075,9.807500000000001,-1.7763568394002505e-15,Washington State -9.8,Washington State -9.8,,46.2,
OK,,g514,,8,2026-10-21,Liberty,Kennesaw State,False,-8.473,-10.383,2.5,2.5,0.59,0.5900000000000016,-1.6653345369377348e-15,Kennesaw State -0.6,Kennesaw State -0.6,,54.3,
OK,,g199,401864508,3,2026-09-19,Wyoming,Central Michigan,False,-12.1405,-12.428,1.7,1.7,1.4125,1.4124999999999985,1.5543122344752192e-15,Central Michigan -1.4,Central Michigan -1.4,,44.0,
OK,,g434,401858485,6,2026-10-10,USC,Penn State,False,17.9595,15.2995,3.4,3.4,0.74,0.7400000000000015,-1.5543122344752192e-15,Penn State -0.7,Penn State -0.7,,55.2,
OK,,g437,401864519,6,2026-10-10,Wyoming,San Jose State,False,-12.1405,-14.4105,2.5,2.5,0.23,0.22999999999999865,1.3600232051658168e-15,San Jose State -0.2,San Jose State -0.2,,46.6,
OK,,g216,401858230,3,2026-09-19,SMU,Louisville,False,12.002,10.9195,2.9,2.9,1.8175,1.8174999999999986,1.3322676295501878e-15,Louisville -1.8,Louisville -1.8,Louisville -1.5,51.45,
OK,,g552,401856731,8,2026-10-24,Tennessee,South Carolina,False,15.7695,11.5345,2.3,2.3,-1.935,-1.9350000000000014,1.3322676295501878e-15,Tennessee -1.9,Tennessee -1.9,,55.0,
OK,,g704,,11,2026-11-14,Arkansas State,Coastal Carolina,False,-9.783,-14.1705,2.3,2.3,-2.0875,-2.0875000000000012,1.3322676295501878e-15,Arkansas State -2.1,Arkansas State -2.1,,55.75,
OK,,g863,401856763,13,2026-11-28,Oklahoma,Missouri,False,18.687,14.542,2.5,2.5,-1.645,-1.6450000000000014,1.3322676295501878e-15,Oklahoma -1.6,Oklahoma -1.6,,47.7,
OK,,g869,401858537,13,2026-11-28,Illinois,Northwestern,False,9.0895,4.0345,2.1,2.1,-2.955,-2.9549999999999987,-1.3322676295501878e-15,Illinois -3,Illinois -3,,49.55,
OK,,g811,401856754,12,2026-11-21,LSU,Tennessee,False,18.0145,15.7695,2.3,2.3,0.055,0.05499999999999883,1.1726730697603216e-15,Tennessee -0.1,Tennessee -0.1,,53.35,
OK,,g279,401856699,4,2026-09-26,Ole Miss,Florida,False,18.542,14.092,2.5,2.5,-1.95,-1.950000000000001,1.1102230246251565e-15,Ole Miss -1.9,Ole Miss -2,,50.4,
OK,,g521,401856839,8,2026-10-24,Kansas State,Arizona State,False,8.392,6.4595,2.2,2.2,0.2675,0.26750000000000096,-9.43689570931383e-16,Arizona State -0.3,Arizona State -0.3,,52.75,
OK,,g5,401856766,0,2026-08-29,North Carolina,TCU,True,1.9295,8.9095,2.2,0.0,6.98,6.9799999999999995,8.881784197001252e-16,TCU -7,TCU -7,TCU -6.5,49.4,49.5
OK,,g8,401858202,0,2026-08-29,NC State,Virginia,True,4.6645,8.267,3.3,0.0,3.6025,3.602499999999999,8.881784197001252e-16,Virginia -3.6,Virginia -3.6,Virginia -5.5,51.1,54.5
OK,,g36,401860878,1,2026-09-05,Wyoming,Colorado State,False,-12.1405,-12.1455,2.0,2.0,1.995,1.9949999999999992,8.881784197001252e-16,Colorado State -2,Colorado State -2,Colorado State -3.5,43.4,47.5
OK,,g102,401856678,2,2026-09-11,Missouri,Kansas,False,14.542,4.237,2.4,2.4,-7.905,-7.904999999999999,-8.881784197001252e-16,Missouri -7.9,Missouri -7.9,Missouri -6.5,52.0,51.5
OK,,g109,401856810,2,2026-09-12,Arizona,BYU,False,9.372,14.1595,2.1,2.1,6.8875,6.887499999999999,8.881784197001252e-16,BYU -6.9,BYU -6.9,,51.85,
OK,,g154,401866418,2,2026-09-12,Jacksonville State,Ohio,False,-9.423,-9.1155,2.9,2.9,3.2075,3.207499999999999,8.881784197001252e-16,Ohio -3.2,Ohio -3.2,,48.15,
OK,,g158,401856790,2,2026-09-12,Central Florida,Pittsburgh,False,1.862,7.8595,1.9,1.9,7.8975,7.897499999999999,8.881784197001252e-16,Pittsburgh -7.9,Pittsburgh -7.9,,50.3,
OK,,g159,401858224,2,2026-09-12,Wake Forest,Purdue,False,3.9095,-2.558,1.3,1.3,-5.1675,-5.1674999999999995,-8.881784197001252e-16,Wake Forest -5.2,Wake Forest -5.2,,48.05,
OK,,g193,401856687,3,2026-09-19,Florida,Auburn,False,14.092,12.5795,2.6,2.6,1.0875,1.087499999999999,8.881784197001252e-16,Auburn -1.1,Auburn -1.1,Auburn PK,46.0,
OK,,g221,401864443,3,2026-09-19,Nevada,Middle Tennessee,False,-14.253,-20.3555,3.2,3.2,-2.9025,-2.902499999999999,-8.881784197001252e-16,Nevada -2.9,Nevada -2.9,,50.5,
OK,,g224,,3,2026-09-19,Marshall,Missouri State,False,-8.323,-15.263,2.5,2.5,-4.44,-4.4399999999999995,-8.881784197001252e-16,Marshall -4.4,Marshall -4.4,,57.65,
OK,,g226,401856796,3,2026-09-19,Colorado,Northwestern,False,-0.1305,4.0345,2.1,2.1,6.265,6.265000000000001,-8.881784197001252e-16,Northwestern -6.3,Northwestern -6.3,,48.05,
OK,,g236,401862773,3,2026-09-19,Western Michigan,Rice,False,-5.763,-15.1505,2.9,2.9,-6.4875,-6.487499999999999,-8.881784197001252e-16,Western Michigan -6.5,Western Michigan -6.5,,47.0,
OK,,g242,401866423,3,2026-09-19,Ohio,South Alabama,False,-9.1155,-10.968,2.5,2.5,0.6475,0.6475000000000009,-8.881784197001252e-16,South Alabama -0.6,South Alabama -0.6,,48.8,
OK,,g251,401862774,3,2026-09-19,Temple,Toledo,False,-9.5155,-5.238,2.6,2.6,6.8775,6.8774999999999995,8.881784197001252e-16,Toledo -6.9,Toledo -6.9,,52.05,
OK,,g262,401858234,4,2026-09-25,Clemson,California,False,12.1145,1.8945,2.8,2.8,-7.42,-7.419999999999999,-8.881784197001252e-16,Clemson -7.4,Clemson -7.4,,50.45,
OK,,g268,401856698,4,2026-09-26,Vanderbilt,Auburn,False,11.8245,12.5795,2.6,2.6,3.355,3.354999999999999,8.881784197001252e-16,Auburn -3.4,Auburn -3.4,,51.7,
OK,,g269,401856813,4,2026-09-26,Colorado,Baylor,False,-0.1305,5.3245,2.5,2.5,7.955,7.954999999999999,8.881784197001252e-16,Baylor -8,Baylor -8,,55.85,
OK,,g270,401858242,4,2026-09-26,Virginia Tech,Boston College,False,5.997,-3.488,1.9,1.9,-7.585,-7.584999999999999,-8.881784197001252e-16,Virginia Tech -7.6,Virginia Tech -7.6,,52.7,
OK,,g273,401856815,4,2026-09-26,TCU,Central Florida,False,8.9095,1.862,2.7,2.7,-4.3475,-4.347499999999999,-8.881784197001252e-16,TCU -4.3,TCU -4.3,,49.9,
OK,,g275,401856814,4,2026-09-26,Kansas State,Cincinnati,False,8.392,3.852,2.1,2.1,-2.44,-2.439999999999999,-8.881784197001252e-16,Kansas State -2.4,Kansas State -2.4,,55.55,
OK,,g298,401858464,4,2026-09-26,Nebraska,Michigan State,False,6.942,0.547,2.0,2.0,-4.395,-4.3950000000000005,8.881784197001252e-16,Nebraska -4.4,Nebraska -4.4,,51.65,
OK,,g299,401856703,4,2026-09-26,Missouri,Mississippi State,False,14.542,5.4545,2.6,2.6,-6.4875,-6.487499999999999,-8.881784197001252e-16,Missouri -6.5,Missouri -6.5,,52.95,
OK,,g313,401858240,4,2026-09-26,Georgia Tech,Stanford,False,6.1295,-3.008,1.4,1.4,-7.7375,-7.737499999999999,-8.881784197001252e-16,Georgia Tech -7.7,Georgia Tech -7.7,,49.45,
OK,,g315,401856704,4,2026-09-26,Texas,Tennessee,False,24.792,15.7695,2.3,2.3,-6.7225,-6.722500000000001,8.881784197001252e-16,Texas -6.7,Texas -6.7,,56.8,
OK,,g321,401858469,4,2026-09-26,Oregon,USC,False,27.177,17.9595,2.4,2.4,-6.8175,-6.817500000000001,8.881784197001252e-16,Oregon -6.8,Oregon -6.8,,55.75,
OK,,g331,401864510,4,2026-09-26,Hawaii,Wyoming,False,-4.028,-12.1405,3.0,3.0,-5.1125,-5.112500000000001,8.881784197001252e-16,Hawaii -5.1,Hawaii -5.1,,48.05,
OK,,g333,401862786,5,2026-10-01,North Texas,Tulsa,False,-4.7105,-9.588,0.7,0.7,-4.1775,-4.177499999999999,-8.881784197001252e-16,North Texas -4.2,North Texas -4.2,,57.0,
OK,,g337,401862791,5,2026-10-03,Navy,Air Force,False,1.0895,-6.9305,3.2,3.2,-4.82,-4.819999999999999,-8.881784197001252e-16,Navy -4.8,Navy -4.8,,53.85,
OK,,g339,401856817,5,2026-10-03,Baylor,Arizona State,False,5.3245,6.4595,2.2,2.2,3.335,3.335000000000001,-8.881784197001252e-16,Arizona State -3.3,Arizona State -3.3,,54.95,
OK,,g342,401866432,5,2026-10-03,Western Michigan,Buffalo,False,-5.763,-13.403,2.8,2.8,-4.84,-4.840000000000001,8.881784197001252e-16,Western Michigan -4.8,Western Michigan -4.8,,44.3,
OK,,g349,401858252,5,2026-10-03,Syracuse,Connecticut,False,-3.118,-9.1105,1.9,1.9,-4.0925,-4.092499999999999,-8.881784197001252e-16,Syracuse -4.1,Syracuse -4.1,,50.65,
OK,,g369,401856708,5,2026-10-03,Florida,Missouri,False,14.092,14.542,2.5,2.5,2.95,2.9499999999999993,8.881784197001252e-16,Missouri -3,Missouri -2.9,,47.6,
OK,,g370,401858248,5,2026-10-03,Louisville,NC State,False,10.9195,4.6645,3.1,3.1,-3.155,-3.154999999999999,-8.881784197001252e-16,Louisville -3.2,Louisville -3.2,,53.15,
OK,,g380,401856709,5,2026-10-03,Kentucky,South Carolina,False,5.9595,11.5345,2.3,2.3,7.875,7.874999999999999,8.881784197001252e-16,South Carolina -7.9,South Carolina -7.9,,47.25,
OK,,g383,401856710,5,2026-10-03,Auburn,Tennessee,False,12.5795,15.7695,2.3,2.3,5.49,5.490000000000001,-8.881784197001252e-16,Tennessee -5.5,Tennessee -5.5,,53.8,
OK,,g390,401858479,5,2026-10-03,Michigan State,Wisconsin,False,0.547,4.417,2.0,2.0,5.87,5.869999999999999,8.881784197001252e-16,Wisconsin -5.9,Wisconsin -5.9,,45.85,
OK,,g391,,6,2026-10-06,Southern Miss,Troy,False,-13.6905,-7.8705,1.7,1.7,7.52,7.5200000000000005,-8.881784197001252e-16,Troy -7.5,Troy -7.5,,54.5,
OK,,g392,,6,2026-10-07,New Mexico State,Florida International,False,-17.4105,-13.2455,1.8,1.8,5.965,5.964999999999999,8.881784197001252e-16,Florida International -6,Florida International -6,,53.45,
OK,,g393,,6,2026-10-07,Jacksonville State,Kennesaw State,False,-9.423,-10.383,2.5,2.5,1.54,1.540000000000001,-8.881784197001252e-16,Kennesaw State -1.5,Kennesaw State -1.5,,54.1,
OK,,g394,,6,2026-10-08,South Alabama,Arkansas State,False,-10.968,-9.783,2.9,2.9,4.085,4.085000000000001,-8.881784197001252e-16,Arkansas State -4.1,Arkansas State -4.1,,57.05,
OK,,g409,401856714,6,2026-10-10,South Carolina,Florida,False,11.5345,14.092,2.5,2.5,5.0575,5.057500000000001,-8.881784197001252e-16,Florida -5.1,Florida -5.1,,47.2,
OK,,g420,401856716,6,2026-10-10,Texas A&M,Missouri,False,21.127,14.542,2.5,2.5,-4.085,-4.084999999999999,-8.881784197001252e-16,Texas A&M -4.1,Texas A&M -4.1,,51.55,
OK,,g433,401860902,6,2026-10-10,San Diego State,Oregon State,False,0.032,-9.153,3.5,3.5,-5.685,-5.6850000000000005,8.881784197001252e-16,San Diego State -5.7,San Diego State -5.7,,47.75,
OK,,g441,401864517,6,2026-10-10,Nevada,UTEP,False,-14.253,-19.1955,2.5,2.5,-2.4425,-2.442499999999999,-8.881784197001252e-16,Nevada -2.4,Nevada -2.4,,48.4,
OK,,g444,401856718,6,2026-10-10,Ole Miss,Vanderbilt,False,18.542,11.8245,0.9,0.9,-5.8175,-5.817500000000001,8.881784197001252e-16,Ole Miss -5.8,Ole Miss -5.8,,56.1,
OK,,g447,401856823,6,2026-10-10,Arizona,West Virginia,False,9.372,0.842,3.4,3.4,-5.13,-5.129999999999999,-8.881784197001252e-16,Arizona -5.1,Arizona -5.1,,52.1,
OK,,g451,,7,2026-10-14,Missouri State,Kennesaw State,False,-15.263,-10.383,2.5,2.5,7.38,7.380000000000001,-8.881784197001252e-16,Kennesaw State -7.4,Kennesaw State -7.4,,51.5,
OK,,g465,401866443,7,2026-10-17,Western Michigan,Central Michigan,False,-5.763,-12.428,1.7,1.7,-4.965,-4.965000000000001,8.881784197001252e-16,Western Michigan -5,Western Michigan -5,,45.9,
OK,,g473,401858488,7,2026-10-17,Ohio State,Indiana,False,30.5145,27.277,1.9,1.9,-1.3375,-1.3375000000000008,8.881784197001252e-16,Ohio State -1.3,Ohio State -1.3,,50.15,
OK,,g475,401856830,7,2026-10-17,Kansas,Kansas State,False,4.237,8.392,3.8,3.8,7.955,7.954999999999999,8.881784197001252e-16,Kansas State -8,Kansas State -8,,55.5,
OK,,g507,401856726,7,2026-10-17,Arkansas,Vanderbilt,False,5.912,11.8245,0.9,0.9,6.8125,6.812500000000001,-8.881784197001252e-16,Vanderbilt -6.8,Vanderbilt -6.8,,60.45,
OK,,g511,,8,2026-10-20,Missouri State,Delaware,False,-15.263,-11.268,2.5,2.5,6.495,6.494999999999999,8.881784197001252e-16,Delaware -6.5,Delaware -6.5,,54.85,
OK,,g518,401862808,8,2026-10-23,Army,Tulsa,False,-3.168,-9.588,0.7,0.7,-5.72,-5.719999999999999,-8.881784197001252e-16,Army -5.7,Army -5.7,,53.65,
OK,,g540,401858496,8,2026-10-24,Indiana,Michigan,False,27.277,16.597,2.9,2.9,-7.78,-7.779999999999999,-8.881784197001252e-16,Indiana -7.8,Indiana -7.8,,49.95,
OK,,g541,401858497,8,2026-10-24,Iowa,Minnesota,False,13.6395,3.557,2.4,2.4,-7.6825,-7.682499999999999,-8.881784197001252e-16,Iowa -7.7,Iowa -7.7,,46.2,
OK,,g544,401864528,8,2026-10-24,San Jose State,Nevada,False,-14.4105,-14.253,2.1,2.1,2.2575,2.2575000000000007,-8.881784197001252e-16,Nevada -2.3,Nevada -2.3,,49.8,
OK,,g546,401858275,8,2026-10-24,Syracuse,North Carolina,False,-3.118,1.9295,2.5,2.5,7.5475,7.547499999999999,8.881784197001252e-16,North Carolina -7.5,North Carolina -7.5,,47.25,
OK,,g548,401858498,8,2026-10-24,Rutgers,Northwestern,False,1.0395,4.0345,2.1,2.1,5.095,5.095000000000001,-8.881784197001252e-16,Northwestern -5.1,Northwestern -5.1,,52.0,
OK,,g554,401858272,8,2026-10-24,NC State,Stanford,False,4.6645,-3.008,1.4,1.4,-6.2725,-6.272500000000001,8.881784197001252e-16,NC State -6.3,NC State -6.3,,51.35,
OK,,g557,401860906,8,2026-10-24,Utah State,Texas State,False,-5.8705,-3.3455,2.3,2.3,4.825,4.824999999999999,8.881784197001252e-16,Texas State -4.8,Texas State -4.8,,62.1,
OK,,g564,401860907,8,2026-10-24,Boise State,Washington State,False,5.2095,-2.6455,3.3,3.3,-4.555,-4.555000000000001,8.881784197001252e-16,Boise State -4.6,Boise State -4.6,,48.85,
OK,,g566,401864525,8,2026-10-24,Air Force,Wyoming,False,-6.9305,-12.1405,3.0,3.0,-2.21,-2.209999999999999,-8.881784197001252e-16,Air Force -2.2,Air Force -2.2,,47.0,
OK,,g568,,9,2026-10-27,Delaware,Western Kentucky,False,-11.268,-6.723,2.8,2.8,7.345,7.345000000000001,-8.881784197001252e-16,Western Kentucky -7.3,Western Kentucky -7.3,,57.15,
OK,,g570,,9,2026-10-28,Jacksonville State,New Mexico State,False,-9.423,-17.4105,3.0,3.0,-4.9875,-4.987499999999999,-8.881784197001252e-16,Jacksonville State -5,Jacksonville State -5,,53.6,
OK,,g581,401856846,9,2026-10-31,Kansas State,Colorado,False,8.392,-0.1305,2.6,2.6,-5.9225,-5.922499999999999,-8.881784197001252e-16,Kansas State -5.9,Kansas State -5.9,,53.65,
OK,,g587,,9,2026-10-31,Appalachian State,Georgia Southern,False,-11.6805,-10.1255,3.6,3.6,5.155,5.154999999999999,8.881784197001252e-16,Georgia Southern -5.2,Georgia Southern -5.2,,55.05,
OK,,g594,401858503,9,2026-10-31,Illinois,Maryland,False,9.0895,1.747,2.3,2.3,-5.0425,-5.0424999999999995,-8.881784197001252e-16,Illinois -5,Illinois -5,,51.5,
OK,,g596,401858277,9,2026-10-31,California,NC State,False,1.8945,4.6645,3.1,3.1,5.87,5.870000000000001,-8.881784197001252e-16,NC State -5.9,NC State -5.9,,55.2,
