away_classification,away_moneyline_change,away_team,canonical_cfbd_game_id,canonical_game_id,date,home_classification,home_moneyline_change,home_spread_change,home_team,moneyline_available,moneyline_comparison_book,moneyline_comparison_status,moneyline_source_timestamp,moneyline_stale,neutral_site,previous_away_moneyline,previous_home_moneyline,previous_home_spread,previous_total,season,spread_available,spread_comparison_book,spread_comparison_status,spread_source_timestamp,spread_stale,staged_away_moneyline,staged_away_moneyline_price,staged_away_spread,staged_away_spread_price,staged_home_moneyline,staged_home_moneyline_price,staged_home_spread,staged_home_spread_price,staged_over_price,staged_total,staged_under_price,total_available,total_change,total_comparison_book,total_comparison_status,total_source_timestamp,total_stale,week
FBS,0.0,North Carolina,401856766,g5,2026-08-29,FBS,0.0,0.0,TCU,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,True,205.0,-250.0,-6.5,49.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,205,205,6.5,-108,-250,-250,-6.5,-112,-110,49.5,-110,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
FBS,0.0,San Jose State,401864494,g7,2026-08-29,FBS,0.0,0.0,USC,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,False,4000.0,-50000.0,-35.5,58.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,4000,4000,35.5,-105,-50000,-50000,-35.5,-115,-112,58.5,-108,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
FBS,0.0,NC State,401858202,g8,2026-08-29,FBS,0.0,0.0,Virginia,True,draftkings,comparable,2026-07-30T20:42:23.000Z,False,True,170.0,-205.0,-5.5,54.5,2026,True,draftkings,comparable,2026-07-30T20:42:23.000Z,False,170,170,5.5,-110,-205,-205,-5.5,-110,-108,54.5,-112,True,0.0,draftkings,comparable,2026-07-30T20:42:23.000Z,False,0
FBS,0.0,Jacksonville State,401864577,g3,2026-08-29,FBS,0.0,0.0,North Dakota State,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,False,230.0,-285.0,-7.5,48.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,230,230,7.5,-110,-285,-285,-7.5,-110,-105,48.5,-115,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
FBS,0.0,Sacramento State,401866408,g1,2026-08-29,FBS,0.0,0.0,Eastern Michigan,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,False,260.0,-325.0,-8.5,53.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,260,260,8.5,-110,-325,-325,-8.5,-110,-108,53.5,-112,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
FBS,0.0,New Mexico State,401864570,g2,2026-08-29,FBS,0.0,0.0,Florida State,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,False,3000.0,-10000.0,-30.5,53.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,3000,3000,30.5,-108,-10000,-10000,-30.5,-112,-110,53.5,-110,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
FBS,0.0,Hawaii,401858201,g4,2026-08-29,FBS,0.0,0.0,Stanford,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,False,160.0,-192.0,-4.0,50.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,160,160,4.0,-112,-192,-192,-4.0,-108,-108,50.5,-112,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
FBS,0.0,Memphis,401862693,g6,2026-08-29,FBS,0.0,0.0,UNLV,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,False,164.0,-198.0,-5.5,59.5,2026,True,draftkings,comparable,2026-07-30T20:42:29.567Z,False,164,164,5.5,-112,-198,-198,-5.5,-108,-108,59.5,-112,True,0.0,draftkings,comparable,2026-07-30T20:42:29.567Z,False,0
