season,week,game_id,team,opponent,off_plays,off_rushes,off_passes_including_sacks,off_pass_rate,off_neutral_plays,off_neutral_pass_rate,off_early_down_plays,off_early_down_pass_rate,off_qb_runs,off_qb_run_share,off_rush_success_rate,off_pass_success_rate,off_success_rate,off_explosiveness,off_explosive_rush_rate,off_explosive_pass_rate,off_ppa,off_game_clock_seconds_per_play,off_passers,off_play_type_count,off_raw_scrimmage_plays,off_excluded_garbage_or_ot_plays,off_drive_elapsed_seconds_per_play_raw,off_drive_elapsed_seconds_per_play,def_plays,def_rushes_faced,def_passes_faced_including_sacks,def_pass_rate_faced,def_rush_success_allowed,def_pass_success_allowed,def_success_allowed,def_explosiveness_allowed,def_explosive_rush_allowed,def_explosive_pass_allowed,def_ppa_allowed,def_raw_scrimmage_plays,def_excluded_garbage_or_ot_plays,adv_off_plays,adv_off_success_rate,adv_off_explosiveness,adv_off_ppa,adv_def_plays,adv_def_success_rate,adv_def_explosiveness,adv_def_ppa,def_havoc_events,def_havoc_rate,def_front_seven_havoc_rate,def_db_havoc_rate,off_play_count_diff_vs_advanced,def_play_count_diff_vs_advanced
2021,1,401310861,Air Force,Lafayette,74,68,6,0.08108108108108109,47,0.0851063829787234,56,0.07142857142857142,0,0.0,0.5522388059701493,0.5,0.547945205479452,1.0494399536782715,0.14705882352941177,0.16666666666666666,0.37451144253540536,28.8,H.Daniels|H.Daniels steps back to pass. H.Daniels,11,74,0,27.054794520547944,27.054794520547944,46,18,28,0.6086956521739131,0.3333333333333333,0.5357142857142857,0.45652173913043476,1.4797515004207735,0.05555555555555555,0.17857142857142858,0.2629278576731231,46,0,73,0.547945205479452,1.0099360562079607,0.37451144253540536,48,0.375,1.6924605084716526,0.2353138353453013,14.0,0.2916666666666667,0.1875,0.10416666666666667,1,-2
2021,2,401301004,Air Force,Navy,69,58,11,0.15942028985507245,53,0.18867924528301888,50,0.14,13,0.22413793103448276,0.29310344827586204,0.2727272727272727,0.2898550724637681,1.3909247083907412,0.10344827586206896,0.09090909090909091,-0.04560429470510301,0.9615384615384616,Haaziq Daniels,14,69,0,67.9,,43,28,15,0.3488372093023256,0.21428571428571427,0.2,0.20930232558139536,0.5695405191428565,0.03571428571428571,0.0,-0.23163815837442964,43,0,69,0.2753623188405797,1.4263501806921983,-0.04560429470510303,44,0.13636363636363635,0.8022156613341735,-0.2644699701908231,13.0,0.29545454545454547,0.2727272727272727,0.022727272727272728,0,-1
2021,3,401310704,Air Force,Utah State,75,62,13,0.17333333333333334,58,0.15517241379310345,59,0.13559322033898305,12,0.1935483870967742,0.41935483870967744,0.46153846153846156,0.4266666666666667,1.866309269961422,0.12903225806451613,0.3076923076923077,0.4211560760535588,7.462962962962963,Haaziq Daniels,15,75,0,26.789473684210527,26.789473684210527,89,37,52,0.5842696629213483,0.3783783783783784,0.4807692307692308,0.43820224719101125,1.7572029599881125,0.13513513513513514,0.11538461538461539,0.4392526079853402,89,0,75,0.4666666666666667,1.697409883163311,0.42115607605355876,89,0.39325842696629215,1.9443931794746165,0.4392526079853401,5.0,0.056179775280898875,0.0,0.056179775280898875,0,0
2021,4,401282207,Air Force,Florida Atlantic,58,53,5,0.08620689655172414,22,0.045454545454545456,46,0.06521739130434782,16,0.3018867924528302,0.5660377358490566,0.4,0.5517241379310345,1.2778738847083937,0.16981132075471697,0.4,0.5494029145846058,3.046511627906977,Haaziq Daniels,11,77,19,29.578125,29.578125,37,16,21,0.5675675675675675,0.5625,0.2857142857142857,0.40540540540540543,1.175724426198438,0.25,0.0,0.12445029639848268,53,16,77,0.4675324675324675,1.221003272696792,0.3530405082797137,52,0.3076923076923077,1.1820140081428572,-0.039114609100656984,13.0,0.25,0.09615384615384616,0.15384615384615385,0,1
2021,5,401310710,Air Force,New Mexico,59,57,2,0.03389830508474576,25,0.0,48,0.041666666666666664,6,0.10526315789473684,0.5614035087719298,0.5,0.559322033898305,0.9147484739295165,0.08771929824561403,0.5,0.27899476920121147,35.80392156862745,Haaziq Daniels,13,71,12,32.21212121212121,32.21212121212121,19,9,10,0.5263157894736842,0.4444444444444444,0.2,0.3157894736842105,1.080901021765098,0.1111111111111111,0.1,0.04930163649640471,41,22,71,0.5633802816901409,1.0486050804642066,0.4105414475899057,41,0.36585365853658536,1.2033851561171665,0.130452024037776,7.0,0.17073170731707318,0.14634146341463414,0.024390243902439025,0,0
2021,6,401310714,Air Force,Wyoming,72,61,11,0.1527777777777778,49,0.10204081632653061,53,0.16981132075471697,10,0.16393442622950818,0.3770491803278688,0.6363636363636364,0.4166666666666667,1.1080848936976724,0.06557377049180328,0.18181818181818182,0.15427746852778723,2.1320754716981134,Dane Kinamon|Haaziq Daniels,15,72,0,31.0,31.0,54,23,31,0.5740740740740741,0.34782608695652173,0.3225806451612903,0.3333333333333333,1.567230108815681,0.17391304347826086,0.03225806451612903,0.13288806820220128,54,0,72,0.4027777777777778,1.119409454767869,0.1542774685277873,54,0.35185185185185186,1.4622753031356521,0.1328880682022013,16.0,0.2962962962962963,0.16666666666666666,0.12962962962962962,0,0
2021,7,401310718,Air Force,Boise State,66,59,7,0.10606060606060606,51,0.11764705882352941,49,0.08163265306122448,18,0.3050847457627119,0.4915254237288136,0.14285714285714285,0.45454545454545453,1.0614896415224795,0.11864406779661017,0.14285714285714285,0.27499421873950475,3.26,Haaziq Daniels,12,66,0,31.685714285714287,31.685714285714287,61,23,38,0.6229508196721312,0.4782608695652174,0.47368421052631576,0.47540983606557374,1.1715163305352152,0.08695652173913043,0.10526315789473684,0.20074667733155754,61,0,66,0.45454545454545453,1.0412573525316235,0.27499421873950475,61,0.4262295081967213,1.2883529075234532,0.20074667733155757,6.0,0.09836065573770492,0.06557377049180328,0.03278688524590164,0,0
2021,8,401310724,Air Force,San Diego State,63,47,16,0.25396825396825395,29,0.20689655172413793,43,0.20930232558139536,15,0.3191489361702128,0.40425531914893614,0.25,0.36507936507936506,0.920346105208166,0.0851063829787234,0.0625,0.02801439894037677,1.8085106382978724,Haaziq Daniels|Warren Bryan,12,63,0,27.38095238095238,27.38095238095238,52,38,14,0.2692307692307692,0.4864864864864865,0.5,0.49019607843137253,0.8416049449153714,0.05263157894736842,0.07142857142857142,0.19292575399581494,52,0,63,0.30158730158730157,0.8390811914950088,0.028014398940376783,51,0.45098039215686275,0.8742036035466074,0.19292575399581494,4.0,0.0784313725490196,0.058823529411764705,0.0196078431372549,0,1
2021,10,401310253,Air Force,Army,65,45,20,0.3076923076923077,40,0.15,48,0.3333333333333333,15,0.3333333333333333,0.4444444444444444,0.6,0.49230769230769234,1.0834808902450792,0.1111111111111111,0.25,0.12926382703221276,1.7755102040816326,Dane Kinamon|Haaziq Daniels,14,66,1,27.235294117647058,27.235294117647058,50,38,12,0.24,0.2894736842105263,0.5833333333333334,0.36,1.4418892005963497,0.05263157894736842,0.25,0.13458005853297567,55,5,68,0.4264705882352941,1.1008939653179453,0.0683221493619326,54,0.3148148148148148,1.6276840394593632,0.14028238038517585,10.0,0.18518518518518517,0.14814814814814814,0.037037037037037035,-2,1
2021,11,401310741,Air Force,Colorado State,75,64,11,0.14666666666666667,60,0.16666666666666666,56,0.08928571428571429,7,0.109375,0.5,0.36363636363636365,0.48,1.3844738290167777,0.1875,0.18181818181818182,0.4303571209958331,2.1403508771929824,Haaziq Daniels,14,75,0,29.31645569620253,29.31645569620253,57,35,22,0.38596491228070173,0.35294117647058826,0.5,0.4107142857142857,1.2393571901858835,0.05714285714285714,0.13636363636363635,0.15202745824993105,57,0,75,0.48,1.3390883110985279,0.43035712099583306,56,0.4642857142857143,1.0554523488531131,0.15202745824993102,8.0,0.14285714285714285,0.05357142857142857,0.08928571428571429,0,1
2021,12,401310747,Air Force,Nevada,77,72,5,0.06493506493506493,61,0.06557377049180328,58,0.05172413793103448,5,0.06944444444444445,0.5555555555555556,0.2,0.5324675324675324,1.0062850040965827,0.16666666666666666,0.2,0.24946630100236045,3.086206896551724,Haaziq Daniels,14,77,0,28.582278481012658,28.582278481012658,63,17,46,0.7301587301587301,0.47058823529411764,0.41304347826086957,0.42857142857142855,1.3916895209223126,0.23529411764705882,0.08695652173913043,0.25811050667699276,63,0,77,0.5194805194805194,0.9223446133522177,0.24946630100236075,63,0.3968253968253968,1.4840135711028388,0.25811050667699276,16.0,0.25396825396825395,0.19047619047619047,0.06349206349206349,0,0
2021,13,401310752,Air Force,UNLV,34,34,0,0.0,21,0.0,29,0.0,0,0.0,0.5588235294117647,,0.5588235294117647,1.0960783268906136,0.23529411764705882,,0.4565026480846323,2.5555555555555554,,6,69,35,31.583333333333332,31.583333333333332,33,16,17,0.5151515151515151,0.375,0.23529411764705882,0.30303030303030304,1.393737996019451,0.125,0.058823529411764705,-0.036802703274577526,44,11,69,0.6376811594202898,0.9774915969167359,0.5254904571466796,44,0.3181818181818182,1.8443372436732313,0.19683930427478877,11.0,0.25,0.22727272727272727,0.022727272727272728,0,0
2021,1,401281944,Akron,Auburn,42,20,22,0.5238095238095238,22,0.5,26,0.5769230769230769,8,0.4,0.35,0.5909090909090909,0.47619047619047616,0.8965205239787691,0.05,0.0,0.15848712156327407,5.228571428571429,Kato Nelson,8,72,30,31.29032258064516,31.29032258064516,39,19,20,0.5128205128205128,0.6842105263157895,0.85,0.7692307692307693,1.2352080101356906,0.2631578947368421,0.15,0.8834156151610884,62,23,73,0.3287671232876712,1.4097444459943154,0.1871715510338093,62,0.7096774193548387,1.247167272345898,0.7810934620469357,2.0,0.03225806451612903,0.03225806451612903,0.0,-1,0
2021,2,401300999,Akron,Temple,75,43,32,0.4266666666666667,55,0.4,59,0.4067796610169492,18,0.4186046511627907,0.46511627906976744,0.34375,0.41333333333333333,1.2925610092749709,0.16279069767441862,0.03125,0.0722333064833672,0.0,DJ Irons|Kato Nelson,16,84,9,25.051724137931036,25.051724137931036,54,32,22,0.4074074074074074,0.46875,0.5454545454545454,0.5,1.165888501085873,0.21875,0.18181818181818182,0.25225364934682065,62,8,84,0.40476190476190477,1.299470804556186,0.10531238326880726,62,0.46774193548387094,1.3123829016608064,0.3043886790743622,5.0,0.08064516129032258,0.08064516129032258,0.0,0,0
2021,3,401309550,Akron,Bryant,60,35,25,0.4166666666666667,43,0.46511627906976744,50,0.48,13,0.37142857142857144,0.59375,0.64,0.6140350877192983,1.2673380091572588,0.2571428571428571,0.2,0.4034445926279186,4.204545454545454,DJ Irons,15,60,0,30.95,30.95,57,29,28,0.49122807017543857,0.41379310344827586,0.5,0.45614035087719296,0.8897422904783437,0.0,0.0,0.0163363569926532,57,0,57,0.6140350877192983,1.2206609816935625,0.40344459262791865,57,0.38596491228070173,1.0094299084960112,0.01633635699265321,17.0,0.2982456140350877,0.2807017543859649,0.017543859649122806,3,0
2021,4,401282811,Akron,Ohio State,37,18,19,0.5135135135135135,25,0.56,28,0.4642857142857143,8,0.4444444444444444,0.3333333333333333,0.3157894736842105,0.32432432432432434,0.8914119034923057,0.1111111111111111,0.10526315789473684,-0.35641156633898446,34.785714285714285,DJ Irons,13,74,37,32.11764705882353,32.11764705882353,31,14,17,0.5483870967741935,0.7857142857142857,0.6470588235294118,0.7096774193548387,1.3816683878282516,0.2857142857142857,0.35294117647058826,0.7102290840877508,61,30,74,0.2972972972972973,1.1613448235631287,-0.22493696090967857,61,0.6721311475409836,1.3185877362206961,0.6395597582026324,5.0,0.08196721311475409,0.04918032786885246,0.03278688524590164,0,0
2021,5,401309560,Akron,Ohio,62,31,31,0.5,46,0.45652173913043476,47,0.46808510638297873,13,0.41935483870967744,0.5806451612903226,0.5806451612903226,0.5806451612903226,0.9522966937782233,0.16129032258064516,0.12903225806451613,0.13248978735482744,0.0,DJ Irons|George Qualls Jr|Kato Nelson,11,62,0,75.91379310344827,,74,49,25,0.33783783783783783,0.6530612244897959,0.28,0.527027027027027,1.1347221233493494,0.30612244897959184,0.04,0.3044956671946837,74,0,62,0.41935483870967744,1.235981532520249,0.13248978735482744,74,0.5405405405405406,1.105119382448044,0.3044956671946837,4.0,0.05405405405405406,0.04054054054054054,0.013513513513513514,0,0
2021,6,401309566,Akron,Bowling Green,57,32,25,0.43859649122807015,38,0.5,44,0.4090909090909091,0,0.0,0.40625,0.64,0.5087719298245614,1.4323842496716102,0.125,0.2,0.37434821029803966,31.78723404255319,K.Nelson|K.Nelson steps back to pass. K.Nelson|Z.Gibson|Z.Gibson steps back to pass. Z.Gibson,13,57,0,27.339285714285715,27.339285714285715,64,28,36,0.5625,0.4642857142857143,0.4722222222222222,0.46875,1.0710026145319271,0.10714285714285714,0.1111111111111111,0.03634162063720775,64,0,57,0.43859649122807015,1.5897175322606405,0.3743482102980397,66,0.42424242424242425,1.1095145461407556,0.013579363996804735,10.0,0.15151515151515152,0.09090909090909091,0.06060606060606061,0,-2
2021,7,401308837,Akron,Miami (OH),54,20,34,0.6296296296296297,30,0.5666666666666667,41,0.6585365853658537,4,0.2,0.4,0.5,0.46296296296296297,1.2054307258324137,0.1,0.058823529411764705,0.16633663206614843,7.871794871794871,Zach Gibson,12,64,10,30.153846153846153,30.153846153846153,58,34,24,0.41379310344827586,0.5588235294117647,0.5833333333333334,0.5689655172413793,1.3915804203320579,0.14705882352941177,0.125,0.5307889295749258,65,7,64,0.453125,1.3471108768922242,0.21442029629697465,65,0.5384615384615384,1.3046236748827187,0.46410622316875233,4.0,0.06153846153846154,0.046153846153846156,0.015384615384615385,0,0
2021,8,401309575,Akron,Buffalo,44,22,22,0.5,36,0.5,34,0.5294117647058824,10,0.45454545454545453,0.5454545454545454,0.22727272727272727,0.38636363636363635,1.6951182244068566,0.2727272727272727,0.045454545454545456,0.11124451330764562,1.21875,DJ Irons|Zach Gibson,10,67,23,71.0204081632653,,53,33,20,0.37735849056603776,0.5757575757575758,0.6,0.5849056603773585,1.0755680664020446,0.12121212121212122,0.25,0.4070831916906175,72,19,66,0.3939393939393939,1.4457327877412662,0.08016073482922828,72,0.5555555555555556,1.1054476419836667,0.3382402823408745,6.0,0.08333333333333333,0.06944444444444445,0.013888888888888888,1,0
2021,10,401309579,Akron,Ball State,66,29,37,0.5606060606060606,35,0.5142857142857142,52,0.5384615384615384,3,0.10344827586206896,0.4642857142857143,0.6111111111111112,0.546875,1.1709938836449758,0.1724137931034483,0.10810810810810811,0.29441624846001035,1.391304347826087,Zach Gibson,12,66,0,94.8103448275862,,65,35,30,0.46153846153846156,0.5142857142857142,0.4,0.46153846153846156,1.404953998168808,0.2,0.1,0.2830425784095193,65,0,64,0.46875,1.3465333568537503,0.2944162484600103,65,0.4307692307692308,1.4890239516730823,0.28304257840951924,8.0,0.12307692307692308,0.046153846153846156,0.07692307692307693,2,0
