season,week,game_id,team,opponent,off_plays,off_rushes,off_passes_including_sacks,off_pass_rate,off_neutral_plays,off_neutral_pass_rate,off_early_down_plays,off_early_down_pass_rate,off_qb_runs,off_qb_run_share,off_rush_success_rate,off_pass_success_rate,off_success_rate,off_explosiveness,off_explosive_rush_rate,off_explosive_pass_rate,off_ppa,off_game_clock_seconds_per_play,off_passers,off_play_type_count,off_raw_scrimmage_plays,off_excluded_garbage_or_ot_plays,off_drive_elapsed_seconds_per_play_raw,off_drive_elapsed_seconds_per_play,def_plays,def_rushes_faced,def_passes_faced_including_sacks,def_pass_rate_faced,def_rush_success_allowed,def_pass_success_allowed,def_success_allowed,def_explosiveness_allowed,def_explosive_rush_allowed,def_explosive_pass_allowed,def_ppa_allowed,def_raw_scrimmage_plays,def_excluded_garbage_or_ot_plays,adv_off_plays,adv_off_success_rate,adv_off_explosiveness,adv_off_ppa,adv_def_plays,adv_def_success_rate,adv_def_explosiveness,adv_def_ppa,def_havoc_events,def_havoc_rate,def_front_seven_havoc_rate,def_db_havoc_rate,off_play_count_diff_vs_advanced,def_play_count_diff_vs_advanced
2021,11,401309584,Akron,Western Michigan,71,26,45,0.6338028169014085,36,0.5833333333333334,53,0.5660377358490566,7,0.2692307692307692,0.38461538461538464,0.5333333333333333,0.4788732394366197,1.2262521209527166,0.07692307692307693,0.1111111111111111,0.2499050660405595,2.473684210526316,DJ Irons|Konata Mumpfield|Zach Gibson,15,71,0,25.573333333333334,25.573333333333334,63,43,20,0.31746031746031744,0.6046511627906976,0.6,0.6031746031746031,1.2766199967252185,0.23255813953488372,0.35,0.4633842929419273,63,0,71,0.4084507042253521,1.403284427630993,0.24990506604055954,63,0.6190476190476191,1.2252838998285456,0.4633842929419272,2.0,0.031746031746031744,0.015873015873015872,0.015873015873015872,0,0
2021,12,401309592,Akron,Kent State,28,13,15,0.5357142857142857,17,0.5294117647058824,20,0.5,0,0.0,0.46153846153846156,0.42857142857142855,0.4444444444444444,0.9268053031135346,0.3076923076923077,0.06666666666666667,-0.16861434845553122,32.04347826086956,Z.Gibson|Z.Gibson steps back to pass. Z.Gibson,8,51,23,26.03448275862069,26.03448275862069,41,33,8,0.1951219512195122,0.6060606060606061,0.25,0.5365853658536586,1.480968021095139,0.36363636363636365,0.0,0.5935692871260168,71,30,50,0.32,0.9808459167066214,-0.14591123450462745,72,0.4861111111111111,1.2545992083118744,0.3235915981416065,4.0,0.05555555555555555,0.041666666666666664,0.013888888888888888,1,-1
2021,13,401309597,Akron,Toledo,53,28,25,0.4716981132075472,43,0.46511627906976744,38,0.42105263157894735,12,0.42857142857142855,0.39285714285714285,0.36,0.37735849056603776,1.2483769393879354,0.14285714285714285,0.08,0.11366864968520547,4.775,Kato Nelson,11,67,14,24.79245283018868,24.79245283018868,51,26,25,0.49019607843137253,0.7307692307692307,0.44,0.5882352941176471,1.4496629342599463,0.3076923076923077,0.2,0.6068152759499071,76,25,67,0.3582089552238806,1.3928518352410642,0.11804285157892622,76,0.5789473684210527,1.3650969042358847,0.5169504110994645,10.0,0.13157894736842105,0.06578947368421052,0.06578947368421052,0,0
2021,1,401281942,Alabama,Miami,45,17,28,0.6222222222222222,26,0.6153846153846154,38,0.5526315789473685,1,0.058823529411764705,0.5294117647058824,0.5,0.5111111111111111,1.2616792013414575,0.23529411764705882,0.07142857142857142,0.37544090286685544,28.166666666666668,Bryce Young,10,76,31,26.833333333333332,26.833333333333332,42,18,24,0.5714285714285714,0.3888888888888889,0.5416666666666666,0.47619047619047616,0.869267036011423,0.1111111111111111,0.041666666666666664,0.0012023242271699157,63,21,76,0.5,1.3573789107386853,0.3445710675917783,63,0.36507936507936506,1.0441242206517853,0.005617324633819418,14.0,0.2222222222222222,0.12698412698412698,0.09523809523809523,0,0
2021,2,401282056,Alabama,Mercer,38,18,20,0.5263157894736842,22,0.6363636363636364,29,0.4827586206896552,1,0.05555555555555555,0.5,0.4,0.4473684210526316,1.0889752478518466,0.2777777777777778,0.0,0.3131307974508547,26.833333333333332,Bryce Young,12,65,27,24.692307692307693,24.692307692307693,24,13,11,0.4583333333333333,0.3076923076923077,0.09090909090909091,0.20833333333333334,0.8024954130399269,0.0,0.0,-0.4689962967541275,54,30,65,0.4461538461538462,1.3745592100623267,0.376658936453912,54,0.3888888888888889,1.1238112849475212,-0.04054115007944159,17.0,0.3148148148148148,0.18518518518518517,0.12962962962962962,0,0
2021,3,401282071,Alabama,Florida,63,26,37,0.5873015873015873,38,0.6578947368421053,49,0.5714285714285714,2,0.07692307692307693,0.4230769230769231,0.5405405405405406,0.49206349206349204,1.0602585485580551,0.11538461538461539,0.05405405405405406,0.19694232142549578,26.73076923076923,Bryce Young,14,63,0,26.40625,26.40625,71,42,29,0.4084507042253521,0.4523809523809524,0.5517241379310345,0.49295774647887325,1.2174769545208026,0.21428571428571427,0.10344827586206896,0.2807007712363139,71,0,63,0.49206349206349204,0.9902047518585755,0.1969423214254958,71,0.4647887323943662,1.1973011557059603,0.2807007712363138,12.0,0.16901408450704225,0.11267605633802817,0.056338028169014086,0,0
2021,4,401282081,Alabama,Southern Miss,32,17,15,0.46875,13,0.5384615384615384,27,0.37037037037037035,0,0.0,0.5882352941176471,0.6,0.59375,1.9622275687554207,0.29411764705882354,0.26666666666666666,0.9116234602110872,28.32,Bryce Young,10,59,27,26.59375,26.59375,27,13,14,0.5185185185185185,0.15384615384615385,0.35714285714285715,0.25925925925925924,1.9420237326674035,0.0,0.14285714285714285,0.004151919917337087,57,30,59,0.4745762711864407,2.043360536017689,0.6793429303959639,57,0.22807017543859648,2.0540889265954023,0.012779705224000609,8.0,0.14035087719298245,0.10526315789473684,0.03508771929824561,0,0
2021,5,401282089,Alabama,Ole Miss,59,37,22,0.3728813559322034,34,0.4117647058823529,46,0.32608695652173914,2,0.05405405405405406,0.43243243243243246,0.5454545454545454,0.4745762711864407,1.1810447685940597,0.10810810810810811,0.09090909090909091,0.2747726572889198,32.55102040816327,Bryce Young,14,76,17,29.602941176470587,29.602941176470587,39,19,20,0.5128205128205128,0.3684210526315789,0.55,0.46153846153846156,0.8781317400856369,0.05263157894736842,0.0,0.026282270892050895,63,24,76,0.5263157894736842,1.0630623186653638,0.28363985542868336,63,0.4444444444444444,1.1119357385303181,0.17538520381591732,9.0,0.14285714285714285,0.12698412698412698,0.015873015873015872,0,0
2021,6,401282103,Alabama,Texas A&M,82,30,52,0.6341463414634146,57,0.6140350877192983,63,0.5873015873015873,3,0.1,0.4,0.46153846153846156,0.43902439024390244,1.4261155786963486,0.2,0.09615384615384616,0.16952448319146213,25.691176470588236,Bryce Young,14,82,0,23.694117647058825,23.694117647058825,58,27,31,0.5344827586206896,0.37037037037037035,0.6129032258064516,0.5,1.1502690356321044,0.14814814814814814,0.12903225806451613,0.3163091564035516,58,0,82,0.4634146341463415,1.216726091575951,0.16952448319146213,58,0.46551724137931033,1.2095095807942418,0.31630915640355173,7.0,0.1206896551724138,0.06896551724137931,0.05172413793103448,0,0
2021,7,401282107,Alabama,Mississippi State,52,26,26,0.5,29,0.5517241379310345,40,0.5,3,0.11538461538461539,0.46153846153846156,0.46153846153846156,0.46153846153846156,1.5761197030162173,0.15384615384615385,0.11538461538461539,0.3938777460453976,24.302325581395348,Bryce Young,12,69,17,24.16949152542373,24.16949152542373,59,11,48,0.8135593220338984,0.45454545454545453,0.4166666666666667,0.423728813559322,0.9881633980757698,0.18181818181818182,0.0625,-0.14612386456155274,74,15,69,0.5072463768115942,1.531785751784081,0.471839581442404,74,0.4189189189189189,0.9950024847245775,-0.1384461611037459,14.0,0.1891891891891892,0.12162162162162163,0.06756756756756757,0,0
2021,8,401282111,Alabama,Tennessee,87,43,44,0.5057471264367817,74,0.5675675675675675,69,0.463768115942029,8,0.18604651162790697,0.3953488372093023,0.5227272727272727,0.45977011494252873,1.3746596464753982,0.13953488372093023,0.1590909090909091,0.3433316866662513,27.02777777777778,Bryce Young,15,92,5,25.233333333333334,25.233333333333334,49,19,30,0.6122448979591837,0.42105263157894735,0.4666666666666667,0.4489795918367347,1.2921820205183616,0.05263157894736842,0.13333333333333333,0.24211189527834837,54,5,92,0.4673913043478261,1.3678155288069436,0.36175569214024633,54,0.3888888888888889,1.3734264116346275,0.20545616864987717,6.5,0.12037037037037036,0.10185185185185185,0.018518518518518517,0,0
2021,10,401282120,Alabama,LSU,63,22,41,0.6507936507936508,49,0.673469387755102,49,0.6530612244897959,5,0.22727272727272727,0.3181818181818182,0.5121951219512195,0.4444444444444444,1.3009237693903444,0.09090909090909091,0.0975609756097561,0.09390444378545694,28.02,Bryce Young,13,63,0,26.9375,26.9375,73,35,38,0.5205479452054794,0.37142857142857144,0.35135135135135137,0.3611111111111111,1.362470511529975,0.08571428571428572,0.05263157894736842,0.0005618303312610395,73,0,63,0.42857142857142855,1.330718149316665,0.09390444378545697,72,0.3333333333333333,1.2760074097227412,0.0005618303312610514,16.0,0.2222222222222222,0.125,0.09722222222222222,0,1
2021,11,401282127,Alabama,New Mexico State,27,12,15,0.5555555555555556,15,0.6666666666666666,23,0.5217391304347826,3,0.25,0.5833333333333334,0.6,0.5925925925925926,1.7923387607350088,0.25,0.26666666666666666,0.837582301740956,24.2,Bryce Young,7,78,51,21.071428571428573,21.071428571428573,30,9,21,0.7,0.1111111111111111,0.2857142857142857,0.23333333333333334,1.1839476632697998,0.0,0.047619047619047616,-0.2168518004987494,58,28,78,0.5769230769230769,1.3031226658298563,0.48670090925822257,58,0.1896551724137931,1.3460808853669617,-0.21975215704317927,19.0,0.3275862068965517,0.2413793103448276,0.08620689655172414,0,0
2021,12,401282135,Alabama,Arkansas,76,32,44,0.5789473684210527,62,0.5967741935483871,64,0.578125,2,0.0625,0.5,0.5909090909090909,0.5526315789473685,1.4623097151750823,0.15625,0.29545454545454547,0.37692797647702675,24.983870967741936,Bryce Young,15,76,0,23.164556962025316,23.164556962025316,73,39,34,0.4657534246575342,0.3333333333333333,0.5588235294117647,0.4383561643835616,1.6196401868326828,0.1282051282051282,0.14705882352941177,0.3315533334846301,73,0,76,0.5394736842105263,1.3387928903194606,0.3769279764770268,73,0.4520547945205479,1.5312856782160353,0.3315533334846301,14.0,0.1917808219178082,0.1643835616438356,0.0273972602739726,0,0
2021,13,401282146,Alabama,Auburn,81,27,54,0.6666666666666666,49,0.673469387755102,57,0.6140350877192983,4,0.14814814814814814,0.2962962962962963,0.37037037037037035,0.345679012345679,1.3239425078063662,0.07407407407407407,0.1111111111111111,0.0002570725616807693,22.0,Bryce Young|Paul Tyson,14,89,8,21.524390243902438,21.524390243902438,57,30,27,0.47368421052631576,0.3,0.2962962962962963,0.2982456140350877,1.0544888533852055,0.13333333333333333,0.07407407407407407,-0.28642726497699283,66,9,90,0.3333333333333333,1.3373977462893132,0.010632658025653871,67,0.2537313432835821,1.2664362629559998,-0.2646861224036541,18.0,0.26865671641791045,0.22388059701492538,0.04477611940298507,-1,-1
2021,14,401282154,Alabama,Georgia,70,26,44,0.6285714285714286,50,0.68,56,0.5892857142857143,3,0.11538461538461539,0.46153846153846156,0.5681818181818182,0.5285714285714286,1.3578323095585814,0.23076923076923078,0.1590909090909091,0.37753766146108714,23.46551724137931,Bryce Young,11,70,0,21.48611111111111,21.48611111111111,78,27,51,0.6538461538461539,0.4074074074074074,0.47058823529411764,0.44871794871794873,1.2539105638390655,0.14814814814814814,0.11764705882352941,0.02563394540557068,78,0,70,0.4714285714285714,1.4953951133245689,0.3775376614610871,78,0.48717948717948717,1.0887368182079435,0.02563394540557064,12.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0,0
2021,1,401300993,App State,East Carolina,60,33,27,0.45,44,0.5454545454545454,49,0.40816326530612246,4,0.12121212121212122,0.48484848484848486,0.5925925925925926,0.5333333333333333,1.337785374356709,0.24242424242424243,0.14814814814814814,0.4036972908405724,30.612244897959183,Chase Brice,11,63,3,29.50793650793651,29.50793650793651,55,18,37,0.6727272727272727,0.2777777777777778,0.3783783783783784,0.34545454545454546,1.7990367937770497,0.16666666666666666,0.08108108108108109,0.18389111723278598,65,10,63,0.5396825396825397,1.3270449359421648,0.3539716693277674,65,0.35384615384615387,1.6980914700805239,0.1951442757555235,11.0,0.16923076923076924,0.09230769230769231,0.07692307692307693,0,0
2021,2,401282620,App State,Miami,73,38,35,0.4794520547945205,56,0.42857142857142855,55,0.4,3,0.07894736842105263,0.42105263157894735,0.5142857142857142,0.4657534246575342,1.0075283715197674,0.10526315789473684,0.05714285714285714,0.16655909330042007,26.885245901639344,Chase Brice,14,73,0,25.95945945945946,25.95945945945946,76,41,35,0.4605263157894737,0.4146341463414634,0.42857142857142855,0.42105263157894735,1.1217796438577043,0.21951219512195122,0.05714285714285714,0.031220536678003407,76,0,73,0.4520547945205479,1.0123991640614518,0.16655909330042007,76,0.42105263157894735,1.0806521536312876,0.031220536678003417,12.0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0,0
