season,week,game_id,team,opponent,prior_games,pregame_off_plays,pregame_off_pass_rate,pregame_off_neutral_pass_rate,pregame_off_early_down_pass_rate,pregame_off_qb_run_share,pregame_off_rush_success_rate,pregame_off_pass_success_rate,pregame_off_success_rate,pregame_off_explosiveness,pregame_off_explosive_rush_rate,pregame_off_explosive_pass_rate,pregame_off_ppa,pregame_def_plays,pregame_def_pass_rate_faced,pregame_def_rush_success_allowed,pregame_def_pass_success_allowed,pregame_def_success_allowed,pregame_def_explosiveness_allowed,pregame_def_explosive_rush_allowed,pregame_def_explosive_pass_allowed,pregame_def_ppa_allowed,pregame_def_havoc_rate,pregame_def_front_seven_havoc_rate,pregame_def_db_havoc_rate,pregame_off_drive_elapsed_seconds_per_play
2021,12,401310747,Air Force,Nevada,10,67.6,0.1501105518071569,0.12176636810502559,0.13372711967549533,0.205571270997459,0.4609412705226738,0.41271228771228763,0.45841122950384056,1.205717165035852,0.12050053088345758,0.22842615717615714,0.2595367941905393,50.8,0.4727906456696515,0.388793017413121,0.40817959912187424,0.38948747245370224,1.232471820256378,0.10107916677710727,0.09892694741591176,0.14574622564914017,0.18651633473445328,0.11955061255855644,0.06696572217589689,29.139214544155102
2021,13,401310752,Air Force,UNLV,11,68.45454545454545,0.1423673257278758,0.1166579501401872,0.12627230315327162,0.19319610494718498,0.4695425691620267,0.3933748070111706,0.46514362068235804,1.1875869685868274,0.12469745231829478,0.22584196106923377,0.2586212948097958,51.90909090909091,0.49618774425956774,0.39622894631139344,0.40862176995269195,0.3930405593734955,1.246946156680554,0.11328052594710286,0.09783872689984073,0.15596116028803586,0.1926483273920715,0.12599839236925045,0.06664993502282111,29.08352093784086
2021,1,401281944,Akron,Auburn,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,401300999,Akron,Temple,1,42.0,0.5238095238095238,0.5,0.5769230769230769,0.4,0.35,0.5909090909090909,0.47619047619047616,0.8965205239787691,0.05,0.0,0.15848712156327407,39.0,0.5128205128205128,0.6842105263157895,0.85,0.7692307692307693,1.2352080101356906,0.2631578947368421,0.15,0.8834156151610884,0.03225806451612903,0.03225806451612903,0.0,31.29032258064516
2021,3,401309550,Akron,Bryant,2,58.5,0.47523809523809524,0.45,0.491851368970013,0.40930232558139534,0.40755813953488373,0.46732954545454547,0.44476190476190475,1.09454076662687,0.1063953488372093,0.015625,0.11536021402332064,46.5,0.4601139601139601,0.5764802631578947,0.6977272727272728,0.6346153846153846,1.2005482556107818,0.24095394736842105,0.1659090909090909,0.5678346322539545,0.056451612903225805,0.056451612903225805,0.0,28.1710233592881
2021,4,401282811,Akron,Ohio State,3,59.0,0.45571428571428574,0.4550387596899225,0.48790091264667534,0.3966777408637874,0.4696220930232558,0.5248863636363637,0.501186299081036,1.152139847470333,0.15664451827242523,0.07708333333333334,0.2113883402248533,50.0,0.47048533013445293,0.5222512099213551,0.6318181818181818,0.5751237067026541,1.0969462672333024,0.1606359649122807,0.1106060606060606,0.3840018738335207,0.1370496132805131,0.13120166006413883,0.005847953216374269,29.097348906192067
2021,5,401309560,Akron,Ohio,4,53.5,0.47016409266409265,0.4812790697674419,0.4819971130564351,0.40861941675895164,0.4355499031007752,0.4726121411483254,0.456970805391858,1.0869578614758262,0.1452611664820967,0.08412828947368421,0.06943836358389387,45.25,0.4899607717943881,0.5881169788695877,0.6356283422459893,0.6087621348657002,1.1681267973820397,0.19190554511278196,0.17118983957219253,0.4655586763970782,0.12327901323907335,0.11069632701531724,0.012582686223756112,29.85242344434993
2021,6,401309566,Akron,Bowling Green,5,55.2,0.4761312741312741,0.47632760364004045,0.47921471172174385,0.4107665011490968,0.4645689547386847,0.4942187451767248,0.48170567657155094,1.0600256279363056,0.14846699770180638,0.0931090831918506,0.0820486483380806,51.0,0.459536185003078,0.6011058279936293,0.5645026737967914,0.5924151132979656,1.1614458625755018,0.21474892588614392,0.14495187165775403,0.43334607455659935,0.10943402140206948,0.0966651697203619,0.012768851681707594,29.85242344434993
2021,7,401308837,Akron,Miami (OH),6,55.5,0.4698754769807401,0.48027300303336706,0.4675274112832714,0.3423054176242473,0.4548491289489039,0.518515620980604,0.4862167187803861,1.122085398225523,0.144555831418172,0.11092423599320883,0.13076524199807377,53.166666666666664,0.47669682083589837,0.5783024757089769,0.5491225985343632,0.571804261081638,1.1463719879015726,0.19681458109559613,0.13931174489998022,0.36717866557003404,0.11644754308758315,0.09570582325181674,0.02074171983576643,29.34979589833709
2021,8,401309575,Akron,Buffalo,7,55.285714285714285,0.49269749878772434,0.49261495498098135,0.4948144361522117,0.32197607224935487,0.4470135390990605,0.5158705322690892,0.48289475366361134,1.133991873597936,0.13819071264414742,0.10348127791014539,0.13584686915065586,53.857142857142854,0.46771057549480943,0.5755197690950894,0.5540098463627875,0.5713987262473154,1.1814017639630705,0.18970661572899836,0.13726720991426875,0.3905515604278757,0.10860338858056577,0.08862696938067807,0.01997641919988771,29.483804274255267
2021,10,401309579,Akron,Ball State,8,53.875,0.4936103114392588,0.49353808560835866,0.49913910222142055,0.33854724503636735,0.4593186648934961,0.4797958066445439,0.47082836400111444,1.2041326674490511,0.15500778265453807,0.09622793635319539,0.13277157467027959,53.75,0.45641656487871296,0.5755494949279002,0.5597586155674391,0.5730870930135707,1.1681725517679424,0.1811448039143887,0.15135880867498516,0.39261801433571847,0.10544463167466173,0.08622915376364887,0.019215477911012857,29.483804274255267
2021,11,401309584,Akron,Western Michigan,9,55.22222222222222,0.5010542835689035,0.4958433776836204,0.5035082618036558,0.31242513735033417,0.4598705592704092,0.4943863960297181,0.47927799022321277,1.2004505803597094,0.15694178381552812,0.09754795543707458,0.15073209398024967,55.0,0.45698566450757394,0.5687424081898795,0.5420076582821681,0.5606928006274475,1.1944816013680386,0.18323982570167885,0.1456522743777646,0.38044296589947413,0.10740377516380188,0.08177634180700413,0.025627433356797753,29.483804274255267
2021,12,401309592,Akron,Kent State,10,56.8,0.514329136902154,0.5045923732485916,0.509761209208196,0.3081057005383777,0.45234504180490676,0.4982810897600796,0.4792375151445535,1.20303073441901,0.148939913126283,0.09890427100447823,0.16064939118628066,55.8,0.44303312980284826,0.5723332836499614,0.5478068924539513,0.564940980882163,1.2026954409037567,0.18817165708499933,0.16608704693998813,0.3887370986037194,0.09983800082202486,0.0751860092136053,0.024651991608419566,28.925165568409277
2021,13,401309597,Akron,Toledo,11,54.18181818181818,0.5162732413396205,0.5068486815628908,0.5088738265529055,0.28009609139852515,0.45318080723522997,0.49194384783383865,0.47607450871727086,1.1779193315730578,0.16337194899592158,0.09597357970104081,0.13071632394611596,54.45454545454545,0.4204957499316359,0.5753994038691109,0.5207335385945012,0.5623631976977536,1.2279929481938823,0.20412299404421425,0.1509882244908983,0.40735820665120104,0.09581232397961856,0.07213879625479269,0.02367352772482587,28.563830217185703
2021,1,401281942,Alabama,Miami,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,401282056,Alabama,Mercer,1,45.0,0.6222222222222222,0.6153846153846154,0.5526315789473685,0.058823529411764705,0.5294117647058824,0.5,0.5111111111111111,1.2616792013414575,0.23529411764705882,0.07142857142857142,0.37544090286685544,42.0,0.5714285714285714,0.3888888888888889,0.5416666666666666,0.47619047619047616,0.869267036011423,0.1111111111111111,0.041666666666666664,0.0012023242271699157,0.2222222222222222,0.12698412698412698,0.09523809523809523,26.833333333333332
2021,3,401282071,Alabama,Florida,2,41.5,0.5742690058479532,0.6258741258741258,0.5176950998185118,0.05718954248366013,0.5147058823529411,0.45,0.47923976608187135,1.1753272245966522,0.2565359477124183,0.03571428571428571,0.34428585015885504,33.0,0.5148809523809523,0.3482905982905983,0.3162878787878788,0.34226190476190477,0.8358812245256749,0.05555555555555555,0.020833333333333332,-0.2338969862634788,0.2685185185185185,0.15608465608465608,0.11243386243386243,25.76282051282051
2021,4,401282081,Alabama,Southern Miss,3,48.666666666666664,0.5786131996658312,0.6365476628634523,0.535606257021865,0.06376738729679905,0.4841628959276018,0.4801801801801802,0.4835143414090783,1.136970999250453,0.20948550360315066,0.04182754182754183,0.2951713405810686,45.666666666666664,0.4794042029957522,0.38298738298738294,0.39476663183559735,0.39249385200089426,0.9630798011907175,0.10846560846560845,0.04837164750957854,-0.06236440043021457,0.2353503738480264,0.14161512283578012,0.09373525101224632,25.97729700854701
2021,5,401282089,Alabama,Ole Miss,4,44.5,0.5511473997493734,0.6120261317629738,0.4942972853589913,0.04782554047259929,0.5101809954751131,0.5101351351351352,0.5110732560568088,1.343285141626695,0.2306435394670689,0.09803732303732304,0.4492843704885733,41.0,0.4891827818764438,0.32570207570207566,0.3853606881624123,0.3591852038154855,1.207815784059889,0.08134920634920634,0.07199302134646962,-0.045735320343326655,0.21160049968426542,0.1325271316005193,0.07907336808374614,26.131410256410255
2021,6,401282103,Alabama,Texas A&M,5,47.4,0.5154941909859394,0.5719738465868496,0.4606552195915409,0.049071243188890244,0.494631282866577,0.5171990171990173,0.5037738590827352,1.310837067020168,0.20613645319527674,0.09661167661167662,0.4143820278486426,40.6,0.4939103280652576,0.3342458710879763,0.4182885505299298,0.37965585536008073,1.1418789752650387,0.07560568086883876,0.0575944170771757,-0.031331802096251145,0.1978518283188409,0.13141853067724082,0.06643329764160008,26.82571644042232
2021,7,401282107,Alabama,Mississippi State,6,53.166666666666664,0.535269549398852,0.5789840534422578,0.4817629475432153,0.0575593693240752,0.47885940238881414,0.507922257922258,0.4929822809429297,1.3300501522995314,0.20511371099606393,0.09653537153537155,0.3735724370724458,43.5,0.5006723998244963,0.34026662096837534,0.45072432974268345,0.3997132128000673,1.1432773186595495,0.08769609208205698,0.0695007239083991,0.026608357653715983,0.1849914661277697,0.12100969510459725,0.06398177102317248,26.30378330819507
2021,8,401282111,Alabama,Tennessee,7,53.0,0.5302310423418731,0.5750897797977973,0.4843682407513274,0.06582011876129523,0.4763849822673352,0.5012960012960014,0.4884903067422914,1.3652029452590582,0.1977897742603625,0.09922812065669209,0.37647319549715325,45.714285714285715,0.5453705315686965,0.3565921686222438,0.4458589493032524,0.4031440129085322,1.121118187147581,0.1011421049015034,0.06850062049291351,0.001932325908677594,0.18559114085082964,0.12109711317845787,0.06449402767237178,25.99888448208488
2021,10,401282120,Alabama,LSU,8,57.25,0.5271705528537367,0.5741495032690186,0.4817932251501651,0.0808484178696217,0.46625546413508107,0.5039749102249103,0.48490028276732106,1.3663850329111007,0.19050791294293348,0.10671096921096922,0.3723305068932905,46.125,0.5537298273675074,0.36464972649183175,0.44845991397367924,0.4088734602745575,1.1425011663189286,0.09507828915723651,0.07660470959796599,0.03195477207988644,0.17743854454077224,0.11869145551263212,0.05874708902814012,25.903190588490936
2021,11,401282127,Alabama,New Mexico State,9,57.888888888888886,0.5409064526248383,0.5851850459896945,0.5008230028545685,0.09711778558107788,0.4498028368069407,0.504888267083389,0.48040518962033474,1.3591115591865721,0.1794413771613954,0.10569430325527887,0.3413942776590868,49.111111111111114,0.5500429515717266,0.36540293148480285,0.4376700736823095,0.40356653258973013,1.1669422046757114,0.09403784433024198,0.07394102841456626,0.028466667441150284,0.1824145087276,0.11939240490011743,0.06302210382748258,26.018113856436386
2021,12,401282135,Alabama,Arkansas,10,54.8,0.54237136291791,0.5933332080573918,0.5029146156125899,0.11240600702297007,0.46315588645957995,0.51439944037505,0.49162392991756054,1.4024342793414157,0.18649723944525587,0.12179153959641764,0.3910130800672737,47.2,0.565038656414554,0.33997374944743364,0.42247449488550715,0.3865432126640905,1.1686427505351202,0.08463405989721778,0.07130883033501441,0.003934820647160317,0.19693167854449517,0.13159109544458844,0.06534058309990673,25.523445327935608
2021,13,401282146,Alabama,Auburn,11,56.72727272727273,0.5456964543272865,0.5936460249202095,0.5097519232841726,0.10786909729360916,0.46650535132689086,0.521354863150872,0.49717007982936123,1.4078775007808402,0.18374749040477803,0.13757908558352017,0.38973261610452403,49.54545454545455,0.5560127262548249,0.3393700752552427,0.4348698616606214,0.3912534810022242,1.2096425174712624,0.08859506610702782,0.07819519335268689,0.03371832181420303,0.19646341885116,0.1345722287354291,0.0618911901157309,25.309000931034674
2021,14,401282154,Alabama,Georgia,12,58.75,0.5557773053555682,0.6002979718231172,0.5184421869870998,0.11122568486482075,0.4523212634076746,0.5087728220858302,0.484545824205721,1.4008829180329672,0.17460803904388603,0.13537342104415276,0.35727632080928706,50.166666666666664,0.5491520166107825,0.33608923565063914,0.4233220645469277,0.38350282542162945,1.1967130454640909,0.09232325504255329,0.07785176674613582,0.007039522914936707,0.20247952698172253,0.14201459275872044,0.06046493422300209,24.993616707106984
2021,1,401300993,App State,East Carolina,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,401282620,App State,Miami,1,60.0,0.45,0.5454545454545454,0.40816326530612246,0.12121212121212122,0.48484848484848486,0.5925925925925926,0.5333333333333333,1.337785374356709,0.24242424242424243,0.14814814814814814,0.4036972908405724,55.0,0.6727272727272727,0.2777777777777778,0.3783783783783784,0.34545454545454546,1.7990367937770497,0.16666666666666666,0.08108108108108109,0.18389111723278598,0.16923076923076924,0.09230769230769231,0.07692307692307693,29.50793650793651
2021,3,401309604,App State,Elon,2,66.5,0.46472602739726027,0.487012987012987,0.40408163265306124,0.10007974481658692,0.4529505582137161,0.5534391534391534,0.4995433789954338,1.172656872938238,0.17384370015948963,0.10264550264550264,0.2851281920704962,65.5,0.5666267942583731,0.3462059620596206,0.40347490347490345,0.3832535885167464,1.460408218817377,0.19308943089430894,0.06911196911196911,0.10755582695539469,0.16356275303643725,0.09878542510121457,0.06477732793522267,27.733697983697986
2021,4,401282208,App State,Marshall,3,61.666666666666664,0.47648401826484016,0.508008658008658,0.4321784527764594,0.09236085551875024,0.45581319265529796,0.5422927689594356,0.4964276121407467,1.2449370027619986,0.1671778513883777,0.14535341202007868,0.32044234599330895,62.0,0.6080542264752791,0.3092353472554334,0.4093341461762514,0.3767145135566188,1.3685545451571475,0.14833413040012752,0.06361850572376888,0.06191443885438824,0.1831159094316989,0.113475997686524,0.0696399117451749,25.887941512941513
2021,5,401309612,App State,Georgia State,4,69.25,0.46605866587254313,0.5008695072051237,0.4299030703515753,0.09330910317752422,0.4620522021837812,0.5317195767195767,0.4946033178012122,1.2545007828516326,0.17826800392589867,0.140265059015059,0.3018020603089933,61.75,0.599483292807279,0.3376957412108058,0.4141434667750457,0.3890932622166444,1.349174212329268,0.16894290549240334,0.09057102214996951,0.10050561559352336,0.1742221779754135,0.10969716219931923,0.06452501577609429,25.2357235765666
2021,7,401309620,App State,Louisiana,5,67.2,0.4711520174437972,0.5027364220906295,0.43281134517014913,0.0879806158753527,0.43630842841369166,0.5357204889618682,0.48381824746130875,1.2784187482733986,0.16261440314071893,0.12600515066032308,0.2973867774641209,61.2,0.601620532550908,0.339721810359949,0.40353699564225876,0.38246105045128165,1.2857003565557499,0.15254562874174876,0.07801237327553116,0.08093849605961032,0.18872839173098016,0.11373175573348135,0.07499663599749881,25.091912194586612
2021,8,401309623,App State,Coastal Carolina,6,64.66666666666667,0.47596001453649767,0.5131499169595826,0.44614620644520975,0.0925479491268965,0.4212826647037174,0.5233568177246338,0.4704895651921162,1.2356116558144146,0.14192225902752217,0.1178248050374487,0.2425720419137578,60.833333333333336,0.5747967714760391,0.36896009449187667,0.41961416303521565,0.4034633047545991,1.2901053077496887,0.15742438758782096,0.09065133670396829,0.12248567269030042,0.18625916702219358,0.11651559354601708,0.06974357347617655,24.953136705365385
2021,9,401309628,App State,UL Monroe,7,65.28571428571429,0.465936741238323,0.49815182386623114,0.43598246266732266,0.09674841632479629,0.437754479153709,0.5251221702945841,0.4798813250300955,1.2461263206807778,0.13210061226749287,0.14180901656271114,0.243124159023434,59.57142857142857,0.5641115184080335,0.37669107000402613,0.44208686501919586,0.4172542612182278,1.2775005292586226,0.14592420035000037,0.09967916772428051,0.14155369364725348,0.18712324206297912,0.1218485307317509,0.06527471133122824,25.11901513521115
2021,10,401309633,App State,Arkansas State,8,63.875,0.46325020413908824,0.49357515357525994,0.4456738440230965,0.09298819761753009,0.45386850259282874,0.537606899007761,0.49397023347540764,1.2323059329804282,0.13225470240072293,0.13970788949237223,0.2654261909679725,55.5,0.5445235045329553,0.3629380195868562,0.3981896432554327,0.3891359401044109,1.3052826434174065,0.14330867530625033,0.09858290812238181,0.09880614398874775,0.18838072412905038,0.12422309819309894,0.06415762593595148,24.895804909976423
2021,11,401309637,App State,South Alabama,9,63.22222222222222,0.4558392619167374,0.4823064545941309,0.4374981972711762,0.09852919153304263,0.46058152611426045,0.5334283546735654,0.4956148664030914,1.2389801447919808,0.1397819576895315,0.1338466264086787,0.27728391696973786,54.22222222222222,0.5648289737262633,0.3503893507438722,0.3956130162270513,0.3837774013049309,1.299799442623999,0.15516326693888918,0.09457369610878383,0.07804641682950784,0.2031638182734416,0.13423005553672288,0.06893376273671876,24.976598899942612
2021,12,401309642,App State,Troy,10,63.2,0.45152517699490496,0.4757424758013845,0.43070489928318906,0.09948708319054918,0.4442531032325642,0.5223932115139012,0.4809740146834171,1.2498546473390255,0.13120916732598373,0.1281542714601185,0.26236159197361336,55.3,0.568346076353637,0.34227349259256185,0.3996414581940898,0.3823227380975147,1.258676634850529,0.14349309409115413,0.0953727367543157,0.05779900828560848,0.20538264771370307,0.13348310632107876,0.07189954139262436,25.27268900994835
2021,13,401309646,App State,Georgia Southern,11,62.90909090909091,0.44684106999536816,0.46885679618307685,0.42564081753017186,0.10054381300150936,0.44174524536293713,0.5241453438005163,0.4796733466818944,1.2469175888689066,0.12938207130644985,0.13165539829707743,0.2678065590329125,53.18181818181818,0.5706555239578518,0.3321367415177136,0.3920185505113735,0.37313430736137704,1.2672226700842744,0.13744127434860165,0.09627186594889943,0.04388087759608695,0.21235252356257386,0.14232729945272896,0.07002522410984499,25.679028576537068
2021,14,401331161,App State,Louisiana,12,61.5,0.453082575031986,0.4748304415461988,0.43444158273599087,0.09595304070592903,0.4314482930978439,0.5151887873726955,0.4704976692410119,1.2856944461372757,0.12238811081879115,0.13457300399454322,0.26104162453832563,54.0,0.5574924313528985,0.3382424635083546,0.38499136360978464,0.37246306217120934,1.2490349029364165,0.12824008707180376,0.09145433865828602,0.033328900540850165,0.217603339835741,0.14616717425678896,0.0714361655789521,25.63244286182565
2021,1,401309841,Arizona,BYU,0,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,401309846,Arizona,San Diego State,1,84.0,0.6309523809523809,0.6,0.6190476190476191,0.25806451612903225,0.5161290322580645,0.49056603773584906,0.5,0.93304862230498,0.03225806451612903,0.07547169811320754,0.10621662867338377,61.0,0.4918032786885246,0.3870967741935484,0.5333333333333333,0.45901639344262296,1.3662758542181417,0.1935483870967742,0.06666666666666667,0.28230237411608305,0.22580645161290322,0.16129032258064516,0.06451612903225806,21.21590909090909
2021,3,401309853,Arizona,Northern Arizona,2,58.5,0.6488095238095237,0.5727272727272728,0.6095238095238096,0.1744868035190616,0.4398826979472141,0.3816466552315609,0.4015151515151515,0.8959110957602455,0.10703812316715543,0.0604631217838765,0.024540653106220618,54.0,0.4054761074293687,0.4122983870967742,0.5333333333333333,0.4635507499128009,1.4393879104079952,0.2217741935483871,0.13333333333333333,0.35211475183233887,0.1864326375711575,0.1321157495256167,0.0543168880455408,24.95643939393939
2021,4,401309859,Arizona,Oregon,3,61.333333333333336,0.6464700307983889,0.5855218855218856,0.5950284516322252,0.1163245356793744,0.4599217986314761,0.4017179251931336,0.4219056233981607,0.936247591800301,0.15469208211143695,0.05581262382490992,0.008055297277674555,55.666666666666664,0.38331175523539834,0.377429693961952,0.47222222222222215,0.41637846604356216,1.347167538542583,0.19058450510063416,0.10555555555555556,0.21178715759924693,0.20338447024517844,0.14457434149165407,0.05881012875352437,23.72810245310245
2021,6,401309870,Arizona,UCLA,4,68.25,0.5887851073684546,0.5391414141414141,0.5404742372748935,0.12570494022106926,0.4603259643582225,0.4229100655164718,0.4344067456385082,0.9581639397552498,0.15448060004511618,0.05537298138219595,0.005799016245733689,55.25,0.4032245571672895,0.36927916702318814,0.4541666666666666,0.4048764421252642,1.4550988523118802,0.18604182710133768,0.10916666666666666,0.24697889477591778,0.20253835268388382,0.12206711975510419,0.08047123292877964,24.054318598068598
2021,7,401309875,Arizona,Colorado,5,70.6,0.5735280858947636,0.5297746697746698,0.5356051962715277,0.13133318294608617,0.4451838484096549,0.450523174364397,0.4425253965108065,0.9544003215381742,0.14409730054891345,0.04917643388624456,0.02131896531994003,57.4,0.3831857063398922,0.39542333361855053,0.44333333333333325,0.4178405476396053,1.4310923803009301,0.19231172255063536,0.09733333333333333,0.2525055296239908,0.18324280335922827,0.1128052109555985,0.07043759240362976,23.636225962792228
2021,8,401309877,Arizona,Washington,6,68.0,0.5658188594577576,0.5248122248122248,0.5147137319356748,0.12226483194225131,0.43508910444394316,0.42716011656803193,0.426346921334763,1.0151014852640046,0.13931185302153046,0.046727488008652084,-0.024869740405210904,54.5,0.37348808861657684,0.3789021607315082,0.4335470085470085,0.4023671230330044,1.5015055054273514,0.1726054478045418,0.13239316239316237,0.24541672651494387,0.18246424089459498,0.11483767579633208,0.0676265650982629,24.4756428477814
2021,9,401309886,Arizona,USC,7,67.0,0.538851762439202,0.49847126868403463,0.4837363902913686,0.13487361534899736,0.44436208952337986,0.4220378638906112,0.431013988778743,0.9970672767171223,0.141966550710184,0.04005213257884464,-0.00999054184835221,55.285714285714285,0.3820374092903992,0.37519344869423393,0.43205128205128196,0.3996480102187657,1.47743232061487,0.14794752668960726,0.13545787545787544,0.22782215708677053,0.18020744457631951,0.11747991258733226,0.06272753198898724,24.92555101238406
2021,10,401309889,Arizona,California,8,67.375,0.5500667207057304,0.5135433124794827,0.49271378594939197,0.15166825958421884,0.44170144371757275,0.4289422218133757,0.43428009732425726,1.055709842403615,0.14825919340987254,0.04925016146103452,0.03628850467615202,58.5,0.3960111281908277,0.38317231638794247,0.4499198717948717,0.4129636138796916,1.4445066063849936,0.14469798829243075,0.12165064102564102,0.2294068343135994,0.1777432423993413,0.11205418277317498,0.06568905962616631,24.53958686556578
2021,11,401309896,Arizona,Utah,9,68.66666666666667,0.533955228531676,0.505094055537318,0.47804066947778373,0.15845689268006213,0.435176697016093,0.42642086383411176,0.4296273157650219,1.0446112477596,0.1506984792484919,0.04377792129869735,0.028392255204179102,57.55555555555556,0.4231210028362913,0.38380749111026985,0.4242343304843304,0.39818987900417036,1.3571309920650674,0.13479327354388906,0.11160612535612535,0.18578629522394474,0.1846606599105256,0.11738149579837777,0.06727916411214782,24.638936651587255
